Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RNA metabolic process (GO:0016070)	1/133	0.57831161455909	0.6087490679569367	0	0	1.168264678030303	0.6397913072192183	HNRNPA0
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	1/133	0.57831161455909	0.6087490679569367	0	0	1.168264678030303	0.6397913072192183	ITGB1
innate immune response (GO:0045087)	2/302	0.5825550621801624	0.6127415967246874	0	0	1.0273490813648294	0.5551091427518068	IFITM3;APP
MAPK cascade (GO:0000165)	2/303	0.5843606485195455	0.6141657511488268	0	0	1.0238836424516702	0.5500681128610899	PSMD2;MAP2K7
protein localization to plasma membrane (GO:0072659)	1/136	0.5864730723568342	0.614486424041059	0	0	1.1421296296296297	0.6094729489072858	FLNA
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	1/136	0.5864730723568342	0.614486424041059	0	0	1.1421296296296297	0.6094729489072858	MYH9
cellular calcium ion homeostasis (GO:0006874)	1/136	0.5864730723568342	0.614486424041059	0	0	1.1421296296296297	0.6094729489072858	STC2
organic substance transport (GO:0071702)	1/136	0.5864730723568342	0.614486424041059	0	0	1.1421296296296297	0.6094729489072858	MYH9
regulation of inflammatory response to antigenic stimulus (GO:0002861)	1/137	0.5891585743402838	0.6168249893016059	0	0	1.1336741727941178	0.5997815503649296	MYH9
positive regulation of cell population proliferation (GO:0008284)	3/474	0.5930543624284413	0.620426102232831	0	0	0.9806895157213629	0.512380077136134	GREM1;IGF1R;CIAO1
positive regulation of response to external stimulus (GO:0032103)	1/139	0.594477771597472	0.6209598843107234	0	0	1.1171308876811594	0.5809884432170619	APP
protein dephosphorylation (GO:0006470)	1/139	0.594477771597472	0.6209598843107234	0	0	1.1171308876811594	0.5809884432170619	PPP2CB
