Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
carboxylic acid biosynthetic process (GO:0046394)	4/13	1.702728508095853E-4	0.02893948654547139	0	0	18.950994662785057	164.458786024445	SLC35D1;CYP4A11;CYP4A22;FADS1
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	19/321	1.8556596909359777E-4	0.02893948654547139	0	0	2.7318553510830728	23.47237466418601	VCP;FEM1A;EDEM1;DERL1;HUWE1;CUL1;HSP90B1;FOXRED2;CCNB1;FZR1;RNF103;PSMA1;UBXN11;MDM2;RBCK1;RNF185;RNF121;UBQLN2;CUL4B
negative regulation of transcription, DNA-templated (GO:0045892)	40/948	1.8637236415688195E-4	0.02893948654547139	0	0	1.9447982128317014	16.70146793874434	DDX5;NFIX;FOXG1;FOXK2;AHR;ZNF8;GLI2;LOXL2;ELK4;DNAJB1;SUMO1;SIN3A;NACC1;INPP5K;EP300;KAT7;ZNF764;ZBTB7A;ZHX2;KDM2A;POU2F1;UBE2I;USP9X;SOX13;DAB2IP;PA2G4;HCFC1;EFNA1;NR6A1;NR4A3;TFDP2;CNOT1;NFIC;SP3;MDM2;MAFK;HDGF;CALR;TCF3;EZR
negative regulation of cell size (GO:0045792)	3/6	2.3253709919516524E-4	0.03278469564933171	0	0	42.5599128540305	356.07584166092334	DEPTOR;PTEN;RHOA
response to endoplasmic reticulum stress (GO:0034976)	10/110	2.3459531770541472E-4	0.03278469564933171	0	0	4.300442477876106	35.94158697106146	VCP;RNF139;GORASP2;CREB3L2;DERL1;DAB2IP;P4HB;RNF185;HSP90B1;BBC3
protein stabilization (GO:0050821)	13/179	2.780662967709389E-4	0.03444521631559632	0	0	3.3788069874151394	27.66449239279957	CDKN1A;USP9X;PRKCD;PTEN;HCFC1;EFNA1;SUMO1;ZNF207;EP300;CALR;CCT8;NAA15;TRIM44
regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	5/26	2.834490072481987E-4	0.03444521631559632	0	0	10.168281754715014	83.05938906085001	YWHAE;TFDP2;YWHAZ;YWHAG;BBC3
positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	5/26	2.834490072481987E-4	0.03444521631559632	0	0	10.168281754715014	83.05938906085001	YWHAE;TFDP2;YWHAZ;YWHAG;BBC3
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	8/74	3.027864737936123E-4	0.03518107456735112	0	0	5.198771859564811	42.122959094073664	CDKN1A;CCNB1;CNOT6;TFDP2;CNOT1;MDM2;EP300;TRIAP1
cellular response to growth factor stimulus (GO:0071363)	12/158	3.146786633931227E-4	0.03518107456735112	0	0	3.541917808219178	28.561878414321473	ACVR1;MAP2K3;PDPK1;ERBB2;RAPGEF1;DAB2IP;AKT1;INPP5K;HAS2;IQGAP1;PTPN12;ZFP36L1
negative regulation of neuron projection development (GO:0010977)	7/58	3.646173498665911E-4	0.03919636511065855	0	0	5.87843137254902	46.53755491812469	EFNA1;MYLIP;GDI1;PTEN;SPOCK1;RHOA;ITM2C
negative regulation of protein serine/threonine kinase activity (GO:0071901)	8/78	4.347445483146908E-4	0.04493625345724193	0	0	4.900692259282567	37.93504313605121	PKIA;PRKCD;SPRY4;PTEN;DAB2IP;NF1;AKT1;INPP5K
Notch signaling pathway (GO:0007219)	7/60	4.501664031494719E-4	0.04493625345724193	0	0	5.656023222060958	43.58471121836483	NOTCH2;APH1A;TRAF7;NOTCH3;GMDS;MDK;EP300
protein modification by small protein conjugation (GO:0032446)	21/409	5.89442626318006E-4	0.05473583059795083	0	0	2.3502700049091803	17.477390792981595	MYLIP;VCP;UBE2I;USP9X;CUL1;MSL2;DERL1;HUWE1;RNF40;TRAF7;RNF103;RNF139;SUMO1;RFWD3;MDM2;RNF39;WAC;BIRC6;TRIM44;CUL4B;ASB1
regulation of protein catabolic process (GO:0042176)	9/102	5.945441130040942E-4	0.05473583059795083	0	0	4.154026917325358	30.85493071413521	CTSA;VCP;FZR1;SF3B3;MDM2;DAB2IP;HUWE1;FAM83D;AZIN1
regulation of endodeoxyribonuclease activity (GO:0032071)	3/8	6.289711991323236E-4	0.05473583059795083	0	0	25.533333333333335	188.217053981392	DDX11;PRKCD;AKT1
negative regulation of transcription by RNA polymerase II (GO:0000122)	30/684	6.395738819816808E-4	0.05473583059795083	0	0	2.005181787291879	14.747527360116127	DDX5;NFIX;ZNF8;GLI2;LOXL2;ELK4;DNAJB1;SUMO1;SIN3A;EP300;ZNF764;ZBTB7A;ZHX2;UBE2I;USP9X;SOX13;DAB2IP;HCFC1;EFNA1;NR6A1;NR4A3;NFIB;CNOT1;NFIC;MDM2;MAFK;HDGF;CALR;TCF3;EZR
cellular response to cAMP (GO:0071320)	5/31	6.658383686333912E-4	0.05473583059795083	0	0	8.21073893283959	60.05715110769225	RAPGEF1;INPP5K;AHR;EZR;ZFP36L1
positive regulation of leukocyte cell-cell adhesion (GO:1903039)	5/31	6.658383686333912E-4	0.05473583059795083	0	0	8.21073893283959	60.05715110769225	NR4A3;MDK;HAS2;ETS1;RHOA
response to insulin (GO:0032868)	8/84	7.168293027340689E-4	0.05724394003262065	0	0	4.5124043589149085	32.67284358184956	EPM2AIP1;XBP1;PKM;PDPK1;RAB13;AKT1;INPP5K;ZFP36L1
cellular response to peptide hormone stimulus (GO:0071375)	9/106	7.862313234091811E-4	0.0594127341032636	0	0	3.9819075578616783	28.463708545499127	XBP1;NR4A3;PKM;PDPK1;PRKCD;RAB13;AKT1;INPP5K;ZFP36L1
histone H4 acetylation (GO:0043967)	6/48	7.935203999528596E-4	0.0594127341032636	0	0	6.1077694235588975	43.60355714601204	KMT2A;MSL2;EP300;YEATS4;KAT7;HCFC1
histone H4-K16 acetylation (GO:0043984)	4/19	8.269127902279712E-4	0.0594127341032636	0	0	11.367103347889374	80.68155483726137	KMT2A;MSL2;KAT7;HCFC1
negative regulation of protein phosphorylation (GO:0001933)	11/152	8.290148944641433E-4	0.0594127341032636	0	0	3.355301850890849	23.806780737777252	DEPTOR;PDPK1;PRKCD;NF1;PTEN;DAB2IP;AKT1;INPP5K;PMEPA1;CALM3;YWHAG
ATF6-mediated unfolded protein response (GO:0036500)	3/9	9.273098479647159E-4	0.06479577562653452	0	0	21.276688453159043	148.5798559182722	XBP1;CALR;HSP90B1
regulation of protein kinase activity (GO:0045859)	9/110	0.0010254741756819154	0.06696104363832593	0	0	3.823421414989181	26.315080853798925	MAP2K3;CDKN1A;DEPTOR;PDPK1;NF1;AKT1;INPP5K;IQGAP1;YWHAG
phosphatidylinositol 3-kinase signaling (GO:0014065)	5/34	0.0010301699021280912	0.06696104363832593	0	0	7.360220327473025	50.6238275303142	ERBB2;PTEN;NF1;AKT1;ZFP36L1
positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	5/34	0.0010301699021280912	0.06696104363832593	0	0	7.360220327473025	50.6238275303142	YWHAE;TFDP2;YWHAZ;YWHAG;BBC3
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	6/51	0.0010987399256622587	0.0697949566415003	0	0	5.699707602339181	38.83547800596401	MDK;SPRY4;ACTN4;CALR;P4HB;TRIOBP
negative regulation of protein kinase activity (GO:0006469)	8/90	0.0011305458369889505	0.07021945809742482	0	0	4.180939078113248	28.367900431427383	CDKN1A;DEPTOR;PDPK1;DAB2IP;NF1;AKT1;INPP5K;YWHAG
phosphatidylinositol-mediated signaling (GO:0048015)	7/71	0.0012475385741367564	0.07278637050671069	0	0	4.68125	31.301565777744006	ERBB2;PTEN;NF1;AKT1;EZR;RHOA;ZFP36L1
regulation of urine volume (GO:0035809)	3/10	0.0013020817621951823	0.07278637050671069	0	0	18.236227824463118	121.15768519597759	HAS2;INPP5K;ADM
low-density lipoprotein particle receptor catabolic process (GO:0032802)	3/10	0.0013020817621951823	0.07278637050671069	0	0	18.236227824463118	121.15768519597759	MYLIP;CLTA;AP2M1
low-density lipoprotein receptor particle metabolic process (GO:0032799)	3/10	0.0013020817621951823	0.07278637050671069	0	0	18.236227824463118	121.15768519597759	MYLIP;CLTA;AP2M1
positive regulation of RIG-I signaling pathway (GO:1900246)	3/10	0.0013020817621951823	0.07278637050671069	0	0	18.236227824463118	121.15768519597759	ANKRD17;PUM1;PUM2
cellular response to oxygen-containing compound (GO:1901701)	17/323	0.001465977082661617	0.08034129305959253	0	0	2.4009987515605493	15.667077026638077	XBP1;VCP;NCOA3;SERPINE1;PRKCD;DAB2IP;FOS;AHR;RHOA;HSP90B1;ZFP36L1;NR4A3;RAPGEF1;AKT1;INPP5K;MAPK1;EZR
regulation of cell cycle (GO:0051726)	16/296	0.0015237887732686129	0.08041088259022564	0	0	2.4673926969891093	16.00487950039937	ANKRD17;NOTCH2;CDKN1A;GBF1;DAB2IP;IQGAP1;INHBA;PUM1;RNF40;HCFC1;CCNB1;MDM2;EP300;HBP1;CALR;HRAS
regulation of vascular associated smooth muscle cell proliferation (GO:1904705)	5/37	0.0015247859668271766	0.08041088259022564	0	0	6.669173960612691	43.255603583512574	CDKN1A;DNMT1;NR4A3;PTEN;MEF2D
ubiquitin-dependent protein catabolic process (GO:0006511)	18/354	0.001581433493711419	0.08185382620228548	0	0	2.316843629343629	14.942305908236717	MYLIP;XBP1;VCP;ANKIB1;UBE2I;FEM1A;USP9X;HUWE1;RNF40;FZR1;PSMA1;UBXN11;MDM2;BIRC6;RBCK1;SQSTM1;RNF185;UBQLN2
response to cAMP (GO:0051591)	5/38	0.0017229602249164773	0.08480370960420779	0	0	6.466746236986937	41.15250679117197	RAPGEF1;INPP5K;AHR;EZR;ZFP36L1
negative regulation of GTPase activity (GO:0034260)	4/23	0.0017560925754555403	0.08480370960420779	0	0	8.97219030108021	56.92553339344717	LRCH1;WNK1;DAB2IP;HRAS
positive regulation of transcription by RNA polymerase I (GO:0045943)	4/23	0.0017560925754555403	0.08480370960420779	0	0	8.97219030108021	56.92553339344717	DDX11;HEATR1;ERBB2;WDR75
ER-associated misfolded protein catabolic process (GO:0071712)	3/11	0.0017597907538619147	0.08480370960420779	0	0	15.955882352941176	101.2011470299055	VCP;DERL1;RNF185
positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	6/56	0.0017981405320483556	0.08518309808601955	0	0	5.1284210526315785	32.4167606832956	YWHAE;TFDP2;HUWE1;YWHAZ;YWHAG;BBC3
organelle organization (GO:0006996)	20/420	0.0019455058662102493	0.09062814826762745	0	0	2.1649321266968324	13.514011305851088	RAB2A;PDCD6IP;MAST3;PITPNB;ATL2;GBF1;HUWE1;FNBP1L;GABPB1;SYNE3;HCFC1;STRIP1;DIAPH1;GOLGA5;MDK;GORASP2;CHMP1B;KIFAP3;CLASP1;TMED4
regulation of cell size (GO:0008361)	4/24	0.0020692613358869135	0.09328363602909553	0	0	8.523144104803494	52.67783402381058	DEPTOR;PTEN;EZR;RHOA
protein alpha-1,2-demannosylation (GO:0036508)	4/24	0.0020692613358869135	0.09328363602909553	0	0	8.523144104803494	52.67783402381058	RNF103;RNF139;EDEM1;RNF185
regulation of mRNA catabolic process (GO:0061013)	9/122	0.0021151589064353723	0.09352540867516418	0	0	3.4152845337865556	21.033457860246063	PSMA1;CNOT1;PRKCD;AKT1;PABPC1;PUM1;YWHAZ;ZFP36L1;PUM2
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	24/547	0.0021591068770703027	0.09352540867516418	0	0	1.9921946619869562	12.228211613335365	CDKN1A;ZHX2;POU2F1;UBE2I;FOXG1;SOX13;DAB2IP;FOXK2;DBI;PA2G4;AHR;LOXL2;RNF139;SUMO1;TFDP2;CNOT1;SIN3A;NACC1;SP3;MDM2;INPP5K;KAT7;CALR;ZBTB7A
response to organonitrogen compound (GO:0010243)	5/40	0.0021750095040735857	0.09352540867516418	0	0	6.096592685214129	37.376516392495745	VCP;RNF139;DERL1;KAT7;RNF185
regulation of leukocyte cell-cell adhesion (GO:1903037)	3/12	0.002306367805416453	0.09410896580082236	0	0	14.182280319535222	86.11596012003497	MDK;WNK1;AKT1
inositol phosphate catabolic process (GO:0071545)	3/12	0.002306367805416453	0.09410896580082236	0	0	14.182280319535222	86.11596012003497	PTEN;INPP5K;NUDT3
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436)	7/79	0.0023232624830972245	0.09410896580082236	0	0	4.15940170940171	25.225868105286374	VCP;FZR1;ZER1;ANKIB1;SUMO1;MDM2;UBQLN2
positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060)	7/79	0.0023232624830972245	0.09410896580082236	0	0	4.15940170940171	25.225868105286374	VCP;ZER1;ANKIB1;SUMO1;RNF139;PTEN;MDM2
protein quality control for misfolded or incompletely synthesized proteins (GO:0006515)	4/25	0.002418962836854114	0.09436336873148049	0	0	8.116864212934082	48.89936996613912	VCP;ZER1;DERL1;RNF185
regulation of mitochondrial membrane potential (GO:0051881)	5/41	0.0024308273877161344	0.09436336873148049	0	0	5.926938973984925	35.67734897519795	SPART;VCP;RTL10;AKT1;NDUFS1
regulation of protein dephosphorylation (GO:0035304)	5/41	0.0024308273877161344	0.09436336873148049	0	0	5.926938973984925	35.67734897519795	PPP1R8;PRKCD;TIPRL;CALM3;HSP90B1
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	7/80	0.0024965268236943746	0.09558619824966817	0	0	4.1022128556375135	24.583965935093747	ACVR1;SERPINE1;PEA15;TMBIM1;AKT1;BIRC6;ICAM1
modification-dependent protein catabolic process (GO:0019941)	12/201	0.002561150659311024	0.0956429033110896	0	0	2.730017636684303	16.290830544707863	MYLIP;XBP1;FZR1;ANKIB1;UBE2I;FEM1A;MDM2;BIRC6;SQSTM1;RNF185;RNF40;UBQLN2
peptidyl-threonine phosphorylation (GO:0018107)	6/60	0.0025664464215855885	0.0956429033110896	0	0	4.747563352826511	28.320321829904596	ACVR1;PDPK1;WNK1;PRKCD;AKT1;MAPK1
cellular response to organonitrogen compound (GO:0071417)	8/103	0.0026763166786286895	0.09580165768681896	0	0	3.6063992580570368	21.36183450590403	DIAPH1;XBP1;RAPGEF1;INPP5K;AHR;EZR;HSP90B1;ZFP36L1
negative regulation of protein modification process (GO:0031400)	7/81	0.0026795612073957503	0.09580165768681896	0	0	4.046569646569647	23.964199113427142	G6PD;PPP1R8;FXYD1;PTEN;DAB2IP;INPP5K;DBI
protein ubiquitination (GO:0016567)	23/525	0.0026976271208963426	0.09580165768681896	0	0	1.9867137373059016	11.75217214401524	MYLIP;VCP;ANKIB1;USP9X;CUL1;MSL2;DERL1;HUWE1;RNF40;TRAF7;RNF103;PSMA1;RNF139;RFWD3;MDM2;RNF39;WAC;BIRC6;RBCK1;RNF185;TRIM44;CUL4B;ASB1
negative regulation of protein catabolic process (GO:0042177)	5/42	0.002707810718160536	0.09580165768681896	0	0	5.766455733632976	34.08906519490641	CTSA;SF3B3;TIMP2;DAB2IP;AZIN1
negative regulation of protein localization to membrane (GO:1905476)	4/26	0.0028072396043089913	0.09807793367554539	0	0	7.747518856689163	45.5209625084189	GDI1;TMBIM1;INPP5K;AP2M1
regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994)	3/13	0.0029471992539307377	0.10045636481385868	0	0	12.763398692810458	74.37104739703639	MDK;ETS1;RHOA
spinal cord development (GO:0021510)	3/13	0.0029471992539307377	0.10045636481385868	0	0	12.763398692810458	74.37104739703639	NF1;SOX12;GLI2
negative regulation of kinase activity (GO:0033673)	6/62	0.00303214464134906	0.10210655750085088	0	0	4.577537593984962	26.542783567328584	DEPTOR;PDPK1;NF1;AKT1;INPP5K;YWHAG
cellular response to cadmium ion (GO:0071276)	4/27	0.0032360970603603936	0.10690830689632819	0	0	7.410290487943801	42.48606527140239	SUMO1;AKT1;MAPK1;FOS
Golgi organization (GO:0007030)	9/130	0.003251236524575276	0.10690830689632819	0	0	3.1881670406655354	18.264115925432947	RAB2A;GOLGA5;GORASP2;ATL2;GBF1;HUWE1;YWHAZ;CLASP1;TMED4
transcription by RNA polymerase II (GO:0006366)	16/320	0.003319702325038932	0.10789032556376528	0	0	2.2697663441113995	12.955554286127418	ABT1;NOTCH2;NOTCH3;XBP1;SUPT16H;DDX5;NFIX;POU2F1;KLF13;ELL;HDAC7;NR6A1;NR4A3;NFIC;POLR2E;SNRPD3
cell cycle G2/M phase transition (GO:0044839)	9/131	0.0034217248375897117	0.1092101423728617	0	0	3.161871675170991	17.95187587498615	YWHAE;CCNB1;CDKN1A;AKAP8L;CUL1;HAUS5;TUBB4B;YWHAG;CLASP1
regulation of signal transduction by p53 class mediator (GO:1901796)	10/156	0.00343935704608942	0.1092101423728617	0	0	2.938538004606619	16.66877082092396	SUPT16H;BRPF1;PDPK1;MDM2;AKT1;EP300;PIP4K2A;MAPKAPK5;RICTOR;RPF2
G1/S transition of mitotic cell cycle (GO:0000082)	7/85	0.003516605657802344	0.1092101423728617	0	0	3.8382642998027614	21.687187620705597	ACVR1;CDK17;CDKN1A;TFDP2;CUL1;INHBA;CUL4B
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	7/85	0.003516605657802344	0.1092101423728617	0	0	3.8382642998027614	21.687187620705597	COPA;PITPNB;GBF1;KIF1C;KIF22;KIFAP3;ERGIC2
regulation of retinoic acid receptor signaling pathway (GO:0048385)	3/14	0.00368715386483643	0.11081285002384755	0	0	11.602495543672013	65.0076272577762	CNOT1;CALR;DHRS3
response to chemokine (GO:1990868)	3/14	0.00368715386483643	0.11081285002384755	0	0	11.602495543672013	65.0076272577762	LRCH1;WNK1;RHOA
histone H3-K4 trimethylation (GO:0080182)	3/14	0.00368715386483643	0.11081285002384755	0	0	11.602495543672013	65.0076272577762	KMT2A;WDR82;SETD1B
positive regulation of proteasomal protein catabolic process (GO:1901800)	7/86	0.0037539282007256927	0.1116194608620033	0	0	3.7894839337877313	21.164087644940267	VCP;ZER1;ANKIB1;SUMO1;DAB2IP;MDM2;RNF185
phosphate-containing compound metabolic process (GO:0006796)	12/212	0.0039436676776406785	0.11511865175571369	0	0	2.5784	14.273104762974691	INPP4B;MIOX;G6PD;GK;GPX4;GDE1;PTEN;AKT1;PIP4K2A;INPP5K;CLN8;NUDT3
regulation of DNA metabolic process (GO:0051052)	5/46	0.0040470142347137856	0.11511865175571369	0	0	5.202807279713935	28.66630213997448	SUB1;NUCKS1;KAT7;KPNA2;TERF2
positive regulation of organelle assembly (GO:1902117)	5/46	0.0040470142347137856	0.11511865175571369	0	0	5.202807279713935	28.66630213997448	CNOT6;PDCD6IP;CNOT1;G3BP1;PIP4K2A
ERBB signaling pathway (GO:0038127)	6/66	0.004149199471246321	0.11511865175571369	0	0	4.271491228070175	23.428445357226455	PDPK1;ERBB2;AKT1;MAPK1;IQGAP1;PTPN12
positive regulation of cell cycle (GO:0045787)	6/66	0.004149199471246321	0.11511865175571369	0	0	4.271491228070175	23.428445357226455	ANKRD17;CCNB1;MDM2;AKT1;CALR;HCFC1
regulation of protein targeting to membrane (GO:0090313)	4/29	0.00422336117813948	0.11511865175571369	0	0	6.816768558951965	37.268118856470394	GDI1;ERBB2;INPP5K;HRAS
response to cadmium ion (GO:0046686)	4/29	0.00422336117813948	0.11511865175571369	0	0	6.816768558951965	37.268118856470394	SUMO1;AKT1;MAPK1;FOS
peptidyl-threonine modification (GO:0018210)	6/67	0.004470491163963327	0.11511865175571369	0	0	4.201251078515962	22.72984804080328	ACVR1;PDPK1;WNK1;PRKCD;AKT1;MAPK1
regulation of cytoskeleton organization (GO:0051493)	8/112	0.004476367158568279	0.11511865175571369	0	0	3.292782107760081	17.810472258892126	DIAPH1;PRKCD;MAPK1;RICTOR;IQGAP1;EZR;RHOA;CLASP1
androgen receptor signaling pathway (GO:0030521)	3/15	0.004530608834750807	0.11511865175571369	0	0	10.635076252723312	57.39643183927469	DDX17;DDX5;PMEPA1
regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900151)	3/15	0.004530608834750807	0.11511865175571369	0	0	10.635076252723312	57.39643183927469	CNOT1;PABPC1;ZFP36L1
endoplasmic reticulum to cytosol transport (GO:1903513)	3/15	0.004530608834750807	0.11511865175571369	0	0	10.635076252723312	57.39643183927469	VCP;DERL1;HSP90B1
icosanoid biosynthetic process (GO:0046456)	3/15	0.004530608834750807	0.11511865175571369	0	0	10.635076252723312	57.39643183927469	CYP4A11;CYP4A22;FADS1
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay (GO:1900153)	3/15	0.004530608834750807	0.11511865175571369	0	0	10.635076252723312	57.39643183927469	CNOT1;PABPC1;ZFP36L1
positive regulation of pattern recognition receptor signaling pathway (GO:0062208)	3/15	0.004530608834750807	0.11511865175571369	0	0	10.635076252723312	57.39643183927469	ANKRD17;PUM1;PUM2
positive regulation of sprouting angiogenesis (GO:1903672)	3/15	0.004530608834750807	0.11511865175571369	0	0	10.635076252723312	57.39643183927469	PKM;PDPK1;FUT1
negative regulation of MAP kinase activity (GO:0043407)	5/48	0.004869061003158709	0.12150915628418384	0	0	4.960307363492952	26.412913363716388	PRKCD;SPRY4;DAB2IP;NF1;INPP5K
