DataSetId	Species	SeqType	GeneSymbol	CellTissue	Treatment	Source	MainAccession	SubAccession	FileName-RBP	UniqAccession	Assembly	newFileName	CitationForShort	Citation	PubMedID	Title	mutation
SBDH623	Homo sapiens	PAR-CLIP	TNRC6A	HEK293	doxycycline induced, 4-thiouridine, RNase T1, FLAG, 200 kDa, run2	GEO	GSE21918	GSM545218	hg38_TNRC6A_PAR-CLIP_SRR048983.bed	SRR048983	hg38	NA	Hafner M, et al. Cell 2010	Hafner M, Landthaler M, Burger L, Khorshid M, Hausser J, Berninger P, Rothballer A, Ascano M Jr, Jungkamp AC, Munschauer M, Ulrich A, Wardle GS, Dewell S, Zavolan M, Tuschl T. Transcriptome-wide identification of RNA-binding protein and microRNA target sites by PAR-CLIP. Cell. 2010 Apr 2;141(1):129-41.	20371350	Transcriptome-wide identification of RNA-binding protein and microRNA target sites by PAR-CLIP	TC
SBDH624	Homo sapiens	PAR-CLIP	TNRC6B	HEK293	doxycycline induced, 4-thiouridine, RNase T1, FLAG, 200 kDa, run1	GEO	GSE21918	GSM545219	hg38_TNRC6B_PAR-CLIP_SRR048984.bed	SRR048984	hg38	NA	Hafner M, et al. Cell 2010	Hafner M, Landthaler M, Burger L, Khorshid M, Hausser J, Berninger P, Rothballer A, Ascano M Jr, Jungkamp AC, Munschauer M, Ulrich A, Wardle GS, Dewell S, Zavolan M, Tuschl T. Transcriptome-wide identification of RNA-binding protein and microRNA target sites by PAR-CLIP. Cell. 2010 Apr 2;141(1):129-41.	20371350	Transcriptome-wide identification of RNA-binding protein and microRNA target sites by PAR-CLIP	TC
SBDH626	Homo sapiens	PAR-CLIP	TNRC6C	HEK293	doxycycline induced, 4-thiouridine, RNase T1, FLAG, 200 kDa, run1	GEO	GSE21918	GSM545220	hg38_TNRC6C_PAR-CLIP_SRR048986.bed	SRR048986	hg38	NA	Hafner M, et al. Cell 2010	Hafner M, Landthaler M, Burger L, Khorshid M, Hausser J, Berninger P, Rothballer A, Ascano M Jr, Jungkamp AC, Munschauer M, Ulrich A, Wardle GS, Dewell S, Zavolan M, Tuschl T. Transcriptome-wide identification of RNA-binding protein and microRNA target sites by PAR-CLIP. Cell. 2010 Apr 2;141(1):129-41.	20371350	Transcriptome-wide identification of RNA-binding protein and microRNA target sites by PAR-CLIP	TC
SBDH627	Homo sapiens	PAR-CLIP	TNRC6C	HEK293	doxycycline induced, 4-thiouridine, RNase T1, FLAG, 200 kDa, run2	GEO	GSE21918	GSM545220	hg38_TNRC6C_PAR-CLIP_SRR048987.bed	SRR048987	hg38	NA	Hafner M, et al. Cell 2010	Hafner M, Landthaler M, Burger L, Khorshid M, Hausser J, Berninger P, Rothballer A, Ascano M Jr, Jungkamp AC, Munschauer M, Ulrich A, Wardle GS, Dewell S, Zavolan M, Tuschl T. Transcriptome-wide identification of RNA-binding protein and microRNA target sites by PAR-CLIP. Cell. 2010 Apr 2;141(1):129-41.	20371350	Transcriptome-wide identification of RNA-binding protein and microRNA target sites by PAR-CLIP	TC
SBDH628	Homo sapiens	HITS-CLIP	HNRNPH1	HEK293T	DNase I and RNase A, rep1	GEO	GSE23694	GSM581051	hg38_HNRNPH1_HITS-CLIP_SRR065540.bed	SRR065540	hg38	NA	Katz Y, et al. Nat Methods 2010	Katz Y, Wang ET, Airoldi EM, Burge CB. Analysis and design of RNA sequencing experiments for identifying isoform regulation. Nat Methods 2010 Dec;7(12):1009-15	21057496	Analysis and design of RNA sequencing experiments for identifying isoform regulation	none
SBDH629	Homo sapiens	HITS-CLIP	HNRNPH1	HEK293T	DNase I and RNase A, rep2, run1	GEO	GSE23694	GSM581052	hg38_HNRNPH1_HITS-CLIP_SRR065541.bed	SRR065541	hg38	NA	Katz Y, et al. Nat Methods 2010	Katz Y, Wang ET, Airoldi EM, Burge CB. Analysis and design of RNA sequencing experiments for identifying isoform regulation. Nat Methods 2010 Dec;7(12):1009-15	21057496	Analysis and design of RNA sequencing experiments for identifying isoform regulation	none
SBDH630	Homo sapiens	HITS-CLIP	HNRNPH1	HEK293T	DNase I and RNase A, rep2, run2	GEO	GSE23694	GSM581052	hg38_HNRNPH1_HITS-CLIP_SRR065542.bed	SRR065542	hg38	NA	Katz Y, et al. Nat Methods 2010	Katz Y, Wang ET, Airoldi EM, Burge CB. Analysis and design of RNA sequencing experiments for identifying isoform regulation. Nat Methods 2010 Dec;7(12):1009-15	21057496	Analysis and design of RNA sequencing experiments for identifying isoform regulation	none
SBDH631	Homo sapiens	HITS-CLIP	HNRNPH1	HEK293T	DNase I and RNase A, rep2, run3	GEO	GSE23694	GSM581052	hg38_HNRNPH1_HITS-CLIP_SRR065543.bed	SRR065543	hg38	NA	Katz Y, et al. Nat Methods 2010	Katz Y, Wang ET, Airoldi EM, Burge CB. Analysis and design of RNA sequencing experiments for identifying isoform regulation. Nat Methods 2010 Dec;7(12):1009-15	21057496	Analysis and design of RNA sequencing experiments for identifying isoform regulation	none
SBDH632	Homo sapiens	HITS-CLIP	ELAVL1	HEK293	completeT1 digestion, rep1	GEO	GSE28859	GSM714635	hg38_ELAVL1_HITS-CLIP_SRR189775.bed	SRR189775	hg38	NA	Kishore S, et al. Nat Methods 2011 	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	none
SBDH633	Homo sapiens	HITS-CLIP	ELAVL1	HEK293	completeT1 digestion, rep2	GEO	GSE28859	GSM714636	hg38_ELAVL1_HITS-CLIP_SRR189776.bed	SRR189776	hg38	NA	Kishore S, et al. Nat Methods 2011 	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	none
SBDH634	Homo sapiens	PAR-CLIP	ELAVL1	HEK293	completeT1 digestion, rep1	GEO	GSE28859	GSM714637	hg38_ELAVL1_PAR-CLIP_SRR189777.bed	SRR189777	hg38	NA	Kishore S, et al. Nat Methods 2011 	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH635	Homo sapiens	PAR-CLIP	ELAVL1	HEK293	completeT1 digestion, rep2	GEO	GSE28859	GSM714638	hg38_ELAVL1_PAR-CLIP_SRR189778.bed	SRR189778	hg38	NA	Kishore S, et al. Nat Methods 2011 	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH636	Homo sapiens	PAR-CLIP	ELAVL1	HEK293	mildMNase digestion, rep1	GEO	GSE28859	GSM714639	hg38_ELAVL1_PAR-CLIP_SRR189779.bed	SRR189779	hg38	NA	Kishore S, et al. Nat Methods 2011 	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH637	Homo sapiens	PAR-CLIP	ELAVL1	HEK293	mildMNase digestion, rep2	GEO	GSE28859	GSM714640	hg38_ELAVL1_PAR-CLIP_SRR189780.bed	SRR189780	hg38	NA	Kishore S, et al. Nat Methods 2011 	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH638	Homo sapiens	PAR-CLIP	ELAVL1	HEK293	mildT1 digestion	GEO	GSE28859	GSM714641	hg38_ELAVL1_PAR-CLIP_SRR189781.bed	SRR189781	hg38	NA	Kishore S, et al. Nat Methods 2011 	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH639	Homo sapiens	HITS-CLIP	AGO2	HEK293	completeT1 digestion, rep1	GEO	GSE28859	GSM714642	hg38_AGO2_HITS-CLIP_SRR189782.bed	SRR189782	hg38	NA	Kishore S, et al. Nat Methods 2011	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	none
SBDH640	Homo sapiens	HITS-CLIP	AGO2	HEK293	completeT1 digestion, rep2	GEO	GSE28859	GSM714643	hg38_AGO2_HITS-CLIP_SRR189783.bed	SRR189783	hg38	NA	Kishore S, et al. Nat Methods 2011	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	none
SBDH641	Homo sapiens	PAR-CLIP	AGO2	HEK293	completeT1 digestion, rep1	GEO	GSE28859	GSM714644	hg38_AGO2_PAR-CLIP_SRR189784.bed	SRR189784	hg38	NA	Kishore S, et al. Nat Methods 2011	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH642	Homo sapiens	PAR-CLIP	AGO2	HEK293	completeT1 digestion, rep2	GEO	GSE28859	GSM714645	hg38_AGO2_PAR-CLIP_SRR189785.bed	SRR189785	hg38	NA	Kishore S, et al. Nat Methods 2011	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH643	Homo sapiens	PAR-CLIP	AGO2	HEK293	mildMNase digestion, rep1	GEO	GSE28859	GSM714646	hg38_AGO2_PAR-CLIP_SRR189786.bed	SRR189786	hg38	NA	Kishore S, et al. Nat Methods 2011	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH644	Homo sapiens	PAR-CLIP	AGO2	HEK293	mildMNase digestion, rep2	GEO	GSE28859	GSM714647	hg38_AGO2_PAR-CLIP_SRR189787.bed	SRR189787	hg38	NA	Kishore S, et al. Nat Methods 2011	Kishore S, Jaskiewicz L, Burger L, Hausser J, Khorshid M, Zavolan M. A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins. Nat Methods. 2011 May 15;8(7):559-64.	21572407	A quantitative analysis of CLIP methods for identifying binding sites of RNA-binding proteins	TC
SBDH645	Homo sapiens	PAR-CLIP	ELAVL1	HEK293	4-thiouridine, RNase T1	GEO	GSE29779	GSM738185	hg38_ELAVL1_PAR-CLIP_SRR248532.bed	SRR248532	hg38	NA	Mukherjee N, et al. Mol Cell 2011	Mukherjee N, Corcoran DL, Nusbaum JD, Reid DW et al. Integrative regulatory mapping indicates that the RNA-binding protein HuR couples pre-mRNA processing and mRNA stability. Mol Cell 2011 Aug 5;43(3):327-39	21723170	Integrative regulatory mapping indicates that the RNA-binding protein HuR couples pre-mRNA processing and mRNA stability	TC
SBDH646	Homo sapiens	PAR-CLIP	ELAVL1	HeLa	DMEM medium, 4-thiouridine	GEO	GSE29943	GSM741173	hg38_ELAVL1_PAR-CLIP_SRR309285.bed	SRR309285	hg38	NA	Lebedeva S, et al. Mol Cell 2011	Lebedeva S, Jens M, Theil K, Schwanhäusser B et al. Transcriptome-wide analysis of regulatory interactions of the RNA-binding protein HuR. Mol Cell 2011 Aug 5;43(3):340-52	21723171	Transcriptome-wide analysis of regulatory interactions of the RNA-binding protein HuR	TC
SBDH647	Homo sapiens	PAR-CLIP	ELAVL1	HeLa	SILAC medium, 4-thiouridine	GEO	GSE29943	GSM741174	hg38_ELAVL1_PAR-CLIP_SRR309286.bed	SRR309286	hg38	NA	Lebedeva S, et al. Mol Cell 2011	Lebedeva S, Jens M, Theil K, Schwanhäusser B et al. Transcriptome-wide analysis of regulatory interactions of the RNA-binding protein HuR. Mol Cell 2011 Aug 5;43(3):340-52	21723171	Transcriptome-wide analysis of regulatory interactions of the RNA-binding protein HuR	TC
SBDH648	Homo sapiens	PAR-CLIP	ELAVL1	HeLa	SILAC medium, 6-thioguanosine	GEO	GSE29943	GSM741175	hg38_ELAVL1_PAR-CLIP_SRR309287.bed	SRR309287	hg38	NA	Lebedeva S, et al. Mol Cell 2011	Lebedeva S, Jens M, Theil K, Schwanhäusser B et al. Transcriptome-wide analysis of regulatory interactions of the RNA-binding protein HuR. Mol Cell 2011 Aug 5;43(3):340-52	21723171	Transcriptome-wide analysis of regulatory interactions of the RNA-binding protein HuR	GA
SBDH649	Homo sapiens	HITS-CLIP	HNRNPU	HeLa	Illumina Genome Analyzer II, rep1	GEO	GSE34491	GSM850170	hg38_HNRNPU_HITS-CLIP_SRR390466.bed	SRR390466	hg38	NA	Xiao R, et al. Mol Cell 2012	Xiao R, Tang P, Yang B, Huang J et al. Nuclear matrix factor hnRNP U/SAF-A exerts a global control of alternative splicing by regulating U2 snRNP maturation. Mol Cell 2012 Mar 9;45(5):656-68	22325991	Nuclear matrix factor hnRNP U/SAF-A exerts a global control of alternative splicing by regulating U2 snRNP maturation	none
SBDH650	Homo sapiens	HITS-CLIP	HNRNPU	HeLa	Illumina HiSeq 2000, rep2	GEO	GSE34491	GSM850171	hg38_HNRNPU_HITS-CLIP_SRR390467.bed	SRR390467	hg38	NA	Xiao R, et al. Mol Cell 2012	Xiao R, Tang P, Yang B, Huang J et al. Nuclear matrix factor hnRNP U/SAF-A exerts a global control of alternative splicing by regulating U2 snRNP maturation. Mol Cell 2012 Mar 9;45(5):656-68	22325991	Nuclear matrix factor hnRNP U/SAF-A exerts a global control of alternative splicing by regulating U2 snRNP maturation	none
SBDH651	Homo sapiens	HITS-CLIP	HNRNPA1	HEK293T	WT, rep1	GEO	GSE34993	GSM859978	hg38_HNRNPA1_HITS-CLIP_SRR398195.bed	SRR398195	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH652	Homo sapiens	HITS-CLIP	HNRNPA1	HEK293T	WT, rep2	GEO	GSE34993	GSM859979	hg38_HNRNPA1_HITS-CLIP_SRR398196.bed	SRR398196	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH653	Homo sapiens	HITS-CLIP	HNRNPA1	HEK293T	WT, rep3	GEO	GSE34993	GSM859980	hg38_HNRNPA1_HITS-CLIP_SRR398197.bed	SRR398197	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH655	Homo sapiens	HITS-CLIP	HNRNPA2B1	HEK293T	WT	GEO	GSE34993	GSM859982	hg38_HNRNPA2B1_HITS-CLIP_SRR398199.bed	SRR398199	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH656	Homo sapiens	HITS-CLIP	HNRNPF	HEK293T	WT, rep1	GEO	GSE34993	GSM859983	hg38_HNRNPF_HITS-CLIP_SRR398200.bed	SRR398200	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH657	Homo sapiens	HITS-CLIP	HNRNPF	HEK293T	WT, rep2	GEO	GSE34993	GSM859984	hg38_HNRNPF_HITS-CLIP_SRR398201.bed	SRR398201	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH658	Homo sapiens	HITS-CLIP	HNRNPF	HEK293T	WT, rep3	GEO	GSE34993	GSM859985	hg38_HNRNPF_HITS-CLIP_SRR398202.bed	SRR398202	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH659	Homo sapiens	HITS-CLIP	HNRNPF	HEK293T	WT, rep4	GEO	GSE34993	GSM859986	hg38_HNRNPF_HITS-CLIP_SRR398203.bed	SRR398203	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH660	Homo sapiens	HITS-CLIP	HNRNPM	HEK293T	WT, rep1	GEO	GSE34993	GSM859987	hg38_HNRNPM_HITS-CLIP_SRR398204.bed	SRR398204	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH661	Homo sapiens	HITS-CLIP	HNRNPM	HEK293T	WT, rep2	GEO	GSE34993	GSM859988	hg38_HNRNPM_HITS-CLIP_SRR398205.bed	SRR398205	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH662	Homo sapiens	HITS-CLIP	HNRNPU	HEK293T	WT, rep1	GEO	GSE34993	GSM859989	hg38_HNRNPU_HITS-CLIP_SRR398206.bed	SRR398206	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH663	Homo sapiens	HITS-CLIP	HNRNPU	HEK293T	WT, rep2	GEO	GSE34993	GSM859990	hg38_HNRNPU_HITS-CLIP_SRR398207.bed	SRR398207	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH664	Homo sapiens	HITS-CLIP	HNRNPU	HEK293T	WT, rep3	GEO	GSE34993	GSM859991	hg38_HNRNPU_HITS-CLIP_SRR398208.bed	SRR398208	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH665	Homo sapiens	HITS-CLIP	HNRNPU	HEK293T	WT, rep4	GEO	GSE34993	GSM859992	hg38_HNRNPU_HITS-CLIP_SRR398209.bed	SRR398209	hg38	NA	Huelga SC, et al. Cell Rep 2012	Huelga SC, Vu AQ, Arnold JD, Liang TY et al. Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins. Cell Rep 2012 Feb 23;1(2):167-78	22574288	Integrative genome-wide analysis reveals cooperative regulation of alternative splicing by hnRNP proteins	none
SBDH666	Homo sapiens	HITS-CLIP	HNRNPA2B1	MDA-MB-231	4-thiouridine, rep1	GEO	GSE35799	GSM875073	hg38_HNRNPA2B1_HITS-CLIP_SRR408236.bed	SRR408236	hg38	NA	Goodarzi H, et al. Nature 2012	Goodarzi H, Najafabadi HS, Oikonomou P, Greco TM et al. Systematic discovery of structural elements governing stability of mammalian messenger RNAs. Nature 2012 Apr 8;485(7397):264-8	22495308	Systematic discovery of structural elements governing stability of mammalian messenger RNAs	none
SBDH667	Homo sapiens	HITS-CLIP	HNRNPA2B1	MDA-MB-231	4-thiouridine, rep2	GEO	GSE35799	GSM875074	hg38_HNRNPA2B1_HITS-CLIP_SRR408237.bed	SRR408237	hg38	NA	Goodarzi H, et al. Nature 2012	Goodarzi H, Najafabadi HS, Oikonomou P, Greco TM et al. Systematic discovery of structural elements governing stability of mammalian messenger RNAs. Nature 2012 Apr 8;485(7397):264-8	22495308	Systematic discovery of structural elements governing stability of mammalian messenger RNAs	none
SBDH671	Homo sapiens	PAR-CLIP	TENT4B	HEK293	4-thiouridine and RNase T1, rep1	GEO	GSE36987	GSM908088	hg38_TENT4B_PAR-CLIP_SRR452496.bed	SRR452496	hg38	NA	Rammelt C, et al. RNA 2011	Rammelt C, Bilen B, Zavolan M, Keller W. PAPD5, a noncanonical poly(A) polymerase with an unusual RNA-binding motif. RNA 2011 Sep;17(9):1737-46	21788334	PAPD5, a noncanonical poly(A) polymerase with an unusual RNA-binding motif	TC
SBDH672	Homo sapiens	PAR-CLIP	TENT4B	HEK293	4-thiouridine and RNase T1, rep2	GEO	GSE36987	GSM908089	hg38_TENT4B_PAR-CLIP_SRR452497.bed	SRR452497	hg38	NA	Rammelt C, et al. RNA 2011	Rammelt C, Bilen B, Zavolan M, Keller W. PAPD5, a noncanonical poly(A) polymerase with an unusual RNA-binding motif. RNA 2011 Sep;17(9):1737-46	21788334	PAPD5, a noncanonical poly(A) polymerase with an unusual RNA-binding motif	TC
SBDH673	Homo sapiens	PAR-CLIP	NUDT21	HEK293	4-SU, alias CFIM25, rep1	GEO	GSE37398	GSM917661	hg38_NUDT21_PAR-CLIP_SRR488725.bed	SRR488725	hg38	NA	Martin G, et al. Cell Rep 2012	Martin G, Gruber AR, Keller W, Zavolan M. Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length. Cell Rep 2012 Jun 28;1(6):753-63. 	22813749	Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length	TC
SBDH674	Homo sapiens	PAR-CLIP	NUDT21	HEK293	4-SU, alias CFIM25, rep2	GEO	GSE37398	GSM917662	hg38_NUDT21_PAR-CLIP_SRR488726.bed	SRR488726	hg38	NA	Martin G, et al. Cell Rep 2012	Martin G, Gruber AR, Keller W, Zavolan M. Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length. Cell Rep 2012 Jun 28;1(6):753-63. 	22813749	Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length	TC
SBDH675	Homo sapiens	PAR-CLIP	CPSF7	HEK293	4-SU, alias CFIM59	GEO	GSE37398	GSM917663	hg38_CPSF7_PAR-CLIP_SRR488727.bed	SRR488727	hg38	NA	Martin G, et al. Cell Rep 2012	Martin G, Gruber AR, Keller W, Zavolan M. Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length. Cell Rep 2012 Jun 28;1(6):753-63. 	22813749	Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length	TC
SBDH676	Homo sapiens	PAR-CLIP	CPSF6	HEK293	4-SU, alias CFIM68, rep2	GEO	GSE37398	GSM917664	hg38_CPSF6_PAR-CLIP_SRR488728.bed	SRR488728	hg38	NA	Martin G, et al. Cell Rep 2012	Martin G, Gruber AR, Keller W, Zavolan M. Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length. Cell Rep 2012 Jun 28;1(6):753-63. 	22813749	Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length	TC
SBDH677	Homo sapiens	PAR-CLIP	CPSF6	HEK293	4-SU, alias CFIM68, rep1	GEO	GSE37398	GSM917665	hg38_CPSF6_PAR-CLIP_SRR488729.bed	SRR488729	hg38	NA	Martin G, et al. Cell Rep 2012	Martin G, Gruber AR, Keller W, Zavolan M. Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length. Cell Rep 2012 Jun 28;1(6):753-63. 	22813749	Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length	TC
SBDH678	Homo sapiens	PAR-CLIP	CPSF4	HEK293	4-SU, alias CPSF30, rep1	GEO	GSE37398	GSM917666	hg38_CPSF4_PAR-CLIP_SRR488730.bed	SRR488730	hg38	NA	Martin G, et al. Cell Rep 2012	Martin G, Gruber AR, Keller W, Zavolan M. Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length. Cell Rep 2012 Jun 28;1(6):753-63. 	22813749	Genome-wide analysis of pre-mRNA 3' end processing reveals a decisive role of human cleavage factor I in the regulation of 3' UTR length	TC
