MIMAT0000062	hsa-let-7a-5p
MIMAT0000063	hsa-let-7b-5p
MIMAT0000064	hsa-let-7c-5p
MIMAT0000065	hsa-let-7d-5p
MIMAT0000066	hsa-let-7e-5p
MIMAT0000067	hsa-let-7f-5p
MIMAT0000068	hsa-miR-15a-5p
MIMAT0000069	hsa-miR-16-5p
MIMAT0000070	hsa-miR-17-5p
MIMAT0000072	hsa-miR-18a-5p
MIMAT0000073	hsa-miR-19a-3p
MIMAT0000074	hsa-miR-19b-3p
MIMAT0000075	hsa-miR-20a-5p
MIMAT0000076	hsa-miR-21-5p
MIMAT0000077	hsa-miR-22-3p
MIMAT0000078	hsa-miR-23a-3p
MIMAT0000080	hsa-miR-24-3p
MIMAT0000081	hsa-miR-25-3p
MIMAT0000082	hsa-miR-26a-5p
MIMAT0000083	hsa-miR-26b-5p
MIMAT0000084	hsa-miR-27a-3p
MIMAT0000085	hsa-miR-28-5p
MIMAT0000086	hsa-miR-29a-3p
MIMAT0000087	hsa-miR-30a-5p
MIMAT0000089	hsa-miR-31-5p
MIMAT0000090	hsa-miR-32-5p
MIMAT0000091	hsa-miR-33a-5p
MIMAT0000092	hsa-miR-92a-3p
MIMAT0000093	hsa-miR-93-5p
MIMAT0000094	hsa-miR-95-3p
MIMAT0000095	hsa-miR-96-5p
MIMAT0000096	hsa-miR-98-5p
MIMAT0000097	hsa-miR-99a-5p
MIMAT0000098	hsa-miR-100-5p
MIMAT0000099	hsa-miR-101-3p
MIMAT0000100	hsa-miR-29b-3p
MIMAT0000101	hsa-miR-103a-3p
MIMAT0000102	hsa-miR-105-5p
MIMAT0000103	hsa-miR-106a-5p
MIMAT0000104	hsa-miR-107
MIMAT0000222	hsa-miR-192-5p
MIMAT0000226	hsa-miR-196a-5p
MIMAT0000227	hsa-miR-197-3p
MIMAT0000231	hsa-miR-199a-5p
MIMAT0000232	hsa-miR-199a-3p
MIMAT0000241	hsa-miR-208a-3p
MIMAT0000242	hsa-miR-129-5p
MIMAT0000243	hsa-miR-148a-3p
MIMAT0000244	hsa-miR-30c-5p
MIMAT0000245	hsa-miR-30d-5p
MIMAT0000250	hsa-miR-139-5p
MIMAT0000251	hsa-miR-147a
MIMAT0000252	hsa-miR-7-5p
MIMAT0000253	hsa-miR-10a-5p
MIMAT0000254	hsa-miR-10b-5p
MIMAT0000255	hsa-miR-34a-5p
MIMAT0000256	hsa-miR-181a-5p
MIMAT0000257	hsa-miR-181b-5p
MIMAT0000258	hsa-miR-181c-5p
MIMAT0000259	hsa-miR-182-5p
MIMAT0000261	hsa-miR-183-5p
MIMAT0000262	hsa-miR-187-3p
MIMAT0000263	hsa-miR-199b-5p
MIMAT0000265	hsa-miR-204-5p
MIMAT0000266	hsa-miR-205-5p
MIMAT0000267	hsa-miR-210-3p
MIMAT0000268	hsa-miR-211-5p
MIMAT0000269	hsa-miR-212-3p
MIMAT0000271	hsa-miR-214-3p
MIMAT0000272	hsa-miR-215-5p
MIMAT0000273	hsa-miR-216a-5p
MIMAT0000274	hsa-miR-217
MIMAT0000275	hsa-miR-218-5p
MIMAT0000276	hsa-miR-219a-5p
MIMAT0000278	hsa-miR-221-3p
MIMAT0000279	hsa-miR-222-3p
MIMAT0000280	hsa-miR-223-3p
MIMAT0000281	hsa-miR-224-5p
MIMAT0000318	hsa-miR-200b-3p
MIMAT0000414	hsa-let-7g-5p
MIMAT0000415	hsa-let-7i-5p
MIMAT0000416	hsa-miR-1-3p
MIMAT0000417	hsa-miR-15b-5p
MIMAT0000418	hsa-miR-23b-3p
MIMAT0000419	hsa-miR-27b-3p
MIMAT0000420	hsa-miR-30b-5p
MIMAT0000421	hsa-miR-122-5p
MIMAT0000422	hsa-miR-124-3p
MIMAT0000423	hsa-miR-125b-5p
MIMAT0000424	hsa-miR-128-3p
MIMAT0000425	hsa-miR-130a-3p
MIMAT0000426	hsa-miR-132-3p
MIMAT0000427	hsa-miR-133a-3p
MIMAT0000428	hsa-miR-135a-5p
MIMAT0000429	hsa-miR-137
MIMAT0000430	hsa-miR-138-5p
MIMAT0000431	hsa-miR-140-5p
MIMAT0000432	hsa-miR-141-3p
MIMAT0000433	hsa-miR-142-5p
MIMAT0000434	hsa-miR-142-3p
MIMAT0000435	hsa-miR-143-3p
MIMAT0000436	hsa-miR-144-3p
MIMAT0000437	hsa-miR-145-5p
MIMAT0000438	hsa-miR-152-3p
MIMAT0000439	hsa-miR-153-3p
MIMAT0000440	hsa-miR-191-5p
MIMAT0000441	hsa-miR-9-5p
MIMAT0000442	hsa-miR-9-3p
MIMAT0000443	hsa-miR-125a-5p
MIMAT0000444	hsa-miR-126-5p
MIMAT0000445	hsa-miR-126-3p
MIMAT0000446	hsa-miR-127-3p
MIMAT0000447	hsa-miR-134-5p
MIMAT0000448	hsa-miR-136-5p
MIMAT0000449	hsa-miR-146a-5p
MIMAT0000450	hsa-miR-149-5p
MIMAT0000451	hsa-miR-150-5p
MIMAT0000452	hsa-miR-154-5p
MIMAT0000453	hsa-miR-154-3p
MIMAT0000454	hsa-miR-184
MIMAT0000455	hsa-miR-185-5p
MIMAT0000456	hsa-miR-186-5p
MIMAT0000457	hsa-miR-188-5p
MIMAT0000458	hsa-miR-190a-5p
MIMAT0000459	hsa-miR-193a-3p
MIMAT0000460	hsa-miR-194-5p
MIMAT0000461	hsa-miR-195-5p
MIMAT0000462	hsa-miR-206
MIMAT0000510	hsa-miR-320a
MIMAT0000617	hsa-miR-200c-3p
MIMAT0000646	hsa-miR-155-5p
MIMAT0000680	hsa-miR-106b-5p
MIMAT0000681	hsa-miR-29c-3p
MIMAT0000682	hsa-miR-200a-3p
MIMAT0000684	hsa-miR-302a-3p
MIMAT0000685	hsa-miR-34b-5p
MIMAT0000686	hsa-miR-34c-5p
MIMAT0000687	hsa-miR-299-3p
MIMAT0000688	hsa-miR-301a-3p
MIMAT0000689	hsa-miR-99b-5p
MIMAT0000690	hsa-miR-296-5p
MIMAT0000691	hsa-miR-130b-3p
MIMAT0000692	hsa-miR-30e-5p
MIMAT0000703	hsa-miR-361-5p
MIMAT0000705	hsa-miR-362-5p
MIMAT0000707	hsa-miR-363-3p
MIMAT0000710	hsa-miR-365a-3p
MIMAT0000715	hsa-miR-302b-3p
MIMAT0000717	hsa-miR-302c-3p
MIMAT0000718	hsa-miR-302d-3p
MIMAT0000719	hsa-miR-367-3p
MIMAT0000720	hsa-miR-376c-3p
MIMAT0000721	hsa-miR-369-3p
MIMAT0000722	hsa-miR-370-3p
MIMAT0000723	hsa-miR-371a-3p
MIMAT0000724	hsa-miR-372-3p
MIMAT0000726	hsa-miR-373-3p
MIMAT0000727	hsa-miR-374a-5p
MIMAT0000728	hsa-miR-375
MIMAT0000729	hsa-miR-376a-3p
MIMAT0000730	hsa-miR-377-3p
MIMAT0000732	hsa-miR-378a-3p
MIMAT0000733	hsa-miR-379-5p
MIMAT0000735	hsa-miR-380-3p
MIMAT0000736	hsa-miR-381-3p
MIMAT0000737	hsa-miR-382-5p
MIMAT0000738	hsa-miR-383-5p
MIMAT0000751	hsa-miR-330-3p
MIMAT0000752	hsa-miR-328-3p
MIMAT0000753	hsa-miR-342-3p
MIMAT0000754	hsa-miR-337-3p
MIMAT0000755	hsa-miR-323a-3p
MIMAT0000756	hsa-miR-326
MIMAT0000757	hsa-miR-151a-3p
MIMAT0000758	hsa-miR-135b-5p
MIMAT0000759	hsa-miR-148b-3p
MIMAT0000760	hsa-miR-331-3p
MIMAT0000761	hsa-miR-324-5p
MIMAT0000762	hsa-miR-324-3p
MIMAT0000763	hsa-miR-338-3p
MIMAT0000764	hsa-miR-339-5p
MIMAT0000765	hsa-miR-335-5p
MIMAT0000770	hsa-miR-133b
MIMAT0000771	hsa-miR-325
MIMAT0000772	hsa-miR-345-5p
MIMAT0000773	hsa-miR-346
MIMAT0001075	hsa-miR-384
MIMAT0001080	hsa-miR-196b-5p
MIMAT0001339	hsa-miR-422a
MIMAT0001340	hsa-miR-423-3p
MIMAT0001341	hsa-miR-424-5p
MIMAT0001412	hsa-miR-18b-5p
MIMAT0001413	hsa-miR-20b-5p
MIMAT0001532	hsa-miR-448
MIMAT0001536	hsa-miR-429
MIMAT0001541	hsa-miR-449a
MIMAT0001545	hsa-miR-450a-5p
MIMAT0001625	hsa-miR-431-5p
MIMAT0001627	hsa-miR-433-3p
MIMAT0001629	hsa-miR-329-3p
MIMAT0001631	hsa-miR-451a
MIMAT0001635	hsa-miR-452-5p
MIMAT0001638	hsa-miR-409-5p
MIMAT0001639	hsa-miR-409-3p
MIMAT0002171	hsa-miR-410-3p
MIMAT0002172	hsa-miR-376b-3p
MIMAT0002173	hsa-miR-483-3p
MIMAT0002175	hsa-miR-485-5p
MIMAT0002176	hsa-miR-485-3p
MIMAT0002177	hsa-miR-486-5p
MIMAT0002178	hsa-miR-487a-3p
MIMAT0002805	hsa-miR-489-3p
MIMAT0002806	hsa-miR-490-3p
MIMAT0002807	hsa-miR-491-5p
MIMAT0002809	hsa-miR-146b-5p
MIMAT0002810	hsa-miR-202-5p
MIMAT0002813	hsa-miR-493-5p
MIMAT0002814	hsa-miR-432-5p
MIMAT0002816	hsa-miR-494-3p
MIMAT0002817	hsa-miR-495-3p
MIMAT0002818	hsa-miR-496
MIMAT0002819	hsa-miR-193b-3p
MIMAT0002820	hsa-miR-497-5p
MIMAT0002821	hsa-miR-181d-5p
MIMAT0002823	hsa-miR-512-3p
MIMAT0002824	hsa-miR-498
MIMAT0002825	hsa-miR-520e
MIMAT0002826	hsa-miR-515-5p
MIMAT0002828	hsa-miR-519e-5p
MIMAT0002830	hsa-miR-520f-3p
MIMAT0002831	hsa-miR-519c-5p
MIMAT0002832	hsa-miR-519c-3p
MIMAT0002833	hsa-miR-520a-5p
MIMAT0002834	hsa-miR-520a-3p
MIMAT0002835	hsa-miR-526b-5p
MIMAT0002836	hsa-miR-526b-3p
MIMAT0002837	hsa-miR-519b-3p
MIMAT0002838	hsa-miR-525-5p
MIMAT0002839	hsa-miR-525-3p
MIMAT0002840	hsa-miR-523-3p
MIMAT0002841	hsa-miR-518f-5p
MIMAT0002842	hsa-miR-518f-3p
MIMAT0002843	hsa-miR-520b
MIMAT0002844	hsa-miR-518b
MIMAT0002845	hsa-miR-526a
MIMAT0002846	hsa-miR-520c-3p
MIMAT0002848	hsa-miR-518c-3p
MIMAT0002849	hsa-miR-524-5p
MIMAT0002850	hsa-miR-524-3p
MIMAT0002852	hsa-miR-517a-3p
MIMAT0002853	hsa-miR-519d-3p
MIMAT0002855	hsa-miR-520d-5p
MIMAT0002856	hsa-miR-520d-3p
MIMAT0002857	hsa-miR-517b-3p
MIMAT0002858	hsa-miR-520g-3p
MIMAT0002859	hsa-miR-516b-5p
MIMAT0002863	hsa-miR-518a-3p
MIMAT0002864	hsa-miR-518d-3p
MIMAT0002866	hsa-miR-517c-3p
MIMAT0002867	hsa-miR-520h
MIMAT0002868	hsa-miR-522-3p
MIMAT0002869	hsa-miR-519a-3p
MIMAT0002870	hsa-miR-499a-5p
MIMAT0002871	hsa-miR-500a-3p
MIMAT0002874	hsa-miR-503-5p
MIMAT0002876	hsa-miR-505-3p
MIMAT0002877	hsa-miR-513a-5p
MIMAT0002878	hsa-miR-506-3p
MIMAT0002880	hsa-miR-508-3p
MIMAT0002881	hsa-miR-509-3p
MIMAT0002882	hsa-miR-510-5p
MIMAT0002883	hsa-miR-514a-3p
MIMAT0002888	hsa-miR-532-5p
MIMAT0002890	hsa-miR-299-5p
MIMAT0003150	hsa-miR-455-5p
MIMAT0003161	hsa-miR-493-3p
MIMAT0003165	hsa-miR-545-3p
MIMAT0003180	hsa-miR-487b-3p
MIMAT0003214	hsa-miR-551a
MIMAT0003215	hsa-miR-552-3p
MIMAT0003218	hsa-miR-92b-3p
MIMAT0003220	hsa-miR-556-5p
MIMAT0003233	hsa-miR-551b-3p
MIMAT0003239	hsa-miR-574-3p
MIMAT0003241	hsa-miR-576-5p
MIMAT0003242	hsa-miR-577
MIMAT0003244	hsa-miR-579-3p
MIMAT0003245	hsa-miR-580-3p
MIMAT0003247	hsa-miR-582-5p
MIMAT0003249	hsa-miR-584-5p
MIMAT0003250	hsa-miR-585-3p
MIMAT0003255	hsa-miR-588
MIMAT0003258	hsa-miR-590-5p
MIMAT0003267	hsa-miR-599
MIMAT0003281	hsa-miR-613
MIMAT0003283	hsa-miR-615-3p
MIMAT0003289	hsa-miR-620
MIMAT0003293	hsa-miR-624-5p
MIMAT0003294	hsa-miR-625-5p
MIMAT0003296	hsa-miR-627-5p
MIMAT0003301	hsa-miR-33b-5p
MIMAT0003311	hsa-miR-641
MIMAT0003312	hsa-miR-642a-5p
MIMAT0003320	hsa-miR-650
MIMAT0003321	hsa-miR-651-5p
MIMAT0003322	hsa-miR-652-3p
MIMAT0003326	hsa-miR-663a
MIMAT0003327	hsa-miR-449b-5p
MIMAT0003328	hsa-miR-653-5p
MIMAT0003329	hsa-miR-411-5p
MIMAT0003330	hsa-miR-654-5p
MIMAT0003331	hsa-miR-655-3p
MIMAT0003332	hsa-miR-656-3p
MIMAT0003338	hsa-miR-660-5p
MIMAT0003339	hsa-miR-421
MIMAT0003389	hsa-miR-542-3p
MIMAT0003393	hsa-miR-425-5p
MIMAT0003879	hsa-miR-758-3p
MIMAT0003880	hsa-miR-671-5p
MIMAT0003881	hsa-miR-668-3p
MIMAT0003885	hsa-miR-454-3p
MIMAT0003886	hsa-miR-769-5p
MIMAT0003948	hsa-miR-770-5p
MIMAT0004185	hsa-miR-802
MIMAT0004502	hsa-miR-28-3p
MIMAT0004548	hsa-miR-129-1-3p
MIMAT0004563	hsa-miR-199b-3p
MIMAT0004564	hsa-miR-214-5p
MIMAT0004593	hsa-miR-130a-5p
MIMAT0004594	hsa-miR-132-5p
MIMAT0004597	hsa-miR-140-3p
MIMAT0004600	hsa-miR-144-5p
MIMAT0004605	hsa-miR-129-2-3p
MIMAT0004614	hsa-miR-193a-5p
MIMAT0004675	hsa-miR-219a-2-3p
MIMAT0004679	hsa-miR-296-3p
MIMAT0004682	hsa-miR-361-3p
MIMAT0004683	hsa-miR-362-3p
MIMAT0004687	hsa-miR-371a-5p
MIMAT0004688	hsa-miR-374a-3p
MIMAT0004690	hsa-miR-379-3p
MIMAT0004692	hsa-miR-340-5p
MIMAT0004693	hsa-miR-330-5p
MIMAT0004697	hsa-miR-151a-5p
MIMAT0004702	hsa-miR-339-3p
MIMAT0004748	hsa-miR-423-5p
MIMAT0004761	hsa-miR-483-5p
MIMAT0004763	hsa-miR-488-3p
MIMAT0004770	hsa-miR-516a-5p
MIMAT0004774	hsa-miR-501-3p
MIMAT0004775	hsa-miR-502-3p
MIMAT0004780	hsa-miR-532-3p
MIMAT0004784	hsa-miR-455-3p
MIMAT0004785	hsa-miR-545-5p
MIMAT0004793	hsa-miR-556-3p
MIMAT0004795	hsa-miR-574-5p
MIMAT0004797	hsa-miR-582-3p
MIMAT0004799	hsa-miR-589-5p
MIMAT0004805	hsa-miR-616-3p
MIMAT0004807	hsa-miR-624-3p
MIMAT0004808	hsa-miR-625-3p
MIMAT0004809	hsa-miR-628-5p
MIMAT0004810	hsa-miR-629-5p
MIMAT0004813	hsa-miR-411-3p
MIMAT0004814	hsa-miR-654-3p
MIMAT0004819	hsa-miR-671-3p
MIMAT0004903	hsa-miR-300
MIMAT0004909	hsa-miR-450b-5p
MIMAT0004911	hsa-miR-874-3p
MIMAT0004916	hsa-miR-888-5p
MIMAT0004919	hsa-miR-541-5p
MIMAT0004920	hsa-miR-541-3p
MIMAT0004921	hsa-miR-889-3p
MIMAT0004922	hsa-miR-875-5p
MIMAT0004924	hsa-miR-876-5p
MIMAT0004926	hsa-miR-708-5p
MIMAT0004928	hsa-miR-147b
MIMAT0004929	hsa-miR-190b
MIMAT0004945	hsa-miR-744-5p
MIMAT0004947	hsa-miR-885-5p
MIMAT0004949	hsa-miR-877-5p
MIMAT0004951	hsa-miR-887-3p
MIMAT0004952	hsa-miR-665
MIMAT0004953	hsa-miR-873-5p
MIMAT0004954	hsa-miR-543
MIMAT0004955	hsa-miR-374b-5p
MIMAT0004956	hsa-miR-374b-3p
MIMAT0004957	hsa-miR-760
MIMAT0004958	hsa-miR-301b-3p
MIMAT0004959	hsa-miR-216b-5p
MIMAT0004960	hsa-miR-208b-3p
MIMAT0004977	hsa-miR-934
MIMAT0004984	hsa-miR-941
MIMAT0004985	hsa-miR-942-5p
MIMAT0004987	hsa-miR-944
MIMAT0005449	hsa-miR-523-5p
MIMAT0005450	hsa-miR-518e-5p
MIMAT0005451	hsa-miR-522-5p
MIMAT0005452	hsa-miR-519a-5p
MIMAT0005454	hsa-miR-519b-5p
MIMAT0005455	hsa-miR-520c-5p
MIMAT0005456	hsa-miR-518d-5p
MIMAT0005458	hsa-miR-1224-5p
MIMAT0005788	hsa-miR-513b-5p
MIMAT0005789	hsa-miR-513c-5p
MIMAT0005792	hsa-miR-320b
MIMAT0005793	hsa-miR-320c
MIMAT0005794	hsa-miR-1296-5p
MIMAT0005795	hsa-miR-1323
MIMAT0005796	hsa-miR-1271-5p
MIMAT0005797	hsa-miR-1301-3p
MIMAT0005798	hsa-miR-1185-5p
MIMAT0005800	hsa-miR-1298-5p
MIMAT0005824	hsa-miR-1179
MIMAT0005877	hsa-miR-1286
MIMAT0005878	hsa-miR-1287-5p
MIMAT0005884	hsa-miR-1294
MIMAT0005885	hsa-miR-1295a
MIMAT0005886	hsa-miR-1297
MIMAT0005899	hsa-miR-1247-5p
MIMAT0005901	hsa-miR-1249-3p
MIMAT0005903	hsa-miR-1251-5p
