DataSetId	Species	SeqType	GeneSymbol	CellTissue	Treatment	Source	MainAccession	SubAccession	FileName-RBP	UniqAccession	Assembly	newFileName	CitationForShort	Citation	PubMedID	Title	mutation
SBDM3	Mus musculus	iCLIP	Nova1-2	brain	rep3	ENA	E-MTAB-1008	ERR102560	mm10_Nova1-2_iCLIP_ERR102560.bed	ERR102560	mm10	NA	Sugimoto Y, et al. Genome Biol 2012	Sugimoto Y, König J, Hussain S, Zupan B, Curk T, Frye M, Ule J. Analysis of CLIP and iCLIP methods for nucleotide-resolution studies of protein-RNA interactions. Genome Biol. 2012 Aug 3;13(8):R67	22863408	Analysis of CLIP and iCLIP methods for nucleotide-resolution studies of protein-RNA interactions	none
SBDM4	Mus musculus	iCLIP	Celf4	brain	rep1	ENA	E-MTAB-1162	ERR136731	mm10_Celf4_iCLIP_ERR136731.bed	ERR136731	mm10	NA	Wagnon JL, et al. PLoS Genet 2012	Wagnon JL, Briese M, Sun W, Mahaffey CL, Curk T, Rot G, Ule J, Frankel WN. CELF4 regulates translation and local abundance of a vast set of mRNAs, including genes associated with regulation of synaptic function. PLoS Genet. 2012;8(11):e1003067	23209433	CELF4 regulates translation and local abundance of a vast set of mRNAs, including genes associated with regulation of synaptic function	none
SBDM5	Mus musculus	iCLIP	Celf4	brain	rep2	ENA	E-MTAB-1162	ERR136732	mm10_Celf4_iCLIP_ERR136732.bed	ERR136732	mm10	NA	Wagnon JL, et al. PLoS Genet 2012	Wagnon JL, Briese M, Sun W, Mahaffey CL, Curk T, Rot G, Ule J, Frankel WN. CELF4 regulates translation and local abundance of a vast set of mRNAs, including genes associated with regulation of synaptic function. PLoS Genet. 2012;8(11):e1003067	23209433	CELF4 regulates translation and local abundance of a vast set of mRNAs, including genes associated with regulation of synaptic function	none
SBDM6	Mus musculus	iCLIP	Celf4	brain	rep3	ENA	E-MTAB-1162	ERR136733	mm10_Celf4_iCLIP_ERR136733.bed	ERR136733	mm10	NA	Wagnon JL, et al. PLoS Genet 2012	Wagnon JL, Briese M, Sun W, Mahaffey CL, Curk T, Rot G, Ule J, Frankel WN. CELF4 regulates translation and local abundance of a vast set of mRNAs, including genes associated with regulation of synaptic function. PLoS Genet. 2012;8(11):e1003067	23209433	CELF4 regulates translation and local abundance of a vast set of mRNAs, including genes associated with regulation of synaptic function	none
SBDM7	Mus musculus	iCLIP	Celf4	brain	rep4	ENA	E-MTAB-1162	ERR136734	mm10_Celf4_iCLIP_ERR136734.bed	ERR136734	mm10	NA	Wagnon JL, et al. PLoS Genet 2012	Wagnon JL, Briese M, Sun W, Mahaffey CL, Curk T, Rot G, Ule J, Frankel WN. CELF4 regulates translation and local abundance of a vast set of mRNAs, including genes associated with regulation of synaptic function. PLoS Genet. 2012;8(11):e1003067	23209433	CELF4 regulates translation and local abundance of a vast set of mRNAs, including genes associated with regulation of synaptic function	none
SBDM8	Mus musculus	HITS-CLIP	Ago2	liver	C57BL/6, 1 h, partial hepatectomy, mRNA library, rep1	ENA	E-MTAB-1612	ERR266286	mm10_Ago2_HITS-CLIP_ERR266286.bed	ERR266286	mm10	NA	Schug J, et al. BMC Genomics 2013	Schug J, McKenna LB, Walton G, Hand N, Mukherjee S, Essuman K, Shi Z, Gao Y, Markley K, Nakagawa M, Kameswaran V, Vourekas A, Friedman JR, Kaestner KH, Greenbaum LE. Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver. BMC Genomics. 2013 Apr 18;14:264	23597149	Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver	none
SBDM9	Mus musculus	HITS-CLIP	Ago2	liver	C57BL/6, 36 h, partial hepatectomy, mRNA library, rep2	ENA	E-MTAB-1612	ERR266287	mm10_Ago2_HITS-CLIP_ERR266287.bed	ERR266287	mm10	NA	Schug J, et al. BMC Genomics 2013	Schug J, McKenna LB, Walton G, Hand N, Mukherjee S, Essuman K, Shi Z, Gao Y, Markley K, Nakagawa M, Kameswaran V, Vourekas A, Friedman JR, Kaestner KH, Greenbaum LE. Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver. BMC Genomics. 2013 Apr 18;14:264	23597149	Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver	none
SBDM10	Mus musculus	HITS-CLIP	Ago2	liver	C57BL/6, 48 h, partial hepatectomy, mRNA library, rep2	ENA	E-MTAB-1612	ERR266292	mm10_Ago2_HITS-CLIP_ERR266292.bed	ERR266292	mm10	NA	Schug J, et al. BMC Genomics 2013	Schug J, McKenna LB, Walton G, Hand N, Mukherjee S, Essuman K, Shi Z, Gao Y, Markley K, Nakagawa M, Kameswaran V, Vourekas A, Friedman JR, Kaestner KH, Greenbaum LE. Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver. BMC Genomics. 2013 Apr 18;14:264	23597149	Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver	none
SBDM11	Mus musculus	HITS-CLIP	Ago2	liver	C57BL/6, 36 h, partial hepatectomy, mRNA library, rep1	ENA	E-MTAB-1612	ERR266293	mm10_Ago2_HITS-CLIP_ERR266293.bed	ERR266293	mm10	NA	Schug J, et al. BMC Genomics 2013	Schug J, McKenna LB, Walton G, Hand N, Mukherjee S, Essuman K, Shi Z, Gao Y, Markley K, Nakagawa M, Kameswaran V, Vourekas A, Friedman JR, Kaestner KH, Greenbaum LE. Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver. BMC Genomics. 2013 Apr 18;14:264	23597149	Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver	none
SBDM12	Mus musculus	HITS-CLIP	Ago2	liver	C57BL/6, no hepatectomy, mRNA library, rep1	ENA	E-MTAB-1612	ERR266298	mm10_Ago2_HITS-CLIP_ERR266298.bed	ERR266298	mm10	NA	Schug J, et al. BMC Genomics 2013	Schug J, McKenna LB, Walton G, Hand N, Mukherjee S, Essuman K, Shi Z, Gao Y, Markley K, Nakagawa M, Kameswaran V, Vourekas A, Friedman JR, Kaestner KH, Greenbaum LE. Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver. BMC Genomics. 2013 Apr 18;14:264	23597149	Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver	none
SBDM13	Mus musculus	HITS-CLIP	Ago2	liver	C57BL/6, no hepatectomy, mRNA library, rep2	ENA	E-MTAB-1612	ERR266300	mm10_Ago2_HITS-CLIP_ERR266300.bed	ERR266300	mm10	NA	Schug J, et al. BMC Genomics 2013	Schug J, McKenna LB, Walton G, Hand N, Mukherjee S, Essuman K, Shi Z, Gao Y, Markley K, Nakagawa M, Kameswaran V, Vourekas A, Friedman JR, Kaestner KH, Greenbaum LE. Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver. BMC Genomics. 2013 Apr 18;14:264	23597149	Dynamic recruitment of microRNAs to their mRNA targets in the regenerating liver	none
SBDM14	Mus musculus	iCLIP	Unk	brain	E15.5 CD1 mouse embryos, whole brain, wild type Unk, rep5	ENA	E-MTAB-2279	ERR419253	mm10_Unk_iCLIP_ERR419253.bed	ERR419253	mm10	NA	Murn J, Genes Dev. 2015	Murn J, Zarnack K, Yang YJ, Durak O, Murphy EA, Cheloufi S, Gonzalez DM, Teplova M, Curk T, Zuber J, Patel DJ, Ule J, Luscombe NM, Tsai LH, Walsh CA, Shi Y. Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt. Genes Dev. 2015 Mar 1;29(5):501-12.	25737280	Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt	none
SBDM15	Mus musculus	iCLIP	Unk	brain	E15.5 CD1 mouse embryos, whole brain, wild type Unk, rep4	ENA	E-MTAB-2279	ERR419254	mm10_Unk_iCLIP_ERR419254.bed	ERR419254	mm10	NA	Murn J, Genes Dev. 2015	Murn J, Zarnack K, Yang YJ, Durak O, Murphy EA, Cheloufi S, Gonzalez DM, Teplova M, Curk T, Zuber J, Patel DJ, Ule J, Luscombe NM, Tsai LH, Walsh CA, Shi Y. Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt. Genes Dev. 2015 Mar 1;29(5):501-12.	25737280	Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt	none
SBDM17	Mus musculus	iCLIP	Unk	brain	E15.5 CD1 mouse embryos, whole brain, wild type Unk, rep3	ENA	E-MTAB-2279	ERR419260	mm10_Unk_iCLIP_ERR419260.bed	ERR419260	mm10	NA	Murn J, Genes Dev. 2015	Murn J, Zarnack K, Yang YJ, Durak O, Murphy EA, Cheloufi S, Gonzalez DM, Teplova M, Curk T, Zuber J, Patel DJ, Ule J, Luscombe NM, Tsai LH, Walsh CA, Shi Y. Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt. Genes Dev. 2015 Mar 1;29(5):501-12.	25737280	Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt	none
SBDM18	Mus musculus	iCLIP	Unk	brain	E15.5 CD1 mouse embryos, whole brain, wild type Unk, rep2	ENA	E-MTAB-2279	ERR419262	mm10_Unk_iCLIP_ERR419262.bed	ERR419262	mm10	NA	Murn J, Genes Dev. 2015	Murn J, Zarnack K, Yang YJ, Durak O, Murphy EA, Cheloufi S, Gonzalez DM, Teplova M, Curk T, Zuber J, Patel DJ, Ule J, Luscombe NM, Tsai LH, Walsh CA, Shi Y. Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt. Genes Dev. 2015 Mar 1;29(5):501-12.	25737280	Control of a neuronal morphology program by an RNA-binding zinc finger protein, Unkempt	none
SBDM19	Mus musculus	HITS-CLIP	Igf2bp2	brain	E13.5 Swiss Webster mouse brains, Polyadenylated RNAs, rep1	ENA	E-MTAB-3636	ERR912629	mm10_Igf2bp2_HITS-CLIP_ERR912629.bed	ERR912629	mm10	NA	-	-	-	-	none
SBDM20	Mus musculus	HITS-CLIP	Igf2bp2	brain	E13.5 Swiss Webster mouse brains, Polyadenylated RNAs, rep2	ENA	E-MTAB-3636	ERR912630	mm10_Igf2bp2_HITS-CLIP_ERR912630.bed	ERR912630	mm10	NA	-	-	-	-	none
SBDM21	Mus musculus	HITS-CLIP	Igf2bp2	brain	E13.5 Swiss Webster mouse brains, Polyadenylated RNAs, rep3	ENA	E-MTAB-3636	ERR912631	mm10_Igf2bp2_HITS-CLIP_ERR912631.bed	ERR912631	mm10	NA	-	-	-	-	none
SBDM22	Mus musculus	HITS-CLIP	Igf2bp2	brain	E13.5 Swiss Webster mouse brains, Polyadenylated RNAs, rep4	ENA	E-MTAB-3636	ERR912632	mm10_Igf2bp2_HITS-CLIP_ERR912632.bed	ERR912632	mm10	NA	-	-	-	-	none
SBDM23	Mus musculus	iCLIP	Srsf3	mECCs	embryonic carcinoma cells, P19, repeat 1	ENA	E-MTAB-747	ERR039836	mm10_Srsf3_iCLIP_ERR039836.bed	ERR039836	mm10	NA	Änkö ML, et al. Genome Biol 2012	Änkö ML, Müller-McNicoll M, Brandl H, Curk T, Gorup C, Henry I, Ule J, Neugebauer KM. The RNA-binding landscapes of two SR proteins reveal unique functions and binding to diverse RNA classes. Genome Biol. 2012;13(3):R17	22436691	The RNA-binding landscapes of two SR proteins reveal unique functions and binding to diverse RNA classes	none
SBDM24	Mus musculus	iCLIP	Srsf3	mECCs	embryonic carcinoma cells, P19, repeat 2	ENA	E-MTAB-747	ERR039837	mm10_Srsf3_iCLIP_ERR039837.bed	ERR039837	mm10	NA	Änkö ML, et al. Genome Biol 2012	Änkö ML, Müller-McNicoll M, Brandl H, Curk T, Gorup C, Henry I, Ule J, Neugebauer KM. The RNA-binding landscapes of two SR proteins reveal unique functions and binding to diverse RNA classes. Genome Biol. 2012;13(3):R17	22436691	The RNA-binding landscapes of two SR proteins reveal unique functions and binding to diverse RNA classes	none
SBDM26	Mus musculus	iCLIP	Srsf4	mECCs	embryonic carcinoma cells, P19, repeat 1	ENA	E-MTAB-747	ERR039839	mm10_Srsf4_iCLIP_ERR039839.bed	ERR039839	mm10	NA	Änkö ML, et al. Genome Biol 2012	Änkö ML, Müller-McNicoll M, Brandl H, Curk T, Gorup C, Henry I, Ule J, Neugebauer KM. The RNA-binding landscapes of two SR proteins reveal unique functions and binding to diverse RNA classes. Genome Biol. 2012;13(3):R17	22436691	The RNA-binding landscapes of two SR proteins reveal unique functions and binding to diverse RNA classes	none
SBDM28	Mus musculus	iCLIP	Srsf4	mECCs	embryonic carcinoma cells, P19, repeat 3	ENA	E-MTAB-747	ERR039841	mm10_Srsf4_iCLIP_ERR039841.bed	ERR039841	mm10	NA	Änkö ML, et al. Genome Biol 2012	Änkö ML, Müller-McNicoll M, Brandl H, Curk T, Gorup C, Henry I, Ule J, Neugebauer KM. The RNA-binding landscapes of two SR proteins reveal unique functions and binding to diverse RNA classes. Genome Biol. 2012;13(3):R17	22436691	The RNA-binding landscapes of two SR proteins reveal unique functions and binding to diverse RNA classes	none
SBDM29	Mus musculus	eCLIP	Tet2	BMDMC	bone marrow derived mast cell, FcɛRI+ c-Kit+, rep1	GEO	GSE100559	GSM2686818	mm10_Tet2_eCLIP_SRR6446803.bed	SRR6446803	mm10	NA	Shen Q, et al., Nature 2018	Shen Q, Zhang Q, Shi Y, Shi Q et al. Tet2 promotes pathogen infection-induced myelopoiesis through mRNA oxidation. Nature 2018	29364877	Tet2 promotes pathogen infection-induced myelopoiesis through mRNA oxidation.	none
SBDM30	Mus musculus	eCLIP	Tet2	BMDMC	bone marrow derived mast cell, FcɛRI+ c-Kit+, rep2	GEO	GSE100559	GSM2686819	mm10_Tet2_eCLIP_SRR6446804.bed	SRR6446804	mm10	NA	Shen Q, et al., Nature 2018	Shen Q, Zhang Q, Shi Y, Shi Q et al. Tet2 promotes pathogen infection-induced myelopoiesis through mRNA oxidation. Nature 2018	29364877	Tet2 promotes pathogen infection-induced myelopoiesis through mRNA oxidation.	none
SBDM31	Mus musculus	eCLIP	Tet2	BMDMC	bone marrow derived mast cell, FcɛRI+ c-Kit+, rep3	GEO	GSE100559	GSM2686820	mm10_Tet2_eCLIP_SRR6446805.bed	SRR6446805	mm10	NA	Shen Q, et al., Nature 2018	Shen Q, Zhang Q, Shi Y, Shi Q et al. Tet2 promotes pathogen infection-induced myelopoiesis through mRNA oxidation. Nature 2018	29364877	Tet2 promotes pathogen infection-induced myelopoiesis through mRNA oxidation.	none
SBDM32	Mus musculus	iCLIP	Ptbp1	B_cells	WT, Female, Splenic B cells, rep1	GEO	GSE100969	GSM2698371	mm10_Ptbp1_iCLIP_SRR8217092.bed	SRR8217092	mm10	NA	Monzón-Casanova E, et al. Nat Immunol 2018	Monzón-Casanova E, Screen M, Díaz-Muñoz MD, Coulson RMR et al. The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers. Nat Immunol 2018	29358707	The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers.	none
SBDM33	Mus musculus	iCLIP	Ptbp1	B_cells	WT, Female, Splenic B cells, rep2	GEO	GSE100969	GSM2698372	mm10_Ptbp1_iCLIP_SRR8217093.bed	SRR8217093	mm10	NA	Monzón-Casanova E, et al. Nat Immunol, 2018	Monzón-Casanova E, Screen M, Díaz-Muñoz MD, Coulson RMR et al. The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers. Nat Immunol 2018	29358707	The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers.	none
SBDM34	Mus musculus	iCLIP	Ptbp1	B_cells	WT, Female, Splenic B cells, rep3	GEO	GSE100969	GSM2698373	mm10_Ptbp1_iCLIP_SRR8217094.bed	SRR8217094	mm10	NA	Monzón-Casanova E, et al. Nat Immunol, 2018	Monzón-Casanova E, Screen M, Díaz-Muñoz MD, Coulson RMR et al. The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers. Nat Immunol 2018	29358707	The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers.	none
SBDM35	Mus musculus	iCLIP	Ptbp1	B_cells	WT, Female, Splenic B cells, rep4	GEO	GSE100969	GSM2698374	mm10_Ptbp1_iCLIP_SRR8217095.bed	SRR8217095	mm10	NA	Monzón-Casanova E, et al. Nat Immunol, 2018	Monzón-Casanova E, Screen M, Díaz-Muñoz MD, Coulson RMR et al. The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers. Nat Immunol 2018	29358707	The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers.	none
SBDM36	Mus musculus	iCLIP	Ptbp1	B_cells	WT, Female, Splenic B cells, rep5	GEO	GSE100969	GSM2698375	mm10_Ptbp1_iCLIP_SRR8217096.bed	SRR8217096	mm10	NA	Monzón-Casanova E, et al. Nat Immunol, 2018	Monzón-Casanova E, Screen M, Díaz-Muñoz MD, Coulson RMR et al. The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers. Nat Immunol 2018	29358707	The RNA-binding protein PTBP1 is necessary for B cell selection in germinal centers.	none
SBDM38	Mus musculus	HITS-CLIP	Pspc1	J1	strain 129S4/SvJae, 3×Flag- and biotin-tagged PSPC1	GEO	GSE103268	GSM2759483	mm10_Pspc1_HITS-CLIP_SRR5990144.bed	SRR5990144	mm10	NA	Guallar D, et al., Nat Genet 2018	Guallar D, Bi X, Pardavila JA, Huang X et al. RNA-dependent chromatin targeting of TET2 for endogenous retrovirus control in pluripotent stem cells. Nat Genet 2018	29483655	RNA-dependent chromatin targeting of TET2 for endogenous retrovirus control in pluripotent stem cells. 	none
SBDM39	Mus musculus	eCLIP	Tardbp	C2C12	differentiated C2C12, rep1, run2	GEO	GSE104796	GSM2807997	mm10_Tardbp_eCLIP_SRR6155986.bed	SRR6155986	mm10	NA	Vogler TO, Wheeler JR, Nguyen ED, Hughes MP et al.	Vogler TO, Wheeler JR, Nguyen ED, Hughes MP et al. TDP-43 and RNA form amyloid-like myo-granules in regenerating muscle. Nature	30464263	TDP-43 and RNA form amyloid-like myo-granules in regenerating muscle.	none
SBDM40	Mus musculus	eCLIP	Tardbp	C2C12	differentiated C2C12, rep2, run1	GEO	GSE104796	GSM2807998	mm10_Tardbp_eCLIP_SRR6155987.bed	SRR6155987	mm10	NA	Vogler TO, Wheeler JR, Nguyen ED, Hughes MP et al.	Vogler TO, Wheeler JR, Nguyen ED, Hughes MP et al. TDP-43 and RNA form amyloid-like myo-granules in regenerating muscle. Nature	30464263	TDP-43 and RNA form amyloid-like myo-granules in regenerating muscle.	none
SBDM41	Mus musculus	iCLIP	Ddx58	RAW264.7	macrophage cell line, VSV for 12 hr	GEO	GSE106254	GSM2836915	mm10_Ddx58_iCLIP_SRR6239957.bed	SRR6239957	mm10	NA	Jiang M, et al., Cell 2018	Jiang M, Zhang S, Yang Z, Lin H et al. Self-Recognition of an Inducible Host lncRNA by RIG-I Feedback Restricts Innate Immune Response. Cell 2018	29706547	Self-Recognition of an Inducible Host lncRNA by RIG-I Feedback Restricts Innate Immune Response.	none
SBDM42	Mus musculus	PAR-CLIP	Ythdf1	hippocampus	wildtype, 8-16 weeks, rep1	GEO	GSE106607	GSM3139511	mm10_Ythdf1_PAR-CLIP_SRR7146503.bed	SRR7146503	mm10	NA	Shi H, et al., Nature 2018	Shi H, Zhang X, Weng YL, Lu Z et al. m<sup>6</sup>A facilitates hippocampus-dependent learning and memory through YTHDF1. Nature 2018 	30401835	A facilitates hippocampus-dependent learning and memory through YTHDF1.	TC
SBDM43	Mus musculus	PAR-CLIP	Ythdf1	hippocampus	wildtype, 8-16 weeks, rep2	GEO	GSE106607	GSM3139512	mm10_Ythdf1_PAR-CLIP_SRR7146504.bed	SRR7146504	mm10	NA	Shi H, et al., Nature 2018	Shi H, Zhang X, Weng YL, Lu Z et al. m<sup>6</sup>A facilitates hippocampus-dependent learning and memory through YTHDF1. Nature 2018 	30401835	A facilitates hippocampus-dependent learning and memory through YTHDF1.	TC
SBDM44	Mus musculus	PAR-CLIP	Ythdf1	hippocampus	wildtype, 8-16 weeks, rep3	GEO	GSE106607	GSM3139513	mm10_Ythdf1_PAR-CLIP_SRR7146505.bed	SRR7146505	mm10	NA	Shi H, et al., Nature 2018	Shi H, Zhang X, Weng YL, Lu Z et al. m<sup>6</sup>A facilitates hippocampus-dependent learning and memory through YTHDF1. Nature 2018 	30401835	A facilitates hippocampus-dependent learning and memory through YTHDF1.	TC
SBDM49	Mus musculus	iCLIP	Dazl	testis	Male, CD1 traind, p6, rep1	GEO	GSE108183	GSM2891921	mm10_Dazl_iCLIP_SRR6456436.bed	SRR6456436	mm10	NA	Licatalosi DD, et al., Cell Rep. 2018	Licatalosi DD, Zagore LL DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions. Cell Rep. 2018	30380414	DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions.	none
SBDM50	Mus musculus	iCLIP	Dazl	testis	Male, CD1 traind, p6, rep2	GEO	GSE108183	GSM2891922	mm10_Dazl_iCLIP_SRR6456437.bed	SRR6456437	mm10	NA	Licatalosi DD, et al., Cell Rep. 2018	Licatalosi DD, Zagore LL DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions. Cell Rep. 2018	30380414	DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions.	none
SBDM51	Mus musculus	iCLIP	Dazl	testis	Male, CD1 traind, p6, rep3	GEO	GSE108183	GSM2891923	mm10_Dazl_iCLIP_SRR6456438.bed	SRR6456438	mm10	NA	Licatalosi DD, et al., Cell Rep. 2018	Licatalosi DD, Zagore LL DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions. Cell Rep. 2018	30380414	DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions.	none
SBDM52	Mus musculus	HITS-CLIP	Dazl	testis	33 kDa band, rep1	GEO	GSE113710	GSM3112573	mm10_Dazl_HITS-CLIP_SRR7068292.bed	SRR7068292	mm10	NA	Li H, et al., Natl Sci Rev 2019	Li H, Liang Z, Yang J, Wang D et al. DAZL is a master translational regulator of murine spermatogenesis. Natl Sci Rev 2019 May;6(3):455-468.	31355046	DAZL is a master translational regulator of murine spermatogenesis.	none
SBDM53	Mus musculus	HITS-CLIP	Dazl	testis	34 kDa band, rep1	GEO	GSE113710	GSM3112574	mm10_Dazl_HITS-CLIP_SRR7068293.bed	SRR7068293	mm10	NA	Li H, et al., Natl Sci Rev 2019	Li H, Liang Z, Yang J, Wang D et al. DAZL is a master translational regulator of murine spermatogenesis. Natl Sci Rev 2019 May;6(3):455-468.	31355046	DAZL is a master translational regulator of murine spermatogenesis.	none
SBDM54	Mus musculus	HITS-CLIP	Dazl	testis	35 kDa band, rep1	GEO	GSE113710	GSM3112575	mm10_Dazl_HITS-CLIP_SRR7068294.bed	SRR7068294	mm10	NA	Li H, et al., Natl Sci Rev 2019	Li H, Liang Z, Yang J, Wang D et al. DAZL is a master translational regulator of murine spermatogenesis. Natl Sci Rev 2019 May;6(3):455-468.	31355046	DAZL is a master translational regulator of murine spermatogenesis.	none
SBDM55	Mus musculus	HITS-CLIP	Hnrnpl	C2C12	myoblasts, DM 48 hours, rep1	GEO	GSE114656	GSM3146547	mm10_Hnrnpl_HITS-CLIP_SRR7184274.bed	SRR7184274	mm10	NA	Zhao Y, et al., Nat Commun 2019	Zhao Y, Zhou J, He L, Li Y et al. MyoD induced enhancer RNA interacts with hnRNPL to activate target gene transcription during myogenic differentiation. Nat Commun 2019 Dec 19;10(1):5787.	31857580	MyoD induced enhancer RNA interacts with hnRNPL to activate target gene transcription during myogenic differentiation. 	none
SBDM56	Mus musculus	HITS-CLIP	Hnrnpl	C2C12	myoblasts, DM 48 hours, rep2	GEO	GSE114656	GSM3146547	mm10_Hnrnpl_HITS-CLIP_SRR7184275.bed	SRR7184275	mm10	NA	Zhao Y, et al., Nat Commun 2019	Zhao Y, Zhou J, He L, Li Y et al.MyoD induced enhancer RNA interacts with hnRNPL to activate target gene transcription during myogenic differentiation. 	31857580	MyoD induced enhancer RNA interacts with hnRNPL to activate target gene transcription during myogenic differentiation. 	none
SBDM57	Mus musculus	irCLIP	Lin28a	V6.5	ES cell line, Mettl3 KO, run1	GEO	GSE117840	GSM3310486	mm10_Lin28a_irCLIP_SRR7618841.bed	SRR7618841	mm10	NA	Sun L, et al., Nat Struct Mol Biol 2019	Sun L, Fazal FM, Li P, Broughton JP et al. RNA structure maps across mammalian cellular compartments. Nat Struct Mol Biol 2019 Apr;26(4):322-330.	30886404	RNA structure maps across mammalian cellular compartments.	none
SBDM58	Mus musculus	irCLIP	Lin28a	V6.5	ES cell line, Mettl3 KO, run2	GEO	GSE117840	GSM3310486	mm10_Lin28a_irCLIP_SRR7618839.bed	SRR7618839	mm10	NA	Sun L, et al., Nat Struct Mol Biol 2019	Sun L, Fazal FM, Li P, Broughton JP et al. RNA structure maps across mammalian cellular compartments. Nat Struct Mol Biol 2019 Apr;26(4):322-330.	30886404	RNA structure maps across mammalian cellular compartments.	none
SBDM59	Mus musculus	irCLIP	Lin28a	V6.5	ES cell line, Mettl3 KO, run3	GEO	GSE117840	GSM3310486	mm10_Lin28a_irCLIP_SRR7618840.bed	SRR7618840	mm10	NA	Sun L, et al., Nat Struct Mol Biol 2019	Sun L, Fazal FM, Li P, Broughton JP et al. RNA structure maps across mammalian cellular compartments. Nat Struct Mol Biol 2019 Apr;26(4):322-330.	30886404	RNA structure maps across mammalian cellular compartments.	none
SBDM61	Mus musculus	irCLIP	Lin28a	V6.5	ES cell line, Mettl3 WT, run2	GEO	GSE117840	GSM3310487	mm10_Lin28a_irCLIP_SRR7618843.bed	SRR7618843	mm10	NA	Sun L, et al., Nat Struct Mol Biol 2019	Sun L, Fazal FM, Li P, Broughton JP et al. RNA structure maps across mammalian cellular compartments. Nat Struct Mol Biol 2019 Apr;26(4):322-330.	30886404	RNA structure maps across mammalian cellular compartments.	none
SBDM63	Mus musculus	iCLIP	Dazl	GC1-spg	Type B Spermatogonial Cells, Doxycycline, rep1	GEO	GSE120098	GSM3393175	mm10_Dazl_iCLIP_SRR7868101.bed	SRR7868101	mm10	NA	Licatalosi DD, et al., Cell Rep 2018	Zagore LL, Sweet TJ, Hannigan MM, Weyn-Vanhentenryck SM et al. DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions. Cell Rep 2018 Oct 30;25(5):1225-1240.e6.	30380414	DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions.	none
SBDM64	Mus musculus	iCLIP	Dazl	GC1-spg	Type B Spermatogonial Cells, Doxycycline, rep2	GEO	GSE120098	GSM3393176	mm10_Dazl_iCLIP_SRR7868102.bed	SRR7868102	mm10	NA	Licatalosi DD, et al., Cell Rep 2018	Zagore LL, Sweet TJ, Hannigan MM, Weyn-Vanhentenryck SM et al. DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions. Cell Rep 2018 Oct 30;25(5):1225-1240.e6.	30380414	DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions.	none
SBDM65	Mus musculus	iCLIP	Dazl	GC1-spg	Type B Spermatogonial Cells, Doxycycline, rep3	GEO	GSE120098	GSM3393177	mm10_Dazl_iCLIP_SRR7868103.bed	SRR7868103	mm10	NA	Licatalosi DD, et al., Cell Rep 2018	Zagore LL, Sweet TJ, Hannigan MM, Weyn-Vanhentenryck SM et al. DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions. Cell Rep 2018 Oct 30;25(5):1225-1240.e6.	30380414	DAZL Regulates Germ Cell Survival through a Network of PolyA-Proximal mRNA Interactions.	none
