DataSetId	Species	SeqType	GeneSymbol	CellTissue	Treatment	Source	MainAccession	SubAccession	FileName-RBP	UniqAccession	Assembly	newFileName	CitationForShort	Citation	PubMedID	Title	mutation
SBDM147	Mus musculus	HITS-CLIP	Piwil2	testis	C57BL/6, RNase T1, rep3	GEO	GSE27622	GSM684622	mm10_Piwil2_HITS-CLIP_SRR636659.bed	SRR636659	mm10	NA	Vourekas A et al. Nat Struct Mol Biol 2012	Vourekas A, Zheng Q, Alexiou P, Maragkakis M et al. Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis. Nat Struct Mol Biol 2012 Aug;19(8):773-81	22842725	Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis	none
SBDM148	Mus musculus	HITS-CLIP	Piwil2	testis	C57BL/6, RNase T1, rep4	GEO	GSE27622	GSM684623	mm10_Piwil2_HITS-CLIP_SRR636660.bed	SRR636660	mm10	NA	Vourekas A et al. Nat Struct Mol Biol 2012	Vourekas A, Zheng Q, Alexiou P, Maragkakis M et al. Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis. Nat Struct Mol Biol 2012 Aug;19(8):773-81	22842725	Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis	none
SBDM149	Mus musculus	HITS-CLIP	Piwil1	testis	C57BL/6, RNase T1, rep1	GEO	GSE27622	GSM684624	mm10_Piwil1_HITS-CLIP_SRR636661.bed	SRR636661	mm10	NA	Vourekas A et al. Nat Struct Mol Biol 2012	Vourekas A, Zheng Q, Alexiou P, Maragkakis M et al. Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis. Nat Struct Mol Biol 2012 Aug;19(8):773-81	22842725	Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis	none
SBDM150	Mus musculus	HITS-CLIP	Piwil1	testis	C57BL/6, RNase T1, rep2	GEO	GSE27622	GSM684625	mm10_Piwil1_HITS-CLIP_SRR636662.bed	SRR636662	mm10	NA	Vourekas A et al. Nat Struct Mol Biol 2012	Vourekas A, Zheng Q, Alexiou P, Maragkakis M et al. Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis. Nat Struct Mol Biol 2012 Aug;19(8):773-81	22842725	Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis	none
SBDM151	Mus musculus	HITS-CLIP	Piwil1	testis	C57BL/6, RNase T1, rep3	GEO	GSE27622	GSM684626	mm10_Piwil1_HITS-CLIP_SRR636663.bed	SRR636663	mm10	NA	Vourekas A et al. Nat Struct Mol Biol 2012	Vourekas A, Zheng Q, Alexiou P, Maragkakis M et al. Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis. Nat Struct Mol Biol 2012 Aug;19(8):773-81	22842725	Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis	none
SBDM152	Mus musculus	HITS-CLIP	Piwil1	testis	C57BL/6, RNase T1, rep4	GEO	GSE27622	GSM684627	mm10_Piwil1_HITS-CLIP_SRR636664.bed	SRR636664	mm10	NA	Vourekas A et al. Nat Struct Mol Biol 2012	Vourekas A, Zheng Q, Alexiou P, Maragkakis M et al. Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis. Nat Struct Mol Biol 2012 Aug;19(8):773-81	22842725	Mili and Miwi target RNA repertoire reveals piRNA biogenesis and function of Miwi in spermiogenesis	none
SBDM153	Mus musculus	HITS-CLIP	Lin28a	A3-1	antibody 35L33G (mAb)	GEO	GSE37111	GSM910955	mm10_Lin28a_HITS-CLIP_SRR458758.bed	SRR458758	mm10	NA	Cho J, et al. Cell 2012	Cho J, Chang H, Kwon SC, Kim B et al. LIN28A is a suppressor of ER-associated translation in embryonic stem cells. Cell 2012 Nov 9;151(4):765-77	23102813	LIN28A is a suppressor of ER-associated translation in embryonic stem cells	none
SBDM154	Mus musculus	HITS-CLIP	Lin28a	A3-1	antibody 2J3 (mAb)	GEO	GSE37111	GSM910956	mm10_Lin28a_HITS-CLIP_SRR458759.bed	SRR458759	mm10	NA	Cho J, et al. Cell 2012	Cho J, Chang H, Kwon SC, Kim B et al. LIN28A is a suppressor of ER-associated translation in embryonic stem cells. Cell 2012 Nov 9;151(4):765-77	23102813	LIN28A is a suppressor of ER-associated translation in embryonic stem cells	none
SBDM155	Mus musculus	HITS-CLIP	Lin28a	A3-1	polyclonal antibody	GEO	GSE37111	GSM910957	mm10_Lin28a_HITS-CLIP_SRR458760.bed	SRR458760	mm10	NA	Cho J, et al. Cell 2012	Cho J, Chang H, Kwon SC, Kim B et al. LIN28A is a suppressor of ER-associated translation in embryonic stem cells. Cell 2012 Nov 9;151(4):765-77	23102813	LIN28A is a suppressor of ER-associated translation in embryonic stem cells	none
SBDM156	Mus musculus	HITS-CLIP	Cirbp	NIH3T3	N-Term, DNase and MNase	GEO	GSE37685	GSM925601	mm10_Cirbp_HITS-CLIP_SRR492994.bed	SRR492994	mm10	NA	Morf J, et al. Science 2012	Morf J, Rey G, Schneider K, Stratmann M et al. Cold-inducible RNA-binding protein modulates circadian gene expression posttranscriptionally. Science 2012 Oct 19;338(6105):379-83	22923437	Cold-inducible RNA-binding protein modulates circadian gene expression posttranscriptionally	none
SBDM157	Mus musculus	HITS-CLIP	Cirbp	NIH3T3	C-Term, DNase and MNase	GEO	GSE37685	GSM925602	mm10_Cirbp_HITS-CLIP_SRR492995.bed	SRR492995	mm10	NA	Morf J, et al. Science 2012	Morf J, Rey G, Schneider K, Stratmann M et al. Cold-inducible RNA-binding protein modulates circadian gene expression posttranscriptionally. Science 2012 Oct 19;338(6105):379-83	22923437	Cold-inducible RNA-binding protein modulates circadian gene expression posttranscriptionally	none
SBDM158	Mus musculus	PAR-CLIP	Alkbh5	testis	ICR, 4-thiouridine, UV 365nm	GEO	GSE38482	GSM943238	mm10_Alkbh5_PAR-CLIP_SRR504372.bed	SRR504372	mm10	NA	-	-	-	-	TC
SBDM159	Mus musculus	HITS-CLIP	Mbnl2	hippocampus	11-12 weeks, WT, C57BL/6 and 129 SvlmJ mixed, rep1	GEO	GSE38497	GSM1127541	mm10_Mbnl2_HITS-CLIP_SRR833691.bed	SRR833691	mm10	NA	Charizanis K, et al. Neuron 2012	Charizanis K, Lee KY, Batra R, Goodwin M, Zhang C, Yuan Y, Shiue L, Cline M, Scotti MM, Xia G, Kumar A, Ashizawa T, Clark HB, Kimura T, Takahashi MP, Fujimura H, Jinnai K, Yoshikawa H, Gomes-Pereira M, Gourdon G, Sakai N, Nishino S, Foster TC, Ares M Jr, Darnell RB, Swanson MS. Muscleblind-like 2-mediated alternative splicing in the developing brain and dysregulation in myotonic dystrophy. Neuron. 2012 Aug 9;75(3):437-50.	22884328	Muscleblind-like 2-mediated alternative splicing in the developing brain and dysregulation in myotonic dystrophy	none
SBDM160	Mus musculus	HITS-CLIP	Mbnl2	hippocampus	11-12 weeks, WT, C57BL/6 and 129 SvlmJ mixed, rep2	GEO	GSE38497	GSM1127542	mm10_Mbnl2_HITS-CLIP_SRR833692.bed	SRR833692	mm10	NA	Charizanis K, et al. Neuron 2012	Charizanis K, Lee KY, Batra R, Goodwin M, Zhang C, Yuan Y, Shiue L, Cline M, Scotti MM, Xia G, Kumar A, Ashizawa T, Clark HB, Kimura T, Takahashi MP, Fujimura H, Jinnai K, Yoshikawa H, Gomes-Pereira M, Gourdon G, Sakai N, Nishino S, Foster TC, Ares M Jr, Darnell RB, Swanson MS. Muscleblind-like 2-mediated alternative splicing in the developing brain and dysregulation in myotonic dystrophy. Neuron. 2012 Aug 9;75(3):437-50.	22884328	Muscleblind-like 2-mediated alternative splicing in the developing brain and dysregulation in myotonic dystrophy	none
SBDM161	Mus musculus	HITS-CLIP	Mbnl2	hippocampus	11-12 weeks, WT, C57BL/6 and 129 SvlmJ mixed, rep3	GEO	GSE38497	GSM1127543	mm10_Mbnl2_HITS-CLIP_SRR833693.bed	SRR833693	mm10	NA	Charizanis K, et al. Neuron 2012	Charizanis K, Lee KY, Batra R, Goodwin M, Zhang C, Yuan Y, Shiue L, Cline M, Scotti MM, Xia G, Kumar A, Ashizawa T, Clark HB, Kimura T, Takahashi MP, Fujimura H, Jinnai K, Yoshikawa H, Gomes-Pereira M, Gourdon G, Sakai N, Nishino S, Foster TC, Ares M Jr, Darnell RB, Swanson MS. Muscleblind-like 2-mediated alternative splicing in the developing brain and dysregulation in myotonic dystrophy. Neuron. 2012 Aug 9;75(3):437-50.	22884328	Muscleblind-like 2-mediated alternative splicing in the developing brain and dysregulation in myotonic dystrophy	none
SBDM162	Mus musculus	HITS-CLIP	Mbnl1	brain	16-week-old, male, whole brain, WT, C56BL/6	GEO	GSE39911	GSM981226	mm10_Mbnl1_HITS-CLIP_SRR533660.bed	SRR533660	mm10	NA	Wang ET, et al. Cell 2012	Wang ET, Cody NA, Jog S, Biancolella M, Wang TT, Treacy DJ, Luo S, Schroth GP, Housman DE, Reddy S, Lécuyer E, Burge CB. Transcriptome-wide regulation of pre-mRNA splicing and mRNA localization by muscleblind proteins. Cell. 2012 Aug 17;150(4):710-24.	22901804	Transcriptome-wide Regulation of Pre-mRNA Splicing and mRNA Localization by Muscleblind Proteins	none
SBDM163	Mus musculus	HITS-CLIP	Mbnl1	brain	16-week-old, male, whole brain, WT, 129SVJ	GEO	GSE39911	GSM981227	mm10_Mbnl1_HITS-CLIP_SRR533661.bed	SRR533661	mm10	NA	Wang ET, et al. Cell 2012	Wang ET, Cody NA, Jog S, Biancolella M, Wang TT, Treacy DJ, Luo S, Schroth GP, Housman DE, Reddy S, Lécuyer E, Burge CB. Transcriptome-wide regulation of pre-mRNA splicing and mRNA localization by muscleblind proteins. Cell. 2012 Aug 17;150(4):710-24.	22901804	Transcriptome-wide Regulation of Pre-mRNA Splicing and mRNA Localization by Muscleblind Proteins	none
SBDM164	Mus musculus	HITS-CLIP	Mbnl1	heart	16-week-old, male, whole heart, WT, C56BL/6	GEO	GSE39911	GSM981228	mm10_Mbnl1_HITS-CLIP_SRR533662.bed	SRR533662	mm10	NA	Wang ET, et al. Cell 2012	Wang ET, Cody NA, Jog S, Biancolella M, Wang TT, Treacy DJ, Luo S, Schroth GP, Housman DE, Reddy S, Lécuyer E, Burge CB. Transcriptome-wide regulation of pre-mRNA splicing and mRNA localization by muscleblind proteins. Cell. 2012 Aug 17;150(4):710-24.	22901804	Transcriptome-wide Regulation of Pre-mRNA Splicing and mRNA Localization by Muscleblind Proteins	none
SBDM165	Mus musculus	HITS-CLIP	Mbnl1	muscle	16-week-old, male, skeletal muscle (vastus lateralis), WT, C56BL/6	GEO	GSE39911	GSM981229	mm10_Mbnl1_HITS-CLIP_SRR533663.bed	SRR533663	mm10	NA	Wang ET, et al. Cell 2012	Wang ET, Cody NA, Jog S, Biancolella M, Wang TT, Treacy DJ, Luo S, Schroth GP, Housman DE, Reddy S, Lécuyer E, Burge CB. Transcriptome-wide regulation of pre-mRNA splicing and mRNA localization by muscleblind proteins. Cell. 2012 Aug 17;150(4):710-24.	22901804	Transcriptome-wide Regulation of Pre-mRNA Splicing and mRNA Localization by Muscleblind Proteins	none
SBDM166	Mus musculus	HITS-CLIP	Mbnl1	C2C12	mouse myoblast	GEO	GSE39911	GSM981230	mm10_Mbnl1_HITS-CLIP_SRR533664.bed	SRR533664	mm10	NA	Wang ET, et al. Cell 2012	Wang ET, Cody NA, Jog S, Biancolella M, Wang TT, Treacy DJ, Luo S, Schroth GP, Housman DE, Reddy S, Lécuyer E, Burge CB. Transcriptome-wide regulation of pre-mRNA splicing and mRNA localization by muscleblind proteins. Cell. 2012 Aug 17;150(4):710-24.	22901804	Transcriptome-wide Regulation of Pre-mRNA Splicing and mRNA Localization by Muscleblind Proteins	none
SBDM168	Mus musculus	PAR-CLIP	Rbm3	MEFs	4-thiouridine	GEO	GSE40468	GSM994703	mm10_Rbm3_PAR-CLIP_SRR548300.bed	SRR548300	mm10	NA	Liu Y, et al. Sci Rep 2013	Liu Y, Hu W, Murakawa Y, Yin J, Wang G, Landthaler M, Yan J. Cold-induced RNA-binding proteins regulate circadian gene expression by controlling alternative polyadenylation. Sci Rep. 2013;3:2054.	23792593	Cold-induced RNA-binding proteins regulate circadian gene expression by controlling alternative polyadenylation	TC
SBDM169	Mus musculus	HITS-CLIP	Tardbp	brain	DNase I and Mnase	GEO	GSE40651	GSM998871	mm10_Tardbp_HITS-CLIP_SRR556762.bed	SRR556762	mm10	NA	Lagier-Tourenne C, et al. Nat Neurosci 2012	Lagier-Tourenne C, Polymenidou M, Hutt KR, Vu AQ et al. Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs. Nat Neurosci 2012 Nov;15(11):1488-97	23023293	Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs	none
SBDM170	Mus musculus	HITS-CLIP	Fus	brain	C57BL/6, DNase I and Mnase, rep1	GEO	GSE40651	GSM998876	mm10_Fus_HITS-CLIP_SRR556763.bed	SRR556763	mm10	NA	Lagier-Tourenne C, et al. Nat Neurosci 2012	Lagier-Tourenne C, Polymenidou M, Hutt KR, Vu AQ et al. Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs. Nat Neurosci 2012 Nov;15(11):1488-97	23023293	Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs	none
SBDM171	Mus musculus	HITS-CLIP	Fus	brain	C57BL/6, DNase I and Mnase, rep2	GEO	GSE40651	GSM998877	mm10_Fus_HITS-CLIP_SRR556764.bed	SRR556764	mm10	NA	Lagier-Tourenne C, et al. Nat Neurosci 2012	Lagier-Tourenne C, Polymenidou M, Hutt KR, Vu AQ et al. Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs. Nat Neurosci 2012 Nov;15(11):1488-97	23023293	Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs	none
SBDM172	Mus musculus	HITS-CLIP	Fus	brain	C57BL/6, DNase I and Mnase, rep3	GEO	GSE40651	GSM998878	mm10_Fus_HITS-CLIP_SRR556765.bed	SRR556765	mm10	NA	Lagier-Tourenne C, et al. Nat Neurosci 2012	Lagier-Tourenne C, Polymenidou M, Hutt KR, Vu AQ et al. Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs. Nat Neurosci 2012 Nov;15(11):1488-97	23023293	Divergent roles of ALS-linked proteins FUS/TLS and TDP-43 intersect in processing long pre-mRNAs	none
SBDM173	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep1	GEO	GSE41285	GSM1013575	mm10_Ago2_HITS-CLIP_SRR578782.bed	SRR578782	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM174	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep2	GEO	GSE41285	GSM1013576	mm10_Ago2_HITS-CLIP_SRR578783.bed	SRR578783	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM175	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep3	GEO	GSE41285	GSM1013577	mm10_Ago2_HITS-CLIP_SRR578784.bed	SRR578784	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM176	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep4	GEO	GSE41285	GSM1013578	mm10_Ago2_HITS-CLIP_SRR578785.bed	SRR578785	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM177	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep5	GEO	GSE41285	GSM1013579	mm10_Ago2_HITS-CLIP_SRR578786.bed	SRR578786	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM178	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep6	GEO	GSE41285	GSM1013580	mm10_Ago2_HITS-CLIP_SRR578787.bed	SRR578787	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM179	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep7	GEO	GSE41285	GSM1013581	mm10_Ago2_HITS-CLIP_SRR578788.bed	SRR578788	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM180	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep8	GEO	GSE41285	GSM1013582	mm10_Ago2_HITS-CLIP_SRR578789.bed	SRR578789	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM181	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep9	GEO	GSE41285	GSM1013583	mm10_Ago2_HITS-CLIP_SRR578790.bed	SRR578790	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM182	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep10	GEO	GSE41285	GSM1013584	mm10_Ago2_HITS-CLIP_SRR578791.bed	SRR578791	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM183	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep11	GEO	GSE41285	GSM1013585	mm10_Ago2_HITS-CLIP_SRR578792.bed	SRR578792	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM184	Mus musculus	HITS-CLIP	Ago2	CD4+T	miR-155 KO, spleen and lymph nodes, rep12	GEO	GSE41285	GSM1013586	mm10_Ago2_HITS-CLIP_SRR578793.bed	SRR578793	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM185	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep1	GEO	GSE41285	GSM1013587	mm10_Ago2_HITS-CLIP_SRR578794.bed	SRR578794	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM186	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep2	GEO	GSE41285	GSM1013588	mm10_Ago2_HITS-CLIP_SRR578795.bed	SRR578795	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM187	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep3	GEO	GSE41285	GSM1013589	mm10_Ago2_HITS-CLIP_SRR578796.bed	SRR578796	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM188	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep4	GEO	GSE41285	GSM1013590	mm10_Ago2_HITS-CLIP_SRR578797.bed	SRR578797	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM189	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep5	GEO	GSE41285	GSM1013591	mm10_Ago2_HITS-CLIP_SRR578798.bed	SRR578798	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM190	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep6	GEO	GSE41285	GSM1013592	mm10_Ago2_HITS-CLIP_SRR578799.bed	SRR578799	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM191	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep7	GEO	GSE41285	GSM1013593	mm10_Ago2_HITS-CLIP_SRR578800.bed	SRR578800	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM192	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep8	GEO	GSE41285	GSM1013594	mm10_Ago2_HITS-CLIP_SRR578801.bed	SRR578801	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM193	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep9	GEO	GSE41285	GSM1013595	mm10_Ago2_HITS-CLIP_SRR578802.bed	SRR578802	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
SBDM194	Mus musculus	HITS-CLIP	Ago2	CD4+T	WT, spleen and lymph nodes, rep10	GEO	GSE41285	GSM1013596	mm10_Ago2_HITS-CLIP_SRR578803.bed	SRR578803	mm10	NA	Loeb GB, et al. Mol Cell 2012	Loeb GB, Khan AA, Canner D, Hiatt JB, Shendure J, Darnell RB, Leslie CS, Rudensky AY. Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting. Mol Cell. 2012 Dec 14;48(5):760-70.	23142080	Transcriptome-wide miR-155 binding map reveals widespread noncanonical microRNA targeting	none
