C1_H1	C1_H2	C1_H3	C1_N1	C1_N2	C1_N3	C2_H1	C2_H2	C2_H3	C2_N1	C2_N2	C2_N3	C3_H1	C3_H2	C3_H3	C3_N1	C3_N2	C3_N3
SSX8	1.21185519203529	1.70348623236566	1.50373115616509	1.47355053473399	1.27687225137625	1.68018673445772	1.38450293302074	1.97356623518912	1.28316568720877	1.46724026670926	1.49199557575911	1.76410253597999	1.14821050224688	1.51354766465065	2.12390667828685	1.9980089447423	1.88734399822659	1.30170519013845
SNORA11	5.24810619931673	6.2479572585273	5.19414708444682	5.1502231660596	5.29600713922673	6.42271603757294	6.58048102733171	6.73744567151951	6.97626639451662	3.99315932144263	3.27507129537197	3.97334083395392	6.431179890426	5.39371995140783	5.85476231488774	5.62759279818066	4.02934553898098	4.80922406215399
MIR4536-2	0.877065016238858	0.66602526068176	1.12126357057159	0.983827442135814	0.955491082596581	1.2373594528817	1.34591557239	1.18191874499243	1.10613290596132	0.943877685052121	1.19418507326335	0.885939368361664	1.27566396335367	0.901952701611757	1.22514313393262	0.943991047276562	1.21635842676576	1.2574783286733
LINC00269	2.2578731945291	1.64736841251371	1.63091452116301	2.02390473207175	2.10601647886684	1.90049920252234	1.59122297645721	1.41214663404505	2.34403840664721	1.47770687766595	1.46539528146146	1.77546367135003	1.66053220745819	1.83981629467646	1.66869248252361	1.46321681800049	1.82542417469431	2.19028425207573
RPS26P11	7.79589967002944	7.66419227957421	7.63258966095428	7.90561080719707	7.69280885612308	7.71743706476642	6.06739399162376	6.10029656054856	5.89208902915851	6.69232396010823	6.97158970029471	6.05293311841902	7.81375298093844	7.744845278875	8.03621825330225	7.93964412418052	7.65381578768564	7.57886916237577
TSIX	1.13318565609952	1.61056680189111	1.03077818335074	1.50142292600946	0.837932880696627	0.96043365127479	1.36696300595624	1.43309866918327	1.21983955008876	1.42012987545447	1.16151810732028	1.20347673633268	1.20339115750461	0.917189873839814	1.02230019204794	0.876042063015959	1.06971269379496	1.208282548935
JPX	5.22838238634396	4.79268998958659	5.19031885560233	5.33656513898733	5.19396625023353	5.62504245206266	5.1885879661712	4.86291577831278	4.85957258749424	5.1950235979178	5.17565741903719	5.40584086958457	6.35704605435512	5.91014146391308	6.047058768332	6.51385646539507	6.61195138973302	6.51428539911906
UBE2DNL	4.35107225524106	3.95219963729854	4.16185000189171	4.36942860451396	3.65010918880239	3.57047940080577	3.83709120382195	3.97819281994195	4.00855671980974	4.28383974801182	4.12883700918198	3.9375729226086	3.87250921022161	3.54186088636004	4.42652503919268	4.43577173225494	4.13176892691844	4.31454167665579
NXF4	2.40596496166001	1.64314969658014	1.45257446702582	2.24098755326617	2.03412188991069	1.6785626678	2.00249133696479	2.03939243754176	1.84166805046713	2.0404719224078	1.92960327007333	1.99417312075241	2.1964139364957	1.42072465053307	1.31998874492522	1.89350934073478	1.87052119048029	2.56068567415278
MORF4L2-AS1	2.10601647886684	1.31152487689262	1.86980303862411	1.66889388353214	1.39047947390839	1.60185663388165	1.80138415149984	1.61726769693292	1.53556919281043	1.53902620774915	1.30970271625338	1.25460146673965	1.38433635049298	1.19983144136725	1.45251480004791	1.42567512778306	1.65036559422485	1.22380751446898
H2BFXP	1.60987196185474	2.0661310449276	1.32521650201252	1.81956206211548	2.11623626671914	2.2870671149877	1.96862894496974	2.40523816626769	1.6638835012298	2.34714966336144	2.40370230353217	1.92443910288986	2.14254829779093	1.80905147950649	2.08627785300072	2.45933748344942	1.68329613961055	1.85192578913563
MIR548AN	1.42157311204576	1.38653056434175	1.83558178681316	1.62856292311801	1.61231570398155	1.6427118960234	1.81022462583132	1.91035533525559	1.93416617092053	1.9742823399553	1.58438758077092	1.5257291276562	1.36162454779997	1.80243650684181	2.49427512738201	1.39948355186397	1.49962467107222	1.50686091724632
LOC101928358	2.17225542014202	2.28100614373127	2.56057192261109	2.60894416386836	2.63039312976616	1.7524308750842	2.47475472362364	2.11964656032744	2.52303380856661	2.0879460296872	2.54323403157409	1.73866250129937	2.33695303603586	3.44653225052324	2.30792495153998	2.7261154194809	3.14043684123397	2.19606879508715
MIR3978	2.77496651033284	2.71899060840968	2.89576185449561	2.77853328770108	3.75221774889036	3.1139180177083	3.28539784175757	3.19544154299152	2.14060712504842	2.33334114533355	2.29662121906423	2.52891142427297	2.85078234530456	2.73412570941559	3.17363972583973	2.67132320303492	2.61091404524192	2.87925241819121
SNORA35	3.08282755739909	3.59868156321169	3.26875291086442	2.90182702676812	3.17496851589502	2.62010332304415	3.32395817282457	3.36511406204303	3.62809984585298	2.81192012611261	2.33125624124666	2.9118002234897	3.39322033331423	3.46409081061772	3.33923233995516	3.30350997381954	3.11931076817691	3.48941532263203
MIR1912	1.606626334308	1.90397137738644	2.0108804921682	1.30328573275593	1.21770041385149	1.70832191957814	1.99002303527719	1.26904731565994	1.65217597706515	1.90518726933784	1.65501030082523	1.3422360640017	1.86257712298757	1.55702512428306	1.51243580523156	1.49046386266432	1.37399072225086	1.29108519971438
LINC01285	2.61076932310422	2.59662558781773	2.36885384557665	2.83882959599429	2.26556569271022	2.64197197672753	2.47324675865649	2.31184837433418	2.49364361122039	3.29156667578034	2.44168387796127	2.41825670107195	2.70353135864396	2.9976074397956	1.9286840077637	2.64515142885459	2.78905411138296	2.79724876486114
FAM45B	6.02630057574302	5.94591120466611	5.8295107779063	6.01248835443834	5.81945078714829	6.22239619144299	6.10111727512517	5.93142633519007	6.07639975805269	5.92844409998741	5.89450660424367	5.59540521904608	5.2671471745434	4.46408298975252	5.24997455917572	5.46187942801138	5.31300748713012	5.66627590860976
RAP2C-AS1	2.40396799764938	1.78799426442287	2.34445741887794	3.71891174482388	2.64871853992617	4.06056758359739	2.36893693945111	3.18896273387777	2.74864803034103	4.21545063327773	3.47513729402095	2.71276966327798	2.23330614924528	2.83676740132656	2.28147628468388	2.14820219992095	2.89158511277292	1.95833453256125
LINC00629	1.81595914753931	1.39568545324878	1.62098476960296	1.6072403387723	1.81188177853572	1.44147276235016	2.34800968287667	1.63755812859347	1.79765924417632	2.09098235689992	2.62167090298159	1.78002765851204	1.38431329162713	1.40288781972651	2.19292817356186	1.45161315369125	1.82016707877208	0.826255154264478
LOC100287728	2.49932429425718	2.51971530543206	1.90883110827928	2.30164116993969	2.92798929484764	2.25894093474826	2.97452170982465	3.17647139421714	3.42310494019414	2.52056562140739	2.6982558582931	2.73983118094629	2.79871558052776	2.5050408908909	2.30281197705493	2.35252422401173	2.2456243880749	2.76809040984555
LOC100506790	0.809269203918839	1.16555503624196	1.02407907788853	1.58032800618701	1.23059276124053	0.883076786677076	1.15950629103263	0.887432133843294	1.30211555454586	1.17363626210226	1.15240683015198	0.935209210446246	1.87797114514648	1.58792144412583	1.63532266858248	1.28530738311041	0.83148219616988	1.03879621496273
SMIM10L2A	4.13390527516428	4.05573175047794	3.79424786946246	4.04075876194731	3.69824459525272	3.58522507493459	3.71220526445127	4.27750111149268	3.71511622702551	3.77926507055816	4.26229439734487	4.48442082209293	4.1621562931579	3.94022374199714	4.07694390170334	4.6418514221248	4.21211549459365	4.22482773430004
LINC00632	3.12201821860401	2.77438007956441	3.15037866634297	2.86223637122829	2.75168731469881	2.81010017490575	2.69072669383547	2.94951117522415	2.83088698352002	2.83200028709524	2.72672998468554	3.15544517922967	3.47903247119083	3.29224403009497	3.26822178799747	3.87283924323761	3.59719582839884	3.68709638894917
MIR4330	1.18487845236897	1.18333186972066	1.6737066059498	1.72734610248281	1.77199650378842	1.94335404352233	1.5335728943243	1.9588275853788	1.2091982382033	1.69509638582991	1.43840781334247	0.996980538460085	1.74364372785086	1.62540618478012	2.0400624239103	1.57728172832836	1.46054583849855	1.2061794459387
LCA10	2.98618710800587	3.72381522223867	3.09516382419986	2.7991910605567	3.32866306719407	3.02370826272609	3.04728889428165	2.76629706288702	3.36557975026194	2.80900501845221	2.98995583590147	3.01946913937173	2.85585403357645	2.67866707206223	2.61369356692648	2.88907956971913	3.16027406867788	2.77192607141296
LOC101928201	3.25811293708382	3.66949239449313	3.41624008761199	3.11515509144201	2.99726218178206	3.59237747956261	3.77677376071155	3.83041330233433	3.55894582684197	3.53236062518514	3.88542630055873	3.15890856491577	3.48439685835262	4.35621509673378	3.73077695429582	3.78507170249173	3.35020339439035	3.07537162212721
MIR548AX	1.49611631613394	0.825481491140171	1.87007092372978	1.30104747905197	1.35814339206912	0.758408977495915	1.76508654714596	1.45237552883531	1.45127578514013	1.44938409639859	1.39350585696414	1.26875350750818	2.10813524708657	0.819485163427896	0.943062653397071	1.85371946639677	1.02853201391023	1.27743831769965
INE2	0.800566709443919	1.57869457915226	1.10250465678192	1.11510230439807	1.01179158427056	1.45989683799231	1.37395975090809	1.42444763124137	0.948387281722343	1.20320832201025	1.02591253197956	1.61296687096955	1.55269319899005	1.19314000768356	1.39431025061307	1.33134441311359	1.15288916893113	1.00539652147451
SCARNA9L	2.90097041508741	3.38425602840514	3.14066857777526	3.2261372586882	2.59155206555331	4.06757974155942	2.5964419171091	3.17715762634918	3.02864876263374	3.11592545336516	3.03363071670291	2.34014458226773	2.89408380765074	3.39828111324667	3.18423827517735	3.30016587707501	2.49108008499806	2.42330527098394
MIR6134	1.42676621499751	1.75578391896194	1.46860214081827	1.60901609101101	1.52325724717698	1.72601427417567	1.96012697513325	1.53896433437711	1.136354995318	2.05437828384147	1.33922499796279	1.82698611642432	1.91835819126765	1.37310507773901	1.68751230251255	2.00088514510365	1.32895667508425	1.23882291611611
MID1IP1-AS1	2.5094099047734	2.51451615343649	2.44361778078606	2.61807474121807	2.42724701043532	2.93797304227132	2.42583299689758	2.82094705335519	2.58062460430251	2.24012986063814	2.60905947726647	2.37752406340099	2.92905694309797	2.81121174132495	2.57184946024799	2.35678339008075	3.17171902395277	2.68612347200093
LINC01282	2.50047352308471	2.67824992139064	3.24329436166832	1.87350933702712	3.13793937253185	2.33324211809777	2.14450310248091	2.63359516164112	2.24806349760699	2.65506049112575	2.16610046300258	2.254924162241	2.71460218588844	2.28539456919633	2.77563767163552	2.30187562504606	2.78115618249036	2.82378377231353
PPP1R2P9	1.48597654571542	2.06221763619069	1.6658347164387	1.65900077517639	1.5528817019314	2.15847749694159	1.80111311390522	1.54158063204176	1.48024174922434	1.40030182039215	1.55429233305111	2.3764394844317	1.3872579765695	1.87738569055879	1.7810708714386	2.31202651405271	1.43326243555968	1.77729441692457
LINC01545	1.68581488752805	1.89350753946109	1.50603245069003	1.83519021082802	1.87562816635678	1.51690635724868	2.47460043821404	1.71293250897411	2.26973387550938	1.40564624564682	1.3388034530222	2.17281489285678	2.5464260627753	1.39111565146301	2.09717712913364	1.11867543189244	2.04298230983321	1.59590700962276
MIR6894	2.86822985104164	2.40835653947165	2.7403284361076	3.28152573617946	3.24522336579402	3.77096708740734	3.13336040331434	3.47301395817567	2.95991517183151	2.55967370982723	2.67162114140926	3.36134242426552	3.13157209398817	2.61206753843546	3.06859975019371	3.02368299640442	3.0910846226544	2.68227202341408
MIR6857	4.11983107762849	4.55701641595406	3.63542611971805	3.37235165293952	3.38702222295856	4.5793262165434	3.93021200080438	3.90568232056971	3.657205781862	3.51091847093752	2.72169194720182	3.69358658945998	4.06946258256377	3.61931812491402	4.08438562355153	4.13936186187368	3.78884621733269	3.67551763125658
MIRLET7F2	0.923586763566572	1.28509220495647	1.05719835033826	1.11787697058343	1.33326633419253	0.926647717541589	0.911357677070614	1.2949347560082	0.880544749263531	1.16798696437802	1.13569872332208	0.626838759728266	1.55659415741379	0.442869169313261	1.52892196834648	2.05788087596579	1.18983252089099	1.04294982996472
FRMD8P1	3.84668245121551	2.728159788562	2.89468443334942	2.58274187032696	2.60082512542824	2.65745519065999	2.96859851654727	3.22039572245291	2.85060201652284	2.69525562050407	3.02932514130856	2.68909286181536	2.42684928248311	3.07015674732558	2.19959133281537	3.02730756356153	3.79715784261373	2.10557135158602
LINC00684	4.86738333503844	4.8919614312827	5.03608746614834	4.84486368613306	4.95640777207515	4.72710542799981	5.15875451005234	4.34673729468461	4.79280732130603	4.92200730286191	5.29254294622206	4.63064676609416	5.58491351436251	5.2670681905406	5.83519718724214	4.78537674468655	5.28577149167317	4.44149588077601
FTX	4.87550773377217	5.34885433695048	5.06379433327129	5.14661078861773	5.14016186616181	5.05273611685944	5.32497045394831	4.85167716727978	5.58341761793593	5.67660737209082	6.15688304879504	5.43055375704456	3.71341053502686	4.02038991625243	3.85288599808936	3.55856788643536	4.15918898444913	3.50537015895222
MIR545	1.96918818710796	2.24933663962855	2.15370785161359	1.87442485572157	1.90562631677974	2.18109416127746	1.8263793214516	2.24161245224815	1.82755900156131	2.52391439122092	2.35285568689346	2.17722713742681	1.59859243553515	2.0807187247933	1.90012522748165	2.13941111733615	2.2478298626332	1.80558337687032
TTC3P1	3.14829689569258	2.50859537875253	2.95233527944414	3.65331851055738	3.48222736020689	2.83923745218299	2.94425471614251	2.44426137970573	3.66302129030046	2.7001954393527	3.9012768710515	3.48636803057682	3.52642254317644	2.86795505353992	3.79830391582382	3.05609933692898	3.52779723222659	3.75133539051202
MIR548I4	1.39668949214333	1.11702972882013	0.942014061179788	2.07098011479043	0.84098215678142	1.20732122164843	0.723729719456867	1.19667760409567	0.853184833508716	1.41647901128793	1.32776652474486	0.91127401272655	1.23055565481794	0.566593652838014	0.904714913769685	1.39343914090702	1.55280527800777	1.58176067042649
XRCC6P5	1.9350688179005	2.21199557085192	2.09443386698486	2.47468367596924	2.44210954017567	2.40637613487795	2.04501747054203	1.81051235236426	2.32274231336161	2.26437480403299	2.5210028001265	2.09011897070661	2.6726874519998	1.43615493854807	2.36055337235338	2.13967741824298	2.77045542333619	2.13210452349553
LOC286437	2.82680262525609	3.00254246001349	2.25573600733242	2.35031584329065	2.91011502408568	3.19100482533997	2.07271786541156	2.19026925842276	2.10863911225362	2.96285441649499	2.82301587422358	2.55650445978996	2.9946669230918	2.06713585623268	2.48903103558792	2.02528318161313	1.97767445657105	2.68118246236625
SNORD96B	1.93529281279543	1.22391717572475	2.13615122221149	1.56547130535747	2.17580686946681	1.35062600373009	2.29667216883423	2.31773451140476	1.9105363340226	1.73125542701983	1.27995006234257	2.39794962611289	1.93653668247859	2.28445907266996	2.03395407308844	2.11070878694651	2.04385573119759	1.96159080117979
PLS3-AS1	2.41679159529847	2.50609598574344	1.87939348599337	2.6225527685293	1.93963530862204	2.98827569082222	2.31736014080135	2.04101030508777	1.69943081568488	2.4682988398443	3.16645562378327	2.54022045952109	1.86367518387184	1.46939682120142	1.83144607665979	1.25892571457772	2.23427625409092	2.16785965173241
DANT2	2.69706994499583	3.22589786913968	2.96708721659045	2.87317431216437	2.10526471436832	2.17584747896977	3.22751303459456	2.49733017023194	2.36492180114204	2.43055250260781	2.67479211750868	2.73526925810724	2.38358961296938	2.5637262397571	2.70167423191724	3.13823086140796	2.3560935253037	3.0988495023784
LINC01402	1.47828653952338	1.41840304440542	1.31239814221944	1.99508303179301	1.69538483973165	1.78594627543549	1.42813889615104	1.25644752187272	1.70785187280462	1.21719507385778	1.38318680696103	1.38031386118371	1.15496428013806	1.62018524327111	1.48997167671602	1.47703686559489	1.65871043696958	1.21493517698995
LOC101928402	1.77012687981128	1.60095209926365	1.97273200516375	2.79384521307649	1.64793060992851	2.25911757364678	2.32759898821388	1.89401756561027	1.45928121154825	1.83014605211931	1.37739469641211	2.22347342143052	1.74098954096336	2.2658689513199	1.69992093878673	1.50101547004131	1.86322008791371	2.06568090966059
LINC01201	1.67006470270463	2.29201817419952	1.76714320998743	2.09529238525685	1.7691811401662	1.44454437438851	1.91482958633564	1.82025388506493	1.73236801698722	1.630806386362	1.94564279389125	2.3254393404521	2.48353956594801	2.06320920070224	1.47761698927271	1.89944007186194	1.77624701238044	2.10917265214851
MIR503	3.61294758180346	3.83959724490885	3.19387479914001	5.07301918837522	4.02102484574631	4.74810518898437	2.89419942523217	3.14496875399031	3.30140343033273	6.30134504450427	5.55874453596295	5.04358784982168	3.52535908013808	3.02119064478567	3.2028770595934	4.53253711926374	3.85402707964668	4.86152076534356
DDX26B-AS1	1.60013570793366	2.11228833775779	1.93761096727456	2.13549447411459	2.03596157740185	1.89381726515727	1.82547059584693	2.40353032671428	2.35248013678605	2.23683199134409	1.82645187564269	1.8684886411433	1.80684125024936	2.23394884516717	1.87571243659915	1.98370584907267	1.88658720242606	2.62967482900944
MIR891A	1.52359892209872	1.4120425844466	0.931715810366936	1.12169972996696	1.49323577309724	0.984021966986821	1.42064913491294	1.09494888727899	1.49325897527126	1.12581704097792	0.928808547544395	0.898880632141718	1.36018101435741	0.588751346621751	1.41682110307898	1.15067680351318	1.03278404372362	0.819726021717358
MIR513A2	2.05154058319173	1.64225648891486	1.63131264307779	1.93572932390362	1.32782486877349	1.73689995494934	1.18368309706164	1.04064533164007	1.69305278652586	1.21867481231931	1.66401640156955	1.53044887732123	1.5619131696849	2.35563424809987	1.93054953993408	1.29143573748125	1.23922875838118	1.7704161018152
MIR509-1	1.02085969171726	1.238799728005	0.83599476581149	1.57661121063126	0.951916223105481	1.43960156295713	0.982161252416646	1.19801673237876	1.24215793643637	1.52596133903279	1.08665942731607	0.875845684348141	0.860777269644389	1.17561493767766	0.74141816899623	1.13637424442387	1.68908746317663	1.3256776526283
MIR509-3	1.02085969171726	1.238799728005	0.83599476581149	1.57661121063126	0.951916223105481	1.43960156295713	0.982161252416646	1.19801673237876	1.24215793643637	1.52596133903279	1.08665942731607	0.875845684348141	0.860777269644389	1.17561493767766	0.74141816899623	1.13637424442387	1.68908746317663	1.3256776526283
MIR105-1	1.11976432613669	2.01420008398827	1.36132529908332	1.51412804577466	1.18462609291175	1.20054118622703	1.08370243725368	1.15031839495769	1.7623765436188	1.41579665301058	1.3827593050548	2.11009348380057	1.25063551626897	1.48699484271402	1.92444565822799	1.99642297133766	1.40195901788797	1.71756413565704
MIR767	1.92202391165116	0.927889388750722	1.04129072949937	0.976711081805907	0.650723963516244	1.49817982197216	1.41733178741878	1.20749686016388	1.282463975469	1.7558696275994	1.09054695440381	1.75456111699152	1.40752059070772	1.15056722955772	0.896327749958832	1.22373599421567	0.922436212175018	1.15077390678374
MIR105-2	2.03718647020543	1.9758604098511	1.35427120765774	1.2605344910542	1.17818938565063	1.32503697952539	1.2552310869885	1.20686301419209	0.81793925656427	1.51254397522783	1.30329559019003	1.98388858707429	1.93622847346831	1.36747974661332	1.45558876246859	1.13032422619595	1.46613694720956	1.27697957279019
FAM223A	1.35879908235978	1.34642670458324	1.74968701380971	1.1954406304159	1.14545025910177	1.80861863510654	1.88182951424945	1.41350391328911	1.10619167022062	2.63538435015746	2.4904065292157	1.97685032887959	1.7842374842045	1.91812887138165	1.26069388625346	1.5394128300934	1.42228196079106	1.16187098698184
MIR1184-1	4.64850191376831	4.85858616722079	4.77767527086171	4.61603331717906	4.9793045092176	4.49321522207624	4.87503286131212	5.37091286198847	5.16918355077596	4.36237505514956	4.65182953045204	4.64267907470754	3.64634435220963	3.17010110548017	3.3015553619459	3.77804605032156	4.31140357699912	4.09199998207767
TMLHE-AS1	1.51258469819219	1.67557961493215	1.10022577754871	1.99925378309457	2.46611845886743	2.0745874058772	1.32565955187751	0.911905218355738	1.14936947964735	1.24714034649481	1.29558644004324	1.42184427079264	1.98932737338556	1.84538290701158	1.72048060032166	1.3331044102248	1.61247534766303	2.08389319393847
DDX11L16	2.24258935213331	2.8563865278066	2.85951124829832	2.84749731194241	3.42832251688371	3.55727091379706	1.86359457809089	1.95878949943736	2.09157431395277	1.79198139219536	2.34770480244426	2.09630899851067	2.48735502057667	2.11009430517878	2.54489924404218	1.93718235699705	2.27593315583967	3.03807597301597
CA5BP1	7.384138207537	7.44869624791691	7.58593443240345	7.10634889784208	7.22799514229813	6.95123731039344	7.60291174910429	7.49269927617228	7.27742484065827	7.29095824748822	7.51274849584987	7.23237433352136	7.81321053667745	7.69764910459493	7.93460805680756	7.96419896737028	8.02446465849248	8.20623157301746
LINC01204	0.988737908414568	1.47588723799707	1.7499832061174	1.48350625814318	2.43079441691521	2.54653231555887	1.51465048443238	1.39310302108291	2.23008931448494	0.865384263305849	1.89390345454426	1.73994682123736	2.81070685086396	1.74475477719492	2.10720597303235	1.64796726522835	2.01803564226109	1.7598938701325
LOC100421746	1.45640314837096	2.04636690959096	1.71522888246115	2.09779423600992	1.56238929159064	1.53649986425018	1.69865679767982	1.80989380442502	2.2427344726229	1.66837632973098	2.27660465096261	1.76409037720758	1.13417588808181	1.69914404558666	1.46448293945178	1.55511778282249	1.51315478038326	2.24899815447326
LINC00894	5.27434362998987	4.69908332349328	4.99511301328803	5.04330856453871	5.02303711752279	4.91911202109563	5.39254633719531	5.17318793415429	4.81751100791064	5.21784732370416	5.04059915736228	4.49517472042111	5.08562828825712	5.36039171325894	5.13267217028767	3.8993507241307	4.58570466595436	4.34723397572835
LOC389906	2.85365482290718	1.75054245567197	1.41260829639281	2.21850625715207	2.48104594792219	2.8869218212313	3.49049340100116	3.58336545423655	3.82640748011281	4.04567379220411	3.97175901847464	3.17784178023503	3.24307083791498	2.34136235978585	2.70598876770834	3.95508560710082	3.82535794030348	3.37644329450819
PIR-FIGF	1.1004262620168	1.53651360595254	1.80948677842673	1.56088907019236	2.28968322485868	2.62117418258349	1.27921647406425	1.41868126175533	1.98972902724944	2.67699864944909	2.66577205106557	3.06482544154772	1.21992245800284	1.35396851518481	1.45909192662851	1.18029248936489	1.41773720237161	1.69633884094335
LINC01281	1.91157841209976	1.9917003237433	2.15438777575162	1.19167642679149	1.90011501603229	1.89261745762237	1.87314057941064	2.58590952314712	2.24912363220754	2.05066737035142	1.90989175373228	1.91842826173449	1.68357614113367	1.58144041406978	2.19293624438962	1.67413159131404	2.30997420007269	2.87511447319321
MIR221	5.66986745365542	5.74814226908078	5.89314438546961	5.43882123309402	5.4806844593799	5.70397369312582	3.80679514465751	3.95395740632688	3.98631435791839	2.7081989638922	3.66194848660237	3.68530529059435	2.87530166221142	2.51533308029883	3.05965721867388	4.78504372830495	5.82681359898557	4.7963452919986
MIR222	3.33982736086482	2.08161149083253	3.42684032958349	4.15065119007793	2.33146972139926	3.20802909995418	2.10141874235928	2.36942925864647	2.03733262466247	2.55116842125878	2.5069722271778	1.62807260187567	1.52890156213016	1.78228642061204	2.18530729712472	2.66126452852183	3.09460478874021	2.31083458141124
LINC00893	4.35633018700307	4.22414549793232	4.24714844557659	4.07316509963546	4.15404394116622	4.36000926158857	4.10232721883175	4.52992546808846	4.6811335795541	3.79564829318666	4.09308997336841	3.29778953342598	4.41990999812834	4.82016437832958	3.88546710013451	3.83421953093043	3.98835755320484	4.22185336010533
PLCXD1	4.69104304307687	4.28804444320722	4.4142167899398	3.55339792836401	3.49668852274573	3.52016384861218	4.63442968281034	4.44131777171514	4.26538612481209	3.48921504357847	3.29266130644755	3.50768959326821	6.02730058439798	5.51242080139967	6.20093515340964	4.74698880407889	4.5805176047648	4.92740712636132
LINC00278	3.15576640858393	3.25515235494992	3.91070894753459	3.90760129768217	3.61499656634519	2.53872311383342	3.64086555840151	3.26309308277407	3.51517017179449	3.74922415018333	2.58861210375587	3.15771564795621	3.27083242047415	3.70938124676219	3.0605799105059	3.84611310498076	3.77188157616412	3.46678021713081
TTTY1	2.57539340136391	2.36445638285566	3.0412605329361	2.14135638033241	2.50903630507877	2.20848584943439	2.54716330595318	2.09819470219586	2.80717805935017	2.02658279442985	2.75781405856167	2.66553047998851	2.71492791459854	2.324735017349	3.54143108986673	2.35552920673415	2.87572731891381	2.32455812459325
TTTY7	2.75134921332858	3.4208274866754	3.07414367728768	2.29012800306051	3.3929857324752	2.31891025140824	3.75793618535844	3.09377939938356	2.5194382278961	2.79557143211442	3.1140413388178	3.102188642346	3.43389565153654	3.35962928049624	2.58236614516719	2.80696710456617	2.88095979156632	3.02899716760563
PRKY	4.75782378231304	4.00827343726737	5.14878606944587	4.36171565072847	4.48741684785571	4.64045036554324	4.99379307046284	5.35709967163885	5.23289842349607	5.08567536794962	4.60026082034478	4.21611253457626	4.62929424347512	4.97324932367368	4.68351623616781	4.46726091152574	3.98752074735229	4.36834103131333
TTTY2	1.43499043687689	2.11310476966847	1.93180553249968	1.61412267336038	1.35951865480009	2.02036750296418	1.55574072905285	1.45512523886923	1.5983882406517	1.51167940275899	1.63553848184484	1.87162696026871	1.27409599693945	1.58858177454553	2.11238920933821	2.05755535985792	1.7324461474333	1.36270236096434
TXLNGY	1.65858980930337	1.72622609367	1.46553058941026	2.40002561604632	1.75695458848998	2.45132067157005	1.51951151807803	2.0039711590366	2.18150591381103	2.92854530676175	3.26687531255007	2.21085112791196	0.724345250404056	1.20015608375611	2.04902123492705	2.08210562902059	1.79574594421141	1.53511416298049
TTTY6	2.18884257100551	1.80323729902983	1.81071713735351	1.37715092121241	1.4667119532749	1.96160849350235	1.72363020217002	1.82258207527682	1.45643138531238	2.21744200399551	1.69391176018589	2.37022931683007	2.22406235324508	2.75056369355145	2.1622032721629	1.78072758726925	2.42154899851154	2.45428695468352
TTTY4	2.03560254863014	1.66848706209197	1.93420956895403	1.37586095568734	1.23074483669342	2.01526794410885	1.61161207418806	1.45329435649674	1.75225275138886	1.47153960402263	0.897799970077664	1.77879949334457	1.61029183764946	1.98602968922714	1.60286956622398	1.94921334232146	1.92971737312812	1.71905028407877
TTTY8	1.84494739621488	2.72501799082714	2.35116926213781	2.54238324787087	2.49037086253404	1.87254325746794	2.45893644904636	2.77996988172205	2.19008517596768	2.5625804579705	2.62574015429884	2.24830742793877	2.08959948903709	1.89926430331821	2.32689251991173	2.51369337815699	1.75430946505899	2.33980963376956
TTTY16	1.1170430795577	1.52718571455506	2.25449825463516	1.69714951609537	2.02897768576281	1.33579785629444	1.47530383141941	0.971649193555439	0.532970963749078	1.09444196193691	1.32625692942615	1.45350106236014	1.13963685758255	1.15388805947114	1.81636954292586	1.24137199198196	1.39411075687816	0.912804522093574
GYG2P1	3.92146348472212	3.88464978510274	4.06162701038392	3.80123504849591	4.11662190332113	4.08830986996916	4.72422391146439	4.44260628424976	3.37606413763442	3.88737463369757	4.44331971029305	4.33037320884849	3.80850044166836	4.43273903692874	3.77545811199908	3.35427105667191	4.27924922831971	4.14124361283114
TTTY14	3.2719377355589	3.23109150020115	3.26111315239186	3.72113116913824	3.59047299393393	3.38276775761499	2.9761392945399	2.7211967689964	3.39096728777926	3.2201844851911	3.87250657255476	3.33934513724644	3.62468617665881	3.51950011875777	3.60155799038124	3.24568697657827	3.40064934163874	3.30546680627533
TTTY13	2.40059260735779	2.32434279724366	2.33014070444416	2.36491427545707	2.05325494866285	2.24330985406094	2.457854954915	2.29598178815717	2.12806899399366	2.33856731432377	2.06324414573027	1.98193194290265	2.41956988500076	2.71695912740251	2.56720754347718	1.79500985080669	2.70759422793071	1.9500014427601
LOC101929148	2.10964999105693	1.68127821219745	1.68343831906238	2.07558929531719	1.67517248674523	2.25898042629768	2.05618148421007	2.14406999519055	1.64499029711034	1.90628985020312	2.2738962603613	2.19838532750856	1.54290266061883	2.02732509208705	1.88708638098678	1.74059465140604	1.58585280887963	1.63997353250013
CSPG4P1Y	1.82133956228007	1.71444382444823	2.06201897233033	2.20973521363305	2.7209440697392	2.4146746674315	2.06402974378422	2.6608319738874	1.96182222924043	2.05293512250997	2.46918874600629	2.5291304844228	1.87416571113807	2.24868583209673	1.87413927090413	1.77955146978623	2.28251406086742	1.85521897989351
MIR6078	2.62645632125997	1.99654453778791	2.43680633866647	2.25584761250198	1.7900045567844	1.86337356946243	2.3039815253798	1.94754871641375	2.00710451629391	1.7121372593727	2.03622746305522	2.65260442120999	2.26346353882542	1.92678471588627	2.76677932481818	2.26013495210088	3.02511861474171	2.17967654617644
