miRNA ID,Accession,SYMBOL,TargetID,Experiment,Literature,Tissue
hsa-mir-24-3p,MIMAT0000080,HRH2,3274,PAR-CLIP,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,DBN1,1627,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ZNF346,23567,Microarrays,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,TIMMDC1,51300,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,BCL6,604,Luciferase Reporter Assay,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,SLC25A36,55186,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SLC25A36,55186,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,SLC25A36,55186,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,XRN1,54464,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,PDCD10,11235,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,WNT5A,7474,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,WNT5A,7474,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,TFG,10342,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,USP9Y,8287,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,HYAL1,3373,Microarrays,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,FXR1,8087,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,NCBP2,22916,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,PLXNA1,5361,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,NEK11,79858,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,CISH,1154,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,MAPKAPK3,7867,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,ACVR2B,93,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,COMMD2,51122,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,ABCC5,10057,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ABHD14A-ACY1,100526760,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,SSR3,6747,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,FOXP1,27086,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,EIF4G1,1981,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,EIF4G1,1981,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,EIF4G1,1981,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SPCS1,28972,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,NEK4,6787,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,MOB1A,55233,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,IL1A,3552,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,ACTR3,10096,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,STAM2,10254,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,STAM2,10254,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,GPD2,2820,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,CENPA,1058,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,CYTIP,9595,PAR-CLIP,tarbase,Unspecified
hsa-mir-654-5p,MIMAT0003330,ACVR1,90,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,GPR75-ASB3,100302652,"PAR-CLIP, RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,PPM1G,5496,"HITS-CLIP, Microarrays",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PDE1A,5136,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,RPS15,6209,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,SPTBN1,6711,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-5p,MIMAT0003330,SPTBN1,6711,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,AUP1,550,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,RTN4,57142,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,RTN4,57142,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,RTN4,57142,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,CCDC88A,55704,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,EFEMP1,2202,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,FANCL,55120,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,FN1,2335,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,GLS,2744,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,GLS,2744,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PAPOLG,64895,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,IGFBP5,3488,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,USP34,9736,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,USP34,9736,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,EFHD1,80303,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,OTX1,5013,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,TXNDC9,10190,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,SF3B1,23451,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,CHST10,9486,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ZNF142,7701,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,ZNF142,7701,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,IL1R1,3554,Microarrays,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,FHL2,2274,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,UXS1,80146,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,HDLBP,3069,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,HPCAL1,3241,Microarrays,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ODC1,4953,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,ODC1,4953,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,BIRC6,57448,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,BIRC6,57448,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,BIRC6,57448,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-5p,MIMAT0003330,GORASP2,26003,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,STRN,6801,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,RAB3GAP1,22930,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,RAB3GAP1,22930,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SRSF7,6432,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,SRSF7,6432,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,SOS1,6654,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,KYNU,8942,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,PNO1,56902,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,AAK1,22848,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,TRAK2,66008,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,C2orf42,54980,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,SUMO1,7341,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,NFE2L2,4780,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,MSH6,2956,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,EPHA4,2043,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,BCL9,607,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,DNAJC16,23341,Microarrays,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,MARK1,4139,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,MARK1,4139,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,TMEM59,9528,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,TMEM59,9528,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,LRRC42,115353,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,WRAP73,49856,PAR-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,ICMT,23463,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,RPL22,6146,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PHF13,148479,PAR-CLIP,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,AMPD2,271,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,SRSF4,6429,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,EDEM3,80267,PAR-CLIP,tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,WDR77,79084,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,RAP1A,5906,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,TRIM62,55223,Microarrays,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ASH1L,55870,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,ASH1L,55870,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,ASH1L,55870,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,SFPQ,6421,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,LAMTOR2,28956,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,MEF2D,4209,PAR-CLIP,tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,MEF2D,4209,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,LEPR,3953,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,IVNS1ABP,10625,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,KIAA2013,90231,HITS-CLIP,tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,SLC35D1,23169,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,SLC35D1,23169,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,WLS,79971,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PRDM2,7799,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,SRSF11,9295,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ADPRHL2,54936,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,EXOC8,149371,"HITS-CLIP, Chimeric fragments",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,GNPAT,8443,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,C1orf109,54955,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,NID1,4811,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,RLF,6018,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,AKT3,10000,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,AKT3,10000,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,MFAP2,4237,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,KDM5B,10765,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,KDM5B,10765,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SSX2IP,117178,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,ECE1,1889,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,CD46,4179,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,PRPF3,9129,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,APH1A,51107,"HITS-CLIP, Chimeric fragments",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,SLC2A1,6513,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,B4GALT2,8704,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,PIK3R3,8503,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PIK3R3,8503,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SLC19A2,10560,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,TMED5,50999,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,PRRC2C,23215,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,PRRC2C,23215,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PRRC2C,23215,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-5p,MIMAT0003330,PRRC2C,23215,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,F3,2152,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,RSRP1,57035,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,MTFR1L,56181,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,NENF,29937,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ARID1A,8289,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,PPP1R8,5511,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,OSBPL9,114883,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,TXNDC12,51060,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,CTSD,1509,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,STK11,6794,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,KMT2A,4297,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,KMT2A,4297,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,CAMSAP2,23271,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,NRP2,8828,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,CREB1,1385,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,KLF7,8609,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,ELOVL4,6785,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,HMGN3,9324,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,ANKRD13C,81573,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,PHF3,23469,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PHF3,23469,PAR-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,PLAGL1,5325,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-2-5p,MIMAT0004497,TNFAIP3,7128,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,TNFAIP3,7128,PAR-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,TNFAIP3,7128,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SGK1,6446,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,SGK1,6446,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,MED28,80306,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,MED28,80306,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,ZNF430,80264,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,ZNF430,80264,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,DCLRE1B,64858,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,RPN2,6185,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-5p,MIMAT0003330,RPN2,6185,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,RPN2,6185,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,TGIF2,60436,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,TGIF2,60436,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,PKD2,5311,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,CCNI,10983,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,CCNI,10983,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,KLF12,11278,PAR-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,UCHL3,7347,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,CCND2,894,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,CCND2,894,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,ELL2,22936,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,GTF3C3,9330,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SATB2,23314,PAR-CLIP,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,HEATR1,55127,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,PTBP3,9991,HITS-CLIP,tarbase,Unspecified
hsa-mir-548ar-3p,MIMAT0022266,PTBP3,9991,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PTBP3,9991,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,FKBP15,23307,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,CTNNAL1,8727,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SET,6418,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,SET,6418,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,GLE1,2733,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,GLE1,2733,PAR-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,RAB14,51552,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,FBXW2,26190,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PHF19,26147,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PPP6C,5537,"PAR-CLIP, HITS-CLIP",tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,PPP6C,5537,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,NDUFA8,4702,PAR-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,NDUFA8,4702,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,RBM18,92400,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,HSDL2,84263,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ALG2,85365,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,C19orf25,148223,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,YLPM1,56252,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,FCF1,51077,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,NEK9,91754,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,NEK9,91754,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,IFT43,112752,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,NPC2,10577,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,IRF2BPL,64207,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,LTBP2,4053,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,AREL1,9870,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,TTLL5,23093,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,RBM25,58517,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,ZNF410,57862,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,DNMT3A,1788,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,ATL2,64225,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,FAM98A,25940,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,AFTPH,54812,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,LGALSL,29094,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,BCL11A,53335,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,BCL11A,53335,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,BCL11A,53335,PAR-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,GPAM,57678,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,SMNDC1,10285,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,TCTN3,26123,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,GOT1,2805,"HITS-CLIP, Chimeric fragments",tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,KANSL1,284058,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,KANSL1,284058,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,KANSL1,284058,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,HOXB3,3213,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,DUSP1,1843,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,DUSP1,1843,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,PANK3,79646,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,PANK3,79646,PAR-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,PANK3,79646,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-5p,MIMAT0003258,PCMT1,5110,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,PCMT1,5110,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,TCP1,6950,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,PDZD11,51248,PAR-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,NUDCD1,84955,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,MASTL,84930,"HITS-CLIP, PAR-CLIP",tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,EXOSC8,11340,"RIP-Seq, RNA-Seq",tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,ETF1,2107,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,ETF1,2107,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,TGFBI,7045,HITS-CLIP,tarbase,Unspecified
hsa-mir-654-3p,MIMAT0004814,TGFBI,7045,HITS-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,PAIP2,51247,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,KDM3B,51780,HITS-CLIP,tarbase,Unspecified
hsa-mir-24-3p,MIMAT0000080,EGR1,1958,HITS-CLIP,tarbase,Unspecified
hsa-mir-590-3p,MIMAT0004801,EGR1,1958,PAR-CLIP,tarbase,Unspecified
hsa-mir-503-5p,MIMAT0002874,SERP1,27230,"RIP-Seq, RNA-Seq",tarbase,Unspecified
