Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
mRNA splicing, via spliceosome (GO:0000398)	18/274	6.68821929468298E-8	1.4145583808254503E-4	0	0	5.223520992366412	86.29430664129183	DDX17;PRMT7;SF3B3;SCAF11;CSTF3;PRCC;CWC25;PRPF19;SRPK1;SFPQ;SNW1;CLNS1A;PCBP1;NOVA2;SYMPK;RNPS1;PABPC1;SRSF12
protein phosphorylation (GO:0006468)	23/496	5.753263859610868E-7	5.802019008171845E-4	0	0	3.6416367091419124	52.324231893457245	ACVRL1;SMG1;USP15;DYRK2;CTBP1;CSNK2A2;PIK3CD;ACVR2B;HIPK3;UHMK1;SRPK1;TGFBR3;SNRK;EFEMP1;CDK6;CREB1;ABI2;INCENP;TAOK1;AKT3;PIM1;BIRC6;MAP4K4
negative regulation of intracellular signal transduction (GO:1902532)	14/198	8.229814195988433E-7	5.802019008171845E-4	0	0	5.588100686498856	78.29114705728138	CAV1;PDE2A;TNFAIP3;RORA;ADIPOR1;TNIP1;DDIT4;BCL2;SH3BP4;FNIP1;SH2B3;BCL2L2;SHANK2;MCL1
cellular response to organic cyclic compound (GO:0071407)	12/150	1.3902697439669649E-6	7.351051271225327E-4	0	0	6.353666450356911	85.6856268810119	LARP1;CASP3;NCOA3;ZNF703;PDE2A;GNB1;CYP1B1;MSN;LCOR;RORA;AHR;ATP1A1
regulation of gene expression (GO:0010468)	35/1079	3.2791304543319677E-6	0.0013870721821824224	0	0	2.5555555555555554	32.271382483370395	ACVRL1;AHNAK;HP1BP3;PIK3CD;TULP3;BAZ2A;RORA;AHR;HNRNPLL;SBNO1;LARP1;EFEMP1;MTA1;PCBP1;ZNF703;SOX4;TRIM44;CREBBP;MAP2K2;BTN2A1;ZBTB38;PDE2A;MSN;ACVR2B;FOXP1;SLC7A5;SFPQ;CDK6;RBL1;NOVA2;RBM12B;RLIM;SPRY2;CGGBP1;TNRC6B
regulation of transcription, DNA-templated (GO:0006355)	55/2244	2.3898067880671926E-5	0.007892549711388105	0	0	1.957677275265215	20.833039600575084	ATF1;ACVRL1;SETD5;ZNF770;HP1BP3;RORA;AHR;CHD2;CHD1;ELK4;HOXA9;EFEMP1;CCNL2;ZNF367;SOX4;RNF111;DDX17;SMARCC1;MAP2K2;ZBTB38;FOXP1;EID1;SFPQ;CREB1;PRKAR1A;LCOR;NFIX;CTBP1;SHOX2;TULP3;BAZ2A;BCL10;SBNO1;BCLAF1;ZNF703;HIVEP1;PLAGL2;E2F3;TRIM44;CREBBP;PHC2;CBX5;FZD4;CDKN2A;FOXJ3;NR2F1;IRF2BP2;SOD2;ACVR2B;SNW1;SP2;RLIM;TCF4;QRICH1;MAMLD1
negative regulation of transcription, DNA-templated (GO:0045892)	30/948	2.765930330489207E-5	0.007892549711388105	0	0	2.457777777777778	25.79572567193517	NFIX;CTBP1;SHOX2;AHR;ELK4;BCLAF1;MTA1;ZNF703;HIVEP1;FNIP1;CREBBP;PHC2;CBX5;USP9X;CDKN2A;ZBTB38;CAV1;PDE2A;NR2F1;IRF2BP2;ACVR2B;FOXP1;EID1;SFPQ;SNW1;CREB1;SP2;RLIM;LCOR;CGGBP1
regulation of transcription by RNA polymerase II (GO:0006357)	54/2206	2.98536159296004E-5	0.007892549711388105	0	0	1.950587229002862	20.323567407265863	ATF1;ACVRL1;ZNF770;RORA;AHR;CHD2;CHD1;ELK4;HOXA9;CCNL2;ZNF367;SOX4;RNF111;DDX17;SMARCC1;NCOA3;ZBTB38;FOXP1;EID1;SFPQ;RBL1;CREB1;PRKAR1A;LCOR;CGGBP1;NFIX;CTBP1;SHOX2;RPAP2;BCLAF1;MTA1;PCBP1;HIVEP1;PLAGL2;E2F3;FNIP1;CREBBP;CBX5;USP9X;CDKN2A;CAV1;PDE2A;FOXJ3;NR2F1;IRF2BP2;SOD2;ACVR2B;SNW1;SP2;TNIP1;TCF4;MAMLD1;LPIN2;TNRC6B
cellular response to oxygen-containing compound (GO:1901701)	15/323	5.4479897656853185E-5	0.011662911606176314	0	0	3.567507963734379	35.02464721402142	FZD4;NCOA3;PDE2A;TNFAIP3;RORA;BCL10;AHR;IPO5;SNW1;CREB1;ZNF703;GNB1;LCOR;SH3BP4;SLC38A9
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	13/251	5.711485019215801E-5	0.011662911606176314	0	0	3.985553772070626	38.94063951110018	SF3B3;CSTF3;PRCC;CWC25;PRPF19;SFPQ;SNW1;PCBP1;NOVA2;SYMPK;RNPS1;PABPC1;SRSF12
cellular response to lipid (GO:0071396)	12/219	6.422912395850653E-5	0.011662911606176314	0	0	4.220852260436946	40.74411397683811	SNW1;CREB1;FZD4;NCOA3;ZNF703;MSN;TNFAIP3;LCOR;RORA;BCL10;AHR;ATP1A1
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	6/51	7.5739193370452E-5	0.011662911606176314	0	0	9.574209245742093	90.8421537251906	DYRK2;SNW1;DDIT4;BCL2;BCL2L2;MCL1
negative regulation of peptidyl-threonine phosphorylation (GO:0010801)	4/17	7.75046127682903E-5	0.011662911606176314	0	0	21.96989966555184	207.94890340724402	DDIT4;SPRY2;CALM1;EIF4G1
negative regulation of cell differentiation (GO:0045596)	11/191	8.301682837690069E-5	0.011662911606176314	0	0	4.439074762494837	41.711620489316665	HOXA9;TRIO;EFEMP1;CDK6;CAV1;NBR1;CRIM1;SPRY2;RORA;TMEM64;ADIPOR1
membrane fission (GO:0090148)	3/7	9.113978755322258E-5	0.011662911606176314	0	0	53.3826714801444	496.6251906747674	TMCC1;CORO1C;SLC25A46
mRNA processing (GO:0006397)	14/300	9.150500848004747E-5	0.011662911606176314	0	0	3.576370997423629	33.25709180289894	SF3B3;SCAF11;CSTF3;PRCC;CWC25;PRPF19;SFPQ;SNW1;PCBP1;NOVA2;SYMPK;RNPS1;PABPC1;SRSF12
establishment of protein localization to organelle (GO:0072594)	7/76	9.374444317021151E-5	0.011662911606176314	0	0	7.30248978075065	67.73014118688069	POM121C;PPP1R10;LAMP2;E2F3;NUP153;TNPO1;IPO5
regulation of autophagy (GO:0010506)	12/231	1.0678203048978666E-4	0.012546888582549933	0	0	3.987119198527908	36.46109226331826	CASP3;CSNK2A2;ORMDL3;BCL2;KLHL22;SH3BP4;VDAC1;SLC38A9;PIK3C2A;MCL1;EIF4G1;UBQLN2
negative regulation of B cell apoptotic process (GO:0002903)	3/8	1.443132632712134E-4	0.015261127590930816	0	0	42.70397111913358	377.65360125294984	ORMDL3;BCL10;FOXP1
phosphatidylinositol-3-phosphate biosynthetic process (GO:0036092)	3/8	1.443132632712134E-4	0.015261127590930816	0	0	42.70397111913358	377.65360125294984	PIK3CD;PIK3C2A;PIK3C2B
regulation of osteoblast differentiation (GO:0045667)	7/83	1.63833116178325E-4	0.01650033527224559	0	0	6.627530364372469	57.76994362193185	CDK6;NBR1;CRIM1;TMEM64;NPNT;IL6ST;ACVR2B
spliceosomal snRNP assembly (GO:0000387)	5/38	1.78436257820232E-4	0.01714876991992042	0	0	10.846831955922864	93.62203417459769	PRMT7;CLNS1A;PRPF19;AAR2;SRSF12
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	4/21	1.864878052757303E-4	0.01714876991992042	0	0	16.797101449275363	144.23914082458296	CASP3;BCL2;BCL2L2;MCL1
positive regulation of transcription by RNA polymerase II (GO:0045944)	27/908	1.9671446245027985E-4	0.01733546200343091	0	0	2.2820501316775315	19.474461992650205	ATF1;ACVRL1;NFIX;PLXND1;MEPCE;RORA;AHR;ELK4;BCLAF1;PCBP1;HIVEP1;E2F3;SOX4;RNF111;DDX17;CREBBP;NCOA3;ZBTB38;FOXJ3;NR2F1;SFPQ;SNW1;RBL1;CREB1;TNIP1;TCF4;LPIN2
positive regulation of smooth muscle cell apoptotic process (GO:0034393)	3/9	2.1422911497576177E-4	0.018123783126949445	0	0	35.584837545126355	300.6372362020357	CDKN2A;E2F3;SOD2
protein import (GO:0017038)	7/89	2.532090758982325E-4	0.020124414701467735	0	0	6.140712945590995	50.853055557414216	POM121C;PPP1R10;LAMP2;E2F3;NUP153;TNPO1;IPO5
negative regulation of transcription by RNA polymerase II (GO:0000122)	22/684	2.6956318358208314E-4	0.020124414701467735	0	0	2.454835007845617	20.175571498219668	CREBBP;NFIX;CBX5;CTBP1;USP9X;CAV1;SHOX2;PDE2A;NR2F1;IRF2BP2;ACVR2B;FOXP1;ELK4;EID1;SFPQ;SNW1;MTA1;SP2;HIVEP1;LCOR;FNIP1;CGGBP1
mitotic cell cycle checkpoint signaling (GO:0007093)	4/23	2.699014488825025E-4	0.020124414701467735	0	0	15.027459954233409	123.48745594771114	WEE1;INTS3;PRCC;ZWINT
positive regulation of transcription, DNA-templated (GO:0045893)	32/1183	2.78932177009309E-4	0.020124414701467735	0	0	2.0816681146828846	17.03749990412515	ATF1;ACVRL1;NFIX;RORA;BCL10;AHR;ELK4;BCLAF1;DHX33;PCBP1;HIVEP1;E2F3;SOX4;RNF111;TRIM44;DDX17;SMARCC1;CREBBP;MAP2K2;FZD4;NCOA3;ZBTB38;FOXJ3;NR2F1;SFPQ;SNW1;RBL1;CREB1;TNIP1;TCF4;QRICH1;LPIN2
phosphatidylinositol phosphate biosynthetic process (GO:0046854)	5/42	2.889193373440147E-4	0.020124414701467735	0	0	9.672235872235872	78.82256132192282	SMG1;PIK3CD;PIK3C2A;FAM126B;PIK3C2B
BMP signaling pathway (GO:0030509)	6/65	2.9496778049432616E-4	0.020124414701467735	0	0	7.297166893480144	59.31607499612199	ACVRL1;TGFBR3;USP15;USP9X;HIVEP1;ACVR2B
regulation of stress-activated protein kinase signaling cascade (GO:0070302)	3/11	4.12148446118974E-4	0.026414968592170608	0	0	26.685920577617328	207.99345322377886	MAP2K2;RNF13;NBR1
negative regulation of receptor signaling pathway via STAT (GO:1904893)	3/11	4.12148446118974E-4	0.026414968592170608	0	0	26.685920577617328	207.99345322377886	CAV1;ADIPOR1;SH2B3
cellular response to BMP stimulus (GO:0071773)	6/71	4.7691131582290337E-4	0.029666689204865898	0	0	6.621560920830994	50.64288983703947	ACVRL1;TGFBR3;USP15;USP9X;HIVEP1;ACVR2B
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	7/100	5.164069298977639E-4	0.02990004843848717	0	0	5.411359250068927	40.95649738493781	TGFBR3;CREBBP;SNW1;CAV1;ZNF703;SPRY2;RNF111
negative regulation of apoptotic process (GO:0043066)	17/485	5.177888352968764E-4	0.02990004843848717	0	0	2.6590296057976666	20.118066572869257	CAV1;CSNK2A2;SOD2;FSTL1;HIPK3;SFPQ;CASP3;PIM1;BCL2;SPRY2;VDAC1;BIRC6;IL6ST;FNIP1;BCL2L2;MAP4K4;MCL1
regulation of B cell apoptotic process (GO:0002902)	3/12	5.438536386772405E-4	0.02990004843848717	0	0	23.719614921780988	178.29632237462823	ORMDL3;FNIP1;FOXP1
cell cycle checkpoint signaling (GO:0000075)	3/12	5.438536386772405E-4	0.02990004843848717	0	0	23.719614921780988	178.29632237462823	WEE1;PRCC;ZWINT
phosphorylation (GO:0016310)	15/400	5.513484109224584E-4	0.02990004843848717	0	0	2.842685616270522	21.32907845653281	ACVRL1;DYRK2;CTBP1;PIK3CD;ACVR2B;HIPK3;SRPK1;SNRK;CDK6;CREB1;TAOK1;AKT3;PIM1;BIRC6;MAP4K4
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	8/133	5.786456794580538E-4	0.030595890301344592	0	0	4.610588235294117	34.371106403889996	ACVRL1;TGFBR3;USP15;FNTA;USP9X;HIVEP1;ACVR2B;RNF111
regulation of stress-activated MAPK cascade (GO:0032872)	5/49	5.980390242999256E-4	0.030850061863276653	0	0	8.130578512396694	60.34397111104744	TGFBR3;MAP2K2;TAOK1;NBR1;MAP4K4
protein import into nucleus (GO:0006606)	6/76	6.86841453217602E-4	0.033633780787190634	0	0	6.147028154327424	44.771308341576265	POM121C;PPP1R10;E2F3;NUP153;TNPO1;IPO5
spliceosomal tri-snRNP complex assembly (GO:0000244)	3/13	6.997098603481739E-4	0.033633780787190634	0	0	21.346570397111915	155.07952082050457	PRPF19;AAR2;SRSF12
negative regulation of cellular senescence (GO:2000773)	3/13	6.997098603481739E-4	0.033633780787190634	0	0	21.346570397111915	155.07952082050457	CDK6;RBL1;AKT3
import into nucleus (GO:0051170)	6/77	7.362732745948507E-4	0.034604843905957985	0	0	6.06014187313663	43.71731327946706	POM121C;PPP1R10;E2F3;NUP153;TNPO1;IPO5
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	5/52	7.877634206761079E-4	0.03621999205934714	0	0	7.610444874274662	54.38661916782057	BCLAF1;CAV1;BCL2;BCL2L2;MCL1
regulation of cellular senescence (GO:2000772)	4/31	8.783172030090146E-4	0.03804199070502702	0	0	10.570585077831455	74.39052155985694	CDK6;RBL1;CDKN2A;AKT3
negative regulation of osteoblast differentiation (GO:0045668)	4/31	8.783172030090146E-4	0.03804199070502702	0	0	10.570585077831455	74.39052155985694	CDK6;NBR1;CRIM1;TMEM64
endothelial cell differentiation (GO:0045446)	3/14	8.813510848918791E-4	0.03804199070502702	0	0	19.404988513291762	136.49574685501085	ACVRL1;ACVR2B;FSTL1
regulation of focal adhesion assembly (GO:0051893)	5/54	9.370519262882315E-4	0.03963729648199219	0	0	7.2990723562152136	50.89476632707263	ACVRL1;VCL;CORO1C;MAP4K4;S100A10
negative regulation of cell-matrix adhesion (GO:0001953)	4/32	9.92839347013896E-4	0.04117363174381157	0	0	10.192546583850932	70.48086532534057	ACVRL1;CDKN2A;CORO1C;MAP4K4
cellular response to amino acid stimulus (GO:0071230)	4/34	0.0012526521053124696	0.049987909485582516	0	0	9.51207729468599	63.56438319324389	SH3BP4;KLHL22;SLC38A9;IPO5
sister chromatid segregation (GO:0000819)	4/34	0.0012526521053124696	0.049987909485582516	0	0	9.51207729468599	63.56438319324389	NCAPG2;CDCA8;KLHL22;ZWINT
negative regulation of anoikis (GO:2000811)	3/16	0.0013281155431137922	0.050243786179384416	0	0	16.41793946126076	108.7523362000515	CAV1;BCL2;MCL1
negative regulation of receptor signaling pathway via JAK-STAT (GO:0046426)	3/16	0.0013281155431137922	0.050243786179384416	0	0	16.41793946126076	108.7523362000515	CAV1;ADIPOR1;SH2B3
regulation of cellular response to stress (GO:0080135)	7/118	0.0013751399371515617	0.050243786179384416	0	0	4.529683529683529	29.84698971983413	CREBBP;SMG1;POM121C;RPA1;NUP153;MCL1;EIF4G1
cellular response to DNA damage stimulus (GO:0006974)	13/350	0.0013874225794826662	0.050243786179384416	0	0	2.800420098022872	18.427625409096173	CBX5;DYRK2;INTS3;ZBTB38;CBX1;RPA1;FOXP1;TAOK1;BCL2;UBA1;MACROD2;BCL2L2;MCL1
negative regulation of cell cycle G1/S phase transition (GO:1902807)	4/35	0.0013988755573269192	0.050243786179384416	0	0	9.20476858345021	60.494535696521694	WEE1;CDK6;RBL1;CDKN2A
negative regulation of autophagy (GO:0010507)	5/59	0.0014015997090230168	0.050243786179384416	0	0	6.621548821548822	43.50450969648263	SMG1;BCL2;KLHL22;MCL1;EIF4G1
Wnt signaling pathway, calcium modulating pathway (GO:0007223)	4/36	0.001556596616845147	0.05444777502985309	0	0	8.916666666666666	57.648510347066846	FZD4;GNB1;CALM1;TNRC6B
negative regulation of cell aging (GO:0090344)	3/17	0.0015961049890547952	0.05444777502985309	0	0	15.244455905105724	98.17717722345999	CDK6;RBL1;AKT3
positive regulation of transcription of Notch receptor target (GO:0007221)	3/17	0.0015961049890547952	0.05444777502985309	0	0	15.244455905105724	98.17717722345999	CREBBP;SNW1;PLXND1
negative regulation of response to stimulus (GO:0048585)	5/61	0.0016282206964487163	0.05466169480934976	0	0	6.384415584415584	40.98965561280344	RBL1;CDK6;DDAH1;AKT3;SH2B3
regulation of mRNA splicing, via spliceosome (GO:0048024)	6/90	0.00166267847733511	0.05494632780568371	0	0	5.118873826903024	32.75733948626543	DDX17;SNW1;NOVA2;RNPS1;SRSF12;SRPK1
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	4/37	0.0017262773440520232	0.056170408964154296	0	0	8.646025472112429	55.00418121048165	WEE1;CDK6;RBL1;CDKN2A
retina vasculature development in camera-type eye (GO:0061298)	2/5	0.0018993215325094983	0.05907448590084689	0	0	47.28297362110312	296.28733747366	ACVRL1;ACVR2B
immature B cell differentiation (GO:0002327)	2/5	0.0018993215325094983	0.05907448590084689	0	0	47.28297362110312	296.28733747366	IRF2BP2;FNIP1
positive regulation of vascular associated smooth muscle cell apoptotic process (GO:1905461)	2/5	0.0018993215325094983	0.05907448590084689	0	0	47.28297362110312	296.28733747366	E2F3;SOD2
cellular response to ketone (GO:1901655)	4/39	0.002103351856456246	0.063467113790565	0	0	8.151138716356108	50.245437440974825	LARP1;GNB1;MSN;AHR
regulation of peptidyl-threonine phosphorylation (GO:0010799)	4/39	0.002103351856456246	0.063467113790565	0	0	8.151138716356108	50.245437440974825	DDIT4;SPRY2;CALM1;EIF4G1
regulation of cell-matrix adhesion (GO:0001952)	5/65	0.002160582597125617	0.063467113790565	0	0	5.957575757575758	36.563890651065144	CDK6;CDKN2A;VCL;CORO1C;MAP4K4
regulation of RNA metabolic process (GO:0051252)	5/65	0.002160582597125617	0.063467113790565	0	0	5.957575757575758	36.563890651065144	AHNAK;PCBP1;NOVA2;RBM12B;HNRNPLL
negative regulation of cell-substrate adhesion (GO:0010812)	4/40	0.002311654075846323	0.0660695725731753	0	0	7.9243156199677935	48.098947242862906	CDKN2A;FZD4;CORO1C;MAP4K4
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	4/40	0.002311654075846323	0.0660695725731753	0	0	7.9243156199677935	48.098947242862906	BCLAF1;SFPQ;CAV1;BCL2
carboxylic acid transmembrane transport (GO:1905039)	4/41	0.0025337318895249945	0.07130858372238245	0	0	7.709753231492362	46.089382883620736	SLC23A2;SLC7A5;SLC7A6;SLC38A9
regulation of peptidyl-serine phosphorylation (GO:0033135)	6/98	0.002562388824066698	0.07130858372238245	0	0	4.671850206283719	27.876067389153068	CAV1;DDIT4;SH2D3C;SPRY2;FNIP1;EIF4G1
regulation of cellular macromolecule biosynthetic process (GO:2000112)	15/468	0.0026020774983796873	0.07147264816977972	0	0	2.407472197925778	14.32793865227015	ACVRL1;CREBBP;ZBTB38;HP1BP3;TULP3;BAZ2A;RORA;AHR;ACVR2B;SBNO1;SFPQ;EFEMP1;TCOF1;ZNF703;SOX4
negative regulation of cell population proliferation (GO:0008285)	13/379	0.002781840714434811	0.07280436433452006	0	0	2.5746710055054134	15.15101827548766	ACVRL1;CTBP1;CDKN2A;TNFAIP3;SOD2;TGFBR3;CDK6;DDAH1;CYP1B1;SH3BP4;E2F3;SH2B3;SOX4
negative regulation of cellular catabolic process (GO:0031330)	5/69	0.0028097720757986645	0.07280436433452006	0	0	5.584090909090909	32.80459032884596	BCL2;TIMP3;KLHL22;MCL1;EIF4G1
regulation of protein autoubiquitination (GO:1902498)	2/6	0.002822675118406924	0.07280436433452006	0	0	35.460431654676256	208.15522384951458	MTA1;SASH1
transmembrane receptor protein tyrosine phosphatase signaling pathway (GO:0007185)	2/6	0.002822675118406924	0.07280436433452006	0	0	35.460431654676256	208.15522384951458	TRIO;PTPRF
protein deubiquitination involved in ubiquitin-dependent protein catabolic process (GO:0071947)	2/6	0.002822675118406924	0.07280436433452006	0	0	35.460431654676256	208.15522384951458	USP9X;TNFAIP3
intracellular protein transport (GO:0006886)	12/336	0.002890442078113404	0.07365403608686566	0	0	2.6804864566058595	15.671050792084886	COPA;POM121C;PPP1R10;LAMP2;SYNDIG1;ARL1;HOMER3;NUP153;E2F3;TNPO1;SNX8;IPO5
regulation of anoikis (GO:2000209)	3/21	0.002995393337188045	0.07366577800177576	0	0	11.85439229843562	68.88207697782873	CAV1;BCL2;MCL1
cellular response to estradiol stimulus (GO:0071392)	3/21	0.002995393337188045	0.07366577800177576	0	0	11.85439229843562	68.88207697782873	NCOA3;ZNF703;LCOR
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	3/21	0.002995393337188045	0.07366577800177576	0	0	11.85439229843562	68.88207697782873	DYRK2;SNW1;DDIT4
regulation of nucleic acid-templated transcription (GO:1903506)	14/430	0.003110161195317156	0.07560909112753775	0	0	2.4423076923076925	14.09963945771149	ACVRL1;CREBBP;ZBTB38;HP1BP3;TULP3;BAZ2A;RORA;AHR;ACVR2B;SBNO1;SFPQ;EFEMP1;ZNF703;SOX4
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	5/71	0.003182462662520848	0.07648759694581357	0	0	5.414325068870523	31.132910360444026	WEE1;RBL1;CDK6;CDKN2A;EIF4G1
cellular response to organonitrogen compound (GO:0071417)	6/103	0.003285272741974198	0.07807136909298235	0	0	4.429904432237189	25.33154734011682	LARP1;PDE2A;SH3BP4;SLC38A9;AHR;IPO5
regulation of receptor signaling pathway via JAK-STAT (GO:0046425)	4/45	0.003568592317573159	0.08386191946296924	0	0	6.956168257334747	39.20207101756264	CAV1;CYP1B1;ADIPOR1;SH2B3
protein localization to nucleus (GO:0034504)	6/106	0.0037861784537035178	0.0853695759108976	0	0	4.296350364963503	23.958159978386426	POM121C;PPP1R10;NUP153;E2F3;TNPO1;IPO5
artery development (GO:0060840)	3/23	0.003907187847800197	0.0853695759108976	0	0	10.667870036101084	59.152671373598345	ACVRL1;PDE2A;ACVR2B
regulation of miRNA mediated inhibition of translation (GO:1905616)	2/7	0.003915294970854405	0.0853695759108976	0	0	28.366906474820144	157.23392195499878	EIF4G1;TNRC6B
gas homeostasis (GO:0033483)	2/7	0.003915294970854405	0.0853695759108976	0	0	28.366906474820144	157.23392195499878	CAV1;SOD2
regulation of vascular associated smooth muscle cell apoptotic process (GO:1905459)	2/7	0.003915294970854405	0.0853695759108976	0	0	28.366906474820144	157.23392195499878	E2F3;SOD2
positive regulation of ER-associated ubiquitin-dependent protein catabolic process (GO:1903071)	2/7	0.003915294970854405	0.0853695759108976	0	0	28.366906474820144	157.23392195499878	CAV1;UBQLN2
positive regulation of miRNA mediated inhibition of translation (GO:1905618)	2/7	0.003915294970854405	0.0853695759108976	0	0	28.366906474820144	157.23392195499878	EIF4G1;TNRC6B
regulation of apoptotic process (GO:0042981)	20/742	0.004102669007102032	0.0885422954083755	0	0	2.0240784146601323	11.124572876589806	CREBBP;TRIO;BCL10;FSTL1;HIPK3;BCLAF1;CASP3;PIM1;BCL2;CYP1B1;SPRY2;VDAC1;RNPS1;BIRC6;QRICH1;IL6ST;SOX4;BCL2L2;MAP4K4;MCL1
histone deacetylation (GO:0016575)	4/47	0.004179951817219979	0.08929897064060863	0	0	6.6319514661274015	36.326219428425794	ELK4;SFPQ;MTA1;BAZ2A
regulation of protein ubiquitination (GO:0031396)	6/109	0.0043416147276234595	0.089879310910368	0	0	4.170576146268869	22.685886245132817	CAV1;TNFAIP3;SPRY2;BCL10;SOX4;SASH1
ubiquitin-dependent protein catabolic process (GO:0006511)	12/354	0.004383599260259077	0.089879310910368	0	0	2.5370515841843413	13.775898704309306	RMND5A;MTA1;RNF13;USP9X;RLIM;KLHL22;TNFAIP3;ANAPC5;UBA1;BIRC6;RNF111;UBQLN2
regulation of monooxygenase activity (GO:0032768)	3/24	0.004419597321360885	0.089879310910368	0	0	10.159360495100568	55.08107277060946	DDAH1;CAV1;CALM1
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846)	3/24	0.004419597321360885	0.089879310910368	0	0	10.159360495100568	55.08107277060946	CREBBP;SNW1;RNF111
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	3/24	0.004419597321360885	0.089879310910368	0	0	10.159360495100568	55.08107277060946	CREBBP;SNW1;RNF111
gene expression (GO:0010467)	12/356	0.004581959985323243	0.09227407198193763	0	0	2.5220409580006944	13.582775480000013	DDX17;SMG1;POLR3A;POM121C;TNIP1;RPL34;SYMPK;BAZ2A;RNPS1;NUP153;RPS12;EIF4G1
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	16/547	0.004624610699803966	0.09227407198193763	0	0	2.190150088455173	11.775042085250934	ACVRL1;PHC2;CBX5;CTBP1;CDKN2A;ZBTB38;AHR;PUS7;FOXP1;EID1;BCLAF1;SFPQ;LARP1;SNW1;ZNF703;RLIM
negative regulation of apoptotic signaling pathway (GO:2001234)	5/78	0.00476866779989178	0.09271836144317083	0	0	4.893399750933997	26.158589797377505	CSNK2A2;BCL2;BIRC6;BCL2L2;MCL1
negative regulation of protein serine/threonine kinase activity (GO:0071901)	5/78	0.00476866779989178	0.09271836144317083	0	0	4.893399750933997	26.158589797377505	PRKAR1A;CDKN2A;SPRY2;SH2B3;IPO5
positive regulation of vascular endothelial growth factor production (GO:0010575)	3/25	0.004970838397630693	0.09271836144317083	0	0	9.697079094191007	51.434924614309864	CYP1B1;RORA;IL6ST
cellular protein modification process (GO:0006464)	25/1025	0.005116786670179999	0.09271836144317083	0	0	1.8352941176470587	9.681596093036756	PIGS;ACVRL1;DYRK2;CTBP1;SDC2;PIK3CD;FSTL1;PTPRF;AKT3;PIM1;MACROD2;MAP4K4;KLHL22;PPP2R5D;FBXO32;ACVR2B;HIPK3;SRPK1;CTTNBP2NL;SNRK;CDK6;CREB1;TAOK1;STT3A;BIRC6
regulation of toll-like receptor 3 signaling pathway (GO:0034139)	2/8	0.005172294809343475	0.09271836144317083	0	0	23.637889688249402	124.44022406611452	CAV1;TNFAIP3
lymphatic endothelial cell differentiation (GO:0060836)	2/8	0.005172294809343475	0.09271836144317083	0	0	23.637889688249402	124.44022406611452	ACVRL1;ACVR2B
macromolecule modification (GO:0043412)	2/8	0.005172294809343475	0.09271836144317083	0	0	23.637889688249402	124.44022406611452	SETD5;CHD1
TORC1 signaling (GO:0038202)	2/8	0.005172294809343475	0.09271836144317083	0	0	23.637889688249402	124.44022406611452	SMG1;LARP1
venous blood vessel development (GO:0060841)	2/8	0.005172294809343475	0.09271836144317083	0	0	23.637889688249402	124.44022406611452	ACVRL1;ACVR2B
wound healing, spreading of epidermal cells (GO:0035313)	2/8	0.005172294809343475	0.09271836144317083	0	0	23.637889688249402	124.44022406611452	ACVRL1;ARHGAP24
positive regulation of myeloid cell apoptotic process (GO:0033034)	2/8	0.005172294809343475	0.09271836144317083	0	0	23.637889688249402	124.44022406611452	CDKN2A;PIK3CD
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)	6/113	0.005172939314559886	0.09271836144317083	0	0	4.013848147895491	21.130157878749902	SMG1;RPL34;RNPS1;PABPC1;RPS12;EIF4G1
amino acid transport (GO:0006865)	4/50	0.005223690542327402	0.09284122266405426	0	0	6.198487712665407	32.5702705928651	SLC7A5;SLC7A6;SH3BP4;SLC38A9
cellular response to transforming growth factor beta stimulus (GO:0071560)	6/114	0.005397822262717394	0.09486995726578586	0	0	3.976480129764801	20.764223655398094	ACVRL1;TGFBR3;USP15;FNTA;USP9X;PDE2A
RNA polyadenylation (GO:0043631)	3/26	0.005561704784194192	0.09486995726578586	0	0	9.274996075969236	48.15439395921825	CSTF3;SYMPK;PABPC1
TOR signaling (GO:0031929)	3/26	0.005561704784194192	0.09486995726578586	0	0	9.274996075969236	48.15439395921825	SMG1;LARP1;FNIP1
mRNA polyadenylation (GO:0006378)	3/26	0.005561704784194192	0.09486995726578586	0	0	9.274996075969236	48.15439395921825	CSTF3;SYMPK;PABPC1
inositol lipid-mediated signaling (GO:0048017)	4/51	0.005606971469609093	0.09486995726578586	0	0	6.066296638914586	31.446132141905057	PITPNM2;PIK3CD;PIK3C2A;PIK3C2B
