Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
positive regulation of peptidyl-lysine acetylation (GO:2000758)	2/20	0.03143405780039218	0.23098832209689707	0	0	7.874500399680255	27.244695179207085	DIP2B;SOX4
negative regulation of multicellular organismal process (GO:0051241)	7/214	0.031453728966385985	0.23098832209689707	0	0	2.4170692431561998	8.361217133491772	PROCR;ADAMTS5;NOVA2;SPRY2;ADIPOR1;ACVR2B;CORO1C
peptidyl-serine modification (GO:0018209)	6/169	0.031954414477477946	0.23385324089918982	0	0	2.627334199095428	9.047080651971378	SMG1;DYRK2;AKT3;CSNK2A2;HIPK3;UHMK1
synapse organization (GO:0050808)	5/126	0.03229376702703277	0.23552178366267004	0	0	2.9450037565740046	10.109847554767125	FARP1;PLXND1;DCTN1;PTPRF;SHANK2
positive regulation of endothelial cell migration (GO:0010595)	4/86	0.032680460976264064	0.23696910920601041	0	0	3.4708377518557794	11.873659255138675	AKT3;PIK3CD;SASH1;FOXP1
negative regulation of ERK1 and ERK2 cascade (GO:0070373)	3/50	0.032828344679603334	0.23696910920601041	0	0	4.533297488286351	15.487842999402147	TNIP1;TIMP3;SPRY2
neuron migration (GO:0001764)	3/50	0.032828344679603334	0.23696910920601041	0	0	4.533297488286351	15.487842999402147	USP9X;MAP1B;DDIT4
nuclear-transcribed mRNA catabolic process (GO:0000956)	6/171	0.03355998128156978	0.2371112989284033	0	0	2.595222295952223	8.809276944635657	SMG1;RPL34;RNPS1;PABPC1;RPS12;EIF4G1
purinergic nucleotide receptor signaling pathway (GO:0035590)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	TXNIP;SUGT1
regulation of cardiac muscle cell proliferation (GO:0060043)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	TGFBR3;PIM1
regulation of cell-substrate junction assembly (GO:0090109)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	VCL;CORO1C
response to glucagon (GO:0033762)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	CREB1;PRKAR1A
spindle assembly checkpoint signaling (GO:0071173)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	KLHL22;ZWINT
mitotic spindle assembly checkpoint signaling (GO:0007094)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	KLHL22;ZWINT
mitotic spindle checkpoint signaling (GO:0071174)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	KLHL22;ZWINT
myotube differentiation (GO:0014902)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	ADAMTS5;ADAM12
negative regulation of peptidyl-serine phosphorylation (GO:0033137)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	CAV1;DDIT4
neurotrophin signaling pathway (GO:0038179)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	CASP3;DDIT4
positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	2/21	0.03442760747827968	0.2371112989284033	0	0	7.4596743657705415	25.130870813458575	BCL10;FOXP1
regulation of epithelial cell migration (GO:0010632)	3/51	0.034529683248202464	0.2371112989284033	0	0	4.438628158844765	14.940138047956005	ADIPOR1;SASH1;CORO1C
regulation of smoothened signaling pathway (GO:0008589)	3/51	0.034529683248202464	0.2371112989284033	0	0	4.438628158844765	14.940138047956005	CREBBP;TULP3;RORA
positive regulation of fat cell differentiation (GO:0045600)	3/51	0.034529683248202464	0.2371112989284033	0	0	4.438628158844765	14.940138047956005	CREB1;PIM1;TMEM64
organelle organization (GO:0006996)	11/420	0.03513492014585356	0.24048658934783262	0	0	1.930731405822525	6.465169506654585	SPRYD3;ABI2;DST;ZMYM4;CAV1;ARL1;CDCA8;TNFAIP3;HPS6;TMCC1;ATAD3B
protein transport (GO:0015031)	10/369	0.03570598019154425	0.2435757409875442	0	0	1.9974208191478386	6.656279225775625	COPA;LAMP2;CMTM6;SYNDIG1;ARL1;TXNIP;TVP23C;SNX8;SPTBN1;PDIA4
regulation of response to external stimulus (GO:0032101)	5/130	0.03621524395540333	0.2435757409875442	0	0	2.8501818181818184	9.457687486144108	FNTA;CAV1;SPATA2;CALM1;FOXP1
response to peptide hormone (GO:0043434)	3/52	0.03627587638194068	0.2435757409875442	0	0	4.347822883666102	14.419999467750136	TGFBR3;CREB1;CAV1
negative regulation of BMP signaling pathway (GO:0030514)	3/52	0.03627587638194068	0.2435757409875442	0	0	4.347822883666102	14.419999467750136	CRIM1;FSTL1;ACVR2B
plasma membrane bounded cell projection morphogenesis (GO:0120039)	3/52	0.03627587638194068	0.2435757409875442	0	0	4.347822883666102	14.419999467750136	TRIO;TAOK1;MAP4K4
regulation of endothelial cell migration (GO:0010594)	4/89	0.03639240385440377	0.2435757409875442	0	0	3.347826086956522	11.092670925241695	ACVRL1;PIK3CD;SASH1;FOXP1
regulation of type I interferon production (GO:0032479)	4/89	0.03639240385440377	0.2435757409875442	0	0	3.347826086956522	11.092670925241695	CREBBP;POLR3A;DHX33;TNFAIP3
amino acid import (GO:0043090)	2/22	0.03752709841796682	0.2457269757089778	0	0	7.086330935251799	23.262241746450375	SLC7A5;SH3BP4
membrane lipid metabolic process (GO:0006643)	2/22	0.03752709841796682	0.2457269757089778	0	0	7.086330935251799	23.262241746450375	TECR;CYP1B1
negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	2/22	0.03752709841796682	0.2457269757089778	0	0	7.086330935251799	23.262241746450375	CDKN2A;IPO5
negative regulation of interleukin-2 production (GO:0032703)	2/22	0.03752709841796682	0.2457269757089778	0	0	7.086330935251799	23.262241746450375	TNFAIP3;HOMER3
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	2/22	0.03752709841796682	0.2457269757089778	0	0	7.086330935251799	23.262241746450375	KLHL22;ZWINT
negative regulation of myeloid cell differentiation (GO:0045638)	2/22	0.03752709841796682	0.2457269757089778	0	0	7.086330935251799	23.262241746450375	HOXA9;CDK6
positive regulation of translational initiation (GO:0045948)	2/22	0.03752709841796682	0.2457269757089778	0	0	7.086330935251799	23.262241746450375	LARP1;UHMK1
positive regulation of autophagy (GO:0010508)	4/90	0.03768156379191939	0.24597687475280713	0	0	3.3087293562521065	10.847948213751001	LARP1;ORMDL3;SH3BP4;PIK3C2A
IRE1-mediated unfolded protein response (GO:0036498)	3/53	0.03806669970123771	0.2477263688249777	0	0	4.260649819494585	13.92557349520779	DCTN1;SSR1;EXTL3
glycerophospholipid biosynthetic process (GO:0046474)	6/177	0.03868696048520453	0.25099055652210917	0	0	2.503393520297093	8.141668270685035	CSNK2A2;PITPNM2;PIK3CD;PIK3C2A;LPIN2;PIK3C2B
cytoplasmic microtubule organization (GO:0031122)	3/54	0.03990190751967751	0.2565122626264983	0	0	4.176895306859206	13.45516295692104	CLIP2;DST;DCTN1
regulation of potassium ion transmembrane transport (GO:1901379)	3/54	0.03990190751967751	0.2565122626264983	0	0	4.176895306859206	13.45516295692104	GABBR1;CAV1;GNB1
glycosaminoglycan metabolic process (GO:0030203)	3/54	0.03990190751967751	0.2565122626264983	0	0	4.176895306859206	13.45516295692104	SDC2;IDS;HSPG2
regulation of endothelial cell proliferation (GO:0001936)	4/92	0.040337798066539816	0.2569712135865413	0	0	3.233201581027668	10.38008482147766	ACVRL1;CAV1;AKT3;PIK3CD
regulation of lipid metabolic process (GO:0019216)	4/92	0.040337798066539816	0.2569712135865413	0	0	3.233201581027668	10.38008482147766	CREBBP;CAV1;RORA;ADIPOR1
negative regulation of mitotic cell cycle phase transition (GO:1901991)	4/92	0.040337798066539816	0.2569712135865413	0	0	3.233201581027668	10.38008482147766	WEE1;RBL1;CDK6;CDKN2A
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	2/23	0.040729000506755264	0.2579096888376868	0	0	6.7485440219253165	21.600840239170537	BCL2;MCL1
negative regulation of signal transduction in absence of ligand (GO:1901099)	2/23	0.040729000506755264	0.2579096888376868	0	0	6.7485440219253165	21.600840239170537	BCL2;MCL1
regulation of cell population proliferation (GO:0042127)	17/764	0.04115344625419972	0.25981951888845495	0	0	1.6417558701218053	5.237936086751317	ACVRL1;CTBP1;CDKN2A;HP1BP3;SOD2;CDK6;DDAH1;ZNF703;BCL2;CYP1B1;SSR1;SH3BP4;BIRC6;IL6ST;SH2B3;SOX4;SHANK2
regulation of gene silencing by RNA (GO:0060966)	3/55	0.04178123375143466	0.2622175352649386	0	0	4.09636212163288	13.007211389403237	POM121C;NUP153;EIF4G1
regulation of posttranscriptional gene silencing (GO:0060147)	3/55	0.04178123375143466	0.2622175352649386	0	0	4.09636212163288	13.007211389403237	POM121C;NUP153;EIF4G1
ribonucleoprotein complex assembly (GO:0022618)	5/136	0.04262577890394007	0.26606616051496407	0	0	2.7188063844552395	8.578639100340968	PRMT7;SCAF11;CLNS1A;PRPF19;SRPK1
positive regulation of epithelial cell migration (GO:0010634)	4/94	0.04309797001135496	0.26606616051496407	0	0	3.1610305958132043	9.939163329823455	PIK3CD;SASH1;FOXP1;MAP4K4
blood vessel morphogenesis (GO:0048514)	3/56	0.043704392766819464	0.26606616051496407	0	0	4.018867924528302	12.580289033639843	TGFBR3;CAV1;CYP1B1
glycosaminoglycan catabolic process (GO:0006027)	3/56	0.043704392766819464	0.26606616051496407	0	0	4.018867924528302	12.580289033639843	SDC2;IDS;HSPG2
negative regulation of metabolic process (GO:0009892)	3/56	0.043704392766819464	0.26606616051496407	0	0	4.018867924528302	12.580289033639843	ADAMTS5;NOVA2;ACVR2B
axon extension (GO:0048675)	2/24	0.044029861078126446	0.26606616051496407	0	0	6.441465009810334	20.115968721035454	USP9X;MAP1B
regulation of cellular response to transforming growth factor beta stimulus (GO:1903844)	2/24	0.044029861078126446	0.26606616051496407	0	0	6.441465009810334	20.115968721035454	TGFBR3;ZNF703
regulation of ruffle assembly (GO:1900027)	2/24	0.044029861078126446	0.26606616051496407	0	0	6.441465009810334	20.115968721035454	CAV1;ARHGAP24
heterochromatin assembly (GO:0031507)	2/24	0.044029861078126446	0.26606616051496407	0	0	6.441465009810334	20.115968721035454	CDKN2A;BAZ2A
long-chain fatty-acyl-CoA metabolic process (GO:0035336)	2/24	0.044029861078126446	0.26606616051496407	0	0	6.441465009810334	20.115968721035454	ELOVL5;TECR
wound healing, spreading of cells (GO:0044319)	2/24	0.044029861078126446	0.26606616051496407	0	0	6.441465009810334	20.115968721035454	ACVRL1;ARHGAP24
negative regulation of synaptic transmission (GO:0050805)	2/24	0.044029861078126446	0.26606616051496407	0	0	6.441465009810334	20.115968721035454	PNKD;SHANK2
positive regulation of cell-substrate junction organization (GO:0150117)	2/24	0.044029861078126446	0.26606616051496407	0	0	6.441465009810334	20.115968721035454	MAP4K4;S100A10
mRNA metabolic process (GO:0016071)	4/95	0.04451702174214694	0.2682435925488341	0	0	3.126134734830387	9.728167574921555	SFPQ;SCAF11;CSTF3;HIPK3
carboxylic acid transport (GO:0046942)	3/57	0.04567108024579357	0.2744157236359472	0	0	3.944243882872042	12.173080448433922	SLC23A2;SLC7A5;SLC7A6
transcription initiation from RNA polymerase II promoter (GO:0006367)	5/140	0.047255836777827534	0.2786295327804209	0	0	2.637710437710438	8.050764677697506	CREBBP;SNW1;NR2F1;RORA;E2F3
regulation of cAMP-mediated signaling (GO:0043949)	2/25	0.047426303451986535	0.2786295327804209	0	0	6.161088520487957	18.78256063884992	PRKAR1A;PDE2A
regulation of cardiac muscle cell action potential (GO:0098901)	2/25	0.047426303451986535	0.2786295327804209	0	0	6.161088520487957	18.78256063884992	CAV1;CALM1
cAMP-mediated signaling (GO:0019933)	2/25	0.047426303451986535	0.2786295327804209	0	0	6.161088520487957	18.78256063884992	PDE2A;AHR
regulation of microtubule depolymerization (GO:0031114)	2/25	0.047426303451986535	0.2786295327804209	0	0	6.161088520487957	18.78256063884992	MAP1B;TAOK1
regulation of rhodopsin mediated signaling pathway (GO:0022400)	2/25	0.047426303451986535	0.2786295327804209	0	0	6.161088520487957	18.78256063884992	FNTA;CALM1
RNA splicing, via transesterification reactions (GO:0000375)	2/25	0.047426303451986535	0.2786295327804209	0	0	6.161088520487957	18.78256063884992	SF3B3;SCAF11
negative regulation of cell junction assembly (GO:1901889)	2/25	0.047426303451986535	0.2786295327804209	0	0	6.161088520487957	18.78256063884992	ACVRL1;CORO1C
positive regulation of programmed cell death (GO:0043068)	8/286	0.048840191414128264	0.2861412876478706	0	0	2.056919170545916	6.210253878152933	BCLAF1;TRIO;CASP3;CYP1B1;RNPS1;QRICH1;BCL10;SOX4
chromatin organization (GO:0006325)	5/142	0.0496784864929067	0.29024861583562894	0	0	2.598938287989383	7.802489143967935	SETD5;SMARCC1;HP1BP3;BAZ2A;CHD1
regulation of chondrocyte differentiation (GO:0032330)	2/26	0.05091502550435238	0.29184007036886705	0	0	5.904076738609112	17.579962379864277	ACVRL1;EFEMP1
endothelial cell development (GO:0001885)	2/26	0.05091502550435238	0.29184007036886705	0	0	5.904076738609112	17.579962379864277	PDE2A;MSN
regulation of telomere maintenance (GO:0032204)	2/26	0.05091502550435238	0.29184007036886705	0	0	5.904076738609112	17.579962379864277	SMG1;PPP1R10
glial cell development (GO:0021782)	2/26	0.05091502550435238	0.29184007036886705	0	0	5.904076738609112	17.579962379864277	CDK6;SOX4
histone methylation (GO:0016571)	2/26	0.05091502550435238	0.29184007036886705	0	0	5.904076738609112	17.579962379864277	CREBBP;PRMT7
organelle fission (GO:0048285)	2/26	0.05091502550435238	0.29184007036886705	0	0	5.904076738609112	17.579962379864277	TMCC1;CORO1C
nitrogen compound transport (GO:0071705)	5/143	0.0509167782345683	0.29184007036886705	0	0	2.579973649538867	7.682033508157556	SLC7A5;SLC7A6;SEC14L1;CMTM6;TXNIP
adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)	3/60	0.051829007089160245	0.29467298385369334	0	0	3.736082082462474	11.05807556397181	AKAP12;GABBR1;PDE2A
Notch signaling pathway (GO:0007219)	3/60	0.051829007089160245	0.29467298385369334	0	0	3.736082082462474	11.05807556397181	CREBBP;SNW1;PLXND1
peptidyl-threonine phosphorylation (GO:0018107)	3/60	0.051829007089160245	0.29467298385369334	0	0	3.736082082462474	11.05807556397181	DYRK2;CSNK2A2;HIPK3
negative regulation of cell migration (GO:0030336)	5/144	0.052173061715848575	0.29583384860327006	0	0	2.561281883584042	7.563949424005328	ACVRL1;CYP1B1;ADIPOR1;VCL;CORO1C
cellular response to chemical stress (GO:0062197)	4/101	0.053575226269665	0.3029722020329986	0	0	2.931869116987898	8.58060903248067	CAV1;TXNRD1;SOD2;SLC25A24
regulation of DNA-templated transcription, initiation (GO:2000142)	3/61	0.05396641977437752	0.3040956947708862	0	0	3.6714801444043323	10.718494468131896	BCLAF1;CDKN2A;TNRC6B
camera-type eye development (GO:0043010)	2/27	0.05449279825918008	0.3040956947708862	0	0	5.6676258992805755	16.491015858847035	EFEMP1;CYP1B1
cellular lipid catabolic process (GO:0044242)	2/27	0.05449279825918008	0.3040956947708862	0	0	5.6676258992805755	16.491015858847035	CYP1B1;LPIN2
mitotic chromosome condensation (GO:0007076)	2/27	0.05449279825918008	0.3040956947708862	0	0	5.6676258992805755	16.491015858847035	NCAPG2;CSNK2A2
positive regulation of BMP signaling pathway (GO:0030513)	2/27	0.05449279825918008	0.3040956947708862	0	0	5.6676258992805755	16.491015858847035	ACVRL1;ACVR2B
positive regulation of vasculature development (GO:1904018)	4/102	0.05517515953335698	0.3043002693173495	0	0	2.901804199940846	8.407230267397805	ADAM12;CYP1B1;PIK3CD;SASH1
negative regulation of macromolecule metabolic process (GO:0010605)	6/194	0.0558144124423892	0.3043002693173495	0	0	2.275042708495108	6.565143423535944	ACVRL1;SLC7A5;MAP2K2;RBL1;FOXP1;TNRC6B
response to retinoic acid (GO:0032526)	3/62	0.056145586995334354	0.3043002693173495	0	0	3.609068102551551	10.393420285449416	CREB1;SNW1;FZD4
regulation of B cell activation (GO:0050864)	2/28	0.058156464480512086	0.3043002693173495	0	0	5.4493635860542335	15.501359037706894	TNFAIP3;AHR
regulation of calcineurin-NFAT signaling cascade (GO:0070884)	2/28	0.058156464480512086	0.3043002693173495	0	0	5.4493635860542335	15.501359037706894	DYRK2;HOMER3
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)	2/28	0.058156464480512086	0.3043002693173495	0	0	5.4493635860542335	15.501359037706894	BCL2;MCL1
regulation of small molecule metabolic process (GO:0062012)	2/28	0.058156464480512086	0.3043002693173495	0	0	5.4493635860542335	15.501359037706894	RORA;ADIPOR1
response to ketone (GO:1901654)	2/28	0.058156464480512086	0.3043002693173495	0	0	5.4493635860542335	15.501359037706894	TGFBR3;CAV1
leukocyte cell-cell adhesion (GO:0007159)	2/28	0.058156464480512086	0.3043002693173495	0	0	5.4493635860542335	15.501359037706894	TNIP1;MSN
ventricular septum morphogenesis (GO:0060412)	2/28	0.058156464480512086	0.3043002693173495	0	0	5.4493635860542335	15.501359037706894	TGFBR3;SOX4
cell cycle G1/S phase transition (GO:0044843)	3/63	0.05836610878411346	0.3043002693173495	0	0	3.5487364620938626	10.082030861264434	CDK6;CDKN2A;E2F3
positive regulation of viral process (GO:0048524)	3/63	0.05836610878411346	0.3043002693173495	0	0	3.5487364620938626	10.082030861264434	LARP1;PABPC1;SRPK1
response to cytokine (GO:0034097)	5/150	0.06008866810917058	0.3043002693173495	0	0	2.4545454545454546	6.902019832455091	CASP3;BCL2;TIMP3;IL6ST;MCL1
regulation of extrinsic apoptotic signaling pathway (GO:2001236)	3/64	0.0606275717906527	0.3043002693173495	0	0	3.4903829082085576	9.783562521397762	CAV1;BIRC6;BCL10
regulation of calcium ion transmembrane transporter activity (GO:1901019)	2/29	0.06190293731635892	0.3043002693173495	0	0	5.247268851585399	14.598886583622516	AHNAK;CALM1
regulation of fatty acid biosynthetic process (GO:0042304)	2/29	0.06190293731635892	0.3043002693173495	0	0	5.247268851585399	14.598886583622516	ELOVL5;ADIPOR1
establishment of endothelial barrier (GO:0061028)	2/29	0.06190293731635892	0.3043002693173495	0	0	5.247268851585399	14.598886583622516	PDE2A;MSN
intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	2/29	0.06190293731635892	0.3043002693173495	0	0	5.247268851585399	14.598886583622516	BCL2;QRICH1
negative regulation of epithelial to mesenchymal transition (GO:0010719)	2/29	0.06190293731635892	0.3043002693173495	0	0	5.247268851585399	14.598886583622516	SPRY2;ADIPOR1
negative regulation of mRNA catabolic process (GO:1902373)	2/29	0.06190293731635892	0.3043002693173495	0	0	5.247268851585399	14.598886583622516	LARP1;PABPC1
positive regulation of dephosphorylation (GO:0035306)	2/29	0.06190293731635892	0.3043002693173495	0	0	5.247268851585399	14.598886583622516	SYMPK;CALM1
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238)	2/29	0.06190293731635892	0.3043002693173495	0	0	5.247268851585399	14.598886583622516	CAV1;BCL10
protein modification by small protein conjugation (GO:0032446)	10/409	0.06298689192987247	0.3043002693173495	0	0	1.7934651443423373	4.958623793846623	POM121C;USP9X;RLIM;NUP153;UBA1;BIRC6;BCL10;FBXO32;RNF111;TRIM44
positive regulation of signal transduction (GO:0009967)	7/252	0.06487148063794745	0.3043002693173495	0	0	2.0381998953427525	5.575184350927663	CREBBP;SNW1;TNFAIP3;RSPO1;IL6ST;SASH1;TRIM44
cellular response to nutrient levels (GO:0031669)	3/66	0.0652716051389052	0.3043002693173495	0	0	3.3792332817603574	9.222597303267241	LAMP2;FNIP1;EIF4G1
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	4/108	0.06530982118431856	0.3043002693173495	0	0	2.73355629877369	7.4588168512982636	CAV1;CRIM1;SPRY2;ACVR2B
positive regulation of protein kinase activity (GO:0045860)	5/154	0.06572498086694191	0.3043002693173495	0	0	2.388163514338011	6.501240695534559	MAP2K2;INCENP;TAOK1;CALM1;MAP4K4
fatty-acyl-CoA biosynthetic process (GO:0046949)	2/30	0.0657291989763099	0.3043002693173495	0	0	5.059609455292908	13.773329692692476	ELOVL5;TECR
regulation of vasoconstriction (GO:0019229)	2/30	0.0657291989763099	0.3043002693173495	0	0	5.059609455292908	13.773329692692476	CAV1;ECE1
regulation of gene silencing by miRNA (GO:0060964)	3/67	0.06765328780715094	0.3043002693173495	0	0	3.3262635379061374	8.958822918200815	POM121C;NUP153;EIF4G1
peptidyl-threonine modification (GO:0018210)	3/67	0.06765328780715094	0.3043002693173495	0	0	3.3262635379061374	8.958822918200815	DYRK2;CSNK2A2;HIPK3
receptor transactivation (GO:0035624)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	NCOA3
regulation of antifungal innate immune response (GO:1905034)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	USP15
cardiac muscle cell proliferation (GO:0060038)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	TGFBR3
regulation of chromosome separation (GO:1905818)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	CSNK2A2
caveola assembly (GO:0070836)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	CAV1
caveolin-mediated endocytosis (GO:0072584)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	CAV1
cell-cell adhesion mediated by integrin (GO:0033631)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	NPNT
regulation of endothelial tube morphogenesis (GO:1901509)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	FOXP1
cellular response to cGMP (GO:0071321)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	PDE2A
regulation of germinal center formation (GO:0002634)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	TNFAIP3
cellular response to macrophage colony-stimulating factor stimulus (GO:0036006)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	PDE2A
cellular response to testosterone stimulus (GO:0071394)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	MSN
cellular response to vitamin D (GO:0071305)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	PIM1
regulation of inward rectifier potassium channel activity (GO:1901979)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	CAV1
ciliary neurotrophic factor-mediated signaling pathway (GO:0070120)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	IL6ST
regulation of mitophagy (GO:1901524)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	VDAC1
dephosphorylation of RNA polymerase II C-terminal domain (GO:0070940)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	RPAP2
regulation of snRNA transcription by RNA polymerase II (GO:1905380)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	MEPCE
fatty acid derivative catabolic process (GO:1901569)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	OXCT1
regulation of systemic arterial blood pressure by endothelin (GO:0003100)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	ECE1
regulation of vascular associated smooth muscle contraction (GO:0003056)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	DOCK4
regulation of vitamin D receptor signaling pathway (GO:0070562)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	SNW1
response to cGMP (GO:0070305)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	PDE2A
response to denervation involved in regulation of muscle adaptation (GO:0014894)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	FBXO32
response to macrophage colony-stimulating factor (GO:0036005)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	PDE2A
response to prostaglandin (GO:0034694)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	TGFBR3
sinoatrial node cell differentiation (GO:0060921)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	SHOX2
kidney morphogenesis (GO:0060993)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	SOX4
spliceosomal conformational changes to generate catalytic conformation (GO:0000393)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	PRPF19
striated muscle cell proliferation (GO:0014855)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	TGFBR3
lysosomal protein catabolic process (GO:1905146)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	LAMP2
ubiquitin-dependent SMAD protein catabolic process (GO:0030579)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	RNF111
mRNA cleavage (GO:0006379)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	CSTF3
negative regulation of ceramide biosynthetic process (GO:1900060)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	ORMDL3
negative regulation of cGMP-mediated signaling (GO:0010754)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	PDE2A
negative regulation of histone H4 acetylation (GO:0090241)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	CTBP1
negative regulation of metallopeptidase activity (GO:1905049)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	TIMP3
negative regulation of pinocytosis (GO:0048550)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	CAV1
negative regulation of protein polyubiquitination (GO:1902915)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	TRIM44
negative regulation of smooth muscle contraction (GO:0045986)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	DOCK4
negative regulation of sphingolipid biosynthetic process (GO:0090155)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	ORMDL3
ornithine transport (GO:0015822)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	SLC7A6
positive regulation of cell proliferation involved in heart morphogenesis (GO:2000138)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	PIM1
positive regulation of DNA demethylation (GO:1901537)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	USP9X
positive regulation of gamma-delta T cell activation (GO:0046645)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	SOX4
positive regulation of oxidative stress-induced neuron death (GO:1903223)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	MCL1
positive regulation of translation in response to stress (GO:0032056)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	EIF4G1
protein de-ADP-ribosylation (GO:0051725)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	MACROD2
protein K29-linked deubiquitination (GO:0035523)	1/5	0.06807359628174879	0.3043002693173495	0	0	17.666666666666668	47.473263540933104	TNFAIP3
