Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
ribonucleoprotein complex assembly (GO:0022618)	26/136	1.072019263441521E-7	3.8466000298215304E-5	0	0	3.797250859106529	60.940376422066585	YTHDC1;CELF1;GEMIN2;DDX1;MRPS11;NOP2;RPLP0;SRSF1;CDC73;RPS15;RPS14;MRPL20;EIF4H;SNRPD3;SF3B1;SCAF11;XRCC5;RPS5;RPL23A;DICER1;SETX;EIF2S3;GEMIN4;GEMIN5;EIF3A;SNRPB
ubiquitin-dependent protein catabolic process (GO:0006511)	47/354	2.061592324344853E-7	6.780920753490945E-5	0	0	2.478308696754925	38.15261317885562	PSMD10;VCP;PPP1R11;KLHL15;UBA6;UBE2D2;CUL3;OTUD7B;UBR3;TNFAIP3;RNF6;PSMB6;RMND5A;ZNRF3;CDC27;PSMB1;PSMD1;FEM1C;ZRANB1;NHLRC3;SMURF2;FBXW7;SIAH2;AMFR;UBE2E1;UBE4A;WWP2;UBE4B;PPP2R5C;KCTD5;RC3H2;PML;MIB1;NPLOC4;KCTD10;RNF149;TBL1XR1;UBE2S;PSME3;PSMC1;PSMC2;SQSTM1;DTL;ANAPC1;BIRC2;MAD2L1;NFE2L2
protein phosphorylation (GO:0006468)	59/496	2.980560832180893E-7	9.049441234321528E-5	0	0	2.193249529081613	32.95573270358956	APP;GMFB;CCNT1;PRKAG1;IGF1R;IKBKB;RPS6KA3;FASTK;AKT3;CHEK1;TLK1;PRKACB;MAP3K7;BRD2;CSNK1G3;MAP4K2;CSNK2A1;IGFBP3;MINK1;DYRK1A;DYRK1B;ADAM10;YWHAZ;CDC25B;UHMK1;ILF3;MELK;MAPKAPK3;CCNE1;BIRC5;SIK1;ULK1;SGK1;TXK;PIK3R4;TTK;TTBK2;STK33;PAK1;STK38;ABL2;RICTOR;FNIP2;MARK1;CDK17;SMAD2;RYK;PLK2;EIF2AK2;CDC7;HIPK2;CLK2;SMAD7;CDK6;TAOK1;WNK3;CDK12;FRK;FGFR1
ribosome biogenesis (GO:0042254)	31/192	3.676372251173836E-7	9.864871565925432E-5	0	0	3.098189165000884	45.90329483984754	PAK1IP1;WDR3;RPL12;RPLP0;RPL36A;MRPL36;WDR43;RPL7;RPS15;RPS14;XPO1;RPL18A;EXOSC8;RRP36;RIOK1;RPL15;ZNF622;LYAR;EXOSC1;EIF2A;UTP15;NPM1;KRR1;RPL23;RPL35A;URB2;RPL23A;SENP3;RPL27A;ABCE1;MPHOSPH6
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	63/547	3.7490011018211677E-7	9.864871565925432E-5	0	0	2.116600790513834	31.318508420707612	BTG2;CDKN1A;DDX3X;NAB1;NKAP;EHMT1;SALL1;LBH;SCML1;SUMO1;TRIM28;MYB;JARID2;PIAS4;PRMT6;MSX2;ZNF282;EED;WNT5A;ARID5B;ZBTB33;ZHX1;ILF3;SLFN11;ZNF639;BIRC5;VGLL4;FOXK1;PBXIP1;GATA3;TOB1;FOXO1;BCLAF1;LARP1;BTAF1;ZNF703;BRD7;PAIP2;HEXIM1;SMAD2;TFAP2A;HSPA8;PHC2;XRCC6;CBX5;CBX4;PHF10;SMURF2;XRCC5;CBX3;NONO;EIF2AK2;WWP2;PHC3;PML;DHFR;IL4;BCL6;SP3;PDCD4;ZNF217;CALR;CPEB3
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	43/321	5.276408262366345E-7	1.3016239632224978E-4	0	0	2.4990936631688547	36.124024132164685	PSMD10;VCP;KLHL15;CUL3;CCNF;UBR3;AUP1;PSMB6;RMND5A;CDC27;PSMB1;PSMD1;MAN1A1;FEM1C;SEC61B;NHLRC3;SMURF2;FBXW7;SIAH2;AMFR;ERLIN1;UBE2E1;UBE4A;FBXL18;WWP2;UBE4B;ERLIN2;PPP2R5C;KCTD5;PML;NPLOC4;NEMF;KCTD10;TBL1XR1;UBE2S;PSME3;PSMC1;PSMC2;DNAJC10;ANAPC1;BIRC2;MAD2L1;NFE2L2
regulation of cell population proliferation (GO:0042127)	80/764	5.63108638078881E-7	1.3074057614690255E-4	0	0	1.90990990990991	27.48320875757951	APP;BTG2;CDKN1A;IFITM1;TES;CELF1;PTEN;IRS2;LAMC2;FGF2;ETS1;CDC73;CRKL;IGF1R;ING5;FGF8;CCND2;FTH1;IL10;IL11;CSNK2A1;PRMT1;RPL23;IGFBP3;GLP2R;ADAM10;PPP2R5C;OSMR;GNL3;CDC25B;RNF41;BIRC5;KIF20B;EEF1E1;SGK1;CACUL1;BIRC2;CUL3;MAZ;DOT1L;NOP2;TTK;GATA3;TNFRSF11A;DLL1;THBS1;TOB1;EFNB2;PAK1;PDCD10;TP53INP1;ZNF703;S100A13;SMYD2;BRD7;E2F7;FKTN;TFAP2A;CD164;XRCC6;NPM1;XRCC5;CNBP;EIF2AK2;CDC7;SOD2;PML;IL2;VEGFA;SKI;IL4;CDK6;BCL6;BCL2;CALR;FAM98A;SLC25A33;FRK;CDKN3;FGFR1
mitotic cell cycle phase transition (GO:0044772)	32/209	8.119073514931317E-7	1.7803323979685503E-4	0	0	2.909048329966921	40.796143537137944	CDKN1A;CCNI;CUL3;CCNF;PCM1;CCND3;SPAST;CCND2;CCND1;PPP2R1A;CDC27;E2F3;CLASP1;PLK2;TUBB;HAUS4;CDC7;HAUS6;TUBG1;CDC25A;CDC25B;WEE1;MELK;CDK6;CCNE2;CCNE1;UBE2S;CCNG2;CACUL1;ANAPC1;PAFAH1B1;CDKN3
phosphorylation (GO:0016310)	49/400	1.285776336322274E-6	2.639239223048753E-4	0	0	2.2584552461853074	30.634020915372382	APP;GMFB;CCNT1;CERK;PRKAG1;HK1;IKBKB;FASTK;AKT3;CHEK1;TLK1;PRKACB;BRD2;MAP4K2;CSNK2A1;SPHK1;IGFBP3;MINK1;DYRK1A;DYRK1B;ADAM10;YWHAZ;CDC25B;ILF3;MELK;CCNE1;BIRC5;SIK1;ULK1;SGK1;TXK;PIK3R4;PAK1;STK38;FNIP2;MARK1;CDK17;RYK;PLK2;EIF2AK2;HIPK2;CLK2;CDK6;TAOK1;WNK3;POMK;CDK12;FRK;FGFR1
phosphatidylinositol biosynthetic process (GO:0006661)	23/126	1.3373393580181167E-6	2.639239223048753E-4	0	0	3.5795126496451775	48.412294598173894	ARF3;PI4K2B;MTMR2;MTMR3;PIGO;PLEKHA1;SACM1L;MBOAT7;PIK3R4;PTEN;OCRL;PIK3R1;FAM126B;FGF2;DPM1;RUFY1;PIGB;SOCS1;IMPA1;RAB14;SBF1;CDIPT;SOCS5
post-translational protein modification (GO:0043687)	44/345	1.5146779283689454E-6	2.8039970985640176E-4	0	0	2.360937654009613	31.637291095399924	PSMD10;APP;RAB1A;LRR1;CUL3;CCNF;DCUN1D1;MIA3;LAMC1;FSTL1;LTBP1;CST3;PSMB6;DCAF17;LGALS1;CDH2;PSMB1;PSMD1;FEM1C;NAE1;DCAF10;SOCS5;RAB2A;WSB1;ICMT;FBXW7;IGFBP3;RHBDD1;ADAM10;FBXL18;LMO7;UCHL3;PDIA6;LRRC41;FBXW2;CKAP4;KTN1;COPS4;GAN;PSME3;PSMC1;PSMC2;DTL;UBE2M
regulation of mRNA stability (GO:0043488)	25/146	1.6158715677329248E-6	2.8039970985640176E-4	0	0	3.314475224346469	44.20063537624974	PSMD10;CELF1;PSMB6;LARP1;XPO1;KHSRP;EXOSC8;PSMB1;PSMD1;TNPO1;EXOSC1;HSPA8;NPM1;YTHDF3;CIRBP;PUM1;YWHAZ;RC3H2;XRN1;PSME3;PSMC1;PSMC2;VIM;DCP1A;EIF4G1
regulation of translational initiation (GO:0006446)	16/68	1.7360082606833672E-6	2.8039970985640176E-4	0	0	4.916262613025816	65.20892473173966	EIF4A2;EIF5B;NPM1;DDX3X;YTHDF3;DDX1;UHMK1;GLE1;LARP1;CSDE1;EIF4H;EIF4EBP2;EIF3H;EIF3E;PAIP2;EIF4G1
regulation of RNA splicing (GO:0043484)	17/76	1.768387290902538E-6	2.8039970985640176E-4	0	0	4.60599361336281	61.008423845804245	RBM39;CELF1;YTHDC1;DYRK1A;PIK3R1;QKI;CLK2;SETX;HNRNPK;SON;POLR2A;U2AF2;FASTK;TRA2B;RBM12B;METTL4;RBM12
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	23/128	1.7760305919457927E-6	2.8039970985640176E-4	0	0	3.5109560533725057	46.48902443279562	NEK9;PLK2;MIS12;TTK;TUBG1;DYNLL2;CENPA;SKA2;KIF18A;XPO1;KIF2A;ZW10;TAOK1;NUSAP1;BIRC5;KIF2C;CENPN;BUB1;KPNB1;CLASP1;PAFAH1B1;MAD2L1;NUP37
negative regulation of nucleic acid-templated transcription (GO:1903507)	54/464	1.8522065289979952E-6	2.8117919884442644E-4	0	0	2.133287530058399	28.15754564708955	EIF4A2;NAB1;NKAP;EHMT1;SALL1;LBH;SCML1;SUMO1;TRIM28;MYB;JARID2;PIAS4;PRMT6;MSX2;ZNF282;EED;WNT5A;ARID5B;ZBTB33;ZHX1;ILF3;ZNF639;BIRC5;VGLL4;FOXK1;PBXIP1;GATA3;FOXO1;BCLAF1;BTAF1;ZNF703;BRD7;HEXIM1;SMAD2;TFAP2A;HSPA8;PHC2;XRCC6;CBX5;CBX4;PHF10;SMURF2;XRCC5;CBX3;NONO;WWP2;PHC3;PML;IL4;BCL6;SP3;PDCD4;ZNF217;CALR
mitotic spindle organization (GO:0007052)	26/157	1.933012368834051E-6	2.825777711032592E-4	0	0	3.184950552189082	41.90258204764895	VCP;MIS12;TTK;CENPA;SKA2;SPAST;XPO1;ZNF207;BUB1;CLASP1;NEK9;PLK2;KIF23;TUBG1;DYNLL2;KIF18A;KIF2A;ZW10;TAOK1;BIRC5;KIF2C;CENPN;KPNB1;PAFAH1B1;MAD2L1;NUP37
regulation of mRNA catabolic process (GO:0061013)	22/122	2.785389902510689E-6	3.9264049804320323E-4	0	0	3.5241438356164383	45.07775619085071	PSMD10;HSPA8;YTHDF3;ZC3HAV1;PUM1;YWHAZ;RC3H2;PSMB6;XPO1;XRN1;KHSRP;PSME3;PSMC1;EXOSC8;PSMB1;PSMC2;PSMD1;VIM;DCP1A;TNPO1;EXOSC1;EIF4G1
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	16/71	3.194478481442996E-6	4.3477953676743117E-4	0	0	4.647359454855196	58.80808952846661	CDKN1A;DDX3X;PTEN;UBE2E2;CDC73;RBL2;CCND3;WEE1;CCND2;SLFN11;CDK6;CCND1;PSME3;BRD7;E2F7;EIF4G1
cellular response to DNA damage stimulus (GO:0006974)	43/350	5.252633276993024E-6	6.804190032738584E-4	0	0	2.25948161043254	27.468023180556035	RPAIN;BTG2;CDKN1A;VCP;RIF1;MCM7;UBA6;DOT1L;TAF9;FOXO1;UNG;PAK1;STK33;HERC2;TRIM28;CCND1;SUMO1;CHEK1;FNIP2;MCL1;MBD4;RMI2;NPM1;CBX5;XRCC5;CBX3;FANCA;UBE2E2;SPIDR;PML;SETX;RAD51C;SLFN11;BCL6;ERCC3;TAOK1;UBE2T;ERCC1;SPRTN;BCL2;RAD1;DTL;BCL2L2
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	17/82	5.344056017605678E-6	6.804190032738584E-4	0	0	4.17948717948718	50.73699177513082	PSMD10;HEXIM1;CDKN1A;CCNI;CCNT1;CCNF;PTEN;IPO7;ACTB;CDC25A;CCND3;CCND2;CCND1;CCNE2;CCNE1;CCNG2;CDKN3
negative regulation of transcription by RNA polymerase II (GO:0000122)	70/684	6.404587128732016E-6	7.899657936595397E-4	0	0	1.852198697068404	22.149510868403112	RIF1;FHL2;NKAP;OTUD7B;PRDM1;CDC73;GLI2;RPS14;SALL1;SUMO1;CCND1;VPS72;MYB;ZNF202;MSX2;ZNF282;EED;RPL23;ARID5B;DICER1;HCFC2;ZHX1;SAP30;PPM1A;THAP5;TBL1XR1;IRF2;PPID;PSMD10;CBFB;MAZ;SUPT4H1;GATA3;CUX1;NSD1;MIER1;SMYD2;RREB1;FNIP2;ZNF620;LYAR;E2F7;HEXIM1;SMAD2;TFAP2A;ZFHX3;CBX5;CBX4;SMURF2;CNBP;CBX2;IRF2BP1;NFATC3;NR2F1;IRF2BP2;WWP2;GATAD2B;VEGFA;SMAD7;SKI;IL4;KLF7;NR6A1;BCL6;ZNF217;MAFK;HDGF;CALR;CPEB3;FRK
RNA splicing, via transesterification reactions (GO:0000375)	9/25	7.770569472218432E-6	9.289224060667358E-4	0	0	8.951418289585098	105.31493200481921	SF3B3;SCAF11;GEMIN2;KHSRP;TRA2B;PRPF3;SRSF4;SF3B1;SLU7
protein modification by small protein removal (GO:0070646)	36/276	8.001865165003551E-6	9.289224060667358E-4	0	0	2.413778162911612	28.327704413703998	OTUD4;PSMD10;VCP;USP31;PTEN;OTUD7B;TNFAIP3;FOXK1;GATA3;TOMM20;ACTB;PSMB6;STAMBPL1;OTUD6B;PSMB1;USP1;PSMD1;MAP3K7;SMAD2;ZRANB1;USP48;SMURF2;SIAH2;USP9Y;UCHL3;SENP2;SENP3;CDC25A;SMAD7;COPS4;ASXL1;PSME3;PSMC1;PSMC2;BIRC2;OTUD3
protein ubiquitination (GO:0016567)	57/525	8.307400015797138E-6	9.368373674957516E-4	0	0	1.9717224523049766	23.065926702058437	UBE2D2;CCNF;CDC73;NPEPPS;HERC2;CDC27;PSMD1;WSB1;NHLRC3;FBXW7;UBE2E1;UBE2E2;UBE4A;LMO7;UBE4B;UCHL3;RC3H2;FBXW2;RNF41;KCTD10;GAN;PSME3;DTL;THOP1;BIRC2;PSMD10;VCP;CBFB;UBA6;CUL3;UBR3;RNF6;PSMB6;ZNRF2;ZNRF3;RMND5A;TNKS2;RNF138;PSMB1;TRIM44;BRAP;SMURF2;AMFR;SIAH2;IRF2BP1;FBXL18;WWP2;MIB1;UBE2S;PSMC1;UBE2T;PSMC2;BCL2;TRIM35;TPP2;BLMH;NFE2L2
protein targeting to ER (GO:0045047)	19/103	9.298592171979988E-6	0.0010111735503377582	0	0	3.6171160180553863	41.90663132766137	RPL23;RPS5;RPL12;RPLP0;RPL36A;RPL35A;RPL23A;SRP68;SRP9;RPL7;RPS15;RPS14;SEC61A1;SPCS3;RPL18A;RPL27A;SRPRA;MAN1A1;RPL15
protein-containing complex assembly (GO:0065003)	35/267	9.533742055670666E-6	0.0010111735503377582	0	0	2.4265935214211076	28.053054828103452	RAB1A;CD40;CUL3;USO1;SLC2A1;LAMC1;NAPG;CDC73;LMAN1;SCFD1;PARD6B;TFG;OPA1;PPP2R1A;TMED2;KIFAP3;DNM1L;TEAD1;KPNA3;MAGI1;TLE4;TRAPPC2;SEC24A;TRAPPC10;SEC16A;FANCA;ADAM10;PML;CD2AP;ZW10;CAPZA2;GEMIN5;SEC24D;SEC24C;PPID
import into nucleus (GO:0051170)	16/77	9.735139324255084E-6	0.0010111735503377582	0	0	4.188901611416762	48.33895531557358	RPAIN;NUP155;GEMIN2;IPO7;IPO8;NUP50;GEMIN4;GEMIN5;E2F3;NUP88;SNRPD3;TNPO1;HNRNPA1;TNPO2;KPNB1;SNRPB
intracellular protein transport (GO:0006886)	41/336	1.0191142441419744E-5	0.0010313958773406084	0	0	2.2395745747960643	25.741651357082286	ARF3;RPAIN;VPS29;RAB1A;RAB5C;CLTC;USO1;AP2A1;TRAK1;IPO7;RAB22A;NAPG;LMAN1;SCFD1;IPO8;ARL5B;HERC2;XPO1;GGA3;LAMP2;ARFIP2;TMED2;TLK1;NUP88;E2F3;TNPO1;TNPO2;WLS;CTSA;NPM1;RIC1;NUP155;SEC16A;AP3D1;TBC1D9;RAB14;NUP50;SRPRA;CALR;SLU7;KPNB1
regulation of transcription by RNA polymerase II (GO:0006357)	178/2206	1.1282466747264902E-5	0.0011132974062863642	0	0	1.4555102088546905	16.581551681696684	APP;ZNF691;CCNT1;RIF1;PRDM4;ZBTB24;JMJD1C;NUCKS1;PRDM1;GABPB1;ETS1;FGF2;FOXQ1;RPS6KA3;RPS14;SALL1;TRIM28;CCND1;SALL4;MYB;CREB3L2;ZNF449;ZNF202;SOX5;PIAS4;DDX17;ZBTB39;MSX2;ZNF282;RPL23;HGF;WNT5A;ARID5B;ZBTB34;LMO7;DICER1;ZBTB33;HCFC2;SAP30;THAP5;DMTF1;PRKAR1A;TBL1XR1;ATF7;ATF6;SQSTM1;PPID;PSMD10;ZNF275;SRCAP;CBFB;TXK;MAZ;NOP2;SUPT4H1;GATA3;PIK3R1;FOXO1;BCL2L12;ZNF704;MIER1;SMYD2;CAMTA2;HIVEP2;LYAR;RREB1;HEXIM1;TFAP2A;ESRRA;SMAD2;XRCC6;ZFHX3;ZNF142;EGR3;CBX5;PHF10;CBX4;SMURF2;CBX2;NR2F1;NFATC3;IRF2BP1;IRF2BP2;ZBTB12;ZNF35;POU2F2;ZFHX4;FOSL2;SMAD7;SETX;IL4;HNRNPK;MRGBP;BCL6;SP1;MAFG;SP3;REL;CREBRF;HBP1;MAFK;CALR;CDK12;ZNF654;CPEB3;NFE2L1;ZNF410;NFE2L2;CD40;CDKN1A;ZNF131;DDX3X;FHL2;PTEN;NKAP;ZNF43;OTUD7B;TCF20;CDC73;GLI2;IKBKB;SUMO1;VPS72;ZNF367;TEAD1;ACTR3;BRD3;ACTR2;IL11;BRD2;EED;ANXA4;TCF12;CKAP2;PPRC1;ZHX1;TOX4;PPM1A;ZNF639;CTDSP1;IRF2;ITGA6;CRK;NFAT5;PLAG1;WBP2;DOT1L;TAF9;FOXK1;TRAK1;DLL1;BCLAF1;CUX1;PLAGL1;NSD1;PLAGL2;E2F3;BRD7;ZNF620;FNIP2;E2F7;NPM1;CNBP;WWP2;SOD2;GATAD2B;VEGFA;HIPK2;SKI;ASXL1;KLF7;NR6A1;ZNF217;HDGF;AGRN;FRK;TNRC6A;TNRC6B
negative regulation of apoptotic signaling pathway (GO:2001234)	16/78	1.1578503768350804E-5	0.0011146427896019664	0	0	4.121118865747101	46.842121877212456	PSMD10;DDX3X;CSNK2A1;HGF;SIAH2;MAZ;HTT;THBS1;IL4;OPA1;PSME3;PPIF;BCL2;ITGA6;BCL2L2;MCL1
positive regulation of Wnt signaling pathway (GO:0030177)	24/153	1.2300652554896657E-5	0.0011315385932586543	0	0	2.980733176433045	33.69974675519331	PSMD10;CSNK1G3;MACF1;KANK1;VCP;ZRANB1;DDX3X;CSNK2A1;SMURF2;TNFAIP3;CDC73;COL1A1;PSMB6;SKI;PPM1A;SALL1;TNKS2;TBL1XR1;PSME3;PSMC1;PSMB1;PSMC2;PSMD1;WLS
regulation of cyclin-dependent protein kinase activity (GO:1904029)	13/54	1.232737763114318E-5	0.0011315385932586543	0	0	5.056199100648611	57.153696823501356	CDKN1A;CCNI;CCNT1;CCNF;ACTB;CDC25A;CCND3;CCND2;CCND1;CCNE2;CCNE1;CCNG2;CDKN3
stress granule assembly (GO:0034063)	8/21	1.5541333435634767E-5	0.001394128251601146	0	0	9.786281400494598	108.35378018298395	ATXN2L;DDX3X;YTHDF3;CSDE1;OGFOD1;CIRBP;PRRC2C;EIF2S1
