PROBEID	ID	SYMBOL	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
TC0100006432.hg.1	NR_046018	DDX11L1	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 1	0.00416354154119158	2.1845185943042	0.0245159768849697	0.980566906964425	0.996289189377303	-6.45021395991936
TC0100006434.hg.1	NR_036267	MIR1302-10	microRNA 1302-10	0.0346286699507881	1.82553803858701	0.322255599168053	0.748991983347911	0.941701261166854	-6.39862383316748
TC0100006467.hg.1	NR_103536	FAM87B	family with sequence similarity 87, member B	0.0744228464022614	3.24642576685082	0.545550348651568	0.588503218565807	0.889759708970821	-6.30217703282888
TC0100006469.hg.1	NR_047519	LINC01128	long intergenic non-protein coding RNA 1128	0.268180196934742	6.1892922287348	0.777583589910404	0.441538156505252	0.826440800340881	-6.15037087248203
TC0100006490.hg.1	NR_038869	LINC01342	long intergenic non-protein coding RNA 1342	0.278278989335969	2.14722532944331	2.2977469467855	0.0270641629442772	0.270661226510297	-3.97799361306957
TC0100006510.hg.1	NR_015434	LOC148413	uncharacterized LOC148413	-0.52447929389626	4.68231106535135	-3.3786406888035	0.00167184140681258	0.0460969069928879	-1.46184741259486
TC0100006605.hg.1	NR_036215	MIR4251	microRNA 4251	0.208578120266323	1.89995864274739	1.77388307146701	0.0839442656373763	0.466924515500003	-4.9382095988108
TC0100006629.hg.1	NR_024455	LINC01134	long intergenic non-protein coding RNA 1134	0.318397442531665	3.64218499958869	2.04453642000065	0.0477397467864303	0.359602957431374	-4.46684708539848
TC0100006631.hg.1	NR_040065	LINC01346	long intergenic non-protein coding RNA 1346	-0.0961694912059325	3.01498879103344	-0.814532292221426	0.420319883170939	0.815295644990869	-6.12142182140959
TC0100006639.hg.1	NR_027088	LOC284661	uncharacterized LOC284661	0.114015449364108	1.29714489653033	0.889009718383457	0.379485803119583	0.792040251191522	-6.05913592139222
TC0100006668.hg.1	NR_039612	MIR4417	microRNA 4417	0.253354001374299	5.89579437709244	2.34278317772912	0.0243729086212126	0.255583040333319	-3.88649425354101
TC0100006682.hg.1	NR_103534	LINC00337	long intergenic non-protein coding RNA 337	-0.105071974538898	4.03883816079297	-0.75215419589804	0.4565048919864	0.834555712423288	-6.16953840432496
TC0100006704.hg.1	NR_104620	LOC100505887	uncharacterized LOC100505887	-0.0397337426657485	2.33914743902978	-0.227575684038446	0.82117311301309	0.962220798245033	-6.42461824948871
TC0100006736.hg.1	NR_125998	LOC102724539	uncharacterized LOC102724539	0.205628782413923	2.39272919518583	1.48097216588401	0.146703300828543	0.582044788775303	-5.38375480363879
TC0100006743.hg.1	NR_125999	LOC102724552	uncharacterized LOC102724552	0.0261210682533266	1.55206612891344	0.19207371751262	0.848687892918483	0.968946321357539	-6.43206412328523
TC0100006758.hg.1	NR_038351	ENO1-AS1	ENO1 antisense RNA 1	0.0708711471051231	3.18189283811214	0.587283333834957	0.560421442323639	0.879229793095197	-6.27872091823578
TC0100006804.hg.1	NR_049882	MIR5697	microRNA 5697	-0.0716798374532611	0.889614562446715	-0.690903028179087	0.4937464026625	0.851113123152607	-6.21316308400325
TC0100006813.hg.1	NR_036176	MIR1273D	microRNA 1273d	0.127282309452255	10.0561816651074	1.75455053307178	0.0872447390803013	0.475237380695552	-4.96974054251002
TC0100006815.hg.1	NR_104080	RNU6-9	RNA, U6 small nuclear 9	0.367037829422746	7.20131151133084	2.90553226466963	0.00603148625461735	0.110357188500183	-2.63895806694423
TC0100006847.hg.1	NR_046600	MTOR-AS1	MTOR antisense RNA 1	-0.0399478206853243	1.52356774444757	-0.268323518373115	0.78987419289609	0.953156673885803	-6.41452401814456
TC0100006860.hg.1	NR_104624	LOC101929181	uncharacterized LOC101929181	0.0459755475254653	3.38219196334711	0.322818228947867	0.748569102431142	0.941557668296369	-6.3984427306604
TC0100006873.hg.1	NR_002754	RNU5E-1	RNA, U5E small nuclear 1	-0.40844205464372	5.25496280205334	-0.958798631385085	0.343607014401654	0.769924370479683	-5.99603800234379
TC0100006878.hg.1	NR_106787	MIR6729	microRNA 6729	0.0094880148358456	5.61109333867043	0.123757251117917	0.902147458010342	0.98114057017313	-6.44285274735694
TC0100006891.hg.1	NR_003022	SNORA59B	small nucleolar RNA, H/ACA box 59B	0.295253984662792	4.0682102128071	1.63344496107466	0.110478955235495	0.522031217659939	-5.16052029550901
TC0100006918.hg.1	NR_111947	PRAMEF34P	PRAME family member 34, pseudogene	0.0681008255155395	1.49370186168509	0.67334007262282	0.504728994201696	0.855353230087752	-6.22500605948223
TC0100007008.hg.1	NR_039973_4	MIR5096	Homo sapiens microRNA 5096 (MIR5096), microRNA.	0.0339079398114084	10.8592363495634	0.419395595760111	0.677243989569879	0.921048042336252	-6.36270850628734
TC0100007051.hg.1	NR_037446	MIR3675	microRNA 3675	0.165137723731462	1.44681664412524	1.48125252944885	0.146628906055206	0.581873053531722	-5.38336206875457
TC0100007058.hg.1	NR_027504	MST1P2	macrophage stimulating 1 (hepatocyte growth factor-like) pseudogene 2	0.0442680803826443	5.50501537329673	0.325779686498049	0.746344524908214	0.940913387007918	-6.39748430087054
TC0100007104.hg.1	NR_039768	MIR3972	microRNA 3972	-0.0123202448797644	4.80880004599064	-0.11307052401241	0.910558642069305	0.982872315317035	-6.4441186539998
TC0100007135.hg.1	NR_125946	LOC101927876	uncharacterized LOC101927876	0.126358932963788	3.79382637790791	0.791738367676011	0.433335205581515	0.821927796376198	-6.13943426770797
TC0100007173.hg.1	NR_077246	RPS14P3	ribosomal protein S14 pseudogene 3	-0.111480631343611	3.53697606141558	-0.932840976817862	0.356680722846339	0.777734408452343	-6.020038843738
TC0100007228.hg.1	NR_038404	LOC100506801	uncharacterized LOC100506801	0.118652253153504	2.72565697742353	0.880907537842505	0.383801287692242	0.794534693019502	-6.06616555192855
TC0100007267.hg.1	NR_023918	LINC00339	long intergenic non-protein coding RNA 339	-0.216667177993612	4.77610453178689	-0.8470939591729	0.402146443859698	0.805281633800553	-6.09483524029164
TC0100007276.hg.1	NR_039613	MIR4418	microRNA 4418	0.277071497378696	5.80867754133151	2.43718239847695	0.0194990930261575	0.225562919952829	-3.69044871172373
TC0100007296.hg.1	NR_039832	MIR4684	microRNA 4684	0.193628814637512	3.14080175835412	1.71174686386423	0.094940483057002	0.491613682985996	-5.03850567646705
TC0100007315.hg.1	NR_033690	ZNF436-AS1	ZNF436 antisense RNA 1	-0.197350837441276	4.70624062570849	-1.63118700261071	0.110956330817161	0.522702570936679	-5.16396549496525
TC0100007321.hg.1	NR_110799	LOC101928163	uncharacterized LOC101928163	-0.00418900903205355	3.65534981487516	-0.0302576954881312	0.976016905119004	0.995277565050244	-6.45005660122731
TC0100007341.hg.1	NR_039615	MIR378F	microRNA 378f	-0.0980415880968211	1.3703114148104	-0.73893591663486	0.464400331493954	0.83782777732016	-6.17925745414589
TC0100007354.hg.1	NR_027087	LOC284632	uncharacterized LOC284632	0.0391486630200075	1.90222209984014	0.302567164993657	0.76383863557801	0.946103772057353	-6.40476333171991
TC0100007384.hg.1	NR_039623	MIR4425	microRNA 4425	-0.34099519511326	2.49324486674282	-2.01928674309005	0.0504160731946155	0.368574628119418	-4.51312330496471
TC0100007470.hg.1	NR_031740	MIR1976	microRNA 1976	0.193931413679433	3.98827330547402	1.24124530898013	0.221979792973955	0.672928386125052	-5.69491150452399
TC0100007508.hg.1	NR_033926	ACTG1P20	actin gamma 1 pseudogene 20	-0.0126299170488791	4.38690758940116	-0.109290580613711	0.913536262580046	0.983555450870362	-6.44453907829026
TC0100007539.hg.1	NR_002997	SCARNA1	small Cajal body-specific RNA 1	-0.00905387680902225	1.17834409726373	-0.0679054130584918	0.946210255068792	0.989465059181614	-6.44820758425177
TC0100007567.hg.1	NR_004407	RNU11	RNA, U11 small nuclear	-0.19651967511851	5.82568602427224	-1.28387012000509	0.206814442790224	0.657247050958561	-5.64323738931227
TC0100007614.hg.1	NR_034182	MATN1-AS1	MATN1 antisense RNA 1	0.142396412533161	2.79353560629612	1.04909123905742	0.300638018084585	0.73925513261129	-5.90768461421728
TC0100007641.hg.1	NR_034112	LINC01225	long intergenic non-protein coding RNA 1225	0.262870333290267	3.49265221814941	1.84063491109112	0.0733451238276613	0.437978655097077	-4.82710410196169
TC0100007643.hg.1	NR_027085	LINC01226	long intergenic non-protein coding RNA 1226	-0.0223931230133307	1.91926143577025	-0.173419513556283	0.863224796669245	0.972459600632303	-6.43547257625188
TC0100007661.hg.1	NR_049850	MIR5585	microRNA 5585	-0.0456532978873936	2.09520588903881	-0.378892646254725	0.70683661344581	0.930277324944995	-6.37881871296692
TC0100007721.hg.1	NR_125978	LOC101929464	uncharacterized LOC101929464	0.0540238075010087	2.8268265143063	0.377003169146476	0.708228867046513	0.93088674020225	-6.37953066615407
TC0100007735.hg.1	NR_038372	CSMD2-AS1	CSMD2 antisense RNA 1	0.0735912529823823	1.4806961782829	0.554215270932774	0.58261737841474	0.887392534751881	-6.29744671496265
TC0100007827.hg.1	NR_036217	MIR4255	microRNA 4255	0.0911139024150118	1.78295836498258	0.605514055325864	0.548369208168476	0.873920334396262	-6.26794168390125
TC0100007863.hg.1	NR_037432	MIR3659	microRNA 3659	-0.0200351623562696	1.58082928396173	-0.143856185689492	0.88635987193459	0.97783828384466	-6.44016270035221
TC0100007913.hg.1	NR_125979	LOC101929516	uncharacterized LOC101929516	0.223431536968375	1.65631470065441	1.25322090665974	0.217637686971276	0.668522939044021	-5.68055550386498
TC0100007969.hg.1	NR_029846	MIR30E	microRNA 30e	0.183358084786672	1.14193305376668	1.30528208002292	0.199497460983198	0.650347472498665	-5.6166764355034
TC0100007970.hg.1	NR_029833	MIR30C1	microRNA 30c-1	-0.0561824695499009	1.79560020525796	-0.425950242136082	0.672501765609367	0.91937108392403	-6.35994906093971
TC0100007982.hg.1	NR_037868	SLFNL1-AS1	SLFNL1 antisense RNA 1	0.0425972503196006	1.06344065091103	0.381758994956947	0.704726501470863	0.929705341472105	-6.37773193195274
TC0100008035.hg.1	NR_104171	LOC339539	uncharacterized LOC339539	0.155555984157227	2.40707412558992	1.12530751131262	0.26738338484756	0.713906764097455	-5.82728046202773
TC0100008044.hg.1	NR_033967	SLC2A1-AS1	SLC2A1 antisense RNA 1	0.381445083425689	2.89949685701762	2.2996870680648	0.0269429430866185	0.270040105954119	-3.97407939367972
TC0100008063.hg.1	NR_106793	MIR6735	microRNA 6735	0.160404587499772	3.85883035427744	0.891392831380181	0.378222403510862	0.791366481769538	-6.05705653206447
TC0100008096.hg.1	NR_049849	MIR5584	microRNA 5584	-0.149537355987735	1.02457229856957	-1.22148328370003	0.229285535447589	0.680254814761598	-5.71832363591896
TC0100008118.hg.1	NR_024270	LINC01144	long intergenic non-protein coding RNA 1144	0.0951311564954787	3.22180273220662	0.734949384288306	0.466796949935297	0.839029818342685	-6.18215579126905
TC0100008144.hg.1	NR_125987	LOC101929626	uncharacterized LOC101929626	0.15819443590684	1.04557319801216	1.24556169714139	0.220407385075094	0.671127822732048	-5.68975177440245
TC0100008160.hg.1	NR_045483	FAAHP1	fatty acid amide hydrolase pseudogene 1	0.0839847976163357	1.96293042817015	0.736723468825764	0.465729528504198	0.838569415268112	-6.18086785608965
TC0100008166.hg.1	NR_038403	MKNK1-AS1	MKNK1 antisense RNA 1	-0.0269609176480632	2.51807777731317	-0.197547196445764	0.844432392148829	0.967808191024418	-6.43099812722689
TC0100008171.hg.1	NR_038827	EFCAB14-AS1	EFCAB14 antisense RNA 1	-0.0812564957312438	1.07054536852195	-0.683260660387784	0.498508987337828	0.853082071636692	-6.2183530135559
TC0100008186.hg.1	NR_047498	LINC00853	long intergenic non-protein coding RNA 853	-0.113868670296397	1.40295839858041	-0.98423643435299	0.331107513821122	0.761239237268198	-5.97190953123728
TC0100008235.hg.1	NR_125988	LOC101929721	uncharacterized LOC101929721	0.236894148218461	1.08197212783977	1.80295988720158	0.0791784136829051	0.454796481326213	-4.89023661931617
TC0100008263.hg.1	NR_039617	MIR4421	microRNA 4421	-0.0738964583349446	1.19484737457091	-0.4531014577231	0.653003739585964	0.913134892451111	-6.34806749415339
TC0100008264.hg.1	NR_106754	MIR6500	microRNA 6500	0.0445936592628415	1.7548670164136	0.222695282888103	0.824942835378467	0.963180739990789	-6.42571632765726
TC0100008278.hg.1	NR_123731	TTC39A-AS1	TTC39A antisense RNA 1	0.0827054416965525	3.43792538863326	0.640152439312384	0.525842323021323	0.864325254908756	-6.246571533151
TC0100008305.hg.1	NR_126385	TXNDC12-AS1	TXNDC12 antisense RNA 1	-0.112895313829804	1.1276068200681	-1.07616415460593	0.28851130016544	0.729542953688556	-5.87973080978424
TC0100008337.hg.1	NR_039971	MIR1273F	microRNA 1273f	0.140223558610043	5.25169571512483	1.2577916430379	0.215997266997164	0.666860628620061	-5.67504279294148
TC0100008338.hg.1	NR_039970	MIR5095	microRNA 5095	0.0564403959384805	9.24520566355894	0.748284127669448	0.458808380380317	0.835531100416393	-6.17240128350516
TC0100008339.hg.1	NR_039972	MIR1273G	microRNA 1273g	0.125098525359808	5.6898757652711	1.39973194759883	0.169552056971388	0.612957799824586	-5.49475171028287
TC0100008349.hg.1	NR_038953	LOC100507564	uncharacterized LOC100507564	-0.0986186855852327	2.96127796197992	-0.642981247738255	0.524024559024228	0.863482185166907	-6.24477490744294
TC0100008356.hg.1	NR_131923	LOC105378732	uncharacterized LOC105378732	0.305693957890335	2.20048397027385	2.70455621104193	0.0101092616037634	0.153554365703867	-3.10546545506946
TC0100008385.hg.1	NR_103541	SSBP3-AS1	SSBP3 antisense RNA 1	0.0830167926571936	1.95711234307288	0.499603873086765	0.620180248605826	0.901769980686112	-6.32603241016091
TC0100008420.hg.1	NR_038320	LOC100507634	uncharacterized LOC100507634	-0.163181654469565	2.16233830806325	-0.934359045873989	0.355907281605575	0.777424734585331	-6.01865251931988
TC0100008423.hg.1	NR_039618	MIR4422	microRNA 4422	-0.0159932458849932	1.48305998085021	-0.106613512866522	0.915645867284771	0.983853127962072	-6.44482819424779
TC0100008467.hg.1	NR_104362	DAB1-AS1	DAB1 antisense RNA 1	-0.1146014571814	1.76796615917565	-0.817250131402526	0.418784068703913	0.814632150569804	-6.11924115654495
TC0100008489.hg.1	NR_034014	LINC01135	long intergenic non-protein coding RNA 1135	0.147013370454935	2.80542086634309	0.93051950505644	0.357865616405004	0.778501778769067	-6.02215468473397
TC0100008493.hg.1	NR_110626	LINC01358	long intergenic non-protein coding RNA 1358	0.0643790150230121	1.80246940863018	0.343449058906537	0.73311791931617	0.937278058678306	-6.39158505862434
TC0100008502.hg.1	NR_110627	LOC101926944	uncharacterized LOC101926944	-0.260309288196516	1.02585462519045	-1.88746121427525	0.0666077178921546	0.41974328105314	-4.74712126758771
TC0100008535.hg.1	NR_073400	MGC34796	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene	0.255163185538772	4.14251585657442	1.74699438911248	0.0885639834592706	0.47786147153726	-4.9819847441163
TC0100008542.hg.1	NR_036058	MIR3116-1	microRNA 3116-1	0.141411121912145	2.79756283536639	0.88475649439209	0.38174732910767	0.793467359435577	-6.06283381129182
TC0100008604.hg.1	NR_039957	MIR4794	microRNA 4794	0.0463804500872566	0.8557819985504	0.512381280627249	0.611293674147127	0.898097492068366	-6.31960596600446
TC0100008633.hg.1	NR_036060	MIR3117	microRNA 3117	0.218784067877352	1.86251690723914	1.29819140523284	0.201898444745316	0.652574190844452	-5.62551672733687
TC0100008667.hg.1	NR_040077	GNG12-AS1	GNG12 antisense RNA 1	0.244564369908723	2.25032352705025	1.8444320982067	0.0727779827010789	0.436448000273522	-4.82068054720866
TC0100008678.hg.1	NR_110671	DEPDC1-AS1	DEPDC1 antisense RNA 1	0.0679999858049927	1.26229569003354	0.460579088664387	0.647676084679152	0.911054071767719	-6.34466769715047
TC0100008691.hg.1	NR_023916	PIN1P1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1 pseudogene 1	-0.0418038696102343	5.03716855873727	-0.275963669087971	0.784043012855604	0.951338789636031	-6.41244735695912
TC0100008707.hg.1	NR_125938	LOC101927244	uncharacterized LOC101927244	-0.0142284287640699	1.08495465023298	-0.112101849417389	0.911321585194555	0.983084352623201	-6.4442277561029
TC0100008715.hg.1	NR_038420	ZRANB2-AS1	ZRANB2 antisense RNA 1	0.123820352009047	1.2055123923885	1.07715513236519	0.288074004761356	0.729465801279704	-5.8786948713794
TC0100008716.hg.1	NR_046217	ZRANB2-AS2	ZRANB2 antisense RNA 2 (head to head)	0.169120666512114	1.73114740853053	1.05213862576717	0.299255630589126	0.738229156803305	-5.90457159747774
TC0100008739.hg.1	NR_110676	LINC01360	long intergenic non-protein coding RNA 1360	0.0607560356308985	1.40904718589337	0.345162303979722	0.731839743717736	0.936883607460153	-6.39099659486602
TC0100008750.hg.1	NR_121670	ERICH3-AS1	ERICH3 antisense RNA 1	0.0605101001918826	1.22410626106071	0.578009860554554	0.566602867104841	0.881367818463089	-6.28407987594409
TC0100008777.hg.1	NR_125939	LOC101927342	uncharacterized LOC101927342	0.0961595344471036	1.18867249088081	0.804243765068868	0.42616485707325	0.818318403478405	-6.12961329518089
TC0100008790.hg.1	NR_106978	MIR7156	microRNA 7156	0.379424065847553	3.82596969019301	2.46970855823524	0.0180365161619663	0.215190991856116	-3.62159263250374
TC0100008811.hg.1	NR_027310	MGC27382	uncharacterized MGC27382	0.164955379877729	1.81941459443688	1.13954479114501	0.261474084877878	0.709016004580711	-5.8116757715003
TC0100008839.hg.1	NR_125940	LOC101927412	uncharacterized LOC101927412	-0.0837577054440906	1.45128554660084	-0.754137958219183	0.455326767849198	0.833925209103734	-6.16806536174883
TC0100008899.hg.1	NR_039619	MIR4423	microRNA 4423	-0.00630838606148276	0.978047584834717	-0.0584002159887857	0.953730092492664	0.991059440824565	-6.44880823696995
TC0100008907.hg.1	NR_045484	LOC646626	uncharacterized LOC646626	-0.168675779192622	2.97531949112146	-1.18443745000793	0.24345701920242	0.694226299626475	-5.76127497192902
TC0100008925.hg.1	NR_024604	CLCA3P	chloride channel accessory 3, pseudogene	0.114994995431642	1.05142289258988	1.25134717632731	0.218312845179902	0.669192172070789	-5.68281005151287
TC0100008977.hg.1	NR_003133	GBP1P1	guanylate binding protein 1, interferon-inducible pseudogene 1	-0.891254819827714	4.13939431348947	-2.47801448171873	0.0176793846604683	0.213101566353758	-3.60390393529984
TC0100009068.hg.1	NR_034091	LOC100129046	uncharacterized LOC100129046	-0.140828203661278	2.64701347110394	-0.71831322702181	0.476874856770809	0.843772529420084	-6.19408625560764
TC0100009073.hg.1	NR_030621	MIR760	microRNA 760	0.198143219988126	4.01214326460636	1.51645704023285	0.137523313259631	0.567839830992446	-5.33352304736739
TC0100009112.hg.1	NR_033998	LOC729970	hCG2028352-like	0.0226571877494752	2.75708608789676	0.119685778073526	0.905350693763419	0.981741803423283	-6.44334849926186
TC0100009120.hg.1	NR_033966	FLJ31662	uncharacterized LOC440594	-0.0302496581503386	2.19093584533226	-0.243592773655491	0.808831766590885	0.958781384627696	-6.42084767331128
TC0100009121.hg.1	NR_110621	LOC100996635	uncharacterized LOC100996635	0.151315792267331	2.40771988248347	0.975082911941619	0.335569697603857	0.764610771967045	-5.98066110921236
TC0100009130.hg.1	NR_125991	LOC102723661	uncharacterized LOC102723661	-0.0357899226403242	1.12620674762343	-0.258490305084355	0.797397168324043	0.955164080413593	-6.41711128823104
TC0100009153.hg.1	NR_046590	DPYD-AS1	DPYD antisense RNA 1	0.212955437789201	1.1675058274333	1.54492105557322	0.130497183951926	0.556571632824383	-5.29246969703864
TC0100009161.hg.1	NR_046591	DPYD-AS2	DPYD antisense RNA 2	-0.0498327418695714	1.03851433740574	-0.508313719473941	0.614116267398126	0.899109230633693	-6.32166913039106
TC0100009172.hg.1	NR_046088	LOC729987	uncharacterized LOC729987	-0.0448196041399891	1.82098376239797	-0.372586752894097	0.711487033073773	0.93170695713269	-6.38118098827088
TC0100009179.hg.1	NR_033940	LOC100129620	uncharacterized LOC100129620	0.175848113961507	3.13242355025181	1.27304892047491	0.210588470967261	0.661514222283845	-5.65650767238113
TC0100009212.hg.1	NR_030279	MIR553	microRNA 553	0.0595480818138525	1.06822217508519	0.537891345782595	0.593729414877003	0.891901712939202	-6.30629710585431
TC0100009231.hg.1	NR_109849	LOC102606465	uncharacterized LOC102606465	-0.299271347652463	1.51620603254494	-1.57931657876221	0.122396178484965	0.542884190125458	-5.24196550698479
TC0100009246.hg.1	NR_126402	LINC01307	long intergenic non-protein coding RNA 1307	0.0538870668253211	1.75847714191982	0.339611373581839	0.735983831848218	0.937989504221668	-6.39289266280676
TC0100009254.hg.1	NR_033424	DNAJA1P5	DnaJ (Hsp40) homolog, subfamily A, member 1 pseudogene 5	-0.441789493996489	1.27549409387145	-3.23005806512974	0.00252502354295049	0.0618091728063983	-1.84247570298972
TC0100009312.hg.1	NR_107006	MIR7852	microRNA 7852	-0.00251819130383168	0.739537514460426	-0.030394445687442	0.975908547248274	0.995266205874606	-6.45005245121654
TC0100009313.hg.1	NR_046653	VAV3-AS1	VAV3 antisense RNA 1	-0.045343758179818	2.26116641072193	-0.402534588135272	0.689503610455629	0.924700222031705	-6.36961197718459
TC0100009332.hg.1	NR_034168	SPATA42	spermatogenesis associated 42 (non-protein coding)	-0.142760937896957	1.27045541015276	-1.30268128345113	0.200375591622078	0.651378389448568	-5.61992408703016
TC0100009340.hg.1	NR_003023	SCARNA2	small Cajal body-specific RNA 2	0.135952531315676	4.59622169245113	1.11704965928289	0.270854286513418	0.71636891879781	-5.8362473681227
TC0100009368.hg.1	NR_126382	LINC01397	long intergenic non-protein coding RNA 1397	0.107102666731528	1.53510256606004	0.784870540139699	0.437303746557081	0.823598912922155	-6.14476450292215
TC0100009387.hg.1	NR_003599	CYMP	chymosin pseudogene	0.145381711087986	1.42891053227478	1.32760571846908	0.19207993601694	0.64139532059155	-5.5885575529616
TC0100009405.hg.1	NR_003928	CHIAP2	chitinase, acidic pseudogene 2	-0.0367944876500612	2.494130775605	-0.224270070853562	0.823725973574557	0.962926835093707	-6.42536459855287
TC0100009427.hg.1	NR_038951	FAM212B-AS1	FAM212B antisense RNA 1	0.100403536778477	2.94696501369266	0.627284736570768	0.534153062122048	0.868127141339353	-6.25464616968659
TC0100009431.hg.1	NR_046619	KCND3-AS1	KCND3 antisense RNA 1	-0.036867800009031	3.906324573332	-0.225556040140106	0.822732612588145	0.962674034657453	-6.42507554370285
TC0100009462.hg.1	NR_002796	AKR7A2P1	aldo-keto reductase family 7, member A2 pseudogene 1	0.153958967431822	3.32656245307903	1.38702422037756	0.173364659231687	0.618187618228705	-5.51160480762547
TC0100009463.hg.1	NR_103743	SLC16A1-AS1	SLC16A1 antisense RNA 1	-0.293906051214569	4.56350046649944	-1.54223177995479	0.131148389331737	0.557566516863241	-5.29637721878654
TC0100009477.hg.1	NR_037864	AP4B1-AS1	AP4B1 antisense RNA 1	0.0677363075102033	1.02515441669317	0.512156539648517	0.611449472172514	0.898219350469835	-6.31972038329052
TC0100009531.hg.1	NR_125969	LOC101928995	uncharacterized LOC101928995	-0.00655692388714368	1.20548455252825	-0.0564913651030316	0.955240778580293	0.991287268771446	-6.44891796257361
TC0100009551.hg.1	NR_031564	MIR320B1	microRNA 320b-1	-0.059488398700912	1.06234789834556	-0.551332334342476	0.584572506240709	0.888205872468153	-6.29902869829769
TC0100009562.hg.1	NR_030640	MIR942	microRNA 942	-0.0332144587036503	1.39227833183673	-0.282673695817596	0.778932089773539	0.949697881174568	-6.41057562129467
TC0100009567.hg.1	NR_126408	LINC01525	long intergenic non-protein coding RNA 1525	0.128284354930807	1.33307007571827	0.956732338605478	0.344635921937005	0.770647361552662	-5.99797152878304
TC0100009595.hg.1	NR_126447	WARS2-IT1	WARS2 intronic transcript 1	0.0318495522811706	1.04442681646938	0.345804823890458	0.731360587386649	0.936733415760418	-6.39077515249422
TC0100009597.hg.1	NR_125974	LOC101929147	uncharacterized LOC101929147	-0.0883319273418905	3.8843719289367	-0.472636882923224	0.639124621263832	0.908389620880944	-6.33906958869419
TC0100009609.hg.1	NR_046780	HAO2-IT1	HAO2 intronic transcript 1	0.114456154774472	1.47991133883049	0.887081733348218	0.380509889345331	0.792751044644508	-6.06081428140576
TC0100009617.hg.1	NR_033781	HSD3BP4	hydroxy-delta-5-steroid dehydrogenase, 3 beta, pseudogene 4	0.0770015326465472	1.56050128960552	0.516920293245432	0.608150997998505	0.8971984158199	-6.31728452613771
TC0100009653.hg.1	NR_104073	RNVU1-4	RNA, variant U1 small nuclear 4	-0.0512268428199856	1.7305902313018	-0.476951876763813	0.636076392031547	0.907339937412399	-6.33703151749915
TC0100009666.hg.1	NR_003955	EMBP1	embigin pseudogene 1	-0.290389168807934	3.86024799320556	-1.17263875814181	0.248102136744365	0.69802151399365	-5.7746968021835
TC0100009696.hg.1	NR_111933_2	LOC388692	Homo sapiens uncharacterized LOC388692 (LOC388692), long non-coding RNA.	-0.0805028526618763	3.32692629876179	-0.361940041454074	0.719363976672996	0.933636918348245	-6.38508006528754
TC0100009697.hg.1	NR_027484	FCGR1C	Fc fragment of IgG, high affinity Ic, receptor (CD64), pseudogene	-0.0592148085663964	2.39720731541154	-0.429790524697628	0.669729618615124	0.918606454794676	-6.35831264746277
TC0100009700.hg.1	NR_120535	SRGAP2D	SLIT-ROBO Rho GTPase activating protein 2D (pseudogene)	-0.0829585015414445	7.33184481920127	-0.879616411077836	0.384491856715289	0.79486410704259	-6.06728005690439
TC0100009707.hg.1	NR_104076	RNVU1-15	RNA, variant U1 small nuclear 15	-0.43432930739775	5.54028134170818	-1.58577854566601	0.120920740486894	0.540235432843165	-5.23236838277918
TC0100009716.hg.1	NR_104189_2	SRGAP2-AS1	Homo sapiens SRGAP2 antisense RNA 1 (SRGAP2-AS1), long non-coding RNA.	-0.00451282765962446	1.1442008651201	-0.0413989044424908	0.967190549238045	0.993640135541634	-6.44965715428701
TC0100009718.hg.1	NR_111000_2	LOC101060524	Homo sapiens D(1B) dopamine receptor-like (LOC101060524), non-coding RNA.	-0.123584008352047	1.94870352274463	-0.967459271611624	0.33931666273795	0.767225487623885	-5.98789062807263
TC0100009719.hg.1	NR_027354	LOC645166	lymphocyte-specific protein 1 pseudogene	0.460177809522229	5.86533048736341	3.19146513018939	0.00280670044499542	0.0663060877304426	-1.93977906717034
TC0100009731.hg.1	NR_104075	RNVU1-14	RNA, variant U1 small nuclear 14	-0.599728984291456	5.97070571694629	-1.90819000934842	0.0637986059236636	0.411766180345104	-4.71118407748989
TC0100009749.hg.1	NR_002328	GNRHR2	gonadotropin releasing hormone receptor 2, pseudogene	-0.176754842683165	3.38301007468795	-1.32510917066128	0.192898858411093	0.642379770856618	-5.59172379570356
TC0100009754.hg.1	NR_125967	LOC101928979	uncharacterized LOC101928979	-0.41598479425144	1.87240094282203	-2.14325540856683	0.0384318294412992	0.323773403110879	-4.28154542710579
TC0100009760.hg.1	NR_002212	NUDT4P1	nudix hydrolase 4 pseudogene 1	-0.963497050440189	8.87609689323606	-5.12268981481808	8.63753583382819e-06	0.000910649627100678	3.50019673274917
TC0100009762.hg.1	NR_004400_6	RNVU1-18	Homo sapiens RNA, variant U1 small nuclear 18 (RNVU1-18), small nuclear RNA.	-0.193429523071625	10.3339601977031	-0.745569993415644	0.460427880664055	0.836064161365194	-6.17440050821936
TC0100009766.hg.1	NR_120328	CH17-408M7.1	uncharacterized LOC102724558	-0.220462479423501	3.89646297175877	-1.29386592367664	0.20337381449471	0.654339908913306	-5.63088789121886
