Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of phosphatidylinositol biosynthetic process (GO:0010511)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	PDGFA
regulation of platelet-derived growth factor receptor-beta signaling pathway (GO:2000586)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	HIP1
regulation of ribonuclease activity (GO:0060700)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	NPM1
regulation of skeletal muscle tissue development (GO:0048641)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	FLOT1
regulation of systemic arterial blood pressure by endothelin (GO:0003100)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	EDN3
folate transmembrane transport (GO:0098838)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	SLC25A32
G protein-coupled opioid receptor signaling pathway (GO:0038003)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	OPRM1
response to salt stress (GO:0009651)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	ZFP36L1
histone-threonine phosphorylation (GO:0035405)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	PRKCB
rRNA transport (GO:0051029)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	NPM1
sinoatrial node cell differentiation (GO:0060921)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	SHOX2
leukotriene B4 metabolic process (GO:0036102)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	CYP4F11
meiotic mismatch repair (GO:0000710)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	MSH6
tonic smooth muscle contraction (GO:0014820)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	EDN3
menaquinone metabolic process (GO:0009233)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	CYP4F11
transcription initiation from RNA polymerase III promoter (GO:0006384)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	CRCP
microtubule nucleation by microtubule organizing center (GO:0051418)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	CENPJ
mitochondrial DNA repair (GO:0043504)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	PARP1
negative regulation of cardiac muscle cell proliferation (GO:0060044)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	VGLL4
negative regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043371)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	HMGB1
negative regulation of cell volume (GO:0045794)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	P2RX7
negative regulation of heterochromatin assembly (GO:0031452)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	AICDA
negative regulation of histone deacetylation (GO:0031064)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	KDM5A
negative regulation of histone H3-K27 methylation (GO:0061086)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	MTF2
negative regulation of mast cell activation involved in immune response (GO:0033007)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	CD84
negative regulation of plasminogen activation (GO:0010757)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	SERPINF2
negative regulation of transforming growth factor beta1 production (GO:0032911)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	TSKU
p38MAPK cascade (GO:0038066)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	ZFP36L1
phenol-containing compound metabolic process (GO:0018958)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	SULT1B1
positive regulation of attachment of spindle microtubules to kinetochore (GO:0051987)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	HNRNPU
positive regulation of basement membrane assembly involved in embryonic body morphogenesis (GO:1904261)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	CLASP1
positive regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000563)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	CD55
positive regulation of cell proliferation involved in heart morphogenesis (GO:2000138)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	RBPJ
positive regulation of dendritic cell differentiation (GO:2001200)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	HMGB1
positive regulation of DNA demethylation (GO:1901537)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	OTUD4
positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity (GO:2000373)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	HNRNPU
positive regulation of histone H3-K27 methylation (GO:0061087)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	MTF2
positive regulation of leukocyte mediated immunity (GO:0002705)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	CLEC7A
positive regulation of metallopeptidase activity (GO:1905050)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	STAT3
positive regulation of smooth muscle cell differentiation (GO:0051152)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	MYOCD
positive regulation of toll-like receptor 9 signaling pathway (GO:0034165)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	HMGB1
positive regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061419)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	RBPJ
positive regulation of transcription from RNA polymerase II promoter involved in heart development (GO:1901228)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	MYOCD
postsynaptic endocytosis (GO:0140239)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	DNM2
postsynaptic neurotransmitter receptor internalization (GO:0098884)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	DNM2
prostaglandin transport (GO:0015732)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	SLCO3A1
protein de-ADP-ribosylation (GO:0051725)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	ADPRH
protein localization to membrane raft (GO:1903044)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	FLOT1
protein localization to microtubule end (GO:1905725)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	MAPRE1
protein localization to microtubule plus-end (GO:1904825)	1/5	0.1013797817401425	0.5420621855185789	0	0	11.59537914691943	26.54044996082895	MAPRE1
cardiac muscle tissue development (GO:0048738)	3/53	0.10165060390153886	0.5420621855185789	0	0	2.7895714285714286	6.377556690329044	MYOCD;MAML1;SHOX2
positive regulation of chemokine production (GO:0032722)	3/53	0.10165060390153886	0.5420621855185789	0	0	2.7895714285714286	6.377556690329044	CLEC7A;HMGB1;IL6R
hippo signaling (GO:0035329)	2/26	0.10404255259388194	0.5420621855185789	0	0	3.870348376880443	8.75842538766226	YWHAB;STK4
maturation of LSU-rRNA (GO:0000470)	2/26	0.10404255259388194	0.5420621855185789	0	0	3.870348376880443	8.75842538766226	RSL1D1;RPL7L1
negative regulation of telomere maintenance via telomere lengthening (GO:1904357)	2/26	0.10404255259388194	0.5420621855185789	0	0	3.870348376880443	8.75842538766226	PARP1;HNRNPU
organelle fission (GO:0048285)	2/26	0.10404255259388194	0.5420621855185789	0	0	3.870348376880443	8.75842538766226	MTFR1L;DNM2
positive regulation of interleukin-2 production (GO:0032743)	2/26	0.10404255259388194	0.5420621855185789	0	0	3.870348376880443	8.75842538766226	CD86;CLEC7A
positive regulation of microtubule polymerization or depolymerization (GO:0031112)	2/26	0.10404255259388194	0.5420621855185789	0	0	3.870348376880443	8.75842538766226	MAPRE1;CLASP1
B cell activation (GO:0042113)	4/85	0.10585405214410862	0.5420621855185789	0	0	2.297769527682018	5.160087242127614	CD86;PRKCB;LAX1;AICDA
positive regulation of endothelial cell migration (GO:0010595)	4/86	0.1092747713326111	0.5420621855185789	0	0	2.2696315268641944	5.024713930073226	STAT5A;HMGB1;PIK3CB;PLPP3
regulation of toll-like receptor signaling pathway (GO:0034121)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	OTUD4;FLOT1
response to glucocorticoid (GO:0051384)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	HNRNPU;ZFP36L1
microtubule polymerization or depolymerization (GO:0031109)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	CENPJ;ZNF207
negative regulation of protein polymerization (GO:0032272)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	MAPRE1;TUBB4A
peptide hormone secretion (GO:0030072)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	EDN3;CAMK2G
positive regulation of BMP signaling pathway (GO:0030513)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	RBPJ;ACVR2A
positive regulation of gene silencing by miRNA (GO:2000637)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	STAT3;PUM1
positive regulation of muscle cell differentiation (GO:0051149)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	MYOCD;CDON
positive regulation of nitric oxide biosynthetic process (GO:0045429)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	CLEC7A;KLF2
positive regulation of striated muscle cell differentiation (GO:0051155)	2/27	0.11085708769746437	0.5420621855185789	0	0	3.7153444180522563	8.171949853290908	MYOCD;MAML1
protein-containing complex disassembly (GO:0032984)	3/56	0.11500470103742809	0.5420621855185789	0	0	2.631266846361186	5.690857290495424	VAMP8;FZD2;CSNK1A1
negative regulation of metabolic process (GO:0009892)	3/56	0.11500470103742809	0.5420621855185789	0	0	2.631266846361186	5.690857290495424	PLCL1;NOVA2;RBPJ
regulation of DNA-templated transcription, elongation (GO:0032784)	2/28	0.1177845562876096	0.5420621855185789	0	0	3.5722638406723917	7.640708403966811	SETD5;CCNT1
cellular response to epidermal growth factor stimulus (GO:0071364)	2/28	0.1177845562876096	0.5420621855185789	0	0	3.5722638406723917	7.640708403966811	FOXC1;ZFP36L1
regulation of microtubule polymerization or depolymerization (GO:0031110)	2/28	0.1177845562876096	0.5420621855185789	0	0	3.5722638406723917	7.640708403966811	MAPRE1;CLASP1
positive regulation of fibroblast proliferation (GO:0048146)	2/28	0.1177845562876096	0.5420621855185789	0	0	3.5722638406723917	7.640708403966811	CDK6;PDGFA
positive regulation of microtubule polymerization (GO:0031116)	2/28	0.1177845562876096	0.5420621855185789	0	0	3.5722638406723917	7.640708403966811	MAPRE1;CLASP1
positive regulation of nitric oxide metabolic process (GO:1904407)	2/28	0.1177845562876096	0.5420621855185789	0	0	3.5722638406723917	7.640708403966811	CLEC7A;KLF2
arachidonic acid metabolic process (GO:0019369)	3/57	0.11959617084171244	0.5420621855185789	0	0	2.5824074074074073	5.48408934554363	EPHX2;CYP1A1;CYP4F11
regulation of bone mineralization (GO:0030500)	3/57	0.11959617084171244	0.5420621855185789	0	0	2.5824074074074073	5.48408934554363	P2RX7;BCOR;ACVR2A
positive regulation of gene expression, epigenetic (GO:0045815)	3/57	0.11959617084171244	0.5420621855185789	0	0	2.5824074074074073	5.48408934554363	SERTAD2;HMGA1;DEK
post-Golgi vesicle-mediated transport (GO:0006892)	4/89	0.11982825916566507	0.5420621855185789	0	0	2.1891899480555947	4.644794975733961	VAMP8;SNAP23;PUM1;DNM2
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process (GO:0050428)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	SLC35B3
adiponectin-activated signaling pathway (GO:0033211)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	ADIPOR2
alditol metabolic process (GO:0019400)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	GK5
purine ribonucleoside bisphosphate biosynthetic process (GO:0034036)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	SLC35B3
radial glial cell differentiation (GO:0060019)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	STAT3
astrocyte development (GO:0014002)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	CDK6
regulation of blood vessel remodeling (GO:0060312)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	CST3
regulation of cardiac muscle hypertrophy in response to stress (GO:1903242)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	FOXO1
regulation of centriole elongation (GO:1903722)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	CENPJ
regulation of digestive system process (GO:0044058)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	SGK1
regulation of DNA demethylation (GO:1901535)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	OTUD4
cellular response to cold (GO:0070417)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	FOXO1
regulation of interleukin-1-mediated signaling pathway (GO:2000659)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	OTUD4
choline catabolic process (GO:0042426)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	SLC44A1
choline transport (GO:0015871)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	SLC44A1
regulation of keratinocyte apoptotic process (GO:1902172)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	ZFP36L1
diadenosine polyphosphate catabolic process (GO:0015961)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	NUDT3
regulation of nuclease activity (GO:0032069)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	HMGB2
regulation of protein autoubiquitination (GO:1902498)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	MTA1
regulation of resting membrane potential (GO:0060075)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	KCNK5
galactose catabolic process (GO:0019388)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	PGM2L1
regulation of tooth mineralization (GO:0070170)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	BCOR
glycerol-3-phosphate metabolic process (GO:0006072)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	GK5
glycolipid transport (GO:0046836)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	RFT1
glycosylceramide catabolic process (GO:0046477)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	GALC
histone H3-K36 methylation (GO:0010452)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	SETD5
histone H4-K12 acetylation (GO:0043983)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	JADE3
response to testosterone (GO:0033574)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	AR
IMP biosynthetic process (GO:0006188)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	ATIC
inner ear auditory receptor cell differentiation (GO:0042491)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	JAG2
spinal cord dorsal/ventral patterning (GO:0021513)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	ASCL1
lymphocyte apoptotic process (GO:0070227)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	LMBR1L
maintenance of DNA repeat elements (GO:0043570)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	MSH6
T-helper 17 cell lineage commitment (GO:0072540)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	STAT3
taurine metabolic process (GO:0019530)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	STAT5A
melanosome assembly (GO:1903232)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	RAB32
membrane raft assembly (GO:0001765)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	FLOT1
mitochondrial protein catabolic process (GO:0035694)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	AFG1L
mRNA 3'-splice site recognition (GO:0000389)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	SF3A1
multinuclear osteoclast differentiation (GO:0072674)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	SH3PXD2A
N-terminal peptidyl-methionine acetylation (GO:0017196)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	NAA25
negative regulation of cardiac muscle tissue growth (GO:0055022)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	VGLL4
negative regulation of erythrocyte differentiation (GO:0045647)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	ZFP36L1
negative regulation of excitatory postsynaptic potential (GO:0090394)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	NLGN4X
negative regulation of mast cell activation (GO:0033004)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	CD84
negative regulation of myeloid leukocyte mediated immunity (GO:0002887)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	CD84
plasma membrane raft assembly (GO:0044854)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	FLOT1
positive regulation of activin receptor signaling pathway (GO:0032927)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	ACVR2A
positive regulation of centriole replication (GO:0046601)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	CENPJ
positive regulation of ion transmembrane transport (GO:0034767)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	P2RX7
positive regulation of killing of cells of other organism (GO:0051712)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	CLEC7A
positive regulation of osteoblast proliferation (GO:0033690)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	LTF
positive regulation of T-helper 2 cell differentiation (GO:0045630)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	CD86
positive regulation of toll-like receptor 3 signaling pathway (GO:0034141)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	FLOT1
protein localization to nuclear envelope (GO:0090435)	1/6	0.12039032193619298	0.5420621855185789	0	0	9.275829383886256	19.637080442699236	TOR1AIP2
regulation of tumor necrosis factor production (GO:0032680)	5/124	0.12304907794497148	0.5420621855185789	0	0	1.9558924048088135	4.0979309927850025	CLEC7A;STAT3;HMGB1;LILRA2;LTF
regulation of mRNA splicing, via spliceosome (GO:0048024)	4/90	0.12344060448224262	0.5420621855185789	0	0	2.1636232447133263	4.526289386223248	RBFOX1;CELF1;NOVA2;HNRNPU
regulation of calcium ion transport (GO:0051924)	3/58	0.12425439071747718	0.5420621855185789	0	0	2.5353246753246754	5.287227627652761	CD84;LILRA2;CAMK2G
positive regulation of protein binding (GO:0032092)	3/58	0.12425439071747718	0.5420621855185789	0	0	2.5353246753246754	5.287227627652761	FLOT1;STK4;SPPL3
establishment of mitotic spindle localization (GO:0040001)	2/29	0.12481716213814155	0.5420621855185789	0	0	3.4397818245799243	7.157860282477627	PKHD1;CLASP1
positive regulation of leukocyte migration (GO:0002687)	2/29	0.12481716213814155	0.5420621855185789	0	0	3.4397818245799243	7.157860282477627	EDN3;IL6R
cellular response to oxidative stress (GO:0034599)	5/125	0.1260995581217051	0.5420621855185789	0	0	1.939493620414673	4.016077516128942	PARP1;SESN2;GPX8;EIF2S1;FOXO1
positive regulation of transport (GO:0051050)	4/91	0.1270988714464779	0.5420621855185789	0	0	2.138644281677777	4.411573995206326	KMT2A;CLEC7A;FLOT1;SGK1
positive regulation of protein kinase B signaling (GO:0051897)	6/161	0.12711083749694738	0.5420621855185789	0	0	1.8029241123230448	3.718884060807328	CD86;HIP1;RHOG;PDGFA;PIK3CB;MYORG
negative regulation of intracellular signal transduction (GO:1902532)	7/198	0.12788305956015605	0.5420621855185789	0	0	1.7078886427708417	3.512510441331135	PKHD1;RNF157;P2RX7;DGKD;SPRY3;PIK3CB;VGLL4
protein polymerization (GO:0051258)	3/59	0.1289773648553986	0.5420621855185789	0	0	2.489923469387755	5.099657963319924	CENPJ;ZNF207;WASF3
T cell activation (GO:0042110)	4/92	0.13080223650337117	0.5420621855185789	0	0	2.1142330223475807	4.300495302910397	LMBR1L;JAG2;CLEC7A;MICA
cell projection organization (GO:0030030)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	RHOG;PDGFA
establishment of spindle orientation (GO:0051294)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	PKHD1;CLASP1
estrogen metabolic process (GO:0008210)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	CYP1A1;CYP3A5
regulation of vasoconstriction (GO:0019229)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	TBXA2R;BDKRB2
histone H3-K4 methylation (GO:0051568)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	PAGR1;KMT2A
long-chain fatty acid biosynthetic process (GO:0042759)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	EPHX2;CYP1A1
mRNA splice site selection (GO:0006376)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	SF3A1;CELF1
negative regulation of gene expression, epigenetic (GO:0045814)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	MTF2;JARID2
peptidyl-lysine trimethylation (GO:0018023)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	SETD5;KMT2A
positive regulation of B cell proliferation (GO:0030890)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	VAV3;TFRC
positive regulation of DNA recombination (GO:0045911)	2/30	0.13194738687696808	0.5420621855185789	0	0	3.316762809636919	6.71761225674701	TFRC;PARP1
response to organic cyclic compound (GO:0014070)	3/60	0.13376309127069674	0.5420621855185789	0	0	2.4461152882205512	4.920813480883047	STAT3;CYP1A1;AQP3
homophilic cell adhesion via plasma membrane adhesion molecules (GO:0007156)	3/60	0.13376309127069674	0.5420621855185789	0	0	2.4461152882205512	4.920813480883047	PTPRT;CD84;NECTIN4
peptidyl-threonine phosphorylation (GO:0018107)	3/60	0.13376309127069674	0.5420621855185789	0	0	2.4461152882205512	4.920813480883047	SBK1;CSNK2A1;LMTK2
double-strand break repair (GO:0006302)	6/164	0.13528338301457787	0.5420621855185789	0	0	1.7684181768509244	3.5375146609186103	RAD50;MTA1;PARP1;APLF;HMGB2;HMGB1
cotranslational protein targeting to membrane (GO:0006613)	4/94	0.13834090132603652	0.5420621855185789	0	0	2.0670379209758685	4.088671990878361	RPL27A;RPL23A;SEC62;SEC63
negative regulation of MAPK cascade (GO:0043409)	4/94	0.13834090132603652	0.5420621855185789	0	0	2.0670379209758685	4.088671990878361	P2RX7;SPRY3;PIK3CB;FOXO1
nucleosome organization (GO:0034728)	4/94	0.13834090132603652	0.5420621855185789	0	0	2.0670379209758685	4.088671990878361	LIN54;NPM1;HMGB2;HMGA1
regulation of endocytosis (GO:0030100)	3/61	0.13860956432712632	0.5420621855185789	0	0	2.403817733990148	4.75017025295206	RAB5B;HIP1;FLOT1
bleb assembly (GO:0032060)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	P2RX7
cellular nitrogen compound catabolic process (GO:0044270)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	CYP3A5
cellular response to laminar fluid shear stress (GO:0071499)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	KLF2
regulation of histamine secretion by mast cell (GO:1903593)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	VAMP8
regulation of histone deacetylase activity (GO:1901725)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	KDM5A
regulation of histone H3-K27 methylation (GO:0061085)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	MTF2
complement activation, alternative pathway (GO:0006957)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	CFHR5
creatine metabolic process (GO:0006600)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	GATM
deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0000290)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	PATL1
regulation of miRNA mediated inhibition of translation (GO:1905616)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	STAT3
dorsal aorta development (GO:0035907)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	RBPJ
dorsal aorta morphogenesis (GO:0035912)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	RBPJ
regulation of protein deubiquitination (GO:0090085)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	OTUD4
establishment of centrosome localization (GO:0051660)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	PKHD1
regulation of skeletal muscle satellite cell proliferation (GO:0014842)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	AKIRIN1
regulation of smooth muscle cell differentiation (GO:0051150)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	MYOCD
regulation of systemic arterial blood pressure by renin-angiotensin (GO:0003081)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	SERPINF2
regulation of T cell mediated immune response to tumor cell (GO:0002840)	1/7	0.13899962149911502	0.5420621855185789	0	0	7.7294628751974725	15.252425952650553	HMGB1
