Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
regulation of erythrocyte differentiation (GO:0045646)	5/37	0.0010314371140101681	0.21650802693177074	0	0	7.3059958133971294	50.241888030783024	CDK6;STAT3;HMGB2;ACVR2A;ZFP36L1
positive regulation of transcription, DNA-templated (GO:0045893)	41/1183	0.001319979216002046	0.2539860008123937	0	0	1.7325968953154656	11.487358745829997	CD86;KDM5A;FOXC1;NFIX;CSRNP3;THRB;CCNT1;KMT2A;MAML1;HMGB2;HNRNPU;HMGB1;RBPJ;ASCL1;MEOX2;PRDM10;FOXO1;PAGR1;YY2;DHX33;SERTAD2;NSD1;UBTF;AKIRIN1;DR1;NPM1;MYOCD;FZD2;PARP1;SERPINF2;STAT3;RHOG;HMGA1;POU2F2;KLF2;ACVR2A;DNM2;AR;MLLT10;NFIC;MTF2
Notch signaling pathway (GO:0007219)	6/60	0.0016491914931811003	0.29292178136578156	0	0	5.20197175592859	33.33147856671366	JAG2;TRAF7;MAML1;DTX1;RBPJ;ASCL1
peptidyl-serine phosphorylation (GO:0018105)	10/156	0.001824140566399821	0.3008528977012276	0	0	3.222494941789114	20.323135883213034	SBK1;CSNK2A1;PRKCB;CSNK1A1;DCLK3;LMTK2;SGK3;STK4;SGK1;UHMK1
lipid modification (GO:0030258)	5/43	0.002053535538830818	0.311609866276913	0	0	6.150528834046839	38.060655284023845	DGKD;EPHX2;CYP1A1;PLPP3;CYP3A5
regulation of histone modification (GO:0031056)	3/13	0.002294225953532924	0.311609866276913	0	0	13.976428571428572	84.9397846934596	SETD5;MYOCD;PARG
negative regulation of histone methylation (GO:0031061)	3/13	0.002294225953532924	0.311609866276913	0	0	13.976428571428572	84.9397846934596	MTF2;BCOR;JARID2
cellular response to acid chemical (GO:0071229)	4/28	0.002701541982474351	0.346547802085182	0	0	7.7776451869530625	45.99646914523656	RRAGC;SESN2;CPEB3;KLF2
regulation of chromatin organization (GO:1902275)	3/14	0.002874412440777558	0.3493167539871253	0	0	12.705194805194806	74.34961834121216	SETD5;PARG;HNRNPU
positive regulation of cellular catabolic process (GO:0031331)	9/141	0.003128101560449553	0.3611393251539009	0	0	3.2024044795783926	18.46932018846066	SH3GLB1;TRIM8;P2RX7;ENTPD5;ZBTB20;HMGB1;PIK3CB;FOXO1;VGLL4
positive regulation of transcription by RNA polymerase II (GO:0045944)	32/908	0.0034312145978735763	0.37727021459476606	0	0	1.747165095937124	9.914884068335796	FOXC1;NFIX;CSRNP3;THRB;CCNT1;KMT2A;MAML1;HMGB2;HNRNPU;HMGB1;RBPJ;ASCL1;MEOX2;PRDM10;FOXO1;PAGR1;YY2;AKIRIN1;DR1;NPM1;MYOCD;PARP1;SERPINF2;STAT3;HMGA1;POU2F2;KLF2;ACVR2A;AR;MLLT10;NFIC;MTF2
iron ion transport (GO:0006826)	5/50	0.004007055113572655	0.39510196153639576	0	0	5.191919191919192	28.657829578315205	TFRC;LMTK2;ATP6V1E1;DNM2;LTF
regulation of glomerular mesangial cell proliferation (GO:0072124)	2/5	0.004277847136600214	0.39510196153639576	0	0	30.996041171813143	169.06187478560335	PDGFA;IL6R
negative regulation of skeletal muscle cell differentiation (GO:2001015)	2/5	0.004277847136600214	0.39510196153639576	0	0	30.996041171813143	169.06187478560335	AKIRIN1;MYOCD
positive regulation of DNA ligation (GO:0051106)	2/5	0.004277847136600214	0.39510196153639576	0	0	30.996041171813143	169.06187478560335	APLF;HMGB1
cellular response to amino acid starvation (GO:0034198)	6/74	0.004768370780316428	0.4046775143808491	0	0	4.128015234870927	22.067339868731132	SH3GLB1;WDR59;RRAGC;SESN2;ATP6V1E1;EIF2S1
response to amino acid starvation (GO:1990928)	6/75	0.005092781045503878	0.4046775143808491	0	0	4.0679803982900635	21.47865672056404	SH3GLB1;WDR59;RRAGC;SESN2;ATP6V1E1;EIF2S1
regulation of stem cell proliferation (GO:0072091)	3/17	0.0051231081057703624	0.4046775143808491	0	0	9.981122448979592	52.640379631747614	HMGB2;HNRNPU;ZFP36L1
stabilization of membrane potential (GO:0030322)	3/17	0.0051231081057703624	0.4046775143808491	0	0	9.981122448979592	52.640379631747614	KCNK5;KCNK6;KCNK2
phosphorylation (GO:0016310)	17/400	0.00530120722610824	0.4046775143808491	0	0	2.0984064103718376	10.995273358356108	DGKD;CSNK2A1;CCNT1;MAML1;PRKCB;CSNK1A1;STAT3;LMTK2;PIK3CB;STK4;ACVR2A;GK5;SNRK;CDK6;SGK3;SIK2;SGK1
positive regulation of interleukin-6 production (GO:0032755)	6/76	0.0054330891926402435	0.4046775143808491	0	0	4.009660842754368	20.91137326387341	CLEC7A;STAT3;HMGB1;LILRA2;POU2F2;IL6R
regulation of chromosome segregation (GO:0051983)	3/18	0.006052320875981661	0.41010787949791777	0	0	9.315238095238096	47.57584095010348	CSNK2A1;ZNF207;PUM1
blood vessel diameter maintenance (GO:0097746)	4/35	0.006151520016860685	0.41010787949791777	0	0	6.019247055200554	30.64432426015124	EDN3;SERPINF2;BDKRB2;KLF2
regulation of membrane tubulation (GO:1903525)	2/6	0.006327196782346505	0.41010787949791777	0	0	23.2458432304038	117.6913329043546	SH3GLB1;DNM2
transferrin transport (GO:0033572)	4/36	0.0068070090663348935	0.41010787949791777	0	0	5.830847255369928	29.094775935602733	TFRC;LMTK2;ATP6V1E1;DNM2
regulation of neurotransmitter receptor activity (GO:0099601)	5/58	0.007555753070257622	0.41010787949791777	0	0	4.406427733140742	21.527364786486352	CACNG8;CAPN1;OPRM1;NPTX1;NPTXR
transcription, DNA-templated (GO:0006351)	11/221	0.007623983778386223	0.41010787949791777	0	0	2.462286176606565	12.007230791406894	NFIX;CRCP;THRB;RRAGC;PARP1;CCNT1;NFIC;UBTF;DTX1;TTF2;DEK
cell-cell junction organization (GO:0045216)	6/82	0.007833556476384212	0.41010787949791777	0	0	3.6919727375993943	17.903626130170373	PKHD1;PARD6B;NLGN4X;CADM2;NECTIN4;CDH8
regulation of gene expression (GO:0010468)	35/1079	0.008124007080269481	0.41010787949791777	0	0	1.6013326025990442	7.707104547360313	LIN54;FOXC1;TFRC;CELF1;PIK3CB;RBPJ;ASCL1;PRDM10;TSKU;ZFP36L1;ATXN1;MTA1;CLEC7A;NSD1;ZNF682;EDN3;PHF12;EPHX2;STAT3;HMGA1;FOXN2;PUM1;DNM2;P2RX7;AR;ZNF90;CDK6;NOVA2;MTF2;RBM20;ZNF117;ZNF678;TRIM10;ZNF431;LTF
mRNA destabilization (GO:0061157)	4/38	0.008252932754403315	0.41010787949791777	0	0	5.4872946792081985	26.323576814960063	CELF1;PUM1;CPEB3;ZFP36L1
astrocyte differentiation (GO:0048708)	2/7	0.008734637299158882	0.41010787949791777	0	0	18.595724465558195	88.15226678162179	CDK6;STAT3
autophagosome membrane docking (GO:0016240)	2/7	0.008734637299158882	0.41010787949791777	0	0	18.595724465558195	88.15226678162179	VAMP8;VMP1
cardiac pacemaker cell development (GO:0060926)	2/7	0.008734637299158882	0.41010787949791777	0	0	18.595724465558195	88.15226678162179	MAML1;SHOX2
ethanol catabolic process (GO:0006068)	2/7	0.008734637299158882	0.41010787949791777	0	0	18.595724465558195	88.15226678162179	SULT1B1;SULT1C4
regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation (GO:0003256)	2/7	0.008734637299158882	0.41010787949791777	0	0	18.595724465558195	88.15226678162179	MYOCD;RBPJ
lipid hydroxylation (GO:0002933)	2/7	0.008734637299158882	0.41010787949791777	0	0	18.595724465558195	88.15226678162179	CYP1A1;CYP3A5
photoreceptor cell differentiation (GO:0046530)	2/7	0.008734637299158882	0.41010787949791777	0	0	18.595724465558195	88.15226678162179	STAT3;DCX
posttranslational protein targeting to membrane, translocation (GO:0031204)	2/7	0.008734637299158882	0.41010787949791777	0	0	18.595724465558195	88.15226678162179	SEC62;SEC63
odontogenesis (GO:0042476)	4/39	0.009045718365246924	0.41010787949791777	0	0	5.330242072962837	25.081260810591218	FOXC1;ANKRD11;BCOR;AQP3
regulation of Wnt signaling pathway (GO:0030111)	7/111	0.009320761347526652	0.41010787949791777	0	0	3.150679548816568	14.731036774455077	HMGXB4;CSNK2A1;FAM53B;TSKU;VGLL4;TRABD2A;NKD2
regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)	3/21	0.009413476662360174	0.41010787949791777	0	0	7.761507936507937	36.21219177687249	LILRA2;CD55;LTF
positive regulation of glycolytic process (GO:0045821)	3/21	0.009413476662360174	0.41010787949791777	0	0	7.761507936507937	36.21219177687249	P2RX7;ENTPD5;ZBTB20
positive regulation of purine nucleotide metabolic process (GO:1900544)	3/21	0.009413476662360174	0.41010787949791777	0	0	7.761507936507937	36.21219177687249	P2RX7;ENTPD5;ZBTB20
stem cell differentiation (GO:0048863)	4/40	0.009886541622394248	0.41839182613125636	0	0	5.181914611508883	23.92272791100957	LMBR1L;MTF2;JARID2;PUM1
positive regulation of interleukin-1 production (GO:0032732)	5/62	0.009966024442277652	0.41839182613125636	0	0	4.09636531520188	18.878400746755702	P2RX7;CLEC7A;STAT3;HMGB1;LILRA2
positive regulation of cellular component organization (GO:0051130)	7/114	0.010705758880057648	0.41874380746588347	0	0	3.0618709561466573	13.89162729418049	SH3GLB1;HRK;AR;TFRC;CLEC7A;FLOT1;TRABD2A
chromatin organization (GO:0006325)	8/142	0.01077620066760874	0.41874380746588347	0	0	2.7970508901276747	12.671801919082709	KDM5A;SETD5;DR1;NPM1;SETD7;MTF2;HMGB2;JARID2
regulation of endodeoxyribonuclease activity (GO:0032071)	2/8	0.01148417714393306	0.41874380746588347	0	0	15.495645288994458	69.21571736099418	NPM1;HMGB1
somatic hypermutation of immunoglobulin genes (GO:0016446)	2/8	0.01148417714393306	0.41874380746588347	0	0	15.495645288994458	69.21571736099418	MSH6;AICDA
macromolecule modification (GO:0043412)	2/8	0.01148417714393306	0.41874380746588347	0	0	15.495645288994458	69.21571736099418	SETD5;PARP1
positive regulation of Arp2/3 complex-mediated actin nucleation (GO:2000601)	2/8	0.01148417714393306	0.41874380746588347	0	0	15.495645288994458	69.21571736099418	ABI2;WASF3
protein localization to microtubule (GO:0035372)	2/8	0.01148417714393306	0.41874380746588347	0	0	15.495645288994458	69.21571736099418	HNRNPU;MAPRE1
positive regulation of ATPase activity (GO:0032781)	4/42	0.011716474930525776	0.41874380746588347	0	0	4.9086798140937065	21.827717682375813	MSH6;VMP1;HNRNPU;TOR1AIP2
regulation of cell-matrix adhesion (GO:0001952)	5/65	0.0120871891178058	0.41874380746588347	0	0	3.8909489633173844	17.180909797317952	PKHD1;CDK6;SEMA3E;PIK3CB;CLASP1
positive regulation of autophagy (GO:0010508)	6/90	0.012112044817166975	0.41874380746588347	0	0	3.3389859540938676	14.736797758838923	TRIM8;SH3GLB1;SESN2;HMGB1;PIK3CB;FOXO1
positive regulation of binding (GO:0051099)	6/90	0.012112044817166975	0.41874380746588347	0	0	3.3389859540938676	14.736797758838923	FOXC1;HMGB2;FLOT1;HMGB1;STK4;SPPL3
regulation of toll-like receptor 4 signaling pathway (GO:0034143)	3/23	0.012150643178958075	0.41874380746588347	0	0	6.984642857142857	30.80488148751106	FLOT1;LILRA2;LTF
positive regulation of protein-containing complex assembly (GO:0031334)	7/118	0.012777405261674039	0.43102334545843046	0	0	2.9509268884268884	12.866268106154228	SH3GLB1;HRK;TFRC;DHX33;PARP1;CLEC7A;TRABD2A
positive regulation of cellular component biogenesis (GO:0044089)	6/92	0.013396541706461774	0.43102334545843046	0	0	3.261000501924042	14.063908242793147	HRK;SH3GLB1;TFRC;CLEC7A;FLOT1;TRABD2A
apoptotic nuclear changes (GO:0030262)	3/24	0.013672370459514006	0.43102334545843046	0	0	6.651700680272109	28.55161524114249	HMGB2;HMGB1;BLCAP
positive regulation of carbohydrate metabolic process (GO:0045913)	3/24	0.013672370459514006	0.43102334545843046	0	0	6.651700680272109	28.55161524114249	P2RX7;ENTPD5;ZBTB20
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	3/24	0.013672370459514006	0.43102334545843046	0	0	6.651700680272109	28.55161524114249	SESN2;RBPJ;KLF2
positive regulation of mRNA catabolic process (GO:0061014)	4/44	0.013750583346526917	0.43102334545843046	0	0	4.662768496420048	19.987768624152192	CELF1;PUM1;CPEB3;ZFP36L1
astral microtubule organization (GO:0030953)	2/9	0.014560338218171319	0.43102334545843046	0	0	13.28130302002036	56.17266027904033	CENPJ;CLASP1
cellular response to interleukin-9 (GO:0071355)	2/9	0.014560338218171319	0.43102334545843046	0	0	13.28130302002036	56.17266027904033	STAT5A;STAT3
DNA topological change (GO:0006265)	2/9	0.014560338218171319	0.43102334545843046	0	0	13.28130302002036	56.17266027904033	HMGB2;HMGB1
interleukin-9-mediated signaling pathway (GO:0038113)	2/9	0.014560338218171319	0.43102334545843046	0	0	13.28130302002036	56.17266027904033	STAT5A;STAT3
positive regulation of cell-cell adhesion mediated by cadherin (GO:2000049)	2/9	0.014560338218171319	0.43102334545843046	0	0	13.28130302002036	56.17266027904033	SERPINF2;FLOT1
positive regulation of Notch signaling pathway (GO:0045747)	4/45	0.01484643651297604	0.4339293912463503	0	0	4.5488095931078645	19.150467498786337	JAG2;MAML1;STAT3;RBPJ
3'-phosphoadenosine 5'-phosphosulfate metabolic process (GO:0050427)	3/25	0.015297533869306981	0.43607414449666443	0	0	6.349025974025974	26.53933267796739	SLC35B3;SULT1B1;SULT1C4
positive regulation of ERBB signaling pathway (GO:1901186)	3/25	0.015297533869306981	0.43607414449666443	0	0	6.349025974025974	26.53933267796739	DGKD;HIP1;RBPJ
DNA geometric change (GO:0032392)	3/26	0.01702687384059552	0.46564335406653634	0	0	6.072670807453417	24.73375967774674	RAD50;HMGB2;HMGB1
positive regulation of histone methylation (GO:0031062)	3/26	0.01702687384059552	0.46564335406653634	0	0	6.072670807453417	24.73375967774674	KMT2A;MTF2;JARID2
regulation of epithelial cell apoptotic process (GO:1904035)	2/10	0.01794814140836801	0.46564335406653634	0	0	11.620546318289787	46.71771878113924	PKHD1;ZFP36L1
regulation of peptidyl-lysine acetylation (GO:2000756)	2/10	0.01794814140836801	0.46564335406653634	0	0	11.620546318289787	46.71771878113924	SETD5;MYOCD
regulation of postsynaptic neurotransmitter receptor activity (GO:0098962)	2/10	0.01794814140836801	0.46564335406653634	0	0	11.620546318289787	46.71771878113924	NPTX1;NPTXR
lipoprotein transport (GO:0042953)	2/10	0.01794814140836801	0.46564335406653634	0	0	11.620546318289787	46.71771878113924	VMP1;PRKCB
negative regulation of lipopolysaccharide-mediated signaling pathway (GO:0031665)	2/10	0.01794814140836801	0.46564335406653634	0	0	11.620546318289787	46.71771878113924	LILRA2;LTF
primary alcohol catabolic process (GO:0034310)	2/10	0.01794814140836801	0.46564335406653634	0	0	11.620546318289787	46.71771878113924	SULT1B1;SULT1C4
regulation of cell junction assembly (GO:1901888)	3/27	0.018860932319023985	0.47135209631087627	0	0	5.819345238095238	23.10665631490316	SETD5;FLOT1;RAPGEF1
positive regulation of erythrocyte differentiation (GO:0045648)	3/27	0.018860932319023985	0.47135209631087627	0	0	5.819345238095238	23.10665631490316	STAT3;HMGB2;ACVR2A
positive regulation of toll-like receptor signaling pathway (GO:0034123)	3/27	0.018860932319023985	0.47135209631087627	0	0	5.819345238095238	23.10665631490316	FLOT1;HMGB1;LTF
transcription by RNA polymerase II (GO:0006366)	13/320	0.01926377000296722	0.47135209631087627	0	0	1.990228013029316	7.860463550897732	NFIX;THRB;PARP1;CCNT1;MAML1;DTX1;TTF2;DEK;RBPJ;POU2F2;RPAP2;AR;NFIC
positive regulation of phosphorylation (GO:0042327)	11/253	0.019309104882124787	0.47135209631087627	0	0	2.133164165931156	8.419979815420573	P2RX7;AR;RAD50;TFRC;SLCO3A1;ENTPD5;FLOT1;ZBTB20;LMTK2;STK4;ACVR2A
cellular response to starvation (GO:0009267)	8/158	0.019393005261816046	0.47135209631087627	0	0	2.4966425702811246	9.843869260907205	SH3GLB1;WDR59;RRAGC;SESN2;SIK2;ATP6V1E1;EIF2S1;FOXO1
regulation of calcineurin-NFAT signaling cascade (GO:0070884)	3/28	0.02080006332651128	0.4788561898556769	0	0	5.586285714285714	21.634563111922333	CLEC7A;FHL2;SPPL3
cellular response to interleukin-6 (GO:0071354)	3/28	0.02080006332651128	0.4788561898556769	0	0	5.586285714285714	21.634563111922333	PTPRT;STAT3;IL6R
regulation of cell population proliferation (GO:0042127)	25/764	0.02116534013314634	0.4788561898556769	0	0	1.6012063021467282	6.173275300981857	CD86;TFRC;CELF1;HMGB2;PDGFA;ZFP36L1;PKHD1;CLEC7A;CAPN1;IL6R;JAG2;STAT5A;NPM1;MYOCD;CSNK2A1;EDN3;STAT3;RHOG;HMGA1;LDOC1;OPRM1;AR;CDK6;SGK3;SGK1
regulation of mitochondrial fusion (GO:0010635)	2/11	0.021633092492686388	0.4788561898556769	0	0	10.32884666138823	39.59595466446875	TFRC;ZDHHC6
lipoprotein localization (GO:0044872)	2/11	0.021633092492686388	0.4788561898556769	0	0	10.32884666138823	39.59595466446875	VMP1;PRKCB
V(D)J recombination (GO:0033151)	2/11	0.021633092492686388	0.4788561898556769	0	0	10.32884666138823	39.59595466446875	HMGB2;HMGB1
negative regulation of sprouting angiogenesis (GO:1903671)	2/11	0.021633092492686388	0.4788561898556769	0	0	10.32884666138823	39.59595466446875	PIK3CB;KLF2
positive regulation of actin nucleation (GO:0051127)	2/11	0.021633092492686388	0.4788561898556769	0	0	10.32884666138823	39.59595466446875	ABI2;WASF3
positive regulation of posttranscriptional gene silencing (GO:0060148)	2/11	0.021633092492686388	0.4788561898556769	0	0	10.32884666138823	39.59595466446875	STAT3;PUM1
positive regulation of cell differentiation (GO:0045597)	11/258	0.02193912347370913	0.4788561898556769	0	0	2.0894422389057032	7.980590732378352	AR;FOXC1;AKIRIN1;EDN3;SERPINF2;ASCL1;IL6R;ACVR2A;CDON;ZFP36L1;LTF
regulation of cellular macromolecule biosynthetic process (GO:2000112)	17/468	0.022182120173269374	0.4788561898556769	0	0	1.7757036907583585	6.762711948411302	LIN54;ZNF682;FOXC1;USP37;PHF12;STAT3;HMGA1;PDGFA;FOXN2;DNM2;ZNF90;ATXN1;NSD1;MTF2;ZNF117;ZNF678;ZNF431
cellular response to organonitrogen compound (GO:0071417)	6/103	0.022190390781532017	0.4788561898556769	0	0	2.8895646369502335	11.003739337742473	P2RX7;RRAGC;SESN2;RAPGEF1;CPEB3;ZFP36L1
negative regulation of developmental process (GO:0051093)	5/77	0.023588650984819645	0.5043166215180422	0	0	3.2404638490164808	12.141984254237325	CST3;FOXC1;CDK6;TFRC;SPRY3
positive regulation of cell population proliferation (GO:0008284)	17/474	0.024690884450022682	0.5140269379813996	0	0	1.7518405536212824	6.484124499677044	CD86;NPM1;CSNK2A1;EDN3;SERPINF2;RHOG;HNRNPU;PDGFA;IL5RA;RBPJ;PKHD1;AR;CDK6;CLEC7A;CAPN1;IL6R;LTF
regulation of protein localization to membrane (GO:1905475)	3/30	0.024994079836206228	0.5140269379813996	0	0	5.171957671957672	19.079953292131417	VAMP8;AR;GPC5
microtubule polymerization (GO:0046785)	3/30	0.024994079836206228	0.5140269379813996	0	0	5.171957671957672	19.079953292131417	CENPJ;ZNF207;CLASP1
regulation of MAPK cascade (GO:0043408)	8/166	0.0251749860970236	0.5140269379813996	0	0	2.369254232118347	8.723367564496002	PKHD1;P2RX7;TRAF7;DHX33;SPRY3;PDGFA;HMGB1;STK4
negative regulation of microtubule polymerization (GO:0031115)	2/12	0.025601168413971833	0.5140269379813996	0	0	9.295486935866982	34.06904986314364	MAPRE1;TUBB4A
P-body assembly (GO:0033962)	2/12	0.025601168413971833	0.5140269379813996	0	0	9.295486935866982	34.06904986314364	LSM3;PATL1
posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620)	2/12	0.025601168413971833	0.5140269379813996	0	0	9.295486935866982	34.06904986314364	SEC62;SEC63
protein transport (GO:0015031)	14/369	0.02608614697605138	0.5192492531698503	0	0	1.8534247047074623	6.758236789607518	RAB3C;NPM1;RAB5B;TFRC;PRKCB;LMTK2;DNM2;VMP1;RAB32;ADPRH;STX6;TXNIP;ZG16;ATP6V1E1
regulation of macromolecule metabolic process (GO:0060255)	9/200	0.026873286274830408	0.524312770340401	0	0	2.206464830412019	7.979950485909622	CDK6;EDN3;NOVA2;FLOT1;ASCL1;TRIM10;PRDM10;TSKU;ZFP36L1
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	4/54	0.02720178891573325	0.524312770340401	0	0	3.7283054892601433	13.43857475260153	RBFOX1;CELF1;NOVA2;HNRNPU
positive regulation of leukocyte chemotaxis (GO:0002690)	4/54	0.02720178891573325	0.524312770340401	0	0	3.7283054892601433	13.43857475260153	AKIRIN1;EDN3;HMGB1;IL6R
regulation of cellular senescence (GO:2000772)	3/31	0.027248823057968004	0.524312770340401	0	0	4.986989795918367	17.96685229964956	RSL1D1;CDK6;HMGA1
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	5/81	0.028592845179332478	0.5340914593301357	0	0	3.0692835557794007	10.910071524557255	CD86;CLEC7A;STAT3;HMGB1;LILRA2
regulation of interleukin-6 production (GO:0032675)	6/110	0.029451004190124537	0.5340914593301357	0	0	2.6941062534587714	9.496798015300742	CLEC7A;STAT3;HMGB1;POU2F2;LILRA2;IL6R
regulation of centrosome duplication (GO:0010824)	3/32	0.029608372624663693	0.5340914593301357	0	0	4.814778325123153	16.94656611663563	PKHD1;NPM1;CENPJ
response to amino acid (GO:0043200)	3/32	0.029608372624663693	0.5340914593301357	0	0	4.814778325123153	16.94656611663563	RRAGC;SESN2;CPEB3
negative regulation of microtubule polymerization or depolymerization (GO:0031111)	3/32	0.029608372624663693	0.5340914593301357	0	0	4.814778325123153	16.94656611663563	MAPRE1;TUBB4A;CLASP1
positive regulation of interleukin-10 production (GO:0032733)	3/32	0.029608372624663693	0.5340914593301357	0	0	4.814778325123153	16.94656611663563	CLEC7A;STAT3;HMGB1
cellular response to interleukin-15 (GO:0071350)	2/13	0.029838803920999347	0.5340914593301357	0	0	8.450010796804145	29.67597813238637	STAT5A;STAT3
interleukin-15-mediated signaling pathway (GO:0035723)	2/13	0.029838803920999347	0.5340914593301357	0	0	8.450010796804145	29.67597813238637	STAT5A;STAT3
positive regulation of transporter activity (GO:0032411)	2/13	0.029838803920999347	0.5340914593301357	0	0	8.450010796804145	29.67597813238637	KMT2A;SGK1
positive regulation of interleukin-1 beta production (GO:0032731)	4/56	0.030580407382165335	0.5420621855185789	0	0	3.584541949697081	12.500716385159178	P2RX7;CLEC7A;STAT3;LILRA2
