F1_H1	F1_H2	F1_H3	F1_N1	F1_N2	F1_N3	F2_H1	F2_H2	F2_H3	F2_N1	F2_N2	F2_N3	F3_H1	F3_H2	F3_H3	F3_N1	F3_N2	F3_N3
KDM4A-AS1	2.93839916844356	2.30575028453314	2.73328504541569	3.53503142139256	3.34866115832841	3.20688056897258	3.13974090926715	2.59301169350896	3.2251751634077	3.17761763176933	3.11559282361424	2.88479406365728	2.92785040732617	2.94391324589243	2.67668382285471	2.96101857746632	3.33672847937549	3.13439056561102
RNU5D-1	2.55135460741357	3.13286572815159	2.57711620918756	3.20727026580711	2.52644088117439	3.72663781582834	1.11217788308642	1.10789301229286	1.04627365871543	1.31453616836223	1.38824833921356	1.26459363575214	1.8782937339948	2.23273414022026	1.56642732817332	2.18739691647737	2.25897874275611	1.72571249021589
CCDC163P	2.0410572825549	2.37105643243009	2.46565469682574	1.95277428609507	2.36287639983973	2.4523330050467	4.1038957539795	2.93665042484296	3.42798600416691	3.39423144729093	3.22121303899452	2.75474425242359	2.01409078916314	2.4986448578344	2.51126812591322	2.22948667917085	2.88004490391295	2.23565468238956
RPS15AP10	2.02552783962867	1.94902524541107	1.40701941943664	1.60574420377077	1.52086806894942	1.97606194866215	2.19807866256911	1.68415959944207	2.27745249842225	1.96972484335632	1.86753871792959	1.76406089556354	1.69356896006492	2.26082921283867	1.84451128685116	1.65125157913458	1.31324339539911	2.05891413406191
LINC01398	2.26857847546547	2.13211713744162	2.17585531233055	1.81241891948287	2.14613625167066	2.46608768636052	1.73615353006938	2.12888345091895	1.98982070412173	1.73927129323385	1.35482874510734	1.86756939298988	1.54842016069937	2.23120356196655	1.61253497354842	1.68649804210684	1.67993226816241	1.87296763397561
LINC01389	0.846822277689279	0.867169069015125	1.37404894703133	1.74405529456329	0.907902180511699	0.826272251336905	0.797136681378761	1.39958234130369	1.15072725372616	0.795814222906783	1.20098348091176	0.94913180221807	1.10511648098291	0.989352585196545	1.01148701034302	1.53638021590624	0.885073114165088	0.783640396801602
FOXD2-AS1	3.07239206535228	2.06441316256356	3.1446284151401	3.00068455893941	2.73908855877489	3.28573971287511	2.47940288049917	2.44838538306386	2.60224203993516	3.15967047552072	3.30448646601801	3.27263635546212	3.55587498481455	3.45313230131785	3.57072958550923	3.69672385400672	3.46951160904645	3.30239722938051
MIR4711	0.909527526351981	1.24727757618359	1.56216411291611	1.97766680616154	1.34019131336536	1.48196935650198	1.1700509704785	2.33977034359526	1.33826306342094	1.01826318081633	1.50418021822782	1.66158611078637	1.76492595738475	2.27092530778954	2.63696482038282	1.8035636142791	1.92442306628474	2.65285361192329
NFIA-AS2	0.971428152372877	1.02433271766221	1.15259561355374	1.25655573052449	0.845138876824738	1.69967467749903	1.96603849873154	1.00808418680227	1.41995049477332	1.22590016030319	1.85864905700771	1.03370620618768	0.899401020858416	1.02059163786403	1.14730402646456	1.40359139255515	1.2039383248482	1.12084504479082
MIR3116-2	2.78651861408656	1.9048556218412	2.22152453283185	2.19973504314505	1.99154991602375	2.70748215981675	2.16969097282686	1.63444808073651	1.50306268353081	1.56338430773672	1.82528148883242	2.80778620841044	2.03604933563828	2.60449749851455	3.1770995109292	1.79882347485946	2.65689874128672	2.1938076977616
LINC00466	1.54991093305914	1.51954684844811	2.35592977961166	1.46138790072743	1.87264070875394	1.83203588904552	2.7321173882847	1.97249857469036	1.82406656877444	2.11867830844602	1.70743966823331	1.7514692018594	1.58795430221112	1.57015128973098	1.63332072332828	1.84406181397272	1.59436661018983	1.57952888035422
ROR1-AS1	1.04834102061009	0.998617879604923	1.1797852973715	1.65950111733584	1.18148445238014	1.31687004845886	2.16939950504204	1.62983787798722	2.15671529650578	1.47391086054745	1.52602798497102	1.72247680990765	0.791348653347257	1.01091371463112	1.23348506546067	1.10331733784998	1.02287674927619	1.21787793716461
LINC01359	1.97492847526868	1.75763855907581	1.41301369858692	1.97282899701671	2.49446450675775	1.7183995415276	1.96833430417122	1.93986758501451	2.18556442792602	2.07950148591092	2.72220787938155	2.55726854556973	2.34467044125779	2.53641957081573	1.81825065547735	2.55346793123685	1.97389235113476	1.72991762446627
MIR101-1	2.05670613223923	1.39865447962928	0.92410755307233	1.52975117111993	1.51975367089158	1.18075159365121	1.37249300255468	1.94510465304188	1.15950818625941	1.57630616778472	1.7284435714102	1.64263730274817	1.11853067281514	1.46574539185742	1.46646966444232	1.47354191644293	1.57759954334539	1.66829662415458
MIR1262	0.864893981095442	0.933223696399767	0.956189167696289	0.947142675499569	1.21467390126446	1.02625985547968	1.06806732047724	1.50732760615414	1.20853819797859	1.12990455518261	1.12778657783356	1.11892445974948	1.31386117752445	1.00259627410519	1.28171669395568	1.31844017360479	1.32296164338331	1.24013784501933
MIR186	2.33061196085898	1.38823961856525	1.99968072135369	1.04492588711591	1.43294577322921	1.74865439145121	2.44551117820742	1.06883372355198	1.23174238741774	2.84086687256986	2.22416867972044	3.08595442435008	1.58957783068902	0.857690726185192	1.75284928150357	1.47182339245021	1.36970353477121	1.35477666801144
NEXN-AS1	3.07849535904673	3.00276021158581	3.15359228637045	3.04261057919433	2.8743312901429	2.47179989807044	3.58137859955282	3.52115840796517	2.850753397768	3.22947743810963	3.13806583786119	3.48834165875207	3.06578428578098	3.44962005201585	3.68460726324052	3.24102586660399	3.27200555773999	3.26170998268898
LINC01555	1.14462580569991	1.05348380020078	1.77503207644374	1.33210116272504	1.4210383826071	1.07885750860955	1.0642402280059	1.5674797096904	1.11321652363505	2.33542285725313	1.28279996819508	1.21513877871705	1.6986716415	1.73625104573684	1.20376583307655	1.52070268114219	1.49195584932457	1.81718544940665
MIR7856	0.884031791283209	1.23056086463056	1.50756949383708	1.59741349764027	1.12028968695958	1.2674527543377	1.90654033809522	1.2318728412842	1.38208020865694	1.21402450621514	1.46550693612965	0.969063165366384	1.54058931090814	1.47311892980785	1.53982188536263	1.90753161177393	1.16193792573815	1.90746074884671
LOC729930	2.06561620924306	2.17956057091367	1.39739218789699	1.5722405464069	1.91108790540338	1.73023742672813	1.67660914525894	1.82684745209413	1.58303643449723	1.32335467808373	1.31972594849394	1.80038507747417	1.90015066880792	1.6515459031239	1.6151541647179	1.69155517227623	2.09965963923511	1.74267841382888
FLJ27354	3.63505236328527	3.57692183142751	3.15588308473171	3.17451291744752	2.91945696184236	2.94234379720514	2.83547626207813	3.29772755769487	2.94145236159304	3.19913005315213	3.66969898447263	3.08123799746174	3.14575409898842	2.88376934730915	3.08900013770742	3.16923990109205	3.19170654761627	3.2973634100311
GEMIN8P4	2.31369640659133	3.31179785032514	2.31397063709532	2.4789747033048	2.69931049816995	2.32340407142327	2.35039943807134	2.93046005006674	1.77935297713594	2.08376620556738	1.98143436523698	2.10544299202819	2.67023101041642	2.27019854231566	2.15674428095383	2.46330701391285	1.85585343033302	2.3518299116694
CCDC18-AS1	4.90107111588045	4.62576919649642	4.41102302236017	4.13787438391893	4.74802187749429	4.05480519309216	5.93693510572294	5.27235616055713	5.60767726767721	6.11991151029335	5.28778662936371	5.54104330869502	4.68172236257893	5.43029551445043	4.92900898932197	4.22823924333683	4.35671189731221	3.7638997399891
LOC101928118	1.88023444155904	1.57202311969709	1.50199953989852	1.52928940876138	2.58780188030346	2.06532838314963	2.16070600796725	2.20927190576033	2.14561352011019	2.09417266098476	2.03621823903823	2.69932528848418	1.40438573900105	1.61907131654245	2.44418291222921	1.25684737183211	2.37319217011409	2.13897035125062
MIR548N	9.79272915933275	9.76491913385565	9.82153691827684	9.61248199140104	9.71908677286126	9.48169556359241	9.93333010199595	9.64919091365375	9.88101395675295	9.46415876743184	9.66530487213105	9.68871883658126	9.96657141643342	10.0562857243217	9.8994358645397	9.70061270157226	9.67439566405747	9.90242045336207
RTCA-AS1	3.8340111995101	2.82547463380325	2.59802468744362	2.56543934835654	2.59299180955261	3.21292480808231	2.7243945173507	2.74914234320364	2.60634723658935	3.05755467629354	3.42578932871438	2.9504432200318	2.43151314885197	2.17388518506927	2.83818590126011	2.76325553326558	3.25118895099299	2.49030385655984
LOC101928370	3.6889507111645	3.51789213598313	3.61151896768528	3.04293530508087	3.52246921858223	3.54472881721856	3.28292873003104	3.40606744696239	3.56756762607133	3.53418482283559	2.61549864416931	3.24944998067068	3.13314067557857	3.79155205626492	3.12285999961249	3.27470508634125	3.45056562541024	3.6099483278318
LOC101928476	1.83359446007357	1.37849131579863	1.53168003122956	1.65150081623307	1.42283455681121	1.20016352964918	1.43192498782224	2.35994378237089	1.52877515219807	1.30430193320913	1.36976926564433	1.88431925253132	2.03555734617484	1.67456085062548	1.33438930398306	1.73209660969896	1.06485287315191	1.21242651670316
KCNC4-AS1	2.44345286326361	2.02979978110002	1.65404244314401	1.78797776301138	2.18785977564772	1.75642795783526	2.21019376571856	1.71316335152151	1.67535612641847	2.21636486756424	2.28599074192089	1.45566431252439	1.41035476116111	2.14266177331241	2.46270314445662	1.72960093397376	1.82017116685877	2.14140242018655
LOC440602	2.33415220050058	3.01158673800232	2.88528168108952	2.94297379140862	3.17223818520921	3.10169041235027	3.31856931145562	2.27061753280891	2.6180657265416	3.14745677896223	2.65800338392244	2.89624841176668	2.53994444068828	2.29843213951095	2.91319919566597	3.29997097123567	3.03995677738786	3.23297611558322
LINC01160	3.75976584207856	3.33969250327793	3.47677628623899	3.37722718060496	3.70078455565212	3.21877674639119	4.049541380657	3.70394818200482	3.72205074508506	3.67940258512125	3.53480497125687	3.67613848263664	3.01814517492874	4.15260567851977	3.4806891417757	3.31374899705225	3.15260927361211	3.47988386678077
LINC01356	2.61475110160064	3.1082488113881	2.89686559991115	2.47614978336969	2.4621027380867	2.36118651873381	2.35413553000435	3.47515686567115	2.7046570024014	2.39875396691207	2.93597883314024	3.05451198281779	2.01655000340776	2.19909778595231	2.17067753184728	2.37126198508474	2.537285129647	2.92208765914912
HIPK1-AS1	1.45002716211753	1.59972441517906	1.55536178453537	1.77660952314434	1.01052741368994	1.36130419201641	2.00705122989432	1.89849609706062	2.02759455630234	2.10853992880173	1.2848739100093	1.65991710520456	1.51777931453898	0.96683026236877	1.6675285254418	1.42753348542479	1.31412491448472	1.80449396230143
SIKE1andCSDE1andNRAS	1.47480540863288	1.51555870703973	1.77233239879929	2.19588837963228	1.44711222887894	1.11052932508671	1.906502903222	1.43863658333025	1.84094287954456	1.49351369797117	2.26704408713579	1.53001955898803	1.1533850338325	1.75789382121502	1.93725849256032	2.25550175051548	1.78251749953419	1.59746664858534
LOC101928977	3.75744137752661	3.6952009856014	3.78512472448668	3.80876887558129	4.09466567372079	3.8272839790768	3.64212637391886	5.03483121561245	3.8242363996717	3.704823214501	4.12955343149934	4.33276549891718	4.47081489966826	3.2739999085427	3.83693769031521	4.62466618011221	4.09984061218484	3.72620049785689
ATP1A1-AS1	3.74978496966047	3.32451511115561	3.35140247648417	4.1743787773871	3.67386547197372	2.91525184198181	3.74011534890229	4.00992540427118	4.08718320556288	4.07289549136386	3.36917905215225	3.42108242334177	3.9856654406851	3.93474241148368	3.95351777598481	3.91417951652277	3.38202720123359	3.70744991773864
LOC101929023	4.46562577825987	4.33613262071994	4.67886780744234	4.20629225343847	4.33583717868048	4.25185668222125	4.88883898470247	4.88090968812373	4.36498709220651	4.56475793680584	4.36768481758836	4.60792592731014	4.34635244586113	4.0614474276173	4.37359527095719	4.65057710953536	4.49937786049451	4.26334750208667
MIR548AC	2.13408846669744	1.4288028912042	1.51758982184934	0.954480254264067	1.44570741861694	1.40755308478847	1.9301913903863	0.860228799432322	1.2106863706589	1.22996072889944	1.52134342807769	1.0512719353147	1.7796965509844	1.27364961850683	0.975417279806108	0.821952338582818	1.32218916303053	1.28765705577515
LINC00622	1.12406561626668	1.25900143313516	1.19451882744061	1.33382174474819	1.35623879398064	1.29079090706684	1.35517862587634	1.15720350402035	0.859809615209502	1.38628266615505	1.82005155546457	1.30122207823595	1.24539475716882	1.01473438847351	0.78572976302133	1.45209098190563	1.12449034239918	0.979054777446756
PFN1P2	2.19861717655615	1.58389122138812	1.64919196957849	1.1953890591095	1.56798003605397	1.86257386031256	1.31864791121579	1.76557060700662	1.55051110043151	1.36869279284999	1.6717291974131	1.52101773774223	2.05048807536701	2.05819603161598	1.71153224942486	1.42065587704396	2.158278229492	1.2470415867998
RNVU1-19	5.22365516341197	4.87926432629894	4.67432054662287	5.27445722028128	5.68849401502318	5.66223654874985	3.22376811082431	3.45143663799469	3.58231151311103	3.28774466168937	3.48120396312934	3.74794334640592	4.64799180107906	5.69380901414809	5.4482403938446	5.68864920622322	5.46630973172495	5.26409077986705
RNVU1-17	7.32221311384657	7.40234978292258	6.72780015157377	6.77601693715293	7.3135050446807	7.11670518403685	5.37581484442123	5.21137722848525	5.36958262233778	5.56408409415879	4.97602667798728	5.70749971181638	6.83003154300226	7.62668970364203	7.91754811189368	7.32949006069261	7.25644495707615	7.28384717140318
DRD5P2	2.99603770972453	3.04928042177901	3.25951370812553	2.70012821275602	2.87634407196006	3.32425726408529	3.22587099033226	2.94486557355724	2.92923266162286	2.38116861578022	2.29298847329366	2.83396956785471	3.18964835029658	3.61240928224112	3.45909462704206	3.61765232405937	2.83438443116348	3.5713680287958
LOC103091866	6.13143552377233	6.02832743426522	5.84498900129633	6.0098068220053	6.00390995724328	6.1523110041267	6.23047855536593	6.41547018212278	6.03442856311103	6.43546647209245	6.07686004210478	6.05269815691043	5.93340079590805	5.63115368047554	5.61021210501271	5.60152530261998	5.83956409671444	6.04323073397891
RNVU1-6	3.98409113439678	4.23126848485633	3.83443627201246	4.19408172338773	4.50097183032092	3.80310945932458	2.75069079053747	2.69601049291925	2.99164638869575	2.32710561223315	3.73412682877948	3.02826998102062	3.34134727201112	4.45577294334899	4.50306929126419	4.5235634126546	4.03837253126676	4.13408395128699
NBPF13P	2.35784695795947	2.96519004756471	2.78346101132831	2.69963846226341	3.0266509263154	2.43486046012011	2.29061521173106	3.59783551077809	2.92653016658432	2.61828140403031	2.52012763926265	2.23100237565319	2.69433525523996	2.48720939534363	2.43767213316123	2.79477703067141	2.06209627627875	2.48973941541184
RNVU1-8	3.02806584217177	2.84468441390852	2.73275610412142	2.74166194196965	3.64845527908839	2.93708701080778	2.10842480718225	2.64467983249972	1.90244164759857	2.07012641608799	1.46474606600341	2.20842917057321	2.51977154948148	3.0267971363714	2.42226115286567	2.91037764555594	2.533529152149	2.77255824027079
LINC00624	2.50697968427962	1.7135434704448	1.86755872306789	2.72489502031955	2.35541466732136	2.36873244696272	2.13472759866549	2.16217425240561	1.89719851298469	2.20251963098619	2.03671904857649	1.63504946842495	2.30727338142639	1.80340063816641	2.77812885528614	2.10980196407566	2.2214554212417	2.01583722120241
PDZK1P1	1.57179522208178	2.07937143518641	1.58040703974637	1.56971802163944	1.30622386365272	1.31569849317353	1.4714572214147	1.50007196044318	1.54878178240431	1.32276450730124	1.61689205581112	1.34061198752177	1.4481080405807	1.91201547781916	1.75910435718686	1.51065647726214	1.78201577288915	1.73868881778725
RNVU1-7	10.3411656719341	10.1669170005156	9.78623376626241	10.1443228679379	10.3943742299428	10.2973787516213	9.03884045060588	9.31107568415616	8.80438531553476	8.8064072208218	8.740852592428	9.24707158779385	10.0560268994644	10.8978162852456	10.6640004744823	10.784971230809	10.4636103082152	10.437781090939
LOC101927468	3.27934342788012	3.67651102805143	4.18552042934508	4.73753817630742	4.15626296868439	4.29347230842467	3.56964888755959	3.72133496040883	4.13936542593986	4.68998280721031	4.86280298510026	4.72074763426152	4.69418981161257	4.28154557588242	4.56012739070817	4.24674255803172	4.75225399052235	4.24196602950196
MIR5087	2.13026838010373	1.03975709447876	1.1261282704334	2.5466147509166	3.16892140286955	2.34233428158677	1.74196242835024	2.35981822551003	1.47045780630583	1.83163232899446	1.92032605534027	2.61176454262018	2.30022555531755	1.65087297622008	1.51644712512661	2.6735012038282	3.3465156600744	2.95250307245173
RNVU1-1	7.50587753403602	7.29224089565012	6.88351075156647	7.27759175861204	7.50754163264775	7.4208615384826	6.05318264461071	6.38341856654069	6.10817744397894	6.58917974480016	5.79257438906046	6.50772101816331	7.04642664647874	7.85810158257321	7.60521600897148	8.1319081995797	7.39873585279362	7.4381556727757
LOC653513	5.50650618546385	5.49974398741818	5.66028125321412	6.13707889434292	6.02785911701677	6.25717409146856	6.25982033766598	5.87270021889048	6.09678633627873	6.32540834956935	6.17388028211557	6.22150460015985	4.97164272259231	5.01965275814992	4.68568253030162	5.69684549655521	5.24380972004763	4.84578644067545
MIR8083	4.81853772555755	4.48631314595307	4.78902399417973	4.08693377206925	3.90307216305254	4.50939614313199	4.76084039882083	3.58545422602849	3.72480743827645	3.71562166268711	4.91708242617402	4.08929059547501	4.63338411474042	3.60010793989164	4.29294898259468	4.7121536966505	3.77822199313649	4.25247368009413
SNORA80E	3.11651000667379	3.20484126568106	3.26800148128575	3.14551741874926	2.0192639573332	2.76875015900776	3.07146332482009	2.86340045521765	1.94706950243941	3.05136982503146	3.21470851604057	2.27966618902555	2.79261620870297	3.11826321802417	2.85603961571545	3.38062381813453	3.41250504223587	2.92236173402658
MIR765	1.20423258782438	1.21199751750215	1.78488246441468	1.49761364659375	2.22402864823317	1.01573051575703	1.41577630482683	1.50003113392662	0.956740495506181	0.749853340311484	1.39848958528747	1.32713186649059	1.68589472414939	1.29366387897876	1.0792646700143	1.40929137700968	1.42749391445265	1.38742997458692
LOC729867	3.1337089809498	3.5181937296306	3.53272430259066	3.47946772977371	3.8618359570014	3.87033378830272	3.70997635415632	4.2379566266782	3.92053980384533	3.49042012395283	3.77663486097456	3.46804504989801	3.46545129889433	3.70183624687191	3.73108354856014	3.86562177606027	3.8095411070665	3.50303867185686
LOC100422212	1.9774273266579	1.77770094560359	2.28488203100424	1.96550885671789	1.85303856844336	2.00145285515656	2.23290876907248	2.80558607936987	1.98435661350055	1.72072913722778	2.3148462549604	2.01116434663505	1.73110722300642	1.73968080180367	1.98275749274308	1.77820950455116	2.37193131623343	1.53006688522254
LOC100505795	2.00430339371274	2.11197256280779	1.41765462860637	1.7111794506604	2.27234179606596	1.71737359822437	2.02070884847463	1.00832470880743	1.51291589623146	2.13819119841609	1.78968181677027	1.78365054544341	1.67163174675543	1.40296393720789	2.4788805624835	2.0852901785254	1.61985216629807	1.81622155151769
MIR921	1.34539650036518	2.47677806905121	2.06096133563676	1.79561325221909	1.89991132959563	1.28499944463117	1.66408650226452	1.68198811150399	1.84540017538957	1.28106748739074	1.57401964485432	1.24758575835384	2.02104080820234	2.85937414015199	2.42289262692079	1.89609501849434	1.72978178168211	1.5658926279263
LINC01363	1.26327740616801	1.7776252953915	1.82640808581688	1.91923220044476	1.59962821499799	1.80140123282861	2.4517108285631	1.6704553354331	1.42628413806046	1.29476903618622	1.85896400398886	1.09261492886151	1.39071478267422	1.98885327960073	1.74433883063803	1.37272387434379	2.27085586564126	1.5643423062234
MIR1295A	1.50346291775214	1.89999627059996	2.07368181664534	1.239366362064	2.31061655824766	1.65528536373734	2.99973295717705	2.22704426923911	1.59720691502304	2.08511492133672	2.60345836496679	2.27263366894256	2.0863458715823	2.12316901422873	1.87970438328582	1.87961958696302	1.9086175412656	2.01350119926844
MIR199A2	4.24374923549815	3.41625843973895	3.35782400545626	4.14129630509008	4.20442225064803	3.75776578664724	2.81877689665826	1.9696743186597	2.55105235442269	3.85696540693384	3.67155805494066	4.36642875043067	3.95875952724742	3.8421938337763	3.91805805839893	4.67421238636026	4.53002898721227	3.97452243884926
LOC100506023	1.38718507435375	1.55621689103079	2.23518672676041	1.52022485077643	1.50583935418597	2.21601029693259	1.17863855760242	1.76553974349695	1.40721680176883	1.35316373722009	1.52082156799247	1.41753247393893	1.75080532722409	2.15255557066279	1.9710731755941	1.85694359233862	1.69141183636929	1.56976964660645
GAS5	9.5495968869229	9.48512236871811	9.43960656858463	9.03799871326295	9.08399355489459	8.96954641468893	9.60589999307609	9.56903281538148	9.59793009656907	9.38666084752361	9.34781218763186	9.3802540746709	9.09476140611296	8.98854384975317	9.00949669226411	8.4533938032325	8.65913800778178	8.63258282290814
LOC102724601	3.82084072043502	3.73275031308715	4.58995655620353	3.78071865258113	3.75656354059261	3.74504242376022	4.01988786574629	4.7958329206162	4.58474517436509	4.19583637659804	3.67068400243656	4.28369975609421	3.84857579776575	3.89768486561162	4.41663947369312	3.81358529786355	3.92945963678615	3.85133602281339
SCARNA3	1.58766492298475	2.24021135752764	1.62815804836785	2.0018194727968	1.27598402884931	2.09326768556837	2.05071048372008	1.85941860408925	2.1376108538059	1.91396836022847	1.69456033433309	1.87311699786098	2.01308602668201	1.58934959817666	1.82582928858392	1.90611151451525	1.99136080950186	1.65710442274623
RASAL2-AS1	1.89247931135583	2.55246071801302	2.40652990269828	2.40602121162987	2.44270786522513	2.62690387502936	2.70948866461203	2.88542297590689	2.02886876961445	2.14231624978842	2.11628611115733	2.2357326112508	2.53729275400079	2.64186052244205	2.25309725339041	2.03671212370561	2.61446403108899	2.24300040885831
MIR181B1	3.19874532375028	3.68617270532444	3.68272548130718	3.3947084669266	3.23214902120637	3.72178850103002	3.39406033736958	3.67659743634725	3.04373520973821	3.1831721938587	3.69383639903671	2.96921521298492	3.52574969821348	3.34381504339988	3.47698051149534	3.65736759555317	3.22722602450066	4.23026540183254
LINC00862	1.66717121739533	1.39529334900224	1.63516516943575	1.05301721907323	1.38454886887234	1.23389678805314	1.75739063428183	1.35501683045386	1.3518342834647	1.30481514863699	1.07694137252067	1.84115343157756	1.4224883769827	1.24812834511607	1.28482256545521	1.62970402743398	1.50088765157924	1.32791358138295
IPO9-AS1	4.21996840320197	3.91777595447429	3.79024204575154	4.23238607108984	3.65919616140757	3.76243482816306	3.45176350076648	3.33041941490842	3.77529753527583	3.12097755985009	3.43042180038505	2.91634844277182	3.87287889212468	3.57460154935929	3.86835942907898	3.58745638172971	3.47315448046005	3.87734382051262
LINC01136	2.72513975363055	2.73415338117401	2.16012936455288	2.72627709589585	2.70112525204109	2.48215985151958	1.9965781206991	2.75054377549156	2.2752077009051	2.88452290437107	2.40835863563421	2.85462401381442	2.48988836103212	2.16845430931936	2.38531766986409	2.91634779120013	2.64391707692516	2.87011546020827
LINC00303	2.20849594019182	2.39352709143583	1.6073431446617	2.34948704465995	1.81612214672278	2.02209179264611	1.48766684385983	1.74564364305957	1.93956942228832	1.58965630689715	1.54581832185876	2.03798174970498	1.94690553339568	1.62794149788456	2.13273772315516	1.86564071524787	1.81456383217318	2.02014575939602
MIR135B	1.23744170076585	1.18990328107558	1.14510810339579	0.930987189247798	1.03210776870458	1.71958536814332	1.02542582688468	2.24231387183211	1.02221263851651	1.25454849865682	1.87816106099297	1.48638005637514	1.00622991690479	0.994214615640729	1.22763512032396	1.29912664798605	1.2352449337265	1.30291092853825
MIR29B2	1.34015447234371	1.39093125313461	1.58394206368081	1.33968209582671	1.31135167603569	1.23224764355448	1.54563168213306	2.36491389514975	1.54358512760107	1.81698415203894	1.50097887672206	2.20277636239949	1.16214304302834	1.22345222436104	1.80951327616791	1.9538597177654	1.18858477429838	1.62717921446622
SERTAD4-AS1	1.69948274974604	2.06412257334933	1.04992084468341	0.97443811205265	1.27723249827784	1.01024605751949	1.38969137729548	1.25610672376369	2.16639128055861	1.61023713206593	0.996827486808863	1.27394467041881	1.77191571349493	1.86006479409482	1.45476926669414	1.33723182235035	1.36445076666379	1.09660846928843
FLVCR1-AS1	2.17349331495043	2.4288405366699	2.31258427144639	2.2638131619598	2.31766990592659	2.18036943302725	2.23206978038093	2.60876911960788	2.85307682922382	2.79996199238547	2.45681265483352	2.81732010857555	2.60626788457679	2.6098523577918	2.49343420954086	2.39299810340091	2.28965673442365	2.72249090278542
LYPLAL1-AS1	1.42379517517444	1.64628160818453	1.26578016957293	1.31612899471831	1.27916042001395	2.30397597446662	1.21672708964887	1.40405057577184	2.01175168332175	1.94144594538643	1.42572684877231	1.72015382800641	1.44848896225655	1.72469887905298	2.15958551572567	1.37200506256223	2.79891509080038	1.87264573977564
SNORA36B	1.35606868926243	1.75014983306248	1.42688348489437	1.68880925110016	1.84779025802582	1.4396804778007	2.49389229301729	2.1850888667361	2.50062454912651	1.15047143234517	1.31473899280891	1.90088997226109	1.96681441584589	1.2510082968216	1.35650192484659	1.48733507201312	1.25263701778237	1.12817205064336
C1orf140	1.61569536800108	1.11433859049539	1.01566731061341	1.43078852661339	1.89965068224041	1.5665131833016	1.10050434081005	1.27772435015529	1.50540878983039	2.07612831570733	0.973937687554989	1.25523741865793	1.39631953873685	1.9592386676862	2.03094305955601	1.93792612857691	2.0605232504347	1.47333653948603
LOC101929771	2.20290577857644	2.18003836827611	2.13981665159052	2.04736745827367	2.12617152874314	2.53266195144879	2.85854478369629	2.05944875912497	2.45314484815154	2.74954077224344	2.78754993602511	2.03161143526041	2.3040202086395	1.8666457555243	2.05238122702558	2.52364173007396	2.60710791967988	2.2206092807385
GTF2IP20	6.16078262905049	6.27656767503624	6.41462334770406	6.0952719039621	6.08468034769655	6.21348750388841	7.62745138902141	7.37061045214834	7.4907486824457	7.84646809781085	7.32436145314185	7.72437939909017	6.60518664262836	6.73022564678316	7.23455946784653	6.96933511780132	7.01078475722764	7.0784918357654
MIR5008	4.18457740646467	4.46526035237971	4.63347963681982	4.72040880774295	4.49451898711742	5.01024510812081	4.38465662994038	5.38418886512997	5.19502003573341	4.82830956486247	5.07107878499874	4.994829993457	4.62985510408808	4.76064928924052	4.80168042197136	4.94171620911065	4.53070593483873	4.72593379194202
IBA57-AS1	2.49323895829949	2.57969088112166	1.4985215858781	1.74351668570237	2.04346024903263	1.88737689567714	1.7387658475584	1.78612996322145	1.38126337748233	1.61763067481567	1.37761336323684	2.04407201768759	1.61753808997788	1.74193670421283	1.99363709537259	2.32996112907273	1.98961188840828	2.16704159783682
C1orf145	1.85301304969578	2.05391183504079	2.81509710309485	1.76472582398963	2.52801211828597	1.91757873011109	2.59438618924272	2.3472269971371	3.35068229106666	2.07545285557715	2.58287851014521	2.83143234359381	2.0887914661515	2.13697704856629	2.37030495464986	2.04395541132623	3.33425506775758	2.39568944545694
RNA5S2	9.74924609089956	9.34617401426676	8.54203067735468	9.27813568601849	9.63330611418178	9.58720306443304	7.90921842837915	8.39850752142545	7.81722801028158	7.96845015408825	7.66954832720246	7.72333632293956	9.36518501922046	9.40174903104136	9.11138133887219	9.17639859846123	8.93312790548732	8.56816544469158
RNA5S3	9.74924609089956	9.34617401426676	8.54203067735468	9.27813568601849	9.63330611418178	9.58720306443304	7.90921842837915	8.39850752142545	7.81722801028158	7.96845015408825	7.66954832720246	7.72333632293956	9.36518501922046	9.40174903104136	9.11138133887219	9.17639859846123	8.93312790548732	8.56816544469158
RNA5S4	9.74924609089956	9.34617401426676	8.54203067735468	9.27813568601849	9.63330611418178	9.58720306443304	7.90921842837915	8.39850752142545	7.81722801028158	7.96845015408825	7.66954832720246	7.72333632293956	9.36518501922046	9.40174903104136	9.11138133887219	9.17639859846123	8.93312790548732	8.56816544469158
RNA5S1	9.74924609089956	9.34617401426676	8.54203067735468	9.27813568601849	9.63330611418178	9.58720306443304	7.90921842837915	8.39850752142545	7.81722801028158	7.96845015408825	7.66954832720246	7.72333632293956	9.36518501922046	9.40174903104136	9.11138133887219	9.17639859846123	8.93312790548732	8.56816544469158
RNA5S6	9.74924609089956	9.34617401426676	8.54203067735468	9.27813568601849	9.63330611418178	9.58720306443304	7.90921842837915	8.39850752142545	7.81722801028158	7.96845015408825	7.66954832720246	7.72333632293956	9.36518501922046	9.40174903104136	9.11138133887219	9.17639859846123	8.93312790548732	8.56816544469158
