F1_H1	F1_H2	F1_H3	F1_N1	F1_N2	F1_N3	F2_H1	F2_H2	F2_H3	F2_N1	F2_N2	F2_N3	F3_H1	F3_H2	F3_H3	F3_N1	F3_N2	F3_N3
SNORD6	3.89748392456764	4.53429666834323	4.97822148260555	4.02251202479371	4.30243585489996	4.22506714931217	4.85705647710617	4.66249419112807	5.10533490861564	4.34252517715731	3.95018748519494	4.55931203495848	5.10372217465553	4.69861385270207	4.32736569192264	4.80404695240373	4.76502426344345	5.12494176494495
MIR548L	1.10369740343095	1.19264009203965	1.15461308334663	1.15672720189964	0.878296903076775	1.545123950655	1.40034623583361	1.38081836759595	2.13456328634701	1.09641740098831	1.45094497095222	1.61432110836555	0.942519337885819	1.6082938797726	0.84612545654639	1.88222865858607	1.32200910911188	1.03550713835224
LOC643733	2.68067376201835	2.26615077629893	2.32782083989583	2.20996173685386	2.48278698630233	2.61801262940175	2.75529868104072	1.99539581210932	2.12205972691228	2.34849866958463	1.85146539857058	2.01624123241466	1.81895949045895	2.13082987042555	2.79001433543383	1.97735891351933	2.44582397772936	2.45564582637022
CASP1P2	1.4877968067898	1.28179219545308	1.86001897791679	1.55667570365403	1.76491123248198	1.58435942307781	1.74013468372257	1.71767590283575	1.79342862693276	1.74516191236405	1.59335029272638	1.83654710068674	1.81604794208796	2.1123751744538	1.94066799916617	1.78036805757118	2.18809287759032	1.81537219874063
LOC100132078	2.38443000035505	1.69032939631766	2.73624096930039	2.27976851426427	2.21051307303462	2.05105003914853	2.34307396909642	1.9669202545136	1.98968019815749	2.73493022678001	2.447118365457	1.95282982407829	2.68261200038423	1.34230272319897	2.23315673833456	1.95395840266362	1.66054471266603	2.62322240143829
LOC101928847	2.28610417884576	2.14576348953384	2.78640253690796	2.34865448950633	3.05145059989686	2.43481224805501	2.84688509472286	2.63212640936288	3.21308523088428	2.25097594935071	2.08184600856929	2.44328042800501	2.33835768444969	1.85463163020327	2.74199290225977	2.88716829334493	1.93276566982513	3.09936730274186
NCAM1-AS1	3.06581366027403	3.28006983668527	3.52152029821746	2.87180659090749	2.89459249111997	3.15717564755761	2.61843111543177	3.26593639758191	2.96320063769053	3.22114090753551	3.4590718737305	3.47747718287676	3.12485574071119	2.77355945151609	3.15818339953373	3.35926414008831	2.70564587821568	2.44607001117354
LINC00900	2.34745477426173	2.04095056575357	2.35619461600178	2.15411870614936	2.84658193337865	2.5517012729996	2.14290638717681	1.94676855875312	1.92184936260855	2.00239230681844	2.7314843206718	3.73675070498326	2.81437514750975	2.51825871756583	3.09283966435412	2.29440785195586	2.85158629720665	2.7244110042625
TMPRSS4-AS1	2.82459223995176	2.40666314178497	2.78028459311794	2.35283508428157	2.82642201615446	2.22363064445123	2.56831924080934	3.17198328714065	2.33573541109035	2.75371614277295	2.17511033940512	2.49704075121384	2.07666321734722	2.66937751593392	2.5236210130513	2.93681956865437	2.47006052654901	2.9146562203756
MIRLET7A2	1.75311922922652	2.10659489429551	1.35924935237174	1.03046851735596	1.32003708102031	0.862802904169637	1.46012704131421	1.23578525910862	1.3424879725043	2.05700642043148	1.43929029757485	1.4708497863797	1.47766868740873	1.75879655086338	2.26995391023092	1.31998835043435	0.901079880703094	1.19164159018949
SNORD14E	2.12171325837061	1.89921257387038	2.64758461170459	1.92891745270654	2.33424856698548	1.91760915027554	1.69471541212263	2.16807472945786	2.53246331745707	1.53614654572612	0.959097272540624	1.67427270526375	1.64876804287662	1.83647631728999	1.81047482285192	1.62091058334472	2.35634154169594	2.1600663609169
STT3A-AS1	2.97741003228699	3.13589447168646	2.43196603771574	2.75995072947189	2.49847737666126	2.78114271428759	2.71273672035466	3.09054278317125	2.42257021203643	2.40155781526529	2.1841570380319	2.74189143465513	2.36200622998583	2.46780502135563	2.50754674255781	2.62337012905728	2.29485045614711	2.68774152759085
SENCR	2.59830329118413	2.98983059413146	2.82103550146722	2.60573920847983	3.04051874704565	2.90532478767517	2.88730040865471	2.70994717494854	2.98977906620413	2.30762977736578	2.91380689692911	2.59936366354264	3.54198190210942	2.9526235759166	3.1173254450502	2.60789216087847	2.37617319212341	2.37431463859272
LOC103611081	1.16983721845466	1.93217217994808	1.56347734764489	1.14932920961515	1.50511670190421	1.59048906058814	1.47862521042079	1.25039014328041	1.26854143249587	1.61001941943859	2.12383970023932	2.08755945005911	1.64159958396122	1.71109217348159	1.49396706026679	1.31138826700934	2.058719760871	1.92260767608503
LOC646522	1.89930285467652	1.85305914743051	1.50177298517711	1.19978498556269	1.36228036492895	2.40525847724102	1.39723514600162	2.08482325138742	2.23970864569963	1.9981443299826	2.12869381039959	1.96585550155941	1.49164702653675	1.47461855996333	1.54664739594805	1.93420111178415	2.08350334411353	1.82197375465689
MIR4697HG	1.57056621736599	2.02023258684789	1.36314503605144	2.4496745475121	1.72994853274341	1.87262968378411	1.37308955430009	1.7371152854175	1.68049067167888	2.6066090641642	2.25531283143176	2.03695333264084	2.26137550987167	1.81879334430785	1.3938447369315	1.50650146405068	1.8768080744519	2.76059335278129
TSSC2	5.49726249308253	5.42331374107046	5.55249991221348	6.07488345198043	5.84316216153715	6.05209218838307	4.7902098326499	4.32224047454311	4.97044644010583	4.77462907520352	5.11618067911092	4.31252490012039	5.92544118956339	5.98254704965355	5.67154379399462	6.03799310562183	5.90053736904692	5.95572755751204
ZBED5-AS1	3.1105615530673	2.80830536187582	3.46009315121644	3.99781568323072	3.75667035259729	3.92896097768211	2.18497813148057	2.04476013356782	2.45537869146447	4.18031323715331	3.66798925979051	3.92364781502089	3.03500037546299	3.16541368391961	2.57001171251569	3.03132478355975	3.25959071266572	3.57483032596526
WT1-AS	1.71122405467924	2.78537023201593	2.17742929285661	2.15257281866285	1.70222736003068	1.84822324675768	2.2908206440067	2.2425087677324	2.64038073466405	2.36328736407264	2.48626297617515	2.57893919264929	2.16181586132315	2.27497328981298	2.02806429753244	2.80216321366893	2.48730878480087	1.8899991631019
MIR670HG	0.622060858917085	0.801333613110875	0.804530060879245	1.28992444652301	0.956637760421338	0.692534746861465	1.19821367071607	1.35863138416782	1.08340941365841	1.17404756058296	0.930969774964191	0.735509589037495	0.853135174534359	0.979565033861349	0.756735694224065	0.531583683117505	1.21045031849743	0.906658763733518
TMX2-CTNND1	7.20472281968818	7.13340921464717	7.70698721427294	7.22101044017151	7.12719418229204	7.29315790811529	6.3894851012797	6.33597406903532	6.56566541530767	6.67404484974279	6.47782753160218	6.88762623261506	7.62644847350983	7.60570053025601	7.7813119521065	7.61324388388364	7.59319045282478	7.52813654037881
ZFP91-CNTF	7.15970017304668	7.25053826309818	7.49575026700898	7.8398167722013	7.59975490346002	7.79423308473875	6.43033249073309	6.38875076984316	6.61132803041673	6.83970278975795	7.15859935095657	6.98104924537283	7.13595160955017	7.16410514450739	7.05584349109192	7.40793624471433	7.32666578263802	7.42291536287595
LOC100506368	3.6433679544921	3.86247924446633	3.70117109207172	4.20151800897747	3.63186682903156	3.88260935976366	2.88504317250716	3.95478003888721	3.9499273841751	3.56682264688588	3.25616818780076	3.41405501122846	3.94538535622805	4.08207411762829	3.54951688434258	3.72155142753968	3.35130039354725	3.81589735459117
WTAPP1	2.60783766790894	2.21808180096361	2.57090017506259	2.81949059430036	2.65197412039123	2.71484337874898	2.66576035832143	3.02230652158809	2.68795433352313	3.07528706121166	2.96002117918275	2.60387647130594	2.36791828745971	2.99137134923382	2.71110992116222	3.13580267012937	2.44682233917181	2.95737629578809
LOC283140	5.26917051185664	5.3299008367909	5.37770534719249	4.99070111728323	4.86526398596798	5.17922317491358	5.40715009285977	4.97656715369539	4.59525893967949	4.4941878787281	4.74087460069138	4.43235926215687	4.68514403974026	4.31057693425323	4.7323270921848	3.27776617741918	3.89730939555384	3.45166880312564
USP2-AS1	3.7856867075728	4.03664934419459	4.18343440298317	3.67731224463756	3.28466470001003	4.01142955936688	4.55150481629294	4.93928176438598	4.58205654864457	4.05300944423773	4.16339048607612	4.07188664347341	3.66122264263131	3.89502488014574	3.74681887772608	3.67226733312929	3.81473653962786	3.63629993334062
LINC01001	5.92877997351079	6.06095212142796	6.10938981137223	5.98860716519559	5.86945255790042	5.97574778709671	7.70088995595755	7.65789686303318	7.48618327292307	7.45315799354511	7.28946528240275	7.50714492621774	6.30384182464628	6.56695187019539	6.80574591403822	6.53429889326449	6.54485635307884	6.86693399625944
LOC283299	1.18776909563609	1.55331574747187	0.947165225721743	1.39767861370275	1.32858014174465	1.28635323825778	1.85553574639174	1.3811032819086	2.00938587923574	1.53812112978389	1.8012682978415	1.42121420831529	1.41361023070231	1.61647841565328	1.82515846179575	2.22668079279398	1.04602789821019	1.59962368240747
HNRNPUL2-BSCL2	6.36318075206388	6.58460353823759	6.40113191727826	7.09539050125757	6.92657696751735	7.01023256384909	6.38702925118461	6.51191303849059	6.53286468882455	7.46901739215786	7.11901886212042	6.83400327388416	6.61448676303899	6.6524040991898	6.579292332268	6.70305456239938	6.94352455287124	6.83427445845776
ALG1L9P	4.4811043616041	4.98820385422725	4.58721769513449	4.68582002405919	4.56996751175586	4.69672932728164	4.06982536522646	4.03804975249262	4.26378301889875	4.53787378066547	5.00488642149527	4.00901469553563	4.71293687967388	5.11528859842031	4.97803913743455	5.05741067387053	4.68002176405564	5.06099696374166
LOC101929384	2.94085644489047	2.32288668620002	3.39682657876097	2.58347785186496	2.73310976340582	2.85554349403902	3.27493110732106	2.63354312811833	2.96569755046079	2.57480324546416	2.56130446316363	3.02483147554888	3.0160057552668	2.64571824617915	3.30871539613398	2.94481693744192	2.69211844140022	3.34303576921278
LOC100049716	2.81638947024412	2.5082274883697	2.57743570082763	3.09649404840501	3.23896657889078	3.06447746140364	2.26225228033836	2.18614029161129	1.98405085950178	3.05098609836166	3.38191490741476	2.61689473679363	2.45917663212356	3.00808841437794	3.54859105608574	2.08567683648341	2.78889158152924	2.66078955918728
LINC00942	4.50747901553008	4.29842529197527	4.21373300347845	4.44527650442593	4.69755482037382	4.91571319719761	4.83256689938032	5.12808625153772	4.39338221654508	4.52303801301235	4.79502209463862	4.05840299887767	5.04477919953822	4.67216831706618	4.91537869599286	5.35473981304804	4.32786088773757	4.8323805783777
CACNA1C-IT2	1.78979093348367	1.77178844767957	1.1782690768497	1.73271058429973	0.947255842740865	1.05058191392577	1.49729485787292	1.26920716749616	1.82823918207347	1.80561809787819	1.04446599116153	1.54241868064407	1.08198618958729	1.65578666253966	1.56858470489936	1.13863730143334	1.30564484603044	1.27659317124963
CACNA1C-IT3	1.94376250179406	1.38054795258016	1.8759395400937	1.43868894474458	1.5965474504236	2.19227203257342	1.64432361499412	1.84629817186231	2.1471094544113	1.46832463944212	1.78554616679524	2.46989122243889	1.35386685130054	1.44817196215414	1.59377156373721	2.10651010186422	1.37676091993492	1.51401626691892
SCARNA10	1.6121686353408	1.07394721565145	1.63130381437343	1.45702591577757	1.45131605910731	1.4997256075196	1.50099910587001	1.0290495946685	1.04117031307784	1.23875931069798	0.683216420640272	0.848505020280108	1.83424022411374	1.75331310441906	1.31651585690543	1.17078042979841	0.941800137944214	1.12484653728221
LOC101927905	2.4959956055542	1.56855812373032	2.86425382481486	1.95804426559664	2.48137873126855	2.05910464936759	2.57056346726604	3.47882059827339	2.77123193645041	2.36358522740611	2.26692039355945	2.6814441361171	2.50371201046218	2.9971839724538	2.54109631053777	3.1538052036594	2.90565407826302	2.90998891973896
A2M-AS1	3.40467990807414	3.56495372463905	3.2209336877258	3.32885345063951	3.75633604603169	3.3664593478058	2.89769380876318	3.66739631068051	3.25455755981166	3.38388386596418	3.677935854047	3.5232605542526	3.72421011331881	3.80875822220212	3.75113481278942	3.71974946144638	3.81347638258596	3.55719205111759
LINC00987	2.80825912189687	2.70998817575537	2.99444201518732	2.96386089674258	2.46660032793264	2.57514388394303	3.43668109882346	2.93132179352252	2.60974677654067	2.84784528169797	2.93993549034398	2.71150438167356	2.30860347390955	2.40997095016313	2.45784371688103	2.97751816791446	2.63050898176685	2.22291504330099
LOC642846	4.18507311496438	4.11780425032182	4.16050105484238	4.53730099761282	4.41748311841212	4.33476012059028	4.22354821193543	4.14328727882147	3.8883481487922	3.81115357485071	4.95791090144079	4.3829370560026	4.01690953056237	4.37641654152716	4.46315325889909	5.05324394811738	4.71403129017844	4.81854861049837
LOC374443	2.23381443889396	2.51008419769874	2.58761101862831	2.2230477544417	2.47567551152129	2.37784138752507	2.15296093886662	2.03259562124482	2.13619754196756	1.75515480406906	1.50703953244659	2.22020722123667	2.21974587254687	2.90145773304503	2.46492143487634	2.81918697463177	2.79730473415374	2.38357040612712
LOC101928100	1.48691997975845	1.55344115694157	1.6617149539186	1.56360648106591	1.47255634662211	1.39219194505233	2.18653227031543	1.66585645089389	2.18944652472492	1.36937054554339	1.5188170926711	1.23714652224861	1.41369804519192	1.7531685870411	1.51165156239372	1.6258218699043	1.1046484116624	1.31472568256169
LINC01252	2.10931179070933	1.79932844532794	1.63456492141958	1.17356726469479	1.841259078071	2.20161015645754	1.60656916550848	1.47545065589324	2.39598876303621	2.7866259659525	2.32764724420112	1.8123991152112	1.65442856853276	1.75597118923192	2.15714522879489	1.55084428650729	1.55141237978982	1.72923017235491
MIR1244-1	6.83875220989407	6.90978100049541	6.85705581938332	6.45612328136551	6.41003836529945	6.4640424057546	6.56208086493438	6.51418901140964	6.79833698467919	6.04724622187802	5.61465665016094	6.15158577985241	6.62590232409252	6.64757489815408	6.62272366954491	5.49190723883684	6.26245547928602	6.01724847108708
MIR613	1.06515126751015	1.73032423576598	0.858021882729863	1.33011279198801	1.03671571849073	1.4476739988271	1.28703959696084	1.05179872467879	1.70760025955654	1.22444448895718	1.48076185946524	1.06365299071508	1.20156794416307	1.83441457995958	1.03306401647237	1.21259634408924	1.1836401044783	1.61853010868452
HTR7P1	5.73219078170793	5.4263230271326	5.88593818152074	6.04477547742386	5.83373024456994	5.92563369798175	4.99683369628866	5.63529722485593	5.49143067221749	5.60154481863247	5.65447348630052	5.79207463767243	6.33654541170742	6.24612750277893	6.4178823094602	6.61568459620571	6.28549552219773	6.4719581994393
SKP1P2	5.29134828841138	5.22592883229532	5.2043922717584	4.79840189996186	4.94997579936111	4.80583210981988	5.31958685130014	4.58555117758539	4.73762248958966	5.52102286752038	4.95793428450048	5.45364555346407	5.45561954348552	4.86292452707521	5.22702675427152	4.63176353063444	5.10571897391916	4.7995290195888
LOC101928441	0.655755697862269	1.35993595714532	1.2997237987799	1.58016003302983	1.74384507032116	1.52783185843376	0.908185930638081	1.55188357992933	1.72555662112542	1.33290573620441	1.66741554760035	1.39468256812744	1.43936781339742	1.61341251821973	1.13422874544671	1.52696341473092	1.61892338159067	1.30248615508996
MIR920	1.08195435017797	1.22393021922278	2.23729077025932	1.40208465921576	1.25486354615434	1.16545074973408	2.00459379393374	2.4150359557487	1.21753182411691	1.93797808062437	2.14623582128613	1.52078171945008	1.62254110920529	1.16208406280064	1.53926187664916	1.31665879377098	1.44747763898081	1.3594813992102
LINC00941	3.52739394135991	3.21166009572341	4.03065680365483	3.72721369404664	3.58340172203872	3.49909828306373	2.72351815401846	2.39297120696039	2.66248511680398	3.0123284732745	2.87401585914804	2.95656423385417	2.06687337219579	2.09446986447968	2.36294656224624	1.86252578336764	2.22877431983451	2.38890576268046
DENND5B-AS1	4.54084097941149	3.42456033633491	3.96905630664573	3.53459114208267	4.10812090793142	3.3376323171774	3.54612209405547	3.45639387798509	3.39355349007506	3.71292132197212	3.94114613643899	3.73718893818234	3.76008207696231	3.67540799146189	4.41717186566799	3.71435600120189	3.79010003037004	3.9252716902063
MIR6505	2.20051272579245	1.86895384908205	1.33936860747437	2.18295672364899	1.26654609452523	1.81714940537224	1.72602927045961	2.18275844711367	1.21925624646282	2.22379185547887	1.51643945909834	1.36691506159117	2.14283860252886	1.72821311779379	2.12752411788853	2.57608260950658	1.85366583772416	2.47581315966172
BCDIN3D-AS1	1.23402785923468	1.27616860458245	1.0425210455948	1.45303492756471	1.86363783417889	1.25649233501673	2.1332248496015	1.76761711972388	1.40504111500221	3.02646317128183	1.27764976093451	1.6378257415765	1.34318233219968	1.94910451117399	1.59006616983514	2.00514119914747	1.4781996322151	1.83763472075878
LOC101927292	3.29573875369027	2.97332029994373	2.68396486526231	2.75868311660172	3.05143165482329	2.45451379349621	1.67428691696647	2.23009877320942	2.56542066264869	2.38309084378219	2.753400269637	2.73564315422392	2.9966172562081	3.09351208304181	3.04486239481726	3.3863291148602	3.07104331114268	2.95313481533885
OR7E47P	2.64500800716092	3.36114350246289	2.90557202405937	3.03406700989644	3.43815405340562	2.55201524189987	2.64969400912872	3.77157002067454	2.89740802595506	3.75270817558987	2.96915936570002	2.46875756857889	2.36302240993651	2.61966175609311	3.13888435499029	3.34877066486024	3.28503189263332	3.39953274971884
LINC00592	1.42154786459513	1.85217411425539	1.27311968361795	1.31780144774533	2.19583009655555	1.40854774582262	1.85863032219128	1.87189497399951	2.48648830654161	1.81976282682283	1.46665021564026	1.62663047088644	1.63543170208575	1.4119966843452	2.15992279792018	1.71694872931307	2.02282224779466	1.75640974124569
KRT73-AS1	2.00377445713471	1.66187521155641	1.47174574700904	2.56870059208903	1.94535302125755	1.84571247472226	2.13420049481063	1.4999140386481	2.25238522887168	2.12481755333805	1.56387937760596	1.6970219752151	1.81704874434474	1.66605630980077	1.29099453500066	1.47507427355558	1.79912240267018	2.10781089132436
MIR6757	2.20010345024559	3.04200703293127	2.71175565330952	2.35259477797207	2.53034728974494	2.17511148030957	1.9770022197897	2.79443793987084	1.77748824243227	2.13718625355353	2.72086695540065	2.47428205181376	1.90301931226623	2.04215471333102	2.10868222407529	2.07662217521932	2.388041740108	2.62009078068328
LOC100652999	2.72644780857286	1.99021809474342	1.92574432546182	1.83401919543186	2.59309265296158	1.98404725210017	2.23888551604529	2.53002723080838	2.06284700416026	3.12471536012164	1.79412699145115	2.39291272409329	1.99214240215021	1.99672347324064	2.51062763446052	2.40567925389766	2.20253450917409	2.04557998478562
MIR196A2	1.43911212750662	1.77092136861461	1.73327136646093	1.49512470106871	1.38771777263034	1.19531758968151	1.35205339485502	0.916911687590835	0.986146575540943	1.41269427347082	1.4400932611794	1.60537134411385	1.76311964326912	1.71440338604588	2.04645834412388	1.43465046605075	1.88987621345353	2.41936215440975
MIR615	3.04737371002295	3.42282135410563	3.24316325053567	3.47158750239127	3.14234253411483	3.02560197876559	1.93020506912687	3.05086310178452	2.72207173812659	2.28351986792377	2.87502939757476	3.61656030071627	2.53891713363404	3.65592128147878	3.33367575765908	3.44062802068869	3.34452019420518	3.60954709971416
LOC400043	3.66434906920863	3.41827970626828	4.10077510865505	3.31827607694739	2.30993088070148	3.75815106633531	2.87044784461232	3.6049455491612	3.20930099663994	3.69815997694838	3.25753623761575	3.57727646170872	3.679318773884	3.88525476890238	3.97301568528734	4.23341284697958	3.80828374051016	4.02962698305887
TMEM198B	5.94633244793632	6.52971802876619	6.45362959907847	6.27932297557513	6.13725271668267	5.9710046037315	6.38578090666831	6.81006188562755	6.24019042529107	6.89654704238464	6.74521782960822	6.57310110765246	6.28453379715731	6.41756324100024	6.44233212230165	6.65401814666463	6.0227361259435	6.20695523197646
AGAP2-AS1	4.8559983638	4.41675933184909	4.24117198115016	3.57810755541498	4.40914964564749	4.59925618674356	3.86424543243159	4.73100007049246	3.96423237521063	3.68153396132909	3.74362395434006	4.23839253875275	4.7663351815237	4.11509376448979	3.68630359973421	4.28481800613706	4.21283709145458	4.43648227523581
LOC100506869	1.71832706776299	2.06650518002355	1.99270235708628	2.58295155518332	2.33987216666376	2.20388659995671	1.4484941486263	2.53431787240206	2.62257569609185	2.22350576427058	2.05912837899514	2.02324358281535	1.73651759353922	1.86509486770294	2.36772056888487	1.72904754354788	2.03212812862548	1.68691817557662
MIRLET7I	2.22946804103794	2.0282909814906	2.07619208896465	1.98792929663202	2.17264971851739	1.8880871532977	2.55158943782096	2.4240138299886	2.42535154833927	1.93515001517648	2.38992067693671	2.05452323652855	1.88688590718917	2.24711548571741	2.40991451037352	2.48927978465947	1.80104793791587	2.31624965289034
LINC00936	2.18929781399733	2.14868043717919	1.74098777925542	1.67810073132616	2.11694575142356	2.20079556338313	2.41914701876812	2.09081371633712	1.88077067924715	2.17609204867153	2.27445681689662	1.86865272324584	1.63367906046768	1.91267254886987	2.05473958574367	1.54264318537242	2.07542247754003	2.12902658404848
MIR492	3.94883860490687	3.03446895002777	2.8185258142276	3.32383410561986	3.38843871605023	2.86488668306715	2.51214750275993	2.26369963175933	2.20748201202011	2.90916943193097	2.37565844878879	2.9590174777562	2.6478034701435	2.89741480010093	2.90566438511499	2.19666803989685	2.7862439011452	2.198738915109
PGAM1P5	2.37031110397906	2.7037525240547	2.1383006678563	2.86570268846952	2.23996401511136	1.78758298046162	2.49161004804538	2.49282586065294	2.79620728342947	2.09128765427017	2.35832037952285	2.40119279954323	3.01181857443512	2.56789832609625	2.70286937939991	2.50819769925935	2.72538627825282	2.44641433226997
LOC101929084	1.44691518375842	1.02082344755054	1.44060982004433	1.31521732966812	1.42711435144328	0.920759146218302	1.63606074842748	1.18772640400767	0.837540338071761	0.88289269807016	1.48814161856322	1.41469051041368	1.6745714868431	1.52536333736511	1.14190975488154	1.26483494185871	0.975514495729148	1.21928926349617
MIR3922	3.61298651918303	4.05156826010911	3.83898840963192	3.8562698770139	3.65316268184228	4.3537775920592	3.97127979445996	4.33174250329185	3.51552794272391	3.40690322124779	3.52777923237351	3.77895310578513	4.17865144503761	4.22930181157679	4.18342068237896	3.85218196377158	3.92376707206489	4.28711989917278
CASC18	1.34964295792588	1.31838593092231	1.19341527508511	0.820740852107954	1.27556239696828	1.47871390798277	1.72088929346681	1.61290647531479	1.43193184173223	1.08624878572696	0.50396378471899	1.49670048567655	0.995855104885231	0.876974147152437	1.2436503742233	1.56815713656146	0.927530164392142	1.06581088027841
MIR6760	4.66602779773541	4.52786319163471	4.41729640480859	4.73243383761415	4.83652588716357	4.62919519684275	3.92903794024584	4.2272682159302	4.38702118930849	4.76476116890969	4.03816453540372	4.67550346177794	4.41769932421171	4.47959104922943	4.37599318986835	4.94729016441845	4.29007770155352	4.81765775377298
MIR6761	4.1901830791748	4.83349286136258	3.6732806552919	3.99806919381746	3.67085036049377	3.93387552481095	3.15524209367677	3.5852875798347	4.07810594618882	3.57321829401386	4.46514701406518	3.47885462288879	4.05875288008132	4.21765088367401	3.91411694294142	4.02148505010966	3.8846174375087	4.37667275092201
LHX5-AS1	3.08068206048222	2.56046615987251	2.94017331098393	2.57176093768167	3.20882296172404	2.76061211901716	2.42823368501955	2.42172237472525	2.4681083724614	3.11523890632844	2.12766806029507	2.63753470218647	2.55286224157117	3.17919823488848	2.70840007298916	2.41811834975061	2.50478150386183	3.15468684665819
TBX5-AS1	4.57037936510666	4.7501571473423	4.79929560314771	5.33877231476365	5.14352444356935	5.1028190363494	3.7171839267828	3.92577017009426	3.50155943869249	5.19438507335818	5.11468615578148	5.57576674285147	6.32366736549199	5.19695814165222	5.45389885250645	5.95003940349552	5.77661834225892	5.26692695955198
XLOC_009911	2.94449595402036	2.64683020359235	1.3321878274712	2.10040592296444	2.00250090448437	2.94976204653076	2.09161911053625	1.67673852000141	2.28812328880582	2.39916867768335	2.26454880231626	2.03033055125327	2.02051177483453	2.63952663554091	2.54486292050059	2.81258807948896	2.59640508388267	2.46285645916236
CLIP1-AS1	2.13489172502194	0.956840765504245	1.38977970329278	1.06589862246942	1.0761681933653	1.44387706422858	1.56929107022925	1.33643698976364	1.07934665339228	0.842673143409421	1.00566791667508	1.19179392641958	0.834502187394922	1.24562025150004	1.34302049143156	1.20252736407866	1.20006885592246	1.11304365033674
LOC101927464	1.66859051253026	1.96044226549077	2.08536222520643	2.16203769489741	2.4659628082498	2.46418195538625	1.81881973132059	2.07714974350939	2.63098009985085	2.60303145394752	1.50156755600963	2.34410068955067	2.19788562389222	2.24071181640864	1.96890073714075	2.12655082528223	2.08823888868152	2.57298417162321
LINC00943	1.79839467470298	1.64942196760074	1.32328934551856	1.19871423206075	1.91313413601128	1.05398087977143	1.62236632451888	1.0986178142758	1.87402215413756	1.94086126399541	1.40681455993068	0.926648367879429	2.12703588336881	1.43857496876127	1.51720639523025	1.74484516318063	1.68520041903815	1.3131800656043
LOC101927694	2.20426904341661	1.74817782195907	1.94954821053166	2.40965577680534	1.71098944278971	1.67923364589381	2.14917474404763	1.65356957349384	2.01838632926657	2.0237674498027	1.53434188241443	1.853304328687	2.76697593690786	2.12610227502867	1.92955433594706	2.49585675805145	2.25918417830121	2.3703478640726
LINC01257	2.49257526194785	2.83786030714339	2.19200747185214	2.2426598042702	2.91451784799307	2.10349203239961	2.77966295503221	1.89260815692503	2.57537755930026	2.61349725961363	2.45048355655326	2.49449359022394	1.91720139286784	2.34286875139113	1.99572334483668	2.23631594188964	2.75347182555017	3.13961910530349
EP400NL	4.81669134987555	4.37948839715627	4.37193562400708	4.29091767473541	4.32848926983386	4.75876817596943	4.02005252378679	4.49747438669261	4.51565735849167	4.55783148899522	4.79832924338472	4.4027678454299	4.72784997672001	4.08905955728876	4.44278761542637	4.44538318675975	4.36031963682951	3.97875475892316
LOC100130238	3.69335926650486	3.97863350142299	3.59307161364084	3.47703046354619	3.4544476029245	3.38689045863641	2.92788279541488	3.46952756776684	3.71755490609411	3.31365853895798	3.05525216684912	3.013890293002	3.27480090553979	3.16559951689561	3.63902126386076	3.56924970409592	3.49958886748404	3.22942652980951
LOC100288778	5.10134953186131	5.47459110872113	4.68198616281391	5.11154472713091	4.92108511609927	5.31453281205919	5.40646015708008	5.58656712638433	5.20936590565774	5.568547156885	5.6639593448416	5.59655521905601	5.4220704515487	5.28966681620529	5.47220812238815	5.73959594975687	5.58799020815347	5.89559291989942
MIR3649	1.5112247276194	1.57528472247333	1.60360750413075	1.60037055832619	1.67716206354752	1.53642842514955	2.21376181102266	1.52606915506959	2.13693140239961	1.1404906353156	1.48161956670179	1.42107392145488	1.84819482844053	1.64098739261645	1.75740628801313	1.37748138856993	1.82298628787465	2.08229241592927
CACNA1C-AS2	3.23333763929411	3.15836863017384	2.63829294572468	3.00604903668267	3.15808559871056	3.29071436640676	2.88838278009882	2.45957985332465	2.79898766351115	2.86798167155378	2.81667961305544	3.01907287131625	2.58471529292845	2.6930026994083	2.60420952048472	3.38412199350708	2.7983262784975	2.69507038219418
LOC283440	2.08203988903662	2.7635948710673	2.92791554237848	2.45584703299699	3.15741839722784	2.42407753337337	2.12853685781761	2.21932848610368	2.53688936268827	2.54571352205444	2.33263947073688	2.32156390930741	2.38435247663043	2.46931575642088	2.5455801825743	2.81503490993768	2.47401779566095	2.65294364437472
CCND2-AS1	3.6907313064117	3.38365305123886	3.21617938248319	3.51208199653923	3.24121753783179	3.14258668494072	3.85232253657314	3.61312761000935	4.61640800933994	4.17896390384366	3.86552897573221	4.12142153079269	3.75359046759268	3.66694282668302	3.50660566088432	3.83441894359945	3.2014818168354	3.36148970547825
CD27-AS1	4.87162990288288	5.06621319072876	5.12371484484818	5.24966741855062	5.13644803214506	5.14617394230743	5.64688209433118	5.4153728333143	5.46748156123235	5.06286182230956	5.42682357729914	5.16693374528837	4.73537675734484	4.7831218808396	4.64202671627713	4.60802178274782	4.7112631582339	5.02823281576277
FAM86FP	5.09975633185715	5.2444294643287	5.11114911354937	5.80895203052145	6.02503716685329	5.97861976435137	5.18788416462222	5.16409417149192	5.28821178761246	5.6506836800291	5.52929436823208	5.56166203275389	5.64512573272302	5.77992949387947	5.6749758833623	5.86606893580518	5.93820857053592	6.08996546016732
