Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	35/547	1.3489232110517946E-7	3.513944964789925E-4	0	0	2.940226421097285	46.51082136233047	DDX6;CDKN1B;DDX3X;SHMT1;FOXK1;RSF1;NR3C1;PHB2;ZBTB4;ARNTL;SYNCRIP;HMBOX1;SCML2;LARP1;SIX4;NACC2;IGF2BP1;BTRC;MTA3;ZBTB18;XRCC6;IGFBP5;CBX3;ZBTB38;PHF12;EIF2AK3;HMGA2;SFRP1;MDFIC;ID4;BIRC5;CALR;ATF5;CNOT8;CLOCK
regulation of cellular macromolecule biosynthetic process (GO:2000112)	30/468	1.0406326601483078E-6	0.0010189333623064321	0	0	2.924366400049033	40.285140709149694	ANKRD17;APP;ZNF395;RBM4B;BAZ2A;NR3C1;BACH1;ZBTB4;ARNTL;SBNO1;GRM5;POFUT1;ZNF280B;CHEK2;ATXN1L;ZNF724;SOX4;ZNF562;ZNF460;ZBTB38;PHF12;HMGA2;FOXN2;ACVR2B;RYBP;TERF2IP;MAPKAPK5;CALR;ATF5;CLOCK
protein phosphorylation (GO:0006468)	31/496	1.1734357339421482E-6	0.0010189333623064321	0	0	2.848729446935725	38.90103744247861	APP;SMG1;MAST4;STK4;PKD1;ACVR1C;GRK4;CHEK2;MKNK2;PRKG2;NEK3;PCK1;CDKL2;MAP2K1;CSNK1A1;NEK7;EIF2AK3;ACVR2B;GTF2H5;UHMK1;ABI2;CDK4;WNK1;STK17A;AAK1;BMP2K;BIRC5;MAPKAPK5;SIK1;FRK;DDR2
negative regulation of transcription, DNA-templated (GO:0045892)	47/948	1.807615124519094E-6	0.00117720934984306	0	0	2.2590764783315698	29.87290276370455	YAP1;CDKN1B;HNRNPU;UBE2D1;FOXK1;RSF1;HMGB1;BMI1;NR3C1;BACH1;PHB2;ZBTB4;IKZF5;ARNTL;HMBOX1;SCML2;CCND1;SIX4;NACC2;ZNF724;ZNF566;BTRC;SKIL;MTA3;ZBTB18;LEFTY1;DR1;XRCC6;CBX3;ZBTB38;PHF12;HMGA2;PARP15;ACVR2B;KLF7;SFRP1;MDFIC;TBL1XR1;ID4;ZNF558;BIRC5;TRIM37;CALR;ATF5;ZNF555;CLOCK;FRK
regulation of gene expression (GO:0010468)	51/1079	2.5607152239158647E-6	0.0013341326316601656	0	0	2.153881459966022	27.7317061677567	ZNF451;APP;DDX3X;BMI1;NR3C1;BACH1;CRKL;PTBP1;POFUT1;ZNF280B;CHEK2;KHSRP;ZNF724;ITGB8;SOX4;ZNF562;MAP2K1;ZBTB38;PTBP2;PTBP3;SFRP1;C1D;TERF2IP;ZNF711;ADNP;ATF5;CLOCK;YAP1;ZNF395;BAZ2A;ZBTB4;ARNTL;ZFP36L1;SBNO1;LARP1;TRA2B;ATXN1L;IGF2BP1;ZNF460;PHF12;EIF2AK3;HMGA2;INHBA;FOXN2;PARP15;ACVR2B;CTCFL;NUDT21;RYBP;CDK4;CALR
negative regulation of RNA splicing (GO:0033119)	6/19	3.7162279619429545E-6	0.0015890636957482979	0	0	19.118079372856442	239.02954941134809	PTBP1;RNPS1;TMBIM6;SRSF6;PTBP2;PTBP3
phosphorylation (GO:0016310)	26/400	4.270036802394658E-6	0.0015890636957482979	0	0	2.9516937998743136	36.49441188233264	APP;DGKE;CERK;STK4;PIK3CG;ACVR1C;GRK4;CHEK2;MKNK2;PRKG2;NEK3;CDKL2;MAP2K1;CSNK1A1;NEK7;EIF2AK3;ACVR2B;CDK4;WNK1;STK17A;AAK1;BMP2K;POMK;BIRC5;SIK1;FRK
regulation of translation (GO:0006417)	16/178	5.986450267515406E-6	0.0019493378683597042	0	0	4.147933906429929	49.88310264881746	APP;DDX6;DDX3X;IGFBP5;SHMT1;EIF2AK3;RBM4B;SYNCRIP;GRM5;LARP1;IGF2BP1;MAPKAPK5;CALR;VIM;CNOT8;SOX4
negative regulation of gene expression (GO:0010629)	22/322	1.0753130333219705E-5	0.0031124338353374814	0	0	3.098212454212454	35.444522236696535	YAP1;APP;DDX6;MAP2K1;DDX3X;IGFBP5;SHMT1;EIF2AK3;BMI1;PARP15;PTBP2;CRKL;PTBP3;SYNCRIP;PTBP1;SFRP1;LARP1;IGF2BP1;ITGB8;TMBIM6;CALR;CNOT8
regulation of nucleic acid-templated transcription (GO:1903506)	26/430	1.5340667804927505E-5	0.003996243963183615	0	0	2.7282277008188625	30.24241287412951	ZNF395;BAZ2A;NR3C1;BACH1;ZBTB4;ARNTL;SBNO1;POFUT1;ZNF280B;CHEK2;ATXN1L;ZNF724;SOX4;ZNF562;ZNF460;ZBTB38;PHF12;HMGA2;ACTN4;FOXN2;ACVR2B;RYBP;TERF2IP;CALR;ATF5;CLOCK
positive regulation of cell cycle (GO:0045787)	9/66	2.565564691982141E-5	0.006075723656921343	0	0	6.567476383265857	69.42313034180758	ANKRD17;APP;CCNB1;CDKN1B;CCND2;CCND1;CDK4;CALR;PKD1
regulation of cell cycle (GO:0051726)	20/296	3.150566214227399E-5	0.006839354156718646	0	0	3.0518821552024864	31.633806181875126	ANKRD17;MAP2K1;CDKN1B;NEK7;HNRNPU;XIAP;HMGA2;INHBA;PKD1;UHMK1;ARNTL;SFRP1;CCNB1;CCND1;CDK4;JMY;CKS2;BIRC5;SIK1;CALR
histone H2A monoubiquitination (GO:0035518)	5/17	3.688266803078357E-5	0.007061381614324057	0	0	17.223693502824858	175.81548147451673	DDB1;RYBP;PCGF5;TRIM37;BMI1
negative regulation of cellular amide metabolic process (GO:0034249)	10/86	3.794984360865136E-5	0.007061381614324057	0	0	5.479262932491829	55.77476076875545	SYNCRIP;DDX6;DDX3X;LARP1;IGFBP5;SHMT1;IGF2BP1;EIF2AK3;CALR;CNOT8
negative regulation of nucleic acid-templated transcription (GO:1903507)	26/464	5.561342498926732E-5	0.009170783893247464	0	0	2.5119723799977725	24.61000925864586	CDKN1B;FOXK1;RSF1;NR3C1;PHB2;ZBTB4;ARNTL;HMBOX1;SCML2;SIX4;NACC2;BTRC;MTA3;ZBTB18;XRCC6;CBX3;ZBTB38;PHF12;HMGA2;SFRP1;MDFIC;ID4;BIRC5;CALR;ATF5;CLOCK
negative regulation of translation (GO:0017148)	10/90	5.6327271513228185E-5	0.009170783893247464	0	0	5.204229122055675	50.919904200798975	SYNCRIP;DDX6;DDX3X;LARP1;IGFBP5;SHMT1;IGF2BP1;EIF2AK3;CALR;CNOT8
positive regulation of mitotic cell cycle phase transition (GO:1901992)	8/58	6.645564786080272E-5	0.010183350745728889	0	0	6.643240938166311	63.9011737000317	ANKRD17;CCNB1;DDX3X;CCND2;CCND1;CDK4;RCC2;PHB2
negative regulation of cellular protein metabolic process (GO:0032269)	10/94	8.179136849353586E-5	0.011837028606981163	0	0	4.955389007851535	46.63684503473219	SYNCRIP;DDX6;DDX3X;LARP1;IGFBP5;SHMT1;IGF2BP1;EIF2AK3;CALR;CNOT8
mitotic spindle organization (GO:0007052)	13/157	1.0312834159741726E-4	0.014139438413751156	0	0	3.7704591714559386	34.6110668715075	RCC2;SMC1A;ZWINT;SKA2;CLIP1;DYNC1LI2;CCNB1;CHEK2;ZNF207;BIRC5;KIF2C;PAFAH1B1;SPC25
CRD-mediated mRNA stabilization (GO:0070934)	3/5	1.3007864711298264E-4	0.01613594646330094	0	0	61.7753164556962	552.7266942850656	SYNCRIP;IGF2BP1;HNRNPU
positive regulation of attachment of spindle microtubules to kinetochore (GO:0051987)	3/5	1.3007864711298264E-4	0.01613594646330094	0	0	61.7753164556962	552.7266942850656	CCNB1;RCC2;HNRNPU
mitotic G1 DNA damage checkpoint signaling (GO:0031571)	8/65	1.5129065533891662E-4	0.016921988545782255	0	0	5.825309542512999	51.24121519268016	CCNB1;CDKN1B;PCNA;CCND1;CHEK2;SDE2;CNOT8;SOX4
regulation of transcription, DNA-templated (GO:0006355)	80/2244	1.5151614544416737E-4	0.016921988545782255	0	0	1.6164673126079607	14.216536412365059	KDM5A;CDKN1B;CCNT2;ZBTB20;RSF1;HMGB1;NR3C1;BACH1;PHB2;HOXA13;IKZF5;HOXA10;SCML2;ZNF81;SIX4;POFUT1;ZNF280B;CHEK2;ZNF724;ZNF566;BTRC;SOX4;ZNF562;MAP2K1;ZBTB38;ZBTB37;VEZF1;WDR77;SFRP1;MDFIC;TBL1XR1;THRAP3;ZNF558;BIRC5;TERF2IP;ZNF711;ATF5;ZNF555;CLOCK;YAP1;ZNF154;ZNF395;PCNA;ZBTB46;ZBTB43;BAZ2A;FOXK1;ZBTB4;ARNTL;PURB;SBNO1;HMBOX1;NACC2;ATXN1L;PLAGL2;MEF2D;MTA3;ZBTB18;ZNF264;XRCC6;ZNF460;PCGF5;CBX3;PHF12;SMARCA5;PBX2;HMGA2;INHBA;FOXN2;SMAD5;ACVR2B;CTCFL;KLF7;RYBP;MRGBP;JMY;ID4;CALR;ZNF774;ZNF652
chromatin organization (GO:0006325)	12/142	1.5590315742755245E-4	0.016921988545782255	0	0	3.849727047146402	33.74776800750963	KDM5A;HMGN4;DR1;CBX3;SETD7;SMARCA5;SMARCAD1;HMGA2;BAZ2A;RSF1;HMGN2;NPM3
protein localization to nucleus (GO:0034504)	10/106	2.2357622508936332E-4	0.02173489734709325	0	0	4.333288722341185	36.424576994996265	YWHAE;IPO9;SIX4;CSE1L;FAM53C;HNRNPU;CALR;IPO7;PHB2;TNPO2
regulation of apoptotic process (GO:0042981)	34/742	2.2865637298400386E-4	0.02173489734709325	0	0	2.039605412505898	17.098604140003815	DDX3X;XIAP;HMGB1;STK4;PHB2;NDRG1;DSTYK;CCND2;SCIN;ACVR1C;SIX4;TIAF1;MCF2L;SOX4;PRELID1;HSP90AA1;TNFRSF10B;HMGA2;ACTN4;FBXO11;PRLR;TNFRSF10D;SFRP1;RYBP;STK17A;JMY;BIRC5;TMBIM6;RNPS1;ANP32B;CALR;ATF5;IL6ST;TPT1
positive regulation of transcription, DNA-templated (GO:0045893)	48/1183	2.3004890184305637E-4	0.02173489734709325	0	0	1.8126859924216752	15.185266911248544	YAP1;KDM5A;ZNF451;APP;ZNF395;CCNT2;DDX3X;CDCA4;HNRNPU;FOXK1;RSF1;HMGB1;NR3C1;PKD1;ARNTL;HOXA10;SIX4;MED10;CHEK2;BTRC;MEF2D;SOX4;NCK1;ZBTB18;ACTR2;MAP2K1;DR1;XRCC6;PCGF5;ZBTB38;EIF2AK3;SMARCA5;PBX2;HMGA2;VEZF1;INHBA;SMAD5;CTCFL;KLF7;SFRP1;RYBP;MDFIC;TBL1XR1;THRAP3;TNIP2;ZNF711;ATF5;CLOCK
regulation of transcription by RNA polymerase II (GO:0006357)	78/2206	2.4033606567205304E-4	0.02173489734709325	0	0	1.5979916897506925	13.316819546818513	ZNF451;APP;CCNT2;DDX3X;HNRNPU;UBE2D1;ZBTB20;RSF1;HMGB1;BMI1;NR3C1;BACH1;HOXA13;PKD1;IKZF5;HOXA10;ZNF81;CCND1;SIX4;MED10;ZNF724;ZNF566;SOX4;NCK1;ACTR2;LEFTY1;ZBTB38;ZBTB37;VEZF1;WDR77;TBL1XR1;THRAP3;ZNF558;ATF5;ZNF555;CLOCK;YAP1;ZNF154;ZNF395;ZBTB46;ZBTB43;FOXK1;ZBTB4;ARNTL;PURB;HMBOX1;CCNB1;NACC2;PLAGL2;MEF2D;SKIL;MTA3;ZBTB18;ZNF264;DR1;XRCC6;PCGF5;PHF12;SMARCA5;PBX2;HMGA2;INHBA;PARP15;SMAD5;ACVR2B;GTF2H5;CTCFL;KLF7;MRGBP;CDK4;TNIP2;JMY;ID4;TRIM37;CALR;ZNF774;FRK;ZNF652
negative regulation of transcription by RNA polymerase II (GO:0000122)	32/684	2.4196238889278473E-4	0.02173489734709325	0	0	2.0813124698421452	17.33052336403116	YAP1;ZNF451;HNRNPU;UBE2D1;HMGB1;BMI1;NR3C1;BACH1;ZBTB4;IKZF5;HMBOX1;CCND1;NACC2;ZNF724;ZNF566;SKIL;MTA3;ZBTB18;LEFTY1;DR1;PHF12;HMGA2;PARP15;ACVR2B;KLF7;TBL1XR1;ID4;ZNF558;TRIM37;CALR;ZNF555;FRK
regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	7/54	2.8227606429964084E-4	0.024510971583352144	0	0	6.171661385242191	50.43867421786543	PTBP1;THRAP3;TRA2B;HNRNPU;RNPS1;SRSF6;HNRNPA1
hippo signaling (GO:0035329)	5/26	3.2840355171247503E-4	0.027596492006806368	0	0	9.837570621468927	78.9097841792528	YAP1;YWHAE;MOB1B;STK4;AMOT
protein import into nucleus (GO:0006606)	8/76	4.499052967667106E-4	0.03662510306491504	0	0	4.880220745014424	37.609291596602816	IPO9;CSE1L;FAM53C;IPO7;PHB2;TNPO2;RGPD4;KPNA1
positive regulation of viral genome replication (GO:0045070)	5/29	5.589879227987827E-4	0.04412616784517664	0	0	8.606550141242938	64.45774764890399	DDB1;DDX3X;LARP1;PDE12;PABPC1
mRNA stabilization (GO:0048255)	6/44	5.837168736931691E-4	0.044213410759451864	0	0	6.532014750251425	48.63799909278074	SYNCRIP;LARP1;THRAP3;IGF2BP1;HNRNPU;PABPC1
regulation of stem cell proliferation (GO:0072091)	4/17	5.940381483995452E-4	0.044213410759451864	0	0	12.691494551959668	94.27961783488222	YAP1;HMGA2;HNRNPU;ZFP36L1
aspartate family amino acid biosynthetic process (GO:0009067)	3/8	6.90417511981789E-4	0.0486091248300692	0	0	24.70632911392405	179.81795176828038	GOT1;MTHFD1;PLOD2
histone H2A-K119 monoubiquitination (GO:0036353)	3/8	6.90417511981789E-4	0.0486091248300692	0	0	24.70632911392405	179.81795176828038	PCGF5;TRIM37;BMI1
positive regulation of viral process (GO:0048524)	7/63	7.336838152144725E-4	0.0488084768326765	0	0	5.177393617021276	37.36748839565676	DDB1;DDX3X;LARP1;MDFIC;PDE12;RSF1;PABPC1
posttranscriptional regulation of gene expression (GO:0010608)	6/46	7.440807215253744E-4	0.0488084768326765	0	0	6.204777070063694	44.695249360869894	APP;NUDT21;GRM5;LARP1;RBM4B;MAPKAPK5
cellular response to glucocorticoid stimulus (GO:0071385)	4/18	7.494583774691209E-4	0.0488084768326765	0	0	11.784355179704017	84.8021027266773	HNRNPU;NR3C1;PCK1;ZFP36L1
chromatin remodeling (GO:0006338)	9/103	8.008214085862116E-4	0.050881457789441004	0	0	3.974836333878887	28.34007665178746	KDM5A;DR1;CBX3;SMARCA5;SMARCAD1;HMGA2;BAZ2A;RSF1;NPM3
regulation of cellular amide metabolic process (GO:0034248)	5/32	8.938005475318922E-4	0.05392628363196407	0	0	7.649089767733836	53.69682364699155	APP;GRM5;SAMD8;RBM4B;MAPKAPK5
ubiquitin-dependent protein catabolic process (GO:0006511)	19/354	9.144158076117013E-4	0.05392628363196407	0	0	2.3761454735058334	16.626424886802567	ZRANB1;UBE2H;RNF11;NHLRC3;KLHL15;UBE2D2;UBE2D1;FBXO11;ARNTL;KLHL42;DDB1;RMND5A;TBL1XR1;KCTD21;TRIM13;FEM1C;BTRC;CLOCK;UBE2K
folic acid metabolic process (GO:0046655)	4/19	9.315480857728919E-4	0.05392628363196407	0	0	10.99816772374912	76.75250338320834	PM20D2;MTHFD1;MTHFD2;SHMT1
negative regulation of RNA metabolic process (GO:0051253)	4/19	9.315480857728919E-4	0.05392628363196407	0	0	10.99816772374912	76.75250338320834	PTBP1;TMBIM6;PTBP2;PTBP3
positive regulation of protein serine/threonine kinase activity (GO:0071902)	9/106	9.842763717201805E-4	0.05521113778939232	0	0	3.851308485329104	26.66493419793795	MAP2K1;CCND2;DDX3X;CCND1;DIRAS2;HMGA2;CALM1;PKD1;PIK3CG
microtubule cytoskeleton organization involved in mitosis (GO:1902850)	10/128	0.001001534731552268	0.05521113778939232	0	0	3.5213951293869994	24.319535541102358	CLIP1;DYNC1LI2;CCNB1;RCC2;BIRC5;KIF2C;ZWINT;SKA2;PAFAH1B1;SPC25
tetrahydrofolate interconversion (GO:0035999)	3/9	0.0010173261473669219	0.05521113778939232	0	0	20.587552742616033	141.8601280744797	MTHFD1;MTHFD2;SHMT1
regulation of cellular protein metabolic process (GO:0032268)	6/49	0.0010460257852450265	0.055610146338026405	0	0	5.770996889349726	39.60495081342661	APP;PM20D2;GRM5;RBM4B;MAPKAPK5;INHBA
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	4/20	0.0011426611201889767	0.05953264436184569	0	0	10.310253699788584	69.84573545220083	CCNB1;CCND1;CDK4;RCC2
protein import (GO:0017038)	8/89	0.0012881739949691668	0.06559853884029405	0	0	4.094237805680592	27.24522654927064	HSP90AA1;IPO9;CSE1L;FAM53C;IPO7;PHB2;TNPO2;RAB8B
peptidyl-serine phosphorylation (GO:0018105)	11/156	0.001325597962127558	0.06559853884029405	0	0	3.1546248335059937	20.902202277511453	SMG1;MAST4;WNK1;CSNK1A1;MKNK2;EIF2AK3;MAPKAPK5;STK4;PCK1;PKD1;UHMK1
positive regulation of cell cycle G1/S phase transition (GO:1902808)	5/35	0.0013587925009145004	0.06559853884029405	0	0	6.883121468926554	45.436578135501684	ANKRD17;DDX3X;CCND2;CCND1;PHB2
regulation of protein serine/threonine kinase activity (GO:0071900)	9/111	0.0013646814016069389	0.06559853884029405	0	0	3.66157616892911	24.154811201024412	MAP2K1;CCNB1;CCNT2;CCND2;CDKN1B;DDX3X;CCND1;HMGA2;CALM1
regulation of mRNA splicing, via spliceosome (GO:0048024)	8/90	0.0013849979409659011	0.06559853884029405	0	0	4.044100057205263	26.618495577780013	PTBP1;THRAP3;TRA2B;HNRNPU;RNPS1;SRSF6;HNRNPA1;QKI
positive regulation of circadian rhythm (GO:0042753)	3/10	0.0014276721834367812	0.06641225067594313	0	0	17.645569620253166	115.60865502207955	THRAP3;BTRC;ARNTL
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	7/74	0.0019075487955249168	0.08514565895584153	0	0	4.324928548745634	27.082426703454644	CCNB1;CDKN1B;PCNA;CHEK2;CNOT8;NDRG1;SOX4
tetrahydrobiopterin metabolic process (GO:0046146)	3/11	0.0019284429475603265	0.08514565895584153	0	0	15.439082278481013	96.51035739326502	HSP90AA1;PRKG2;CALM1
tetrahydrofolate metabolic process (GO:0046653)	3/11	0.0019284429475603265	0.08514565895584153	0	0	15.439082278481013	96.51035739326502	MTHFD1;MTHFD2;SHMT1
positive regulation of cell cycle G2/M phase transition (GO:1902751)	4/23	0.0019736018010870857	0.08568721153053097	0	0	8.680983643039946	54.06425532143632	CCNB1;CCND1;CDK4;RCC2
positive regulation of transcription by RNA polymerase II (GO:0045944)	36/908	0.0020682686192224037	0.08832524185367806	0	0	1.7460213443175436	10.792233772081861	YAP1;ZNF451;APP;ZNF395;CCNT2;DDX3X;HNRNPU;RSF1;HMGB1;NR3C1;PKD1;ARNTL;HOXA10;MED10;MEF2D;SOX4;NCK1;ZBTB18;ACTR2;DR1;XRCC6;PCGF5;ZBTB38;SMARCA5;PBX2;HMGA2;VEZF1;INHBA;SMAD5;CTCFL;KLF7;TBL1XR1;THRAP3;TNIP2;ATF5;CLOCK
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	6/56	0.00211153179125029	0.08871839219688718	0	0	4.961273885350319	30.563142041172842	CCNB1;CDKN1B;PCNA;CHEK2;CNOT8;SOX4
RNA splicing (GO:0008380)	8/98	0.00238476179956001	0.0976243911359703	0	0	3.683108268182895	22.241023967640803	PTBP1;SYNCRIP;KHSRP;TRA2B;WBP4;RNPS1;PPIG;SRSF11
import into nucleus (GO:0051170)	7/77	0.0023984495327071397	0.0976243911359703	0	0	4.138936170212766	24.969923689118374	IPO9;CSE1L;FAM53C;HNRNPA1;IPO7;PHB2;TNPO2
peptidyl-serine modification (GO:0018209)	11/169	0.002499907034589553	0.09858278941072036	0	0	2.8931248981365787	17.334162843758527	SMG1;MAST4;WNK1;CSNK1A1;MKNK2;EIF2AK3;MAPKAPK5;STK4;PCK1;PKD1;UHMK1
purine nucleotide biosynthetic process (GO:0006164)	3/12	0.002525983267744839	0.09858278941072036	0	0	13.722925457102672	82.07853086534841	MTHFD1;HPRT1;PRPS1L1
mRNA splicing, via spliceosome (GO:0000398)	15/274	0.0025355266374350346	0.09858278941072036	0	0	2.414882414882415	14.43460686167399	WBP4;HNRNPU;RBM4B;CRNKL1;WDR77;SYNCRIP;NUDT21;PTBP1;ZMAT2;TRA2B;RNPS1;PABPC1;SRSF6;HNRNPA1;SRSF11
cellular response to hexose stimulus (GO:0071331)	4/25	0.0027153598345395495	0.10339588565358787	0	0	7.853417899929528	46.40451756166533	TRA2B;ZBTB20;PCK1;SOX4
nuclear-transcribed mRNA catabolic process (GO:0000956)	11/171	0.002738701001956838	0.10339588565358787	0	0	2.856665772532189	16.855103808023657	SMG1;RPS16;PAN3;PDE12;THRAP3;RPLP0;RNPS1;PABPC1;CNOT8;ZFP36L1;PNRC2
positive regulation of nucleic acid-templated transcription (GO:1903508)	23/511	0.002868420915195307	0.10637725938183387	0	0	1.9760823644110637	11.567973523016052	YAP1;KDM5A;MAP2K1;XRCC6;HMGA2;FOXK1;RSF1;INHBA;SMAD5;CTCFL;ARNTL;SFRP1;RYBP;MDFIC;SIX4;TBL1XR1;THRAP3;CHEK2;ZNF711;ATF5;BTRC;CLOCK;SOX4
RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)	14/251	0.0029415057937857507	0.10637725938183387	0	0	2.4605991014389734	14.342422851448024	WBP4;HNRNPU;RBM4B;CRNKL1;SYNCRIP;NUDT21;PTBP1;ZMAT2;TRA2B;RNPS1;PABPC1;SRSF6;HNRNPA1;SRSF11
purine-containing compound biosynthetic process (GO:0072522)	4/26	0.003149353537297273	0.10637725938183387	0	0	7.496059965404574	43.181488752860744	MTHFD1;SHMT1;HPRT1;PRPS1L1
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	4/26	0.003149353537297273	0.10637725938183387	0	0	7.496059965404574	43.181488752860744	ANKRD17;DDX3X;CCND2;CCND1
pteridine-containing compound metabolic process (GO:0042558)	3/13	0.0032260282115796064	0.10637725938183387	0	0	12.35	70.84581889501693	HSP90AA1;PRKG2;CALM1
regulation of protein acetylation (GO:1901983)	3/13	0.0032260282115796064	0.10637725938183387	0	0	12.35	70.84581889501693	DDX3X;TERF2IP;ARNTL
negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	3/13	0.0032260282115796064	0.10637725938183387	0	0	12.35	70.84581889501693	RCC2;ACTN4;EFNA5
negative regulation of substrate adhesion-dependent cell spreading (GO:1900025)	3/13	0.0032260282115796064	0.10637725938183387	0	0	12.35	70.84581889501693	RCC2;ACTN4;EFNA5
positive regulation of mRNA metabolic process (GO:1903313)	3/13	0.0032260282115796064	0.10637725938183387	0	0	12.35	70.84581889501693	NUDT21;KHSRP;CNOT8
positive regulation of protein acetylation (GO:1901985)	3/13	0.0032260282115796064	0.10637725938183387	0	0	12.35	70.84581889501693	DDX3X;TERF2IP;ARNTL
positive regulation of DNA biosynthetic process (GO:2000573)	6/61	0.0032684428883536657	0.10642867155201624	0	0	4.509090909090909	25.807518435033643	HSP90AA1;HMBOX1;PCNA;NEK7;MAPKAPK5;HNRNPA1
regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079)	7/82	0.00342621423888536	0.10952423432068753	0	0	3.862014184397163	21.92194859606416	CCNB1;CCNT2;CDKN1B;CCND2;CCND1;IPO7;PKD1
cellular glucose homeostasis (GO:0001678)	5/43	0.003447595859614732	0.10952423432068753	0	0	5.431813113291704	30.79880481129036	TRA2B;ZBTB20;FOXK1;PCK1;SOX4
cellular senescence (GO:0090398)	4/27	0.003628337589273867	0.11252165976260028	0	0	7.16977663388179	40.28683652902435	MAP2K1;HMGA2;MAPKAPK5;CALR
response to glucocorticoid (GO:0051384)	4/27	0.003628337589273867	0.11252165976260028	0	0	7.16977663388179	40.28683652902435	GOT1;HNRNPU;NR3C1;ZFP36L1
regulation of mitotic cell cycle (GO:0007346)	11/178	0.003723219875662763	0.11410573854237056	0	0	2.735935853614659	15.302544563143552	DDB1;APP;CCNB1;CDKN1B;NEK7;CKS2;HNRNPU;UBE2D1;SIK1;MKI67;BTRC
positive regulation of osteoblast differentiation (GO:0045669)	5/44	0.003814760998876717	0.11496410443791541	0	0	5.292264232942199	29.471969961631224	YAP1;SUCO;IL6ST;ACVR2B;DDR2
response to insulin (GO:0032868)	7/84	0.003919988904796787	0.11496410443791541	0	0	3.7613152804642165	20.843954718657	RAB10;GOT1;INSIG1;RAB12;PCK1;RAB8B;ZFP36L1
nuclear export (GO:0051168)	7/84	0.003919988904796787	0.11496410443791541	0	0	3.7613152804642165	20.843954718657	CSE1L;RNPS1;CALR;SRSF6;HNRNPA1;PKD1;SRSF11
positive regulation of protein kinase activity (GO:0045860)	10/154	0.003927756351237801	0.11496410443791541	0	0	2.881721389483702	15.963834285874224	PTPN1;MAP2K1;XRCC6;GRM5;HSP90AA1;DDX3X;HMGA2;STK4;CALM1;DDR2
negative regulation of mRNA splicing, via spliceosome (GO:0048025)	3/14	0.0040337344854462	0.11675420371763724	0	0	11.226697353279631	61.89348598237553	PTBP1;RNPS1;SRSF6
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101)	8/108	0.0043447708975368465	0.12437503503388446	0	0	3.313091684434968	18.01918424425295	FKBP1A;ZNF451;PEG10;UBE2D1;SPRY1;SKIL;SMAD5;ACVR2B
mitotic cell cycle phase transition (GO:0044772)	12/209	0.00452960492713104	0.1282567482084387	0	0	2.531652202390699	13.663632141771297	YWHAE;CCNB1;HSP90AA1;CDKN1B;CCND2;CCND1;CDK4;CHEK2;INHBA;BTRC;ARPP19;PAFAH1B1
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	16/321	0.00464462725514597	0.12915981120315695	0	0	2.1868923580242523	11.748082312614097	NHLRC3;KLHL15;UBE2D1;YOD1;DNAJB14;ARNTL;KLHL42;DDB1;CCNB1;RMND5A;TBL1XR1;TRIM13;FEM1C;BTRC;CLOCK;UBE2K
negative regulation of mRNA catabolic process (GO:1902373)	4/29	0.004729707018303377	0.12915981120315695	0	0	6.5955179704016915	35.3116910265903	LARP1;THRAP3;HNRNPU;PABPC1
protein autophosphorylation (GO:0046777)	10/159	0.0049173963370207525	0.12915981120315695	0	0	2.784300763117428	14.798491978732876	SMG1;CHEK2;MKNK2;EIF2AK3;AAK1;MAPKAPK5;SIK1;STK4;UHMK1;DDR2
cellular response to arsenic-containing substance (GO:0071243)	3/15	0.004953710552246262	0.12915981120315695	0	0	10.290611814345992	54.61864037332723	DDX3X;MKNK2;HNRNPA1
negative regulation of mRNA processing (GO:0050686)	3/15	0.004953710552246262	0.12915981120315695	0	0	10.290611814345992	54.61864037332723	PTBP1;RNPS1;SRSF6
amino-acid betaine biosynthetic process (GO:0006578)	2/5	0.00541160860268114	0.12915981120315695	0	0	27.396491228070175	142.9880106151466	TMLHE;SHMT1
reelin-mediated signaling pathway (GO:0038026)	2/5	0.00541160860268114	0.12915981120315695	0	0	27.396491228070175	142.9880106151466	VLDLR;PAFAH1B1
carnitine biosynthetic process (GO:0045329)	2/5	0.00541160860268114	0.12915981120315695	0	0	27.396491228070175	142.9880106151466	TMLHE;SHMT1
ethanolamine-containing compound metabolic process (GO:0042439)	2/5	0.00541160860268114	0.12915981120315695	0	0	27.396491228070175	142.9880106151466	GDE1;NAPEPLD
glycerol biosynthetic process (GO:0006114)	2/5	0.00541160860268114	0.12915981120315695	0	0	27.396491228070175	142.9880106151466	GOT1;PCK1
